Seed,Name,Perfection,Suit_Armour_Shield_Strength,Suit_Armour_Health
132,Secondary Resonator,0.5,,+33%
133,Supercharged Resonator,0.3,+93%,
134,High-Frequency Shield,0.4,+94%,
135,Sodium Polariser,0.5,,+33%
136,High-Frequency Battery,0.9,+94%,+33%
137,Secondary Polariser,0.4,+94%,
138,High-Frequency Lattice,0.5,,+33%
139,Secondary Shield,0.3,+93%,
140,High-Frequency Armour,0.4,+94%,
141,Supercharged Buffer,0.4,+94%,
142,High-Frequency Armour,0.5,,+33%
143,Dioxite Battery,0.4,+94%,
144,Secondary Polariser,0.5,,+33%
145,Dioxite Bulwark,0.5,,+33%
146,Sodium Lattice,0.5,,+33%
147,Secondary Padding,0.4,+94%,
148,Dioxite Grafts,0.5,,+33%
149,Supercharged Shield,0.5,,+33%
150,Dioxite Lattice,0.3,+93%,
151,Supercharged Shield,0.2,+92%,
152,Supercharged Grafts,0.5,,+33%
153,Dioxite Buffer,0.5,,+33%
154,Dioxite Resonator,0.5,,+33%
155,Sodium Resonator,0.3,+93%,
156,Supercharged Padding,0.2,+92%,
157,Secondary Lattice,0.7,+92%,+33%
158,Supercharged Buffer,0.1,+91%,
159,Secondary Grafts,0.5,,+33%
160,Supercharged Grafts,0.4,+94%,
161,Supercharged Padding,0.2,+92%,
162,Supercharged Battery,0.5,,+33%
163,High-Frequency Lattice,0.5,,+33%
164,Dioxite Grafts,0.9,+94%,+33%
165,Secondary Padding,0.5,,+33%
166,Secondary Battery,0.4,+94%,
167,High-Frequency Buffer,0.5,,+33%
168,High-Frequency Armour,0.1,+91%,
169,Dioxite Polariser,0.5,,+33%
170,Sodium Bulwark,0.4,+94%,
171,Sodium Armour,0.2,+92%,
172,Supercharged Bulwark,0.1,+91%,
173,High-Frequency Polariser,0.4,+94%,
174,Supercharged Resonator,0.5,,+33%
175,Secondary Battery,0.3,+93%,
176,Dioxite Armour,0.5,,+33%
177,High-Frequency Resonator,0.4,+94%,
178,Sodium Armour,0.2,+92%,
179,Secondary Polariser,0.5,,+33%
180,Dioxite Bulwark,0.4,+94%,
181,Sodium Polariser,0.4,+94%,
182,Sodium Padding,0.7,+92%,+33%
183,Secondary Shield,0.4,+94%,
184,Dioxite Padding,0.4,+94%,
185,Dioxite Resonator,0.4,+94%,
186,Supercharged Shield,0.5,,+33%
187,Dioxite Armour,0.8,+93%,+33%
188,Sodium Padding,0.7,+92%,+33%
189,High-Frequency Bulwark,0.5,,+33%
190,Sodium Bulwark,0.7,+92%,+33%
191,Sodium Lattice,0.5,,+33%
192,Sodium Buffer,0.8,+93%,+33%
193,Supercharged Padding,0.5,+90%,+33%
194,Dioxite Buffer,0.5,,+33%
195,High-Frequency Armour,0.5,,+33%
196,Secondary Armour,0.5,,+33%
197,Sodium Resonator,0.5,,+33%
198,Sodium Grafts,0.2,+92%,
199,Dioxite Bulwark,0.5,,+33%
200,Sodium Lattice,0.0,+90%,
201,Sodium Resonator,0.4,+94%,
202,Secondary Resonator,0.1,+91%,
203,Sodium Bulwark,0.4,+94%,
204,Sodium Padding,0.5,,+33%
205,High-Frequency Polariser,0.5,,+33%
206,Secondary Bulwark,0.5,,+33%
207,Supercharged Grafts,0.5,,+33%
208,Sodium Resonator,0.9,+94%,+33%
209,Secondary Polariser,0.5,,+33%
210,Secondary Lattice,0.0,+90%,
211,Secondary Padding,0.5,,+33%
212,High-Frequency Grafts,0.5,,+33%
213,Dioxite Bulwark,0.2,+92%,
214,Sodium Lattice,0.0,+90%,
215,Dioxite Polariser,0.4,+94%,
216,Supercharged Buffer,0.5,,+33%
217,Sodium Armour,0.2,+92%,
218,High-Frequency Padding,0.5,,+33%
219,Sodium Bulwark,0.5,,+33%
220,Secondary Shield,0.5,,+33%
221,Dioxite Shield,0.5,,+33%
222,Secondary Armour,0.2,+92%,
223,Supercharged Armour,0.5,,+33%
224,Dioxite Battery,0.5,,+33%
225,High-Frequency Bulwark,0.1,+91%,
226,Sodium Battery,0.8,+93%,+33%
227,High-Frequency Shield,0.3,+93%,
228,High-Frequency Buffer,0.9,+94%,+33%
229,Sodium Resonator,0.5,,+33%
230,Secondary Shield,0.5,,+33%
231,Secondary Lattice,0.5,,+33%
232,High-Frequency Grafts,0.4,+94%,
233,Dioxite Shield,0.3,+93%,
234,Supercharged Battery,0.5,,+33%
235,High-Frequency Grafts,0.3,+93%,
236,Supercharged Armour,0.5,,+33%
237,Secondary Bulwark,0.5,,+33%
238,Secondary Padding,0.8,+93%,+33%
239,Supercharged Buffer,0.5,,+33%
240,Secondary Buffer,0.5,,+33%
241,Sodium Grafts,0.1,+91%,
242,Secondary Resonator,0.5,,+33%
243,Supercharged Resonator,0.5,,+33%
244,Dioxite Buffer,0.5,,+33%
245,Supercharged Resonator,0.5,,+33%
246,Dioxite Armour,0.1,+91%,
247,Sodium Buffer,0.0,+90%,
248,High-Frequency Grafts,0.9,+94%,+33%
249,Secondary Battery,0.5,,+33%
250,High-Frequency Battery,0.9,+94%,+33%
251,Sodium Grafts,0.2,+92%,
252,Supercharged Shield,0.5,,+33%
253,Dioxite Bulwark,0.4,+94%,
254,Secondary Armour,0.4,+94%,
255,Supercharged Buffer,0.4,+94%,
256,High-Frequency Bulwark,0.3,+93%,
257,High-Frequency Buffer,0.5,,+33%
258,Sodium Battery,0.5,,+33%
259,Secondary Battery,0.0,+90%,
260,Secondary Battery,0.5,,+33%
261,High-Frequency Lattice,0.5,,+33%
262,High-Frequency Grafts,0.5,,+33%
263,Secondary Shield,0.9,+94%,+33%
264,High-Frequency Grafts,0.5,,+33%
265,Supercharged Polariser,0.3,+93%,
266,High-Frequency Battery,0.0,+90%,
267,Dioxite Lattice,0.5,,+33%
268,High-Frequency Polariser,0.4,+94%,
269,Supercharged Shield,0.9,+94%,+33%
270,Secondary Armour,0.1,+91%,
271,High-Frequency Padding,0.2,+92%,
272,Secondary Polariser,0.5,,+33%
273,Secondary Lattice,0.8,+93%,+33%
274,Secondary Resonator,0.5,,+33%
275,Supercharged Resonator,0.4,+94%,
276,Supercharged Bulwark,0.6,+91%,+33%
277,Dioxite Polariser,0.5,,+33%
278,Supercharged Lattice,0.7,+92%,+33%
279,Sodium Armour,0.4,+94%,
280,Dioxite Grafts,0.2,+92%,
281,Supercharged Padding,0.4,+94%,
282,High-Frequency Padding,0.5,,+33%
283,High-Frequency Bulwark,0.4,+94%,
284,High-Frequency Padding,0.4,+94%,
285,Secondary Armour,0.5,,+33%
286,High-Frequency Battery,0.5,,+33%
287,High-Frequency Resonator,0.5,,+33%
288,High-Frequency Buffer,0.4,+94%,
289,Secondary Buffer,0.5,,+33%
290,Dioxite Shield,0.1,+91%,
291,Supercharged Shield,0.4,+94%,
292,Dioxite Buffer,0.5,,+33%
293,Supercharged Battery,0.2,+92%,
294,Dioxite Shield,0.9,+94%,+33%
295,Dioxite Shield,0.9,+94%,+33%
296,High-Frequency Polariser,0.5,+90%,+33%
297,Supercharged Grafts,0.5,+90%,+33%
298,Dioxite Buffer,0.5,,+33%
299,Supercharged Armour,0.3,+93%,
300,Sodium Armour,0.5,,+33%
301,Secondary Battery,0.8,+93%,+33%
302,Sodium Bulwark,0.0,+90%,
303,Sodium Lattice,0.3,+93%,
304,Secondary Armour,0.5,,+33%
305,Supercharged Polariser,0.5,,+33%
306,Supercharged Bulwark,0.4,+94%,
307,Supercharged Polariser,0.9,+94%,+33%
308,Secondary Buffer,0.5,,+33%
309,Sodium Buffer,0.5,,+33%
310,Dioxite Grafts,0.2,+92%,
311,Dioxite Padding,0.4,+94%,
312,Sodium Padding,0.5,,+33%
313,High-Frequency Battery,0.4,+94%,
314,Sodium Grafts,0.4,+94%,
315,Supercharged Padding,0.5,,+33%
316,Sodium Bulwark,0.9,+94%,+33%
317,High-Frequency Bulwark,0.9,+94%,+33%
318,Dioxite Grafts,0.4,+94%,
319,High-Frequency Resonator,0.2,+92%,
320,Dioxite Shield,0.5,,+33%
321,High-Frequency Grafts,0.7,+92%,+33%
322,Dioxite Buffer,0.5,,+33%
323,Supercharged Padding,0.4,+94%,
324,Dioxite Shield,0.4,+94%,
325,Sodium Shield,0.9,+94%,+33%
326,Sodium Polariser,0.2,+92%,
327,Supercharged Lattice,0.5,,+33%
328,Secondary Battery,0.1,+91%,
329,Secondary Polariser,0.5,,+33%
330,Sodium Polariser,0.5,,+33%
331,Supercharged Armour,0.5,,+33%
332,Secondary Shield,0.0,+90%,
333,Secondary Armour,0.1,+91%,
334,High-Frequency Grafts,0.5,,+33%
335,Sodium Resonator,0.5,+90%,+33%
336,Supercharged Grafts,0.4,+94%,
337,Sodium Buffer,0.2,+92%,
338,Dioxite Buffer,0.5,,+33%
339,High-Frequency Shield,0.0,+90%,
340,Supercharged Battery,0.2,+92%,
341,Dioxite Buffer,0.5,,+33%
342,Supercharged Padding,0.7,+92%,+33%
343,Secondary Battery,0.2,+92%,
344,Secondary Lattice,0.5,,+33%
345,Supercharged Padding,0.4,+94%,
346,Supercharged Polariser,0.1,+91%,
347,Secondary Battery,0.5,,+33%
348,Secondary Buffer,0.5,,+33%
349,High-Frequency Resonator,0.5,,+33%
350,Sodium Lattice,0.5,,+33%
351,Sodium Shield,0.5,,+33%
352,Secondary Polariser,0.1,+91%,
353,Secondary Battery,0.2,+92%,
354,Secondary Padding,0.5,,+33%
355,Supercharged Lattice,0.9,+94%,+33%
356,Supercharged Armour,0.5,,+33%
357,Dioxite Padding,0.4,+94%,
358,High-Frequency Shield,0.5,,+33%
359,High-Frequency Armour,0.0,+90%,
360,Secondary Bulwark,0.2,+92%,
361,High-Frequency Shield,0.4,+94%,
362,Supercharged Padding,0.5,,+33%
363,High-Frequency Lattice,0.7,+92%,+33%
364,Secondary Battery,0.5,,+33%
365,Supercharged Bulwark,0.4,+94%,
366,High-Frequency Resonator,0.7,+92%,+33%
367,Dioxite Armour,0.1,+91%,
368,Secondary Battery,0.2,+92%,
369,Dioxite Shield,0.0,+90%,
370,Sodium Grafts,0.1,+91%,
371,Dioxite Lattice,0.4,+94%,
372,Sodium Grafts,0.4,+94%,
373,Supercharged Bulwark,0.8,+93%,+33%
374,Dioxite Grafts,0.5,,+33%
375,Sodium Resonator,0.5,,+33%
376,Supercharged Lattice,0.2,+92%,
377,Dioxite Lattice,0.6,+91%,+33%
378,High-Frequency Grafts,0.5,,+33%
379,High-Frequency Shield,0.5,,+33%
380,Supercharged Resonator,0.5,,+33%
381,Dioxite Grafts,0.5,,+33%
382,Dioxite Polariser,0.5,,+33%
383,High-Frequency Grafts,0.2,+92%,
384,High-Frequency Resonator,0.0,+90%,
385,High-Frequency Bulwark,0.1,+91%,
386,Supercharged Resonator,0.5,+90%,+33%
387,Secondary Buffer,0.5,,+33%
388,Secondary Shield,0.5,,+33%
389,Sodium Battery,0.5,,+33%
390,High-Frequency Battery,0.1,+91%,
391,Secondary Grafts,0.5,,+33%
392,Dioxite Grafts,0.5,,+33%
393,Secondary Shield,0.5,,+33%
394,High-Frequency Grafts,0.6,+91%,+33%
395,Secondary Armour,0.5,,+33%
396,High-Frequency Padding,0.5,,+33%
397,Secondary Lattice,0.9,+94%,+33%
398,High-Frequency Buffer,0.5,,+33%
399,Supercharged Padding,0.9,+94%,+33%
400,Supercharged Armour,0.8,+93%,+33%
401,Supercharged Armour,0.0,+90%,
402,Secondary Grafts,0.5,,+33%
403,High-Frequency Bulwark,0.5,,+33%
404,High-Frequency Bulwark,0.5,,+33%
405,Supercharged Bulwark,0.4,+94%,
406,Supercharged Resonator,0.2,+92%,
407,Supercharged Grafts,0.4,+94%,
408,Dioxite Polariser,0.1,+91%,
409,Secondary Battery,0.9,+94%,+33%
410,Sodium Armour,0.5,+90%,+33%
411,Supercharged Shield,0.5,,+33%
412,Dioxite Padding,0.5,,+33%
413,Secondary Battery,0.5,,+33%
414,Sodium Padding,0.4,+94%,
415,High-Frequency Bulwark,0.0,+90%,
416,Secondary Padding,0.9,+94%,+33%
417,Secondary Polariser,0.5,,+33%
418,Dioxite Bulwark,0.5,,+33%
419,Secondary Buffer,0.1,+91%,
420,Supercharged Resonator,0.9,+94%,+33%
421,High-Frequency Shield,0.5,,+33%
422,High-Frequency Battery,0.9,+94%,+33%
423,Dioxite Polariser,0.5,+90%,+33%
424,High-Frequency Lattice,0.5,,+33%
425,Supercharged Resonator,0.2,+92%,
426,Supercharged Battery,0.5,,+33%
427,Sodium Shield,0.9,+94%,+33%
428,High-Frequency Grafts,0.8,+93%,+33%
429,Secondary Bulwark,0.4,+94%,
430,High-Frequency Grafts,0.3,+93%,
431,Dioxite Bulwark,0.5,,+33%
432,Supercharged Buffer,0.5,,+33%
433,Supercharged Padding,0.3,+93%,
434,Dioxite Lattice,0.5,,+33%
435,Secondary Resonator,0.4,+94%,
436,Secondary Battery,0.4,+94%,
437,Secondary Padding,0.4,+94%,
438,High-Frequency Resonator,0.4,+94%,
439,Sodium Buffer,0.5,,+33%
440,Dioxite Resonator,0.5,,+33%
441,Supercharged Grafts,0.3,+93%,
442,Supercharged Shield,0.6,+91%,+33%
443,Dioxite Battery,0.3,+93%,
444,Sodium Shield,0.5,,+33%
445,Sodium Grafts,0.3,+93%,
446,Supercharged Grafts,0.0,+90%,
447,Supercharged Armour,0.3,+93%,
448,High-Frequency Grafts,0.5,,+33%
449,Dioxite Resonator,0.2,+92%,
450,Supercharged Bulwark,0.5,,+33%
451,Sodium Battery,0.5,,+33%
452,Dioxite Padding,0.8,+93%,+33%
453,Sodium Padding,0.5,,+33%
454,Dioxite Bulwark,0.5,,+33%
455,High-Frequency Armour,0.5,,+33%
456,Supercharged Lattice,0.4,+94%,
457,Supercharged Resonator,0.5,,+33%
458,Secondary Resonator,0.8,+93%,+33%
459,Sodium Grafts,0.5,,+33%
460,Dioxite Buffer,0.5,,+33%
461,High-Frequency Buffer,0.4,+94%,
462,Dioxite Shield,0.1,+91%,
463,Sodium Padding,0.3,+93%,
464,High-Frequency Shield,0.4,+94%,
465,Sodium Battery,0.4,+94%,
466,Dioxite Buffer,0.9,+94%,+33%
467,Sodium Lattice,0.5,,+33%
468,High-Frequency Shield,0.4,+94%,
469,Secondary Lattice,0.4,+94%,
470,Sodium Buffer,0.5,+90%,+33%
471,Secondary Resonator,0.9,+94%,+33%
472,High-Frequency Polariser,0.4,+94%,
473,High-Frequency Polariser,0.1,+91%,
474,Secondary Armour,0.5,,+33%
475,Secondary Grafts,0.5,,+33%
476,High-Frequency Resonator,0.0,+90%,
477,Sodium Padding,0.6,+91%,+33%
478,Sodium Buffer,0.2,+92%,
479,Supercharged Grafts,0.3,+93%,
480,Dioxite Padding,0.4,+94%,
481,Secondary Lattice,0.4,+94%,
482,Secondary Battery,0.5,,+33%
483,Supercharged Shield,0.5,,+33%
484,High-Frequency Shield,0.5,,+33%
485,Secondary Resonator,0.5,,+33%
486,Secondary Lattice,0.5,,+33%
487,Dioxite Lattice,0.5,,+33%
488,High-Frequency Padding,0.3,+93%,
489,Sodium Polariser,0.6,+91%,+33%
490,Secondary Buffer,0.4,+94%,
491,Sodium Armour,0.5,,+33%
492,Dioxite Armour,0.7,+92%,+33%
493,High-Frequency Resonator,0.5,,+33%
494,Secondary Grafts,0.0,+90%,
495,Secondary Padding,0.4,+94%,
496,High-Frequency Armour,0.2,+92%,
497,Sodium Polariser,0.5,,+33%
498,Sodium Grafts,0.0,+90%,
499,Sodium Buffer,0.5,,+33%
500,High-Frequency Bulwark,0.4,+94%,
501,High-Frequency Shield,0.3,+93%,
502,High-Frequency Bulwark,0.4,+94%,
503,Secondary Armour,0.1,+91%,
504,Secondary Lattice,0.1,+91%,
505,Supercharged Battery,0.4,+94%,
506,Sodium Resonator,0.4,+94%,
507,Supercharged Grafts,0.8,+93%,+33%
508,Dioxite Battery,0.1,+91%,
509,High-Frequency Lattice,0.5,,+33%
510,Sodium Lattice,0.9,+94%,+33%
511,Sodium Resonator,0.3,+93%,
512,Secondary Shield,0.5,,+33%
513,High-Frequency Bulwark,0.4,+94%,
514,Dioxite Resonator,0.5,,+33%
515,Sodium Polariser,0.4,+94%,
516,High-Frequency Armour,0.3,+93%,
517,Supercharged Resonator,0.5,,+33%
518,Dioxite Buffer,0.2,+92%,
519,Secondary Grafts,0.4,+94%,
520,Secondary Shield,0.5,,+33%
521,Supercharged Buffer,0.5,,+33%
522,Secondary Lattice,0.4,+94%,
523,Supercharged Buffer,0.5,+90%,+33%
524,Supercharged Shield,0.0,+90%,
525,Dioxite Padding,0.5,,+33%
526,Sodium Bulwark,0.4,+94%,
527,Sodium Armour,0.5,,+33%
528,Dioxite Resonator,0.5,,+33%
529,Secondary Shield,0.5,,+33%
530,High-Frequency Buffer,0.4,+94%,
531,Supercharged Grafts,0.6,+91%,+33%
532,Supercharged Battery,0.5,,+33%
533,Sodium Buffer,0.3,+93%,
534,Sodium Padding,0.5,,+33%
535,High-Frequency Armour,0.4,+94%,
536,Sodium Bulwark,0.4,+94%,
537,Dioxite Padding,0.5,,+33%
538,Secondary Polariser,0.9,+94%,+33%
539,Supercharged Bulwark,0.3,+93%,
540,Dioxite Battery,0.5,,+33%
541,Supercharged Lattice,0.1,+91%,
542,Dioxite Grafts,0.5,,+33%
543,Supercharged Buffer,0.7,+92%,+33%
544,Dioxite Padding,0.5,,+33%
545,High-Frequency Bulwark,0.5,,+33%
546,High-Frequency Shield,0.5,,+33%
547,Supercharged Buffer,0.5,,+33%
548,Dioxite Buffer,0.5,,+33%
549,High-Frequency Armour,0.1,+91%,
550,Dioxite Grafts,0.5,,+33%
551,Supercharged Padding,0.5,,+33%
552,Secondary Bulwark,0.5,,+33%
553,High-Frequency Bulwark,0.6,+91%,+33%
554,Secondary Resonator,0.3,+93%,
555,Supercharged Shield,0.0,+90%,
556,Sodium Shield,0.3,+93%,
557,Sodium Padding,0.5,,+33%
558,Secondary Lattice,0.4,+94%,
559,Supercharged Lattice,0.9,+94%,+33%
560,High-Frequency Shield,0.8,+93%,+33%
561,High-Frequency Padding,0.7,+92%,+33%
562,High-Frequency Armour,0.2,+92%,
563,Supercharged Lattice,0.5,+90%,+33%
564,Dioxite Resonator,0.5,,+33%
565,Sodium Grafts,0.5,,+33%
566,Sodium Polariser,0.3,+93%,
567,Dioxite Shield,0.8,+93%,+33%
568,High-Frequency Polariser,0.5,,+33%
569,Secondary Polariser,0.8,+93%,+33%
570,Secondary Bulwark,0.5,,+33%
571,High-Frequency Bulwark,0.5,,+33%
572,Supercharged Bulwark,0.4,+94%,
573,Sodium Grafts,0.0,+90%,
574,High-Frequency Shield,0.5,,+33%
575,Secondary Grafts,0.5,,+33%
576,Secondary Bulwark,0.6,+91%,+33%
577,High-Frequency Bulwark,0.5,,+33%
578,Secondary Armour,0.1,+91%,
579,Dioxite Armour,0.4,+94%,
580,Sodium Shield,0.5,,+33%
581,High-Frequency Grafts,0.4,+94%,
582,Secondary Resonator,0.3,+93%,
583,Sodium Resonator,0.4,+94%,
584,Sodium Armour,0.5,,+33%
585,Sodium Armour,0.2,+92%,
586,Dioxite Resonator,0.5,,+33%
587,Sodium Resonator,0.4,+94%,
588,Sodium Polariser,0.4,+94%,
589,Sodium Lattice,0.2,+92%,
590,High-Frequency Polariser,0.4,+94%,
591,Dioxite Bulwark,0.4,+94%,
592,Dioxite Buffer,0.5,,+33%
593,High-Frequency Padding,0.5,,+33%
594,Dioxite Lattice,0.4,+94%,
595,Sodium Buffer,0.1,+91%,
596,High-Frequency Bulwark,0.4,+94%,
597,Dioxite Bulwark,0.4,+94%,
598,High-Frequency Padding,0.0,+90%,
599,High-Frequency Padding,0.3,+93%,
600,Sodium Bulwark,0.5,,+33%
601,Sodium Padding,0.2,+92%,
602,Secondary Battery,0.7,+92%,+33%
603,High-Frequency Shield,0.5,,+33%
604,Secondary Lattice,0.5,,+33%
605,Dioxite Battery,0.5,,+33%
606,High-Frequency Battery,0.5,,+33%
607,High-Frequency Padding,0.6,+91%,+33%
608,Secondary Resonator,0.5,,+33%
609,Sodium Polariser,0.4,+94%,
610,Dioxite Resonator,0.5,,+33%
611,Sodium Armour,0.5,,+33%
612,High-Frequency Padding,0.4,+94%,
613,Sodium Padding,0.5,,+33%
614,Secondary Bulwark,0.5,,+33%
615,Sodium Bulwark,0.4,+94%,
616,Dioxite Bulwark,0.8,+93%,+33%
617,High-Frequency Armour,0.5,,+33%
618,Sodium Polariser,0.5,,+33%
619,Supercharged Padding,0.5,+90%,+33%
620,Dioxite Grafts,0.9,+94%,+33%
621,Secondary Buffer,0.8,+93%,+33%
622,Dioxite Grafts,0.5,,+33%
623,Secondary Armour,0.3,+93%,
624,Dioxite Lattice,0.5,,+33%
625,Secondary Grafts,0.8,+93%,+33%
626,Sodium Buffer,0.8,+93%,+33%
627,Secondary Grafts,0.3,+93%,
628,Supercharged Grafts,0.5,,+33%
629,High-Frequency Bulwark,0.5,,+33%
630,High-Frequency Resonator,0.5,,+33%
631,High-Frequency Padding,0.4,+94%,
632,Sodium Grafts,0.5,,+33%
633,Supercharged Padding,0.5,,+33%
634,Sodium Padding,0.5,,+33%
635,Supercharged Grafts,0.8,+93%,+33%
636,Sodium Polariser,0.6,+91%,+33%
637,Supercharged Battery,0.5,,+33%
638,Supercharged Padding,0.5,,+33%
639,High-Frequency Battery,0.5,,+33%
640,Secondary Armour,0.5,,+33%
641,High-Frequency Padding,0.5,,+33%
642,Dioxite Padding,0.5,,+33%
643,Dioxite Buffer,0.2,+92%,
644,Sodium Resonator,0.5,,+33%
645,Dioxite Resonator,0.4,+94%,
646,Dioxite Shield,0.3,+93%,
647,High-Frequency Buffer,0.5,,+33%
648,Secondary Grafts,0.5,,+33%
649,Sodium Grafts,0.5,,+33%
650,Secondary Battery,0.5,,+33%
651,High-Frequency Padding,0.3,+93%,
652,High-Frequency Battery,0.5,,+33%
653,Secondary Resonator,0.4,+94%,
654,High-Frequency Lattice,0.4,+94%,
655,High-Frequency Bulwark,0.5,,+33%
656,Dioxite Buffer,0.5,,+33%
657,Dioxite Shield,0.2,+92%,
658,Sodium Battery,0.5,,+33%
659,Supercharged Padding,0.8,+93%,+33%
660,Supercharged Polariser,0.0,+90%,
661,High-Frequency Grafts,0.4,+94%,
662,Sodium Grafts,0.5,+90%,+33%
663,Secondary Shield,0.5,,+33%
