sep=,
Seed,Name,Perfection,Suit_Armour_Shield_Strength,Suit_Armour_Health
88,Q-Field Buffer,0.583,+32%,+33%
89,Lumen Padding,0.167,+30%,+33%
90,Q-Field Resonator,0.167,+30%,+33%
91,Harmonic Grafts,0.583,+32%,+33%
92,Nanite Resonator,0.583,+32%,+33%
93,Nanite Armour,0.583,+32%,+33%
94,Lorentz Padding,0.167,+30%,+33%
95,Nanite Grafts,0.792,+33%,+33%
96,Nanite Lattice,0.375,+31%,+33%
97,Lumen Grafts,0.167,+30%,+33%
98,Lorentz Resonator,0.792,+33%,+33%
99,Q-Field Polariser,0.167,+30%,+33%
100,Q-Field Battery,1.0,+34%,+33%
101,Nanite Shield,0.167,+30%,+33%
102,Lumen Grafts,0.583,+32%,+33%
103,Lorentz Bulwark,0.167,+30%,+33%
104,Lorentz Battery,0.167,+30%,+33%
105,Lorentz Grafts,0.167,+30%,+33%
106,Lorentz Grafts,0.792,+33%,+33%
107,Lorentz Buffer,0.792,+33%,+33%
108,Nanite Buffer,0.167,+30%,+33%
109,Lorentz Bulwark,0.167,+30%,+33%
110,Lumen Battery,0.167,+30%,+33%
111,Harmonic Armour,0.167,+30%,+33%
112,Nanite Grafts,0.792,+33%,+33%
113,Q-Field Padding,0.167,+30%,+33%
114,Harmonic Battery,0.167,+30%,+33%
115,Nanite Battery,1.0,+34%,+33%
116,Nanite Resonator,0.375,+31%,+33%
117,Q-Field Battery,0.167,+30%,+33%
118,Nanite Resonator,0.167,+30%,+33%
119,Lorentz Padding,1.0,+34%,+33%
120,Nanite Lattice,0.167,+30%,+33%
121,Nanite Resonator,0.167,+30%,+33%
122,Nanite Padding,0.167,+30%,+33%
123,Lorentz Resonator,0.792,+33%,+33%
124,Harmonic Padding,0.167,+30%,+33%
125,Lumen Polariser,0.375,+31%,+33%
126,Harmonic Armour,0.792,+33%,+33%
127,Nanite Bulwark,0.167,+30%,+33%
128,Lorentz Polariser,0.375,+31%,+33%
129,Q-Field Polariser,0.375,+31%,+33%
130,Q-Field Resonator,1.0,+34%,+33%
131,Lorentz Grafts,0.167,+30%,+33%
132,Lorentz Resonator,0.167,+30%,+33%
133,Harmonic Resonator,0.167,+30%,+33%
134,Nanite Shield,1.0,+34%,+33%
135,Lumen Polariser,0.792,+33%,+33%
136,Nanite Battery,1.0,+34%,+33%
137,Lorentz Polariser,1.0,+34%,+33%
138,Nanite Lattice,1.0,+34%,+33%
139,Lorentz Shield,0.167,+30%,+33%
140,Nanite Armour,0.792,+33%,+33%
141,Harmonic Buffer,1.0,+34%,+33%
142,Nanite Armour,0.167,+30%,+33%
143,Q-Field Battery,0.375,+31%,+33%
144,Lorentz Polariser,0.792,+33%,+33%
145,Q-Field Bulwark,0.792,+33%,+33%
146,Lumen Lattice,0.792,+33%,+33%
147,Lorentz Padding,0.583,+32%,+33%
148,Q-Field Grafts,0.583,+32%,+33%
149,Harmonic Shield,1.0,+34%,+33%
150,Q-Field Lattice,0.375,+31%,+33%
151,Harmonic Shield,0.167,+30%,+33%
152,Harmonic Grafts,0.167,+30%,+33%
153,Q-Field Buffer,0.375,+31%,+33%
154,Q-Field Resonator,0.167,+30%,+33%
155,Lumen Resonator,0.375,+31%,+33%
156,Harmonic Padding,0.167,+30%,+33%
157,Lorentz Lattice,0.167,+30%,+33%
158,Harmonic Buffer,0.167,+30%,+33%
159,Lorentz Grafts,0.167,+30%,+33%
160,Harmonic Grafts,0.792,+33%,+33%
161,Harmonic Padding,0.167,+30%,+33%
162,Harmonic Battery,0.375,+31%,+33%
163,Nanite Lattice,0.167,+30%,+33%
164,Q-Field Grafts,0.583,+32%,+33%
165,Lorentz Padding,0.583,+32%,+33%
166,Lorentz Battery,0.583,+32%,+33%
167,Nanite Buffer,0.375,+31%,+33%
168,Nanite Armour,0.167,+30%,+33%
169,Q-Field Polariser,0.583,+32%,+33%
170,Lumen Bulwark,0.792,+33%,+33%
171,Lumen Armour,0.167,+30%,+33%
172,Harmonic Bulwark,0.167,+30%,+33%
173,Nanite Polariser,1.0,+34%,+33%
174,Harmonic Resonator,0.167,+30%,+33%
175,Lorentz Battery,0.375,+31%,+33%
176,Q-Field Armour,0.792,+33%,+33%
177,Nanite Resonator,0.792,+33%,+33%
178,Lumen Armour,0.167,+30%,+33%
179,Lorentz Polariser,0.167,+30%,+33%
180,Q-Field Bulwark,0.792,+33%,+33%
181,Lumen Polariser,0.375,+31%,+33%
182,Lumen Padding,0.167,+30%,+33%
183,Lorentz Shield,0.375,+31%,+33%
184,Q-Field Padding,0.583,+32%,+33%
185,Q-Field Resonator,0.583,+32%,+33%
186,Harmonic Shield,1.0,+34%,+33%
187,Q-Field Armour,0.375,+31%,+33%
188,Lumen Padding,0.167,+30%,+33%
189,Nanite Bulwark,0.167,+30%,+33%
190,Lumen Bulwark,0.167,+30%,+33%
191,Lumen Lattice,0.167,+30%,+33%
192,Lumen Buffer,0.167,+30%,+33%
193,Harmonic Padding,0.167,+30%,+33%
194,Q-Field Buffer,0.792,+33%,+33%
195,Nanite Armour,0.792,+33%,+33%
196,Lorentz Armour,0.167,+30%,+33%
197,Lumen Resonator,0.167,+30%,+33%
198,Lumen Grafts,0.167,+30%,+33%
199,Q-Field Bulwark,0.375,+31%,+33%
200,Lumen Lattice,0.167,+30%,+33%
201,Lumen Resonator,0.792,+33%,+33%
202,Lorentz Resonator,0.167,+30%,+33%
203,Lumen Bulwark,0.583,+32%,+33%
204,Lumen Padding,0.583,+32%,+33%
205,Nanite Polariser,0.583,+32%,+33%
206,Lorentz Bulwark,0.583,+32%,+33%
207,Harmonic Grafts,0.167,+30%,+33%
208,Lumen Resonator,1.0,+34%,+33%
209,Lorentz Polariser,0.167,+30%,+33%
210,Lorentz Lattice,0.167,+30%,+33%
211,Lorentz Padding,0.167,+30%,+33%
212,Nanite Grafts,0.167,+30%,+33%
213,Q-Field Bulwark,0.167,+30%,+33%
214,Lumen Lattice,0.167,+30%,+33%
215,Q-Field Polariser,0.375,+31%,+33%
216,Harmonic Buffer,0.583,+32%,+33%
217,Lumen Armour,0.167,+30%,+33%
218,Nanite Padding,0.167,+30%,+33%
219,Lumen Bulwark,0.792,+33%,+33%
220,Lorentz Shield,1.0,+34%,+33%
221,Q-Field Shield,0.583,+32%,+33%
222,Lorentz Armour,0.167,+30%,+33%
223,Harmonic Armour,0.167,+30%,+33%
224,Q-Field Battery,0.375,+31%,+33%
225,Nanite Bulwark,0.167,+30%,+33%
226,Lumen Battery,0.375,+31%,+33%
227,Nanite Shield,0.167,+30%,+33%
228,Nanite Buffer,0.375,+31%,+33%
229,Lumen Resonator,0.167,+30%,+33%
230,Lorentz Shield,0.375,+31%,+33%
231,Lorentz Lattice,0.375,+31%,+33%
232,Nanite Grafts,0.375,+31%,+33%
233,Q-Field Shield,0.375,+31%,+33%
234,Harmonic Battery,0.375,+31%,+33%
235,Nanite Grafts,0.375,+31%,+33%
236,Harmonic Armour,0.167,+30%,+33%
237,Lorentz Bulwark,0.583,+32%,+33%
238,Lorentz Padding,0.375,+31%,+33%
239,Harmonic Buffer,0.375,+31%,+33%
240,Lorentz Buffer,1.0,+34%,+33%
241,Lumen Grafts,0.167,+30%,+33%
242,Lorentz Resonator,0.167,+30%,+33%
243,Harmonic Resonator,0.792,+33%,+33%
244,Q-Field Buffer,0.167,+30%,+33%
245,Harmonic Resonator,0.583,+32%,+33%
246,Q-Field Armour,0.167,+30%,+33%
247,Lumen Buffer,0.167,+30%,+33%
248,Nanite Grafts,0.375,+31%,+33%
249,Lorentz Battery,1.0,+34%,+33%
250,Nanite Battery,0.792,+33%,+33%
251,Lumen Grafts,0.167,+30%,+33%
252,Harmonic Shield,0.375,+31%,+33%
253,Q-Field Bulwark,0.583,+32%,+33%
254,Lorentz Armour,0.375,+31%,+33%
255,Harmonic Buffer,0.792,+33%,+33%
256,Nanite Bulwark,0.375,+31%,+33%
257,Nanite Buffer,0.167,+30%,+33%
258,Lumen Battery,0.792,+33%,+33%
259,Lorentz Battery,0.167,+30%,+33%
260,Lorentz Battery,0.167,+30%,+33%
261,Nanite Lattice,1.0,+34%,+33%
262,Nanite Grafts,0.167,+30%,+33%
263,Lorentz Shield,0.583,+32%,+33%
264,Nanite Grafts,1.0,+34%,+33%
265,Harmonic Polariser,0.375,+31%,+33%
266,Nanite Battery,0.167,+30%,+33%
267,Q-Field Lattice,0.167,+30%,+33%
268,Nanite Polariser,0.583,+32%,+33%
269,Harmonic Shield,0.583,+32%,+33%
270,Lorentz Armour,0.167,+30%,+33%
271,Nanite Padding,0.167,+30%,+33%
272,Lorentz Polariser,0.583,+32%,+33%
273,Lorentz Lattice,0.375,+31%,+33%
274,Lorentz Resonator,0.583,+32%,+33%
275,Harmonic Resonator,0.375,+31%,+33%
276,Harmonic Bulwark,0.167,+30%,+33%
277,Q-Field Polariser,0.167,+30%,+33%
278,Harmonic Lattice,0.167,+30%,+33%
279,Lumen Armour,0.583,+32%,+33%
280,Q-Field Grafts,0.167,+30%,+33%
281,Harmonic Padding,1.0,+34%,+33%
282,Nanite Padding,0.167,+30%,+33%
283,Nanite Bulwark,0.583,+32%,+33%
284,Nanite Padding,0.792,+33%,+33%
285,Lorentz Armour,0.167,+30%,+33%
286,Nanite Battery,0.375,+31%,+33%
287,Nanite Resonator,0.792,+33%,+33%
288,Nanite Buffer,0.375,+31%,+33%
289,Lorentz Buffer,0.583,+32%,+33%
290,Q-Field Shield,0.167,+30%,+33%
291,Harmonic Shield,0.375,+31%,+33%
292,Q-Field Buffer,0.375,+31%,+33%
293,Harmonic Battery,0.167,+30%,+33%
294,Q-Field Shield,0.792,+33%,+33%
295,Q-Field Shield,0.583,+32%,+33%
296,Nanite Polariser,0.167,+30%,+33%
297,Harmonic Grafts,0.167,+30%,+33%
298,Q-Field Buffer,0.375,+31%,+33%
299,Harmonic Armour,0.167,+30%,+33%
300,Lumen Armour,0.167,+30%,+33%
301,Lorentz Battery,0.375,+31%,+33%
302,Lumen Bulwark,0.167,+30%,+33%
303,Lumen Lattice,0.167,+30%,+33%
304,Lorentz Armour,1.0,+34%,+33%
305,Harmonic Polariser,0.167,+30%,+33%
306,Harmonic Bulwark,0.792,+33%,+33%
307,Harmonic Polariser,1.0,+34%,+33%
308,Lorentz Buffer,0.375,+31%,+33%
309,Lumen Buffer,0.167,+30%,+33%
310,Q-Field Grafts,0.167,+30%,+33%
311,Q-Field Padding,0.792,+33%,+33%
312,Lumen Padding,0.375,+31%,+33%
313,Nanite Battery,0.792,+33%,+33%
314,Lumen Grafts,0.375,+31%,+33%
315,Harmonic Padding,0.167,+30%,+33%
316,Lumen Bulwark,1.0,+34%,+33%
317,Nanite Bulwark,1.0,+34%,+33%
318,Q-Field Grafts,0.583,+32%,+33%
319,Nanite Resonator,0.167,+30%,+33%
320,Q-Field Shield,0.167,+30%,+33%
321,Nanite Grafts,0.167,+30%,+33%
322,Q-Field Buffer,0.375,+31%,+33%
323,Harmonic Padding,1.0,+34%,+33%
324,Q-Field Shield,1.0,+34%,+33%
325,Lumen Shield,0.375,+31%,+33%
326,Lumen Polariser,0.167,+30%,+33%
327,Harmonic Lattice,0.792,+33%,+33%
328,Lorentz Battery,0.167,+30%,+33%
329,Lorentz Polariser,0.167,+30%,+33%
330,Lumen Polariser,0.167,+30%,+33%
331,Harmonic Armour,0.375,+31%,+33%
332,Lorentz Shield,0.167,+30%,+33%
333,Lorentz Armour,0.167,+30%,+33%
334,Nanite Grafts,0.375,+31%,+33%
335,Lumen Resonator,0.167,+30%,+33%
336,Harmonic Grafts,0.792,+33%,+33%
337,Lumen Buffer,0.167,+30%,+33%
338,Q-Field Buffer,0.375,+31%,+33%
339,Nanite Shield,0.167,+30%,+33%
340,Harmonic Battery,0.167,+30%,+33%
341,Q-Field Buffer,0.167,+30%,+33%
342,Harmonic Padding,0.167,+30%,+33%
343,Lorentz Battery,0.167,+30%,+33%
344,Lorentz Lattice,0.167,+30%,+33%
345,Harmonic Padding,1.0,+34%,+33%
346,Harmonic Polariser,0.167,+30%,+33%
347,Lorentz Battery,0.167,+30%,+33%
348,Lorentz Buffer,0.375,+31%,+33%
349,Nanite Resonator,1.0,+34%,+33%
350,Lumen Lattice,0.167,+30%,+33%
351,Lumen Shield,0.375,+31%,+33%
352,Lorentz Polariser,0.167,+30%,+33%
353,Lorentz Battery,0.167,+30%,+33%
354,Lorentz Padding,0.167,+30%,+33%
355,Harmonic Lattice,0.583,+32%,+33%
356,Harmonic Armour,0.583,+32%,+33%
357,Q-Field Padding,0.583,+32%,+33%
358,Nanite Shield,0.167,+30%,+33%
359,Nanite Armour,0.167,+30%,+33%
360,Lorentz Bulwark,0.167,+30%,+33%
361,Nanite Shield,0.792,+33%,+33%
362,Harmonic Padding,0.583,+32%,+33%
363,Nanite Lattice,0.167,+30%,+33%
364,Lorentz Battery,0.792,+33%,+33%
365,Harmonic Bulwark,0.375,+31%,+33%
366,Nanite Resonator,0.167,+30%,+33%
367,Q-Field Armour,0.167,+30%,+33%
368,Lorentz Battery,0.167,+30%,+33%
369,Q-Field Shield,0.167,+30%,+33%
370,Lumen Grafts,0.167,+30%,+33%
371,Q-Field Lattice,0.375,+31%,+33%
372,Lumen Grafts,0.375,+31%,+33%
373,Harmonic Bulwark,0.167,+30%,+33%
374,Q-Field Grafts,0.167,+30%,+33%
375,Lumen Resonator,0.375,+31%,+33%
376,Harmonic Lattice,0.167,+30%,+33%
377,Q-Field Lattice,0.167,+30%,+33%
378,Nanite Grafts,0.167,+30%,+33%
379,Nanite Shield,1.0,+34%,+33%
380,Harmonic Resonator,0.167,+30%,+33%
381,Q-Field Grafts,0.375,+31%,+33%
382,Q-Field Polariser,0.375,+31%,+33%
383,Nanite Grafts,0.167,+30%,+33%
384,Nanite Resonator,0.167,+30%,+33%
385,Nanite Bulwark,0.167,+30%,+33%
386,Harmonic Resonator,0.167,+30%,+33%
387,Lorentz Buffer,1.0,+34%,+33%
388,Lorentz Shield,0.167,+30%,+33%
389,Lumen Battery,0.583,+32%,+33%
390,Nanite Battery,0.167,+30%,+33%
391,Lorentz Grafts,0.375,+31%,+33%
392,Q-Field Grafts,0.792,+33%,+33%
393,Lorentz Shield,0.792,+33%,+33%
394,Nanite Grafts,0.167,+30%,+33%
395,Lorentz Armour,0.792,+33%,+33%
396,Nanite Padding,0.167,+30%,+33%
397,Lorentz Lattice,0.583,+32%,+33%
398,Nanite Buffer,0.375,+31%,+33%
399,Harmonic Padding,1.0,+34%,+33%
400,Harmonic Armour,0.167,+30%,+33%
401,Harmonic Armour,0.167,+30%,+33%
402,Lorentz Grafts,0.167,+30%,+33%
403,Nanite Bulwark,0.583,+32%,+33%
404,Nanite Bulwark,0.167,+30%,+33%
405,Harmonic Bulwark,0.792,+33%,+33%
406,Harmonic Resonator,0.167,+30%,+33%
407,Harmonic Grafts,0.792,+33%,+33%
408,Q-Field Polariser,0.167,+30%,+33%
409,Lorentz Battery,1.0,+34%,+33%
410,Lumen Armour,0.167,+30%,+33%
411,Harmonic Shield,0.792,+33%,+33%
412,Q-Field Padding,0.792,+33%,+33%
413,Lorentz Battery,0.583,+32%,+33%
414,Lumen Padding,1.0,+34%,+33%
415,Nanite Bulwark,0.167,+30%,+33%
416,Lorentz Padding,0.583,+32%,+33%
417,Lorentz Polariser,0.375,+31%,+33%
418,Q-Field Bulwark,0.792,+33%,+33%
419,Lorentz Buffer,0.167,+30%,+33%
420,Harmonic Resonator,0.583,+32%,+33%
421,Nanite Shield,0.375,+31%,+33%
422,Nanite Battery,1.0,+34%,+33%
423,Q-Field Polariser,0.167,+30%,+33%
424,Nanite Lattice,0.375,+31%,+33%
425,Harmonic Resonator,0.167,+30%,+33%
426,Harmonic Battery,0.792,+33%,+33%
427,Lumen Shield,0.583,+32%,+33%
428,Nanite Grafts,0.375,+31%,+33%
429,Lorentz Bulwark,0.583,+32%,+33%
430,Nanite Grafts,0.375,+31%,+33%
431,Q-Field Bulwark,0.583,+32%,+33%
432,Harmonic Buffer,0.375,+31%,+33%
433,Harmonic Padding,0.167,+30%,+33%
434,Q-Field Lattice,0.583,+32%,+33%
435,Lorentz Resonator,0.792,+33%,+33%
436,Lorentz Battery,0.375,+31%,+33%
437,Lorentz Padding,0.792,+33%,+33%
438,Nanite Resonator,1.0,+34%,+33%
439,Lumen Buffer,0.167,+30%,+33%
440,Q-Field Resonator,0.167,+30%,+33%
441,Harmonic Grafts,0.167,+30%,+33%
442,Harmonic Shield,0.167,+30%,+33%
443,Q-Field Battery,0.375,+31%,+33%
444,Lumen Shield,0.792,+33%,+33%
445,Lumen Grafts,0.375,+31%,+33%
446,Harmonic Grafts,0.167,+30%,+33%
447,Harmonic Armour,0.167,+30%,+33%
448,Nanite Grafts,0.792,+33%,+33%
449,Q-Field Resonator,0.167,+30%,+33%
450,Harmonic Bulwark,0.167,+30%,+33%
451,Lumen Battery,0.792,+33%,+33%
452,Q-Field Padding,0.167,+30%,+33%
453,Lumen Padding,0.375,+31%,+33%
454,Q-Field Bulwark,0.792,+33%,+33%
455,Nanite Armour,0.792,+33%,+33%
456,Harmonic Lattice,0.792,+33%,+33%
457,Harmonic Resonator,0.583,+32%,+33%
458,Lorentz Resonator,0.167,+30%,+33%
459,Lumen Grafts,0.583,+32%,+33%
460,Q-Field Buffer,0.792,+33%,+33%
461,Nanite Buffer,0.583,+32%,+33%
462,Q-Field Shield,0.167,+30%,+33%
463,Lumen Padding,0.375,+31%,+33%
464,Nanite Shield,0.375,+31%,+33%
465,Lumen Battery,1.0,+34%,+33%
466,Q-Field Buffer,0.583,+32%,+33%
467,Lumen Lattice,1.0,+34%,+33%
468,Nanite Shield,0.792,+33%,+33%
469,Lorentz Lattice,0.583,+32%,+33%
470,Lumen Buffer,0.167,+30%,+33%
471,Lorentz Resonator,0.583,+32%,+33%
472,Nanite Polariser,0.583,+32%,+33%
473,Nanite Polariser,0.167,+30%,+33%
474,Lorentz Armour,0.167,+30%,+33%
475,Lorentz Grafts,0.792,+33%,+33%
476,Nanite Resonator,0.167,+30%,+33%
477,Lumen Padding,0.167,+30%,+33%
478,Lumen Buffer,0.167,+30%,+33%
479,Harmonic Grafts,0.167,+30%,+33%
480,Q-Field Padding,0.583,+32%,+33%
481,Lorentz Lattice,0.792,+33%,+33%
482,Lorentz Battery,1.0,+34%,+33%
483,Harmonic Shield,0.583,+32%,+33%
484,Nanite Shield,0.167,+30%,+33%
485,Lorentz Resonator,0.792,+33%,+33%
486,Lorentz Lattice,0.792,+33%,+33%
487,Q-Field Lattice,0.167,+30%,+33%
488,Nanite Padding,0.375,+31%,+33%
489,Lumen Polariser,0.167,+30%,+33%
490,Lorentz Buffer,0.375,+31%,+33%
491,Lumen Armour,0.167,+30%,+33%
492,Q-Field Armour,0.167,+30%,+33%
493,Nanite Resonator,0.792,+33%,+33%
494,Lorentz Grafts,0.167,+30%,+33%
495,Lorentz Padding,0.792,+33%,+33%
496,Nanite Armour,0.167,+30%,+33%
497,Lumen Polariser,1.0,+34%,+33%
498,Lumen Grafts,0.167,+30%,+33%
499,Lumen Buffer,0.167,+30%,+33%
500,Nanite Bulwark,0.583,+32%,+33%
501,Nanite Shield,0.375,+31%,+33%
502,Nanite Bulwark,1.0,+34%,+33%
503,Lorentz Armour,0.167,+30%,+33%
504,Lorentz Lattice,0.167,+30%,+33%
505,Harmonic Battery,0.792,+33%,+33%
506,Lumen Resonator,0.583,+32%,+33%
507,Harmonic Grafts,0.375,+31%,+33%
508,Q-Field Battery,0.167,+30%,+33%
509,Nanite Lattice,0.583,+32%,+33%
510,Lumen Lattice,0.375,+31%,+33%
511,Lumen Resonator,0.375,+31%,+33%
512,Lorentz Shield,0.167,+30%,+33%
513,Nanite Bulwark,0.792,+33%,+33%
514,Q-Field Resonator,1.0,+34%,+33%
515,Lumen Polariser,1.0,+34%,+33%
516,Nanite Armour,0.375,+31%,+33%
517,Harmonic Resonator,0.167,+30%,+33%
518,Q-Field Buffer,0.167,+30%,+33%
519,Lorentz Grafts,0.583,+32%,+33%
520,Lorentz Shield,1.0,+34%,+33%
521,Harmonic Buffer,1.0,+34%,+33%
522,Lorentz Lattice,0.792,+33%,+33%
523,Harmonic Buffer,0.167,+30%,+33%
524,Harmonic Shield,0.167,+30%,+33%
525,Q-Field Padding,0.583,+32%,+33%
526,Lumen Bulwark,0.583,+32%,+33%
527,Lumen Armour,1.0,+34%,+33%
528,Q-Field Resonator,0.583,+32%,+33%
529,Lorentz Shield,0.583,+32%,+33%
530,Nanite Buffer,0.375,+31%,+33%
531,Harmonic Grafts,0.167,+30%,+33%
532,Harmonic Battery,0.375,+31%,+33%
533,Lumen Buffer,0.375,+31%,+33%
534,Lumen Padding,0.167,+30%,+33%
535,Nanite Armour,0.375,+31%,+33%
536,Lumen Bulwark,1.0,+34%,+33%
537,Q-Field Padding,0.167,+30%,+33%
538,Lorentz Polariser,1.0,+34%,+33%
539,Harmonic Bulwark,0.375,+31%,+33%
540,Q-Field Battery,0.167,+30%,+33%
541,Harmonic Lattice,0.167,+30%,+33%
542,Q-Field Grafts,0.792,+33%,+33%
543,Harmonic Buffer,0.167,+30%,+33%
544,Q-Field Padding,0.583,+32%,+33%
545,Nanite Bulwark,0.167,+30%,+33%
546,Nanite Shield,0.167,+30%,+33%
547,Harmonic Buffer,1.0,+34%,+33%
548,Q-Field Buffer,1.0,+34%,+33%
549,Nanite Armour,0.167,+30%,+33%
550,Q-Field Grafts,0.167,+30%,+33%
551,Harmonic Padding,0.792,+33%,+33%
552,Lorentz Bulwark,0.583,+32%,+33%
553,Nanite Bulwark,0.167,+30%,+33%
554,Lorentz Resonator,0.167,+30%,+33%
555,Harmonic Shield,0.167,+30%,+33%
556,Lumen Shield,0.375,+31%,+33%
557,Lumen Padding,0.167,+30%,+33%
558,Lorentz Lattice,0.583,+32%,+33%
559,Harmonic Lattice,0.583,+32%,+33%
560,Nanite Shield,0.167,+30%,+33%
561,Nanite Padding,0.167,+30%,+33%
562,Nanite Armour,0.167,+30%,+33%
563,Harmonic Lattice,0.167,+30%,+33%
564,Q-Field Resonator,0.375,+31%,+33%
565,Lumen Grafts,0.583,+32%,+33%
566,Lumen Polariser,0.167,+30%,+33%
567,Q-Field Shield,0.375,+31%,+33%
568,Nanite Polariser,0.583,+32%,+33%
569,Lorentz Polariser,0.375,+31%,+33%
570,Lorentz Bulwark,0.583,+32%,+33%
571,Nanite Bulwark,0.583,+32%,+33%
572,Harmonic Bulwark,0.375,+31%,+33%
573,Lumen Grafts,0.167,+30%,+33%
574,Nanite Shield,0.375,+31%,+33%
575,Lorentz Grafts,0.167,+30%,+33%
576,Lorentz Bulwark,0.167,+30%,+33%
577,Nanite Bulwark,0.167,+30%,+33%
578,Lorentz Armour,0.167,+30%,+33%
579,Q-Field Armour,0.375,+31%,+33%
580,Lumen Shield,0.375,+31%,+33%
581,Nanite Grafts,0.375,+31%,+33%
582,Lorentz Resonator,0.167,+30%,+33%
583,Lumen Resonator,0.792,+33%,+33%
584,Lumen Armour,0.167,+30%,+33%
585,Lumen Armour,0.167,+30%,+33%
586,Q-Field Resonator,0.375,+31%,+33%
587,Lumen Resonator,0.583,+32%,+33%
588,Lumen Polariser,0.375,+31%,+33%
589,Lumen Lattice,0.167,+30%,+33%
590,Nanite Polariser,0.792,+33%,+33%
591,Q-Field Bulwark,0.583,+32%,+33%
592,Q-Field Buffer,0.375,+31%,+33%
593,Nanite Padding,0.167,+30%,+33%
594,Q-Field Lattice,0.375,+31%,+33%
595,Lumen Buffer,0.167,+30%,+33%
596,Nanite Bulwark,1.0,+34%,+33%
