sep=,
Seed,Name,Perfection,Suit_Armour_Shield_Strength,Suit_Armour_Health
74,Induction Battery,0.5,+20%,+33%
75,Neutron Lattice,0.556,+21%,+33%
76,Induction Battery,0.833,+26%,+33%
77,Nuclear Padding,0.5,+20%,+33%
78,Neutron Battery,0.556,+21%,+33%
79,M-Field Shield,0.5,+20%,+33%
80,M-Field Polariser,0.5,+20%,+33%
81,Neutron Padding,0.5,+20%,+33%
82,Induction Buffer,0.5,+20%,+33%
83,Induction Polariser,0.5,+20%,+33%
84,M-Field Polariser,0.611,+22%,+33%
85,Deionised Bulwark,0.5,+20%,+33%
86,Nuclear Buffer,0.5,+20%,+33%
87,Neutron Lattice,0.667,+23%,+33%
88,Deionised Buffer,0.556,+21%,+33%
89,Neutron Padding,0.5,+20%,+33%
90,Deionised Resonator,0.5,+20%,+33%
91,Induction Grafts,0.556,+21%,+33%
92,M-Field Resonator,0.5,+20%,+33%
93,M-Field Armour,0.5,+20%,+33%
94,Nuclear Padding,0.5,+20%,+33%
95,M-Field Grafts,0.667,+23%,+33%
96,M-Field Lattice,0.5,+20%,+33%
97,Neutron Grafts,0.5,+20%,+33%
98,Nuclear Resonator,0.611,+22%,+33%
99,Deionised Polariser,0.5,+20%,+33%
100,Deionised Battery,0.944,+28%,+33%
101,M-Field Shield,0.5,+20%,+33%
102,Neutron Grafts,0.556,+21%,+33%
103,Nuclear Bulwark,0.5,+20%,+33%
104,Nuclear Battery,0.5,+20%,+33%
105,Nuclear Grafts,0.5,+20%,+33%
106,Nuclear Grafts,0.667,+23%,+33%
107,Nuclear Buffer,0.667,+23%,+33%
108,M-Field Buffer,0.5,+20%,+33%
109,Nuclear Bulwark,0.5,+20%,+33%
110,Neutron Battery,0.5,+20%,+33%
111,Induction Armour,0.5,+20%,+33%
112,M-Field Grafts,0.667,+23%,+33%
113,Deionised Padding,0.5,+20%,+33%
114,Induction Battery,0.5,+20%,+33%
115,M-Field Battery,1.0,+29%,+33%
116,M-Field Resonator,0.5,+20%,+33%
117,Deionised Battery,0.5,+20%,+33%
118,M-Field Resonator,0.5,+20%,+33%
119,Nuclear Padding,0.833,+26%,+33%
120,M-Field Lattice,0.5,+20%,+33%
121,M-Field Resonator,0.5,+20%,+33%
122,M-Field Padding,0.5,+20%,+33%
123,Nuclear Resonator,0.611,+22%,+33%
124,Induction Padding,0.5,+20%,+33%
125,Neutron Polariser,0.5,+20%,+33%
126,Induction Armour,0.722,+24%,+33%
127,M-Field Bulwark,0.5,+20%,+33%
128,Nuclear Polariser,0.5,+20%,+33%
129,Deionised Polariser,0.5,+20%,+33%
130,Deionised Resonator,1.0,+29%,+33%
131,Nuclear Grafts,0.5,+20%,+33%
132,Nuclear Resonator,0.5,+20%,+33%
133,Induction Resonator,0.5,+20%,+33%
134,M-Field Shield,0.778,+25%,+33%
135,Neutron Polariser,0.722,+24%,+33%
136,M-Field Battery,0.833,+26%,+33%
137,Nuclear Polariser,0.833,+26%,+33%
138,M-Field Lattice,0.722,+24%,+33%
139,Nuclear Shield,0.5,+20%,+33%
140,M-Field Armour,0.667,+23%,+33%
141,Induction Buffer,0.944,+28%,+33%
142,M-Field Armour,0.5,+20%,+33%
143,Deionised Battery,0.5,+20%,+33%
144,Nuclear Polariser,0.611,+22%,+33%
145,Deionised Bulwark,0.667,+23%,+33%
146,Neutron Lattice,0.667,+23%,+33%
147,Nuclear Padding,0.556,+21%,+33%
148,Deionised Grafts,0.5,+20%,+33%
149,Induction Shield,0.778,+25%,+33%
150,Deionised Lattice,0.5,+20%,+33%
151,Induction Shield,0.5,+20%,+33%
152,Induction Grafts,0.5,+20%,+33%
153,Deionised Buffer,0.5,+20%,+33%
154,Deionised Resonator,0.5,+20%,+33%
155,Neutron Resonator,0.5,+20%,+33%
156,Induction Padding,0.5,+20%,+33%
157,Nuclear Lattice,0.5,+20%,+33%
158,Induction Buffer,0.5,+20%,+33%
159,Nuclear Grafts,0.5,+20%,+33%
160,Induction Grafts,0.667,+23%,+33%
161,Induction Padding,0.5,+20%,+33%
162,Induction Battery,0.5,+20%,+33%
163,M-Field Lattice,0.5,+20%,+33%
164,Deionised Grafts,0.556,+21%,+33%
165,Nuclear Padding,0.556,+21%,+33%
166,Nuclear Battery,0.556,+21%,+33%
167,M-Field Buffer,0.5,+20%,+33%
168,M-Field Armour,0.5,+20%,+33%
169,Deionised Polariser,0.556,+21%,+33%
170,Neutron Bulwark,0.667,+23%,+33%
171,Neutron Armour,0.5,+20%,+33%
172,Induction Bulwark,0.5,+20%,+33%
173,M-Field Polariser,0.833,+26%,+33%
174,Induction Resonator,0.5,+20%,+33%
175,Nuclear Battery,0.5,+20%,+33%
176,Deionised Armour,0.667,+23%,+33%
177,M-Field Resonator,0.722,+24%,+33%
178,Neutron Armour,0.5,+20%,+33%
179,Nuclear Polariser,0.5,+20%,+33%
180,Deionised Bulwark,0.611,+22%,+33%
181,Neutron Polariser,0.5,+20%,+33%
182,Neutron Padding,0.5,+20%,+33%
183,Nuclear Shield,0.5,+20%,+33%
184,Deionised Padding,0.556,+21%,+33%
185,Deionised Resonator,0.556,+21%,+33%
186,Induction Shield,1.0,+29%,+33%
187,Deionised Armour,0.5,+20%,+33%
188,Neutron Padding,0.5,+20%,+33%
189,M-Field Bulwark,0.5,+20%,+33%
190,Neutron Bulwark,0.5,+20%,+33%
191,Neutron Lattice,0.5,+20%,+33%
192,Neutron Buffer,0.5,+20%,+33%
193,Induction Padding,0.5,+20%,+33%
194,Deionised Buffer,0.611,+22%,+33%
195,M-Field Armour,0.611,+22%,+33%
196,Nuclear Armour,0.5,+20%,+33%
197,Neutron Resonator,0.5,+20%,+33%
198,Neutron Grafts,0.5,+20%,+33%
199,Deionised Bulwark,0.5,+20%,+33%
200,Neutron Lattice,0.5,+20%,+33%
201,Neutron Resonator,0.667,+23%,+33%
202,Nuclear Resonator,0.5,+20%,+33%
203,Neutron Bulwark,0.556,+21%,+33%
204,Neutron Padding,0.556,+21%,+33%
205,M-Field Polariser,0.556,+21%,+33%
206,Nuclear Bulwark,0.556,+21%,+33%
207,Induction Grafts,0.5,+20%,+33%
208,Neutron Resonator,0.833,+26%,+33%
209,Nuclear Polariser,0.5,+20%,+33%
210,Nuclear Lattice,0.5,+20%,+33%
211,Nuclear Padding,0.5,+20%,+33%
212,M-Field Grafts,0.5,+20%,+33%
213,Deionised Bulwark,0.5,+20%,+33%
214,Neutron Lattice,0.5,+20%,+33%
215,Deionised Polariser,0.5,+20%,+33%
216,Induction Buffer,0.556,+21%,+33%
217,Neutron Armour,0.5,+20%,+33%
218,M-Field Padding,0.5,+20%,+33%
219,Neutron Bulwark,0.667,+23%,+33%
220,Nuclear Shield,0.944,+28%,+33%
221,Deionised Shield,0.556,+21%,+33%
222,Nuclear Armour,0.5,+20%,+33%
223,Induction Armour,0.5,+20%,+33%
224,Deionised Battery,0.5,+20%,+33%
225,M-Field Bulwark,0.5,+20%,+33%
226,Neutron Battery,0.5,+20%,+33%
227,M-Field Shield,0.5,+20%,+33%
228,M-Field Buffer,0.5,+20%,+33%
229,Neutron Resonator,0.5,+20%,+33%
230,Nuclear Shield,0.5,+20%,+33%
231,Nuclear Lattice,0.5,+20%,+33%
232,M-Field Grafts,0.5,+20%,+33%
233,Deionised Shield,0.5,+20%,+33%
234,Induction Battery,0.5,+20%,+33%
235,M-Field Grafts,0.5,+20%,+33%
236,Induction Armour,0.5,+20%,+33%
237,Nuclear Bulwark,0.556,+21%,+33%
238,Nuclear Padding,0.5,+20%,+33%
239,Induction Buffer,0.5,+20%,+33%
240,Nuclear Buffer,0.778,+25%,+33%
241,Neutron Grafts,0.5,+20%,+33%
242,Nuclear Resonator,0.5,+20%,+33%
243,Induction Resonator,0.722,+24%,+33%
244,Deionised Buffer,0.5,+20%,+33%
245,Induction Resonator,0.556,+21%,+33%
246,Deionised Armour,0.5,+20%,+33%
247,Neutron Buffer,0.5,+20%,+33%
248,M-Field Grafts,0.5,+20%,+33%
249,Nuclear Battery,1.0,+29%,+33%
250,M-Field Battery,0.611,+22%,+33%
251,Neutron Grafts,0.5,+20%,+33%
252,Induction Shield,0.5,+20%,+33%
253,Deionised Bulwark,0.556,+21%,+33%
254,Nuclear Armour,0.5,+20%,+33%
255,Induction Buffer,0.611,+22%,+33%
256,M-Field Bulwark,0.5,+20%,+33%
257,M-Field Buffer,0.5,+20%,+33%
258,Neutron Battery,0.667,+23%,+33%
259,Nuclear Battery,0.5,+20%,+33%
260,Nuclear Battery,0.5,+20%,+33%
261,M-Field Lattice,0.778,+25%,+33%
262,M-Field Grafts,0.5,+20%,+33%
263,Nuclear Shield,0.5,+20%,+33%
264,M-Field Grafts,0.778,+25%,+33%
265,Induction Polariser,0.5,+20%,+33%
266,M-Field Battery,0.5,+20%,+33%
267,Deionised Lattice,0.5,+20%,+33%
268,M-Field Polariser,0.5,+20%,+33%
269,Induction Shield,0.556,+21%,+33%
270,Nuclear Armour,0.5,+20%,+33%
271,M-Field Padding,0.5,+20%,+33%
272,Nuclear Polariser,0.556,+21%,+33%
273,Nuclear Lattice,0.5,+20%,+33%
274,Nuclear Resonator,0.556,+21%,+33%
275,Induction Resonator,0.5,+20%,+33%
276,Induction Bulwark,0.5,+20%,+33%
277,Deionised Polariser,0.5,+20%,+33%
278,Induction Lattice,0.5,+20%,+33%
279,Neutron Armour,0.5,+20%,+33%
280,Deionised Grafts,0.5,+20%,+33%
281,Induction Padding,0.778,+25%,+33%
282,M-Field Padding,0.5,+20%,+33%
283,M-Field Bulwark,0.556,+21%,+33%
284,M-Field Padding,0.667,+23%,+33%
285,Nuclear Armour,0.5,+20%,+33%
286,M-Field Battery,0.5,+20%,+33%
287,M-Field Resonator,0.667,+23%,+33%
288,M-Field Buffer,0.5,+20%,+33%
289,Nuclear Buffer,0.5,+20%,+33%
290,Deionised Shield,0.5,+20%,+33%
291,Induction Shield,0.5,+20%,+33%
292,Deionised Buffer,0.5,+20%,+33%
293,Induction Battery,0.5,+20%,+33%
294,Deionised Shield,0.611,+22%,+33%
295,Deionised Shield,0.556,+21%,+33%
296,M-Field Polariser,0.5,+20%,+33%
297,Induction Grafts,0.5,+20%,+33%
298,Deionised Buffer,0.5,+20%,+33%
299,Induction Armour,0.5,+20%,+33%
300,Neutron Armour,0.5,+20%,+33%
301,Nuclear Battery,0.5,+20%,+33%
302,Neutron Bulwark,0.5,+20%,+33%
303,Neutron Lattice,0.5,+20%,+33%
304,Nuclear Armour,1.0,+29%,+33%
305,Induction Polariser,0.5,+20%,+33%
306,Induction Bulwark,0.667,+23%,+33%
307,Induction Polariser,1.0,+29%,+33%
308,Nuclear Buffer,0.5,+20%,+33%
309,Neutron Buffer,0.5,+20%,+33%
310,Deionised Grafts,0.5,+20%,+33%
311,Deionised Padding,0.611,+22%,+33%
312,Neutron Padding,0.5,+20%,+33%
313,M-Field Battery,0.667,+23%,+33%
314,Neutron Grafts,0.5,+20%,+33%
315,Induction Padding,0.5,+20%,+33%
316,Neutron Bulwark,0.778,+25%,+33%
317,M-Field Bulwark,0.778,+25%,+33%
318,Deionised Grafts,0.556,+21%,+33%
319,M-Field Resonator,0.5,+20%,+33%
320,Deionised Shield,0.5,+20%,+33%
321,M-Field Grafts,0.5,+20%,+33%
322,Deionised Buffer,0.5,+20%,+33%
323,Induction Padding,0.889,+27%,+33%
324,Deionised Shield,0.944,+28%,+33%
325,Neutron Shield,0.5,+20%,+33%
326,Neutron Polariser,0.5,+20%,+33%
327,Induction Lattice,0.667,+23%,+33%
328,Nuclear Battery,0.5,+20%,+33%
329,Nuclear Polariser,0.5,+20%,+33%
330,Neutron Polariser,0.5,+20%,+33%
331,Induction Armour,0.5,+20%,+33%
332,Nuclear Shield,0.5,+20%,+33%
333,Nuclear Armour,0.5,+20%,+33%
334,M-Field Grafts,0.5,+20%,+33%
335,Neutron Resonator,0.5,+20%,+33%
336,Induction Grafts,0.611,+22%,+33%
337,Neutron Buffer,0.5,+20%,+33%
338,Deionised Buffer,0.5,+20%,+33%
339,M-Field Shield,0.5,+20%,+33%
340,Induction Battery,0.5,+20%,+33%
341,Deionised Buffer,0.5,+20%,+33%
342,Induction Padding,0.5,+20%,+33%
343,Nuclear Battery,0.5,+20%,+33%
344,Nuclear Lattice,0.5,+20%,+33%
345,Induction Padding,0.944,+28%,+33%
346,Induction Polariser,0.5,+20%,+33%
347,Nuclear Battery,0.5,+20%,+33%
348,Nuclear Buffer,0.5,+20%,+33%
349,M-Field Resonator,0.778,+25%,+33%
350,Neutron Lattice,0.5,+20%,+33%
351,Neutron Shield,0.5,+20%,+33%
352,Nuclear Polariser,0.5,+20%,+33%
353,Nuclear Battery,0.5,+20%,+33%
354,Nuclear Padding,0.5,+20%,+33%
355,Induction Lattice,0.5,+20%,+33%
356,Induction Armour,0.556,+21%,+33%
357,Deionised Padding,0.556,+21%,+33%
358,M-Field Shield,0.5,+20%,+33%
359,M-Field Armour,0.5,+20%,+33%
360,Nuclear Bulwark,0.5,+20%,+33%
361,M-Field Shield,0.611,+22%,+33%
362,Induction Padding,0.5,+20%,+33%
363,M-Field Lattice,0.5,+20%,+33%
364,Nuclear Battery,0.722,+24%,+33%
365,Induction Bulwark,0.5,+20%,+33%
366,M-Field Resonator,0.5,+20%,+33%
367,Deionised Armour,0.5,+20%,+33%
368,Nuclear Battery,0.5,+20%,+33%
369,Deionised Shield,0.5,+20%,+33%
370,Neutron Grafts,0.5,+20%,+33%
371,Deionised Lattice,0.5,+20%,+33%
372,Neutron Grafts,0.5,+20%,+33%
373,Induction Bulwark,0.5,+20%,+33%
374,Deionised Grafts,0.5,+20%,+33%
375,Neutron Resonator,0.5,+20%,+33%
376,Induction Lattice,0.5,+20%,+33%
377,Deionised Lattice,0.5,+20%,+33%
378,M-Field Grafts,0.5,+20%,+33%
379,M-Field Shield,0.833,+26%,+33%
380,Induction Resonator,0.5,+20%,+33%
381,Deionised Grafts,0.5,+20%,+33%
382,Deionised Polariser,0.5,+20%,+33%
383,M-Field Grafts,0.5,+20%,+33%
384,M-Field Resonator,0.5,+20%,+33%
385,M-Field Bulwark,0.5,+20%,+33%
386,Induction Resonator,0.5,+20%,+33%
387,Nuclear Buffer,0.833,+26%,+33%
388,Nuclear Shield,0.5,+20%,+33%
389,Neutron Battery,0.611,+22%,+33%
390,M-Field Battery,0.5,+20%,+33%
391,Nuclear Grafts,0.5,+20%,+33%
392,Deionised Grafts,0.667,+23%,+33%
393,Nuclear Shield,0.611,+22%,+33%
394,M-Field Grafts,0.5,+20%,+33%
395,Nuclear Armour,0.611,+22%,+33%
396,M-Field Padding,0.5,+20%,+33%
397,Nuclear Lattice,0.556,+21%,+33%
398,M-Field Buffer,0.5,+20%,+33%
399,Induction Padding,0.778,+25%,+33%
400,Induction Armour,0.5,+20%,+33%
401,Induction Armour,0.5,+20%,+33%
402,Nuclear Grafts,0.5,+20%,+33%
403,M-Field Bulwark,0.556,+21%,+33%
404,M-Field Bulwark,0.5,+20%,+33%
405,Induction Bulwark,0.722,+24%,+33%
406,Induction Resonator,0.5,+20%,+33%
407,Induction Grafts,0.611,+22%,+33%
408,Deionised Polariser,0.5,+20%,+33%
409,Nuclear Battery,1.0,+29%,+33%
410,Neutron Armour,0.5,+20%,+33%
411,Induction Shield,0.667,+23%,+33%
412,Deionised Padding,0.611,+22%,+33%
413,Nuclear Battery,0.556,+21%,+33%
414,Neutron Padding,0.889,+27%,+33%
415,M-Field Bulwark,0.5,+20%,+33%
416,Nuclear Padding,0.556,+21%,+33%
417,Nuclear Polariser,0.5,+20%,+33%
418,Deionised Bulwark,0.611,+22%,+33%
419,Nuclear Buffer,0.5,+20%,+33%
420,Induction Resonator,0.556,+21%,+33%
421,M-Field Shield,0.5,+20%,+33%
422,M-Field Battery,0.833,+26%,+33%
423,Deionised Polariser,0.5,+20%,+33%
424,M-Field Lattice,0.5,+20%,+33%
425,Induction Resonator,0.5,+20%,+33%
426,Induction Battery,0.611,+22%,+33%
427,Neutron Shield,0.556,+21%,+33%
428,M-Field Grafts,0.5,+20%,+33%
429,Nuclear Bulwark,0.5,+20%,+33%
430,M-Field Grafts,0.5,+20%,+33%
431,Deionised Bulwark,0.611,+22%,+33%
432,Induction Buffer,0.5,+20%,+33%
433,Induction Padding,0.5,+20%,+33%
434,Deionised Lattice,0.556,+21%,+33%
435,Nuclear Resonator,0.667,+23%,+33%
436,Nuclear Battery,0.5,+20%,+33%
437,Nuclear Padding,0.611,+22%,+33%
438,M-Field Resonator,0.889,+27%,+33%
439,Neutron Buffer,0.5,+20%,+33%
440,Deionised Resonator,0.5,+20%,+33%
441,Induction Grafts,0.5,+20%,+33%
442,Induction Shield,0.5,+20%,+33%
443,Deionised Battery,0.5,+20%,+33%
444,Neutron Shield,0.611,+22%,+33%
445,Neutron Grafts,0.5,+20%,+33%
446,Induction Grafts,0.5,+20%,+33%
447,Induction Armour,0.5,+20%,+33%
448,M-Field Grafts,0.722,+24%,+33%
449,Deionised Resonator,0.5,+20%,+33%
450,Induction Bulwark,0.5,+20%,+33%
451,Neutron Battery,0.667,+23%,+33%
452,Deionised Padding,0.5,+20%,+33%
453,Neutron Padding,0.5,+20%,+33%
454,Deionised Bulwark,0.722,+24%,+33%
455,M-Field Armour,0.667,+23%,+33%
456,Induction Lattice,0.667,+23%,+33%
457,Induction Resonator,0.556,+21%,+33%
458,Nuclear Resonator,0.5,+20%,+33%
459,Neutron Grafts,0.556,+21%,+33%
460,Deionised Buffer,0.611,+22%,+33%
461,M-Field Buffer,0.556,+21%,+33%
462,Deionised Shield,0.5,+20%,+33%
463,Neutron Padding,0.5,+20%,+33%
464,M-Field Shield,0.5,+20%,+33%
465,Neutron Battery,1.0,+29%,+33%
466,Deionised Buffer,0.556,+21%,+33%
467,Neutron Lattice,0.833,+26%,+33%
468,M-Field Shield,0.611,+22%,+33%
469,Nuclear Lattice,0.556,+21%,+33%
470,Neutron Buffer,0.5,+20%,+33%
471,Nuclear Resonator,0.556,+21%,+33%
472,M-Field Polariser,0.556,+21%,+33%
473,M-Field Polariser,0.5,+20%,+33%
474,Nuclear Armour,0.5,+20%,+33%
475,Nuclear Grafts,0.667,+23%,+33%
476,M-Field Resonator,0.5,+20%,+33%
477,Neutron Padding,0.5,+20%,+33%
478,Neutron Buffer,0.5,+20%,+33%
479,Induction Grafts,0.5,+20%,+33%
480,Deionised Padding,0.5,+20%,+33%
481,Nuclear Lattice,0.611,+22%,+33%
482,Nuclear Battery,0.778,+25%,+33%
483,Induction Shield,0.556,+21%,+33%
484,M-Field Shield,0.5,+20%,+33%
485,Nuclear Resonator,0.722,+24%,+33%
486,Nuclear Lattice,0.722,+24%,+33%
487,Deionised Lattice,0.5,+20%,+33%
488,M-Field Padding,0.5,+20%,+33%
489,Neutron Polariser,0.5,+20%,+33%
490,Nuclear Buffer,0.5,+20%,+33%
491,Neutron Armour,0.5,+20%,+33%
492,Deionised Armour,0.5,+20%,+33%
493,M-Field Resonator,0.667,+23%,+33%
494,Nuclear Grafts,0.5,+20%,+33%
495,Nuclear Padding,0.667,+23%,+33%
496,M-Field Armour,0.5,+20%,+33%
497,Neutron Polariser,0.889,+27%,+33%
498,Neutron Grafts,0.5,+20%,+33%
499,Neutron Buffer,0.5,+20%,+33%
500,M-Field Bulwark,0.556,+21%,+33%
501,M-Field Shield,0.5,+20%,+33%
502,M-Field Bulwark,0.778,+25%,+33%
503,Nuclear Armour,0.5,+20%,+33%
504,Nuclear Lattice,0.5,+20%,+33%
505,Induction Battery,0.667,+23%,+33%
506,Neutron Resonator,0.556,+21%,+33%
507,Induction Grafts,0.5,+20%,+33%
508,Deionised Battery,0.5,+20%,+33%
509,M-Field Lattice,0.556,+21%,+33%
510,Neutron Lattice,0.5,+20%,+33%
511,Neutron Resonator,0.5,+20%,+33%
512,Nuclear Shield,0.5,+20%,+33%
513,M-Field Bulwark,0.722,+24%,+33%
514,Deionised Resonator,1.0,+29%,+33%
515,Neutron Polariser,0.833,+26%,+33%
516,M-Field Armour,0.5,+20%,+33%
517,Induction Resonator,0.5,+20%,+33%
518,Deionised Buffer,0.5,+20%,+33%
519,Nuclear Grafts,0.556,+21%,+33%
520,Nuclear Shield,0.833,+26%,+33%
521,Induction Buffer,0.833,+26%,+33%
522,Nuclear Lattice,0.667,+23%,+33%
523,Induction Buffer,0.5,+20%,+33%
524,Induction Shield,0.5,+20%,+33%
525,Deionised Padding,0.556,+21%,+33%
526,Neutron Bulwark,0.5,+20%,+33%
527,Neutron Armour,0.944,+28%,+33%
528,Deionised Resonator,0.556,+21%,+33%
529,Nuclear Shield,0.556,+21%,+33%
530,M-Field Buffer,0.5,+20%,+33%
531,Induction Grafts,0.5,+20%,+33%
532,Induction Battery,0.5,+20%,+33%
533,Neutron Buffer,0.5,+20%,+33%
534,Neutron Padding,0.5,+20%,+33%
535,M-Field Armour,0.5,+20%,+33%
536,Neutron Bulwark,0.778,+25%,+33%
537,Deionised Padding,0.5,+20%,+33%
538,Nuclear Polariser,0.944,+28%,+33%
539,Induction Bulwark,0.5,+20%,+33%
540,Deionised Battery,0.5,+20%,+33%
541,Induction Lattice,0.5,+20%,+33%
542,Deionised Grafts,0.667,+23%,+33%
543,Induction Buffer,0.5,+20%,+33%
544,Deionised Padding,0.556,+21%,+33%
545,M-Field Bulwark,0.5,+20%,+33%
546,M-Field Shield,0.5,+20%,+33%
547,Induction Buffer,0.833,+26%,+33%
548,Deionised Buffer,0.778,+25%,+33%
549,M-Field Armour,0.5,+20%,+33%
550,Deionised Grafts,0.5,+20%,+33%
551,Induction Padding,0.722,+24%,+33%
552,Nuclear Bulwark,0.5,+20%,+33%
553,M-Field Bulwark,0.5,+20%,+33%
554,Nuclear Resonator,0.5,+20%,+33%
555,Induction Shield,0.5,+20%,+33%
556,Neutron Shield,0.5,+20%,+33%
557,Neutron Padding,0.5,+20%,+33%
558,Nuclear Lattice,0.556,+21%,+33%
559,Induction Lattice,0.556,+21%,+33%
560,M-Field Shield,0.5,+20%,+33%
561,M-Field Padding,0.5,+20%,+33%
562,M-Field Armour,0.5,+20%,+33%
563,Induction Lattice,0.5,+20%,+33%
564,Deionised Resonator,0.5,+20%,+33%
565,Neutron Grafts,0.556,+21%,+33%
566,Neutron Polariser,0.5,+20%,+33%
567,Deionised Shield,0.5,+20%,+33%
568,M-Field Polariser,0.5,+20%,+33%
569,Nuclear Polariser,0.5,+20%,+33%
570,Nuclear Bulwark,0.556,+21%,+33%
571,M-Field Bulwark,0.556,+21%,+33%
572,Induction Bulwark,0.5,+20%,+33%
573,Neutron Grafts,0.5,+20%,+33%
574,M-Field Shield,0.5,+20%,+33%
575,Nuclear Grafts,0.5,+20%,+33%
576,Nuclear Bulwark,0.5,+20%,+33%
577,M-Field Bulwark,0.5,+20%,+33%
578,Nuclear Armour,0.5,+20%,+33%
579,Deionised Armour,0.5,+20%,+33%
580,Neutron Shield,0.5,+20%,+33%
581,M-Field Grafts,0.5,+20%,+33%
582,Nuclear Resonator,0.5,+20%,+33%
583,Neutron Resonator,0.611,+22%,+33%
584,Neutron Armour,0.5,+20%,+33%
585,Neutron Armour,0.5,+20%,+33%
586,Deionised Resonator,0.5,+20%,+33%
587,Neutron Resonator,0.556,+21%,+33%
588,Neutron Polariser,0.5,+20%,+33%
589,Neutron Lattice,0.5,+20%,+33%
590,M-Field Polariser,0.611,+22%,+33%
591,Deionised Bulwark,0.556,+21%,+33%
592,Deionised Buffer,0.5,+20%,+33%
593,M-Field Padding,0.5,+20%,+33%
594,Deionised Lattice,0.5,+20%,+33%
595,Neutron Buffer,0.5,+20%,+33%
596,M-Field Bulwark,1.0,+29%,+33%
597,Deionised Bulwark,0.889,+27%,+33%
598,M-Field Padding,0.5,+20%,+33%
599,M-Field Padding,0.5,+20%,+33%
600,Neutron Bulwark,0.5,+20%,+33%
601,Neutron Padding,0.5,+20%,+33%
602,Nuclear Battery,0.5,+20%,+33%
603,M-Field Shield,0.611,+22%,+33%
604,Nuclear Lattice,0.722,+24%,+33%
605,Deionised Battery,0.5,+20%,+33%
606,M-Field Battery,0.5,+20%,+33%
607,M-Field Padding,0.5,+20%,+33%
608,Nuclear Resonator,1.0,+29%,+33%
609,Neutron Polariser,0.944,+28%,+33%
610,Deionised Resonator,0.556,+21%,+33%
611,Neutron Armour,0.5,+20%,+33%
