Seed,Name,Perfection,Ship_Weapons_Guns_Damage,Ship_Weapons_Guns_Rate,Ship_Weapons_Guns_HeatTime
231,Retuned Amplifier,0.25,,,+3%
232,Laser Accelerator,0.0,+1%,,
233,Ionised Splitter,0.2,,+7%,
234,Fibre Optic Mirror,0.525,,+9%,+2%
235,Laser Accelerator,0.0,+1%,,
236,Fibre Optic Oscillator,0.125,,,+2%
237,Retuned Resonator,0.25,,,+3%
238,Retuned Polariser,0.325,,+7%,+2%
239,Fibre Optic Filament,0.25,,,+3%
240,Retuned Filament,0.5,,,+5%
241,Polished Accelerator,0.1,,+6%,
242,Retuned De-limiter,0.1,,+6%,
243,Fibre Optic De-limiter,0.5,,,+5%
244,Ionised Filament,0.1,,+6%,
245,Fibre Optic De-limiter,0.0,+1%,,
246,Ionised Oscillator,0.5,,,+5%
247,Polished Filament,0.2,+1%,+7%,
248,Laser Accelerator,0.35,,+6%,+3%
249,Retuned Mirror,0.5,+2%,,
250,Laser Mirror,0.125,+1%,,+2%
251,Polished Accelerator,0.125,,,+2%
252,Fibre Optic Splitter,0.25,,,+3%
253,Ionised Resonator,0.4,+1%,+9%,
254,Retuned Oscillator,0.0,+1%,,
255,Fibre Optic Filament,0.125,+1%,,+2%
256,Laser Resonator,0.1,+1%,+6%,
257,Laser Filament,0.1,,+6%,
258,Polished Mirror,0.375,,,+4%
259,Retuned Mirror,0.125,+1%,,+2%
260,Retuned Mirror,0.0,+1%,,
261,Laser Amplifier,0.5,,+10%,
262,Laser Accelerator,0.125,,,+2%
263,Retuned Splitter,0.125,+1%,,+2%
264,Laser Accelerator,0.5,,,+5%
265,Fibre Optic Refractor,0.2,+1%,+7%,
266,Laser Mirror,0.25,+1%,,+3%
267,Ionised Amplifier,0.1,,+6%,
268,Laser Refractor,0.0,+1%,,
269,Fibre Optic Splitter,0.375,+1%,,+4%
270,Retuned Oscillator,0.1,,+6%,
271,Laser Polariser,0.1,,+6%,
272,Retuned Refractor,0.375,,,+4%
273,Retuned Amplifier,0.25,+1%,,+3%
274,Retuned De-limiter,0.3,,+8%,
275,Fibre Optic De-limiter,0.0,+1%,,
276,Fibre Optic Resonator,0.4,+1%,+9%,
277,Ionised Refractor,0.125,,,+2%
278,Fibre Optic Amplifier,0.1,+1%,+6%,
279,Polished Oscillator,0.0,+1%,,
280,Ionised Accelerator,0.1,+1%,+6%,
281,Fibre Optic Polariser,0.1,+1%,+6%,
282,Laser Polariser,0.425,,+8%,+2%
283,Laser Resonator,0.5,+2%,,
284,Laser Polariser,0.0,+1%,,
285,Retuned Oscillator,0.0,+1%,,
286,Laser Mirror,0.125,,,+2%
287,Laser De-limiter,0.4,,+9%,
288,Laser Filament,0.0,+1%,,
289,Retuned Filament,0.0,+1%,,
290,Ionised Splitter,0.1,,+6%,
291,Fibre Optic Splitter,0.0,+1%,,
292,Ionised Filament,0.625,,+10%,+2%
293,Fibre Optic Mirror,0.3,+1%,+8%,
294,Ionised Splitter,0.25,+1%,,+3%
295,Ionised Splitter,0.375,+1%,,+4%
296,Laser Refractor,0.625,+2%,,+2%
297,Fibre Optic Accelerator,0.125,+1%,,+2%
298,Ionised Filament,0.25,,,+3%
299,Fibre Optic Oscillator,0.1,,+6%,
300,Polished Oscillator,0.125,+1%,,+2%
301,Retuned Mirror,0.4,+1%,+9%,
302,Polished Resonator,0.1,+1%,+6%,
303,Polished Amplifier,0.1,,+6%,
304,Retuned Oscillator,0.5,,+10%,
305,Fibre Optic Refractor,0.125,,,+2%
306,Fibre Optic Resonator,0.0,+1%,,
307,Fibre Optic Refractor,0.875,,+10%,+4%
308,Retuned Filament,0.2,,+7%,
309,Polished Filament,0.1,,+6%,
310,Ionised Accelerator,0.125,,,+2%
311,Ionised Polariser,0.0,+1%,,
312,Polished Polariser,0.0,+1%,,
313,Laser Mirror,0.0,+1%,,
314,Polished Accelerator,0.0,+1%,,
315,Fibre Optic Polariser,0.0,+1%,,
316,Polished Resonator,0.25,+1%,,+3%
317,Laser Resonator,0.5,+1%,,+5%
318,Ionised Accelerator,0.0,+1%,,
319,Laser De-limiter,0.2,+1%,+7%,
320,Ionised Splitter,0.125,,,+2%
321,Laser Accelerator,0.125,+1%,,+2%
322,Ionised Filament,0.125,,,+2%
323,Fibre Optic Polariser,0.1,+1%,+6%,
324,Ionised Splitter,0.0,+1%,,
325,Polished Splitter,0.125,+1%,,+2%
326,Polished Refractor,0.2,,+7%,
327,Fibre Optic Amplifier,0.125,+1%,,+2%
328,Retuned Mirror,0.2,,+7%,
329,Retuned Refractor,0.125,,,+2%
330,Polished Refractor,0.125,,,+2%
331,Fibre Optic Oscillator,0.25,,,+3%
332,Retuned Splitter,0.2,,+7%,
333,Retuned Oscillator,0.5,,+10%,
334,Laser Accelerator,0.2,,+7%,
335,Polished De-limiter,0.2,+1%,+7%,
336,Fibre Optic Accelerator,0.0,+1%,,
337,Polished Filament,0.4,,+9%,
338,Ionised Filament,0.2,,+7%,
339,Laser Splitter,0.5,,,+5%
340,Fibre Optic Mirror,0.125,+1%,,+2%
341,Ionised Filament,0.125,,,+2%
342,Fibre Optic Polariser,0.3,+1%,+8%,
343,Retuned Mirror,0.1,,+6%,
344,Retuned Amplifier,0.125,+1%,,+2%
345,Fibre Optic Polariser,0.0,+1%,,
346,Fibre Optic Refractor,0.1,+1%,+6%,
347,Retuned Mirror,0.0,+1%,,
348,Retuned Filament,0.575,,+7%,+4%
349,Laser De-limiter,1.0,,+10%,+5%
350,Polished Amplifier,0.325,,+7%,+2%
351,Polished Splitter,0.2,,+7%,
352,Retuned Refractor,0.1,,+6%,
353,Retuned Mirror,0.2,,+7%,
354,Retuned Polariser,0.125,,,+2%
355,Fibre Optic Amplifier,0.55,,+8%,+3%
356,Fibre Optic Oscillator,0.375,,,+4%
357,Ionised Polariser,0.0,+1%,,
358,Laser Splitter,0.1,,+6%,
359,Laser Oscillator,0.3,,+8%,
360,Retuned Resonator,0.125,,,+2%
361,Laser Splitter,0.25,+1%,,+3%
362,Fibre Optic Polariser,0.25,,,+3%
363,Laser Amplifier,0.525,,+9%,+2%
364,Retuned Mirror,0.9,,+9%,+5%
365,Fibre Optic Resonator,0.0,+1%,,
366,Laser De-limiter,0.425,,+8%,+2%
367,Ionised Oscillator,0.1,,+6%,
368,Retuned Mirror,0.5,,+10%,
369,Ionised Splitter,0.1,,+6%,
370,Polished Accelerator,0.125,+1%,,+2%
371,Ionised Amplifier,0.5,+2%,,
372,Polished Accelerator,0.0,+1%,,
373,Fibre Optic Resonator,0.125,+1%,,+2%
374,Ionised Accelerator,0.1,,+6%,
375,Polished De-limiter,0.25,,,+3%
376,Fibre Optic Amplifier,0.3,,+8%,
377,Ionised Amplifier,0.125,+1%,,+2%
378,Laser Accelerator,0.125,,,+2%
379,Laser Splitter,0.5,,,+5%
380,Fibre Optic De-limiter,0.125,,,+2%
381,Ionised Accelerator,0.25,,,+3%
382,Ionised Refractor,0.125,,,+2%
383,Laser Accelerator,0.3,,+8%,
384,Laser De-limiter,0.2,,+7%,
385,Laser Resonator,0.4,,+9%,
386,Fibre Optic De-limiter,0.525,,+9%,+2%
387,Retuned Filament,0.5,,,+5%
388,Retuned Splitter,0.125,,,+2%
389,Polished Mirror,0.375,,,+4%
390,Laser Mirror,0.1,,+6%,
391,Retuned Accelerator,0.25,,,+3%
392,Ionised Accelerator,0.375,,,+4%
393,Retuned Splitter,0.4,,+9%,
394,Laser Accelerator,0.6,+2%,+6%,
395,Retuned Oscillator,0.4,,+9%,
396,Laser Polariser,0.1,,+6%,
397,Retuned Amplifier,0.425,,+8%,+2%
398,Laser Filament,0.2,,+7%,
399,Fibre Optic Polariser,1.0,,+10%,+5%
400,Fibre Optic Oscillator,0.1,+1%,+6%,
401,Fibre Optic Oscillator,0.3,+1%,+8%,
402,Retuned Accelerator,0.125,,,+2%
403,Laser Resonator,0.25,,,+3%
404,Laser Resonator,0.1,,+6%,
405,Fibre Optic Resonator,0.0,+1%,,
406,Fibre Optic De-limiter,0.2,,+7%,
407,Fibre Optic Accelerator,0.0,+1%,,
408,Ionised Refractor,0.5,,+10%,
409,Retuned Mirror,0.1,+1%,+6%,
410,Polished Oscillator,0.425,,+8%,+2%
411,Fibre Optic Splitter,0.375,,,+4%
412,Ionised Polariser,0.375,,,+4%
413,Retuned Mirror,0.3,,+8%,
414,Polished Polariser,0.8,+2%,+8%,
415,Laser Resonator,0.3,,+8%,
416,Retuned Polariser,0.125,+1%,,+2%
417,Retuned Refractor,0.325,,+7%,+2%
418,Ionised Resonator,0.0,+1%,,
419,Retuned Filament,0.3,,+8%,
420,Fibre Optic De-limiter,0.9,+2%,+9%,
421,Laser Splitter,0.25,,,+3%
422,Laser Mirror,0.625,,+10%,+2%
423,Ionised Refractor,0.1,+1%,+6%,
424,Laser Amplifier,0.125,,,+2%
425,Fibre Optic De-limiter,0.1,+1%,+6%,
426,Fibre Optic Mirror,0.375,,,+4%
427,Polished Splitter,0.4,+1%,+9%,
428,Laser Accelerator,0.125,+1%,,+2%
429,Retuned Resonator,0.0,+1%,,
430,Laser Accelerator,0.0,+1%,,
431,Ionised Resonator,0.3,,+8%,
432,Fibre Optic Filament,0.125,,,+2%
433,Fibre Optic Polariser,0.25,,,+3%
434,Ionised Amplifier,0.675,,+8%,+4%
435,Retuned De-limiter,0.5,+2%,,
436,Retuned Mirror,0.0,+1%,,
437,Retuned Polariser,0.0,+1%,,
438,Laser De-limiter,0.125,+1%,,+2%
439,Polished Filament,0.1,,+6%,
440,Ionised De-limiter,0.125,,,+2%
441,Fibre Optic Accelerator,0.2,+1%,+7%,
442,Fibre Optic Splitter,0.6,,+6%,+5%
443,Ionised Mirror,0.0,+1%,,
444,Polished Splitter,0.4,,+9%,
445,Polished Accelerator,0.1,,+6%,
446,Fibre Optic Accelerator,0.2,,+7%,
447,Fibre Optic Oscillator,0.1,,+6%,
448,Laser Accelerator,0.5,,,+5%
449,Ionised De-limiter,0.3,,+8%,
450,Fibre Optic Resonator,0.1,,+6%,
451,Polished Mirror,0.375,,,+4%
452,Ionised Polariser,0.125,+1%,,+2%
453,Polished Polariser,0.25,,,+3%
454,Ionised Resonator,0.4,,+9%,
455,Laser Oscillator,0.0,+1%,,
456,Fibre Optic Amplifier,0.7,+2%,+7%,
457,Fibre Optic De-limiter,0.375,,,+4%
458,Retuned De-limiter,0.1,+1%,+6%,
459,Polished Accelerator,0.25,,,+3%
460,Ionised Filament,0.375,,,+4%
461,Laser Filament,0.0,+1%,,
462,Ionised Splitter,0.3,,+8%,
463,Polished Polariser,0.0,+1%,,
464,Laser Splitter,0.0,+1%,,
465,Polished Mirror,0.0,+1%,,
466,Ionised Filament,0.4,+1%,+9%,
467,Polished Amplifier,0.5,,+10%,
468,Laser Splitter,0.0,+1%,,
469,Retuned Amplifier,0.0,+1%,,
470,Polished Filament,0.375,+1%,,+4%
471,Retuned De-limiter,0.8,,+8%,+5%
472,Laser Refractor,0.0,+1%,,
473,Laser Refractor,0.1,,+6%,
474,Retuned Oscillator,0.1,,+6%,
475,Retuned Accelerator,0.775,,+9%,+4%
476,Laser De-limiter,0.1,,+6%,
477,Polished Polariser,0.125,+1%,,+2%
478,Polished Filament,0.1,,+6%,
479,Fibre Optic Accelerator,0.25,,,+3%
480,Ionised Polariser,0.0,+1%,,
481,Retuned Amplifier,0.0,+1%,,
482,Retuned Mirror,0.5,,+10%,
483,Fibre Optic Splitter,0.3,,+8%,
484,Laser Splitter,0.125,,,+2%
485,Retuned De-limiter,0.125,+1%,,+2%
486,Retuned Amplifier,0.4,,+9%,
487,Ionised Amplifier,0.0,+1%,,
488,Laser Polariser,0.4,,+9%,
489,Polished Refractor,0.1,+1%,+6%,
490,Retuned Filament,0.0,+1%,,
491,Polished Oscillator,0.125,+1%,,+2%
492,Ionised Oscillator,0.4,+1%,+9%,
493,Laser De-limiter,0.525,,+9%,+2%
494,Retuned Accelerator,0.2,,+7%,
495,Retuned Polariser,0.0,+1%,,
496,Laser Oscillator,0.125,,,+2%
497,Polished Refractor,0.5,,+10%,
498,Polished Accelerator,0.125,+1%,,+2%
499,Polished Filament,0.225,,+6%,+2%
500,Laser Resonator,0.0,+1%,,
501,Laser Splitter,0.5,,+10%,
502,Laser Resonator,0.0,+1%,,
503,Retuned Oscillator,0.125,,,+2%
504,Retuned Amplifier,0.125,,,+2%
505,Fibre Optic Mirror,0.0,+1%,,
506,Polished De-limiter,0.0,+1%,,
507,Fibre Optic Accelerator,0.35,,+6%,+3%
508,Ionised Mirror,0.2,,+7%,
509,Laser Amplifier,0.3,,+8%,
510,Polished Amplifier,0.4,+1%,+9%,
511,Polished De-limiter,0.0,+1%,,
512,Retuned Splitter,0.125,,,+2%
513,Laser Resonator,0.2,+1%,+7%,
514,Ionised De-limiter,0.5,,,+5%
515,Polished Refractor,0.0,+1%,,
516,Laser Oscillator,0.125,+1%,,+2%
517,Fibre Optic De-limiter,0.0,+1%,,
518,Ionised Filament,0.125,+1%,,+2%
519,Retuned Accelerator,0.0,+1%,,
520,Retuned Splitter,0.5,,,+5%
521,Fibre Optic Filament,0.5,,,+5%
522,Retuned Amplifier,0.0,+1%,,
523,Fibre Optic Filament,0.1,+1%,+6%,
524,Fibre Optic Splitter,0.25,,,+3%
525,Ionised Polariser,0.25,,,+3%
526,Polished Resonator,0.0,+1%,,
527,Polished Oscillator,0.5,+2%,,
528,Ionised De-limiter,0.25,,,+3%
529,Retuned Splitter,0.375,,,+4%
530,Laser Filament,0.0,+1%,,
531,Fibre Optic Accelerator,0.625,,+10%,+2%
532,Fibre Optic Mirror,0.2,,+7%,
533,Polished Filament,0.1,,+6%,
534,Polished Polariser,0.125,,,+2%
535,Laser Oscillator,0.0,+1%,,
536,Polished Resonator,0.0,+1%,,
537,Ionised Polariser,0.1,,+6%,
538,Retuned Refractor,0.2,+1%,+7%,
539,Fibre Optic Resonator,0.25,+1%,,+3%
540,Ionised Mirror,0.125,,,+2%
541,Fibre Optic Amplifier,0.8,+2%,+8%,
542,Ionised Accelerator,0.525,,+9%,+2%
543,Fibre Optic Filament,0.3,+1%,+8%,
544,Ionised Polariser,0.375,,,+4%
545,Laser Resonator,0.125,,,+2%
546,Laser Splitter,0.35,,+6%,+3%
547,Fibre Optic Filament,0.9,,+9%,+5%
548,Ionised Filament,0.5,,,+5%
549,Laser Oscillator,0.375,,,+4%
550,Ionised Accelerator,0.1,,+6%,
551,Fibre Optic Polariser,0.4,,+9%,
552,Retuned Resonator,0.25,,,+3%
553,Laser Resonator,0.5,+1%,+10%,
554,Retuned De-limiter,0.1,,+6%,
555,Fibre Optic Splitter,0.3,,+8%,
556,Polished Splitter,0.0,+1%,,
557,Polished Polariser,0.125,,,+2%
558,Retuned Amplifier,0.0,+1%,,
559,Fibre Optic Amplifier,0.5,+1%,+10%,
560,Laser Splitter,0.125,+1%,,+2%
561,Laser Polariser,0.1,+1%,+6%,
562,Laser Oscillator,0.125,,,+2%
563,Fibre Optic Amplifier,0.125,+1%,,+2%
564,Ionised De-limiter,0.0,+1%,,
565,Polished Accelerator,0.3,,+8%,
566,Polished Refractor,0.25,,,+3%
567,Ionised Splitter,0.125,+1%,,+2%
568,Laser Refractor,0.8,,+8%,+5%
569,Retuned Refractor,0.525,,+9%,+2%
570,Retuned Resonator,0.25,,,+3%
571,Laser Resonator,0.375,,,+4%
572,Fibre Optic Resonator,0.0,+1%,,
573,Polished Accelerator,0.375,,,+4%
574,Laser Splitter,0.75,,+10%,+3%
575,Retuned Accelerator,0.1,,+6%,
576,Retuned Resonator,0.35,,+6%,+3%
577,Laser Resonator,0.125,,,+2%
578,Retuned Oscillator,0.375,,,+4%
579,Ionised Oscillator,0.5,+1%,+10%,
580,Polished Splitter,0.2,,+7%,
581,Laser Accelerator,0.125,+1%,,+2%
582,Retuned De-limiter,0.4,,+9%,
583,Polished De-limiter,0.3,+1%,+8%,
584,Polished Oscillator,0.125,,,+2%
585,Polished Oscillator,0.125,,,+2%
586,Ionised De-limiter,0.525,,+9%,+2%
587,Polished De-limiter,0.1,+1%,+6%,
588,Polished Refractor,0.5,+2%,,
589,Polished Amplifier,0.25,,,+3%
590,Laser Refractor,0.0,+1%,,
591,Ionised Resonator,0.0,+1%,,
592,Ionised Filament,0.0,+1%,,
593,Laser Polariser,0.1,,+6%,
594,Ionised Amplifier,0.0,+1%,,
595,Polished Filament,0.5,+1%,+10%,
596,Laser Resonator,0.125,+1%,,+2%
597,Ionised Resonator,0.375,+1%,,+4%
598,Laser Polariser,0.4,+1%,+9%,
599,Laser Polariser,0.3,,+8%,
600,Polished Resonator,0.35,,+6%,+3%
601,Polished Polariser,0.125,,,+2%
602,Retuned Mirror,0.25,+1%,,+3%
603,Laser Splitter,0.4,,+9%,
604,Retuned Amplifier,0.0,+1%,,
605,Ionised Mirror,0.375,+1%,,+4%
606,Laser Mirror,0.25,,,+3%
607,Laser Polariser,0.25,+1%,,+3%
608,Retuned De-limiter,0.5,+1%,,+5%
609,Polished Refractor,0.0,+1%,,
610,Ionised De-limiter,0.3,,+8%,
611,Polished Oscillator,0.125,,,+2%
612,Laser Polariser,0.0,+1%,,
613,Polished Polariser,0.25,,,+3%
614,Retuned Resonator,0.25,,,+3%
615,Polished Resonator,0.0,+1%,,
616,Ionised Resonator,0.125,+1%,,+2%
617,Laser Oscillator,0.125,+1%,,+2%
618,Polished Refractor,0.0,+1%,,
619,Fibre Optic Polariser,0.125,+1%,,+2%
620,Ionised Accelerator,0.75,,+10%,+3%
