Seed	Name	Perfection	Ship_PulseDrive_MiniJumpFuelSpending	Ship_Boost	Ship_BoostManeuverability
95	Alternate Magnetic Fan	0.25	+8%		
96	Alternate Propulsion Unit	0.0			+1%
97	Secondary Magnetic Fan	0.0			+1%
98	Efficient Electron Loom	0.25	+8%		+1%
99	Tuned Fuel Pipes	0.0		+1%	
100	Tuned Neutrino Injector	0.125	+7%		
101	Alternate Thrust Controller	0.0		+1%	
102	Secondary Magnetic Fan	0.375	+9%		
103	Efficient Shockwave Shield	0			
104	Efficient Neutrino Injector	0			
105	Efficient Magnetic Fan	0.0		+1%	
106	Efficient Magnetic Fan	0.375		+4%	
107	Efficient Plasma Exhaust	0.25	+8%		
108	Alternate Plasma Exhaust	0.0		+1%	
109	Efficient Shockwave Shield	0.125		+2%	
110	Secondary Neutrino Injector	0.375	+9%		
111	Backup Impulse Nozzle	0.25			+3%
112	Alternate Magnetic Fan	0.375	+9%		
113	Tuned Hydrogen Dynamo	0.125			+2%
114	Backup Neutrino Injector	0			
115	Alternate Neutrino Injector	0.0		+1%	
116	Alternate Electron Loom	0.5		+5%	
117	Tuned Neutrino Injector	0.0			+1%
118	Alternate Electron Loom	0.5			+5%
119	Efficient Hydrogen Dynamo	0.5			+5%
120	Alternate Propulsion Unit	0.0		+1%	
121	Alternate Electron Loom	0.0		+1%	
122	Alternate Hydrogen Dynamo	0.125		+2%	
123	Efficient Electron Loom	0.125		+2%	
124	Backup Hydrogen Dynamo	0.125		+2%	
125	Secondary Fuel Pipes	0.375			+4%
126	Backup Impulse Nozzle	0.0	+6%		
127	Alternate Shockwave Shield	0.125			+2%
128	Efficient Fuel Pipes	0.5	+10%		
129	Tuned Fuel Pipes	0.25		+1%	+3%
130	Tuned Electron Loom	0.5		+5%	
131	Efficient Magnetic Fan	0.0		+1%	
132	Efficient Electron Loom	0.125			+2%
133	Backup Electron Loom	0.0			+1%
134	Alternate Thrust Controller	0.5	+10%		
135	Secondary Fuel Pipes	0			
136	Alternate Neutrino Injector	0.5		+5%	
137	Efficient Fuel Pipes	0.5	+10%		
138	Alternate Propulsion Unit	0.0		+1%	
139	Efficient Thrust Controller	0.0		+1%	
140	Alternate Impulse Nozzle	0.0	+6%		
141	Backup Plasma Exhaust	0.0	+6%		
142	Alternate Impulse Nozzle	0.0			+1%
143	Tuned Neutrino Injector	0.375	+9%		
144	Efficient Fuel Pipes	0.0		+1%	
145	Tuned Shockwave Shield	0			
146	Secondary Propulsion Unit	0.375		+4%	
147	Efficient Hydrogen Dynamo	0.0	+6%		
148	Tuned Magnetic Fan	0.5		+5%	
149	Backup Thrust Controller	0.125			+2%
150	Tuned Propulsion Unit	0.0	+6%		
151	Backup Thrust Controller	0.0		+1%	
152	Backup Magnetic Fan	0.125			+2%
153	Tuned Plasma Exhaust	0.0		+1%	
154	Tuned Electron Loom	0.0			+1%
155	Secondary Electron Loom	0.0	+6%		
156	Backup Hydrogen Dynamo	0.375		+4%	
157	Efficient Propulsion Unit	0.125	+6%	+2%	
158	Backup Plasma Exhaust	0.375		+4%	
159	Efficient Magnetic Fan	0.0			+1%
160	Backup Magnetic Fan	0.0	+6%		
161	Backup Hydrogen Dynamo	0.0		+1%	
162	Backup Neutrino Injector	0.0		+1%	
163	Alternate Propulsion Unit	0.125	+7%		
164	Tuned Magnetic Fan	0.25	+8%	+1%	
165	Efficient Hydrogen Dynamo	0.0			+1%
166	Efficient Neutrino Injector	0.25	+8%		
167	Alternate Plasma Exhaust	0.0			+1%
168	Alternate Impulse Nozzle	0.0			+1%
169	Tuned Fuel Pipes	0.125			+2%
170	Secondary Shockwave Shield	0.25	+8%		
171	Secondary Impulse Nozzle	0.0			+1%
172	Backup Shockwave Shield	0.125			+2%
173	Alternate Fuel Pipes	0.125	+7%		
174	Backup Electron Loom	0.0			+1%
175	Efficient Neutrino Injector	0.0		+1%	
176	Tuned Impulse Nozzle	0.375			+4%
177	Alternate Electron Loom	0.25	+8%		
178	Secondary Impulse Nozzle	0.0		+1%	
179	Efficient Fuel Pipes	0.0		+1%	
180	Tuned Shockwave Shield	0.5	+10%		
181	Secondary Fuel Pipes	0.0	+6%		
182	Secondary Hydrogen Dynamo	0.875		+5%	+4%
183	Efficient Thrust Controller	0.25	+8%		
184	Tuned Hydrogen Dynamo	0.125	+7%		
185	Tuned Electron Loom	0.0	+6%		
186	Backup Thrust Controller	0.0		+1%	
187	Tuned Impulse Nozzle	0.25		+2%	+2%
188	Secondary Hydrogen Dynamo	0.125	+7%		
189	Alternate Shockwave Shield	0.0			+1%
190	Secondary Shockwave Shield	0.0	+6%		+1%
191	Secondary Propulsion Unit	0.25		+3%	
192	Secondary Plasma Exhaust	0.625	+7%	+5%	
193	Backup Hydrogen Dynamo	0.375	+6%	+4%	
194	Tuned Plasma Exhaust	0.125		+2%	
195	Alternate Impulse Nozzle	0.375			+4%
196	Efficient Impulse Nozzle	0.0		+1%	
197	Secondary Electron Loom	0.125			+2%
198	Secondary Magnetic Fan	0.0		+1%	
199	Tuned Shockwave Shield	0.25		+3%	
200	Secondary Propulsion Unit	0.0		+1%	
201	Secondary Electron Loom	0.125	+7%		
202	Efficient Electron Loom	0.0			+1%
203	Secondary Shockwave Shield	0.0	+6%		
204	Secondary Hydrogen Dynamo	0.0			+1%
205	Alternate Fuel Pipes	0.375			+4%
206	Efficient Shockwave Shield	0.375			+4%
207	Backup Magnetic Fan	0.0	+6%		
208	Secondary Electron Loom	0.875	+10%		+4%
209	Efficient Fuel Pipes	0.375			+4%
210	Efficient Propulsion Unit	0.125			+2%
211	Efficient Hydrogen Dynamo	0.0			+1%
212	Alternate Magnetic Fan	0.25			+3%
213	Tuned Shockwave Shield	0.0		+1%	
214	Secondary Propulsion Unit	0.0			+1%
215	Tuned Fuel Pipes	0.125	+7%		
216	Backup Plasma Exhaust	0			
217	Secondary Impulse Nozzle	0.0		+1%	
218	Alternate Hydrogen Dynamo	0.0		+1%	
219	Secondary Shockwave Shield	0.125		+2%	
220	Efficient Thrust Controller	0.125			+2%
221	Tuned Thrust Controller	0.375			+4%
222	Efficient Impulse Nozzle	0.125		+2%	
223	Backup Impulse Nozzle	0.125		+2%	
224	Tuned Neutrino Injector	0.25			+3%
225	Alternate Shockwave Shield	0.375			+4%
226	Secondary Neutrino Injector	0.0		+1%	
227	Alternate Thrust Controller	0.5		+5%	
228	Alternate Plasma Exhaust	0.125	+6%	+2%	
229	Secondary Electron Loom	0.0			+1%
230	Efficient Thrust Controller	0.5		+5%	
231	Efficient Propulsion Unit	0.0			+1%
232	Alternate Magnetic Fan	0.5	+10%		
233	Tuned Thrust Controller	0.0		+1%	
234	Backup Neutrino Injector	0.375			+4%
235	Alternate Magnetic Fan	0.0	+6%		
236	Backup Impulse Nozzle	0			
237	Efficient Shockwave Shield	0.0			+1%
238	Efficient Hydrogen Dynamo	0.5		+1%	+5%
239	Backup Plasma Exhaust	0.125			+2%
240	Efficient Plasma Exhaust	0.0			+1%
241	Secondary Magnetic Fan	0.0		+1%	
242	Efficient Electron Loom	0.0		+1%	
243	Backup Electron Loom	0.0			+1%
244	Tuned Plasma Exhaust	0.5		+5%	
245	Backup Electron Loom	0.5	+10%		
246	Tuned Impulse Nozzle	0.125			+2%
247	Secondary Plasma Exhaust	0.25		+3%	
248	Alternate Magnetic Fan	0.0		+1%	+1%
249	Efficient Neutrino Injector	0.125	+7%		
250	Alternate Neutrino Injector	0.125	+7%		+1%
251	Secondary Magnetic Fan	0.5			+5%
252	Backup Thrust Controller	0.0			+1%
253	Tuned Shockwave Shield	0.0	+6%		
254	Efficient Impulse Nozzle	0.0	+6%		
255	Backup Plasma Exhaust	0.25	+8%		
256	Alternate Shockwave Shield	0.25	+8%		
257	Alternate Plasma Exhaust	0.5		+5%	
258	Secondary Neutrino Injector	0.375			+4%
259	Efficient Neutrino Injector	0.0			+1%
260	Efficient Neutrino Injector	0.0	+6%		
261	Alternate Propulsion Unit	0.0		+1%	
262	Alternate Magnetic Fan	0			
263	Efficient Thrust Controller	0.25	+8%		+1%
264	Alternate Magnetic Fan	0.0			+1%
265	Backup Fuel Pipes	0.0	+6%		
266	Alternate Neutrino Injector	0.0			+1%
267	Tuned Propulsion Unit	0.375		+4%	
268	Alternate Fuel Pipes	0.5	+10%		
269	Backup Thrust Controller	0.375	+8%		+2%
270	Efficient Impulse Nozzle	0.375		+4%	
271	Alternate Hydrogen Dynamo	0.25		+3%	
272	Efficient Fuel Pipes	0.0			+1%
273	Efficient Propulsion Unit	0.0	+6%		+1%
274	Efficient Electron Loom	0.125		+2%	
275	Backup Electron Loom	0.0	+6%		
276	Backup Shockwave Shield	0.375	+7%	+3%	
277	Tuned Fuel Pipes	0.0			+1%
278	Backup Propulsion Unit	0.375	+9%	+1%	
279	Secondary Impulse Nozzle	0.375	+9%		
280	Tuned Magnetic Fan	0.125		+2%	
281	Backup Hydrogen Dynamo	0.375	+9%		
282	Alternate Hydrogen Dynamo	0.0			+1%
283	Alternate Shockwave Shield	0.25	+8%		
284	Alternate Hydrogen Dynamo	0.25	+8%		
285	Efficient Impulse Nozzle	0.0	+6%		
286	Alternate Neutrino Injector	0.0			+1%
287	Alternate Electron Loom	0.5		+5%	
288	Alternate Plasma Exhaust	0.0	+6%		
289	Efficient Plasma Exhaust	0.0	+6%		
290	Tuned Thrust Controller	0.25		+3%	
291	Backup Thrust Controller	0.5	+10%		
292	Tuned Plasma Exhaust	0.375			+4%
293	Backup Neutrino Injector	0.0		+1%	
294	Tuned Thrust Controller	0.0	+6%		+1%
295	Tuned Thrust Controller	0.0	+6%		+1%
296	Alternate Fuel Pipes	0.875	+9%		+5%
297	Backup Magnetic Fan	0.0	+6%		+1%
298	Tuned Plasma Exhaust	0.5			+5%
299	Backup Impulse Nozzle	0			
300	Secondary Impulse Nozzle	0.5	+10%		
301	Efficient Neutrino Injector	0.5	+6%	+5%	
302	Secondary Shockwave Shield	0.5		+5%	
303	Secondary Propulsion Unit	0.0		+1%	
304	Efficient Impulse Nozzle	0.5		+5%	
305	Backup Fuel Pipes	0.125			+2%
306	Backup Shockwave Shield	0.5	+10%		
307	Backup Fuel Pipes	0.5		+3%	+3%
308	Efficient Plasma Exhaust	0.125		+2%	
309	Secondary Plasma Exhaust	0.5		+5%	
310	Tuned Magnetic Fan	0.375			+4%
311	Tuned Hydrogen Dynamo	0.0	+6%		
312	Secondary Hydrogen Dynamo	0.125	+7%		
313	Alternate Neutrino Injector	0.0	+6%		
314	Secondary Magnetic Fan	0.25	+8%		
315	Backup Hydrogen Dynamo	0.0	+6%		
316	Secondary Shockwave Shield	0.0	+6%		+1%
317	Alternate Shockwave Shield	0.25	+8%		+1%
318	Tuned Magnetic Fan	0.0	+6%		
319	Alternate Electron Loom	0.0		+1%	
320	Tuned Thrust Controller	0.0			+1%
321	Alternate Magnetic Fan	0.0	+6%		+1%
322	Tuned Plasma Exhaust	0			
323	Backup Hydrogen Dynamo	0.125	+7%		
324	Tuned Thrust Controller	0.0	+6%		
325	Secondary Thrust Controller	0.25	+8%		+1%
326	Secondary Fuel Pipes	0.0		+1%	
327	Backup Propulsion Unit	0.125	+7%		
328	Efficient Neutrino Injector	0.0		+1%	
329	Efficient Fuel Pipes	0.0			+1%
330	Secondary Fuel Pipes	0.0			+1%
331	Backup Impulse Nozzle	0.0			+1%
332	Efficient Thrust Controller	0.25		+3%	
333	Efficient Impulse Nozzle	0.0		+1%	
334	Alternate Magnetic Fan	0.0		+1%	
335	Secondary Electron Loom	0.125	+6%	+2%	
336	Backup Magnetic Fan	0.25	+8%		
337	Secondary Plasma Exhaust	0.25		+3%	
338	Tuned Plasma Exhaust	0.0		+1%	
339	Alternate Thrust Controller	0.5			+5%
340	Backup Neutrino Injector	0.0			+1%
341	Tuned Plasma Exhaust	0			
342	Backup Hydrogen Dynamo	0.75	+10%	+3%	
343	Efficient Neutrino Injector	0.375		+4%	
344	Efficient Propulsion Unit	0.375			+4%
345	Backup Hydrogen Dynamo	0.125	+7%		
346	Backup Fuel Pipes	0.375		+4%	
347	Efficient Neutrino Injector	0.0	+6%		
348	Efficient Plasma Exhaust	0.25		+3%	
349	Alternate Electron Loom	0.5			+5%
350	Secondary Propulsion Unit	0.0			+1%
351	Secondary Thrust Controller	0.0		+1%	
352	Efficient Fuel Pipes	0.0		+1%	
353	Efficient Neutrino Injector	0.0		+1%	
354	Efficient Hydrogen Dynamo	0.125			+2%
355	Backup Propulsion Unit	0.375		+3%	+2%
356	Backup Impulse Nozzle	0.0			+1%
357	Tuned Hydrogen Dynamo	0.125	+7%		
358	Alternate Thrust Controller	0.375		+4%	
359	Alternate Impulse Nozzle	0.0		+1%	
360	Efficient Shockwave Shield	0.0			+1%
361	Alternate Thrust Controller	0.0	+6%		
362	Backup Hydrogen Dynamo	0			
363	Alternate Propulsion Unit	0.375		+2%	+3%
364	Efficient Neutrino Injector	0.25			+3%
365	Backup Shockwave Shield	0.0	+6%		
366	Alternate Electron Loom	0.125		+1%	+2%
367	Tuned Impulse Nozzle	0.5		+5%	
368	Efficient Neutrino Injector	0.0		+1%	
369	Tuned Thrust Controller	0.125		+2%	
370	Secondary Magnetic Fan	0.25			+3%
371	Tuned Propulsion Unit	0.375	+9%		
372	Secondary Magnetic Fan	0.375	+9%		
373	Backup Shockwave Shield	0.125	+7%		+1%
374	Tuned Magnetic Fan	0.0		+1%	
375	Secondary Electron Loom	0.0			+1%
376	Backup Propulsion Unit	0.0		+1%	
377	Tuned Propulsion Unit	0.25	+8%		
378	Alternate Magnetic Fan	0.0			+1%
379	Alternate Thrust Controller	0.25			+3%
380	Backup Electron Loom	0.0			+1%
381	Tuned Magnetic Fan	0.0			+1%
382	Tuned Fuel Pipes	0.0			+1%
383	Alternate Magnetic Fan	0.0		+1%	
384	Alternate Electron Loom	0.125		+2%	
385	Alternate Shockwave Shield	0.0		+1%	
386	Backup Electron Loom	0.375		+1%	+4%
387	Efficient Plasma Exhaust	0.25			+3%
388	Efficient Thrust Controller	0.25			+3%
389	Secondary Neutrino Injector	0.125			+2%
390	Alternate Neutrino Injector	0.0		+1%	
391	Efficient Magnetic Fan	0.375			+4%
392	Tuned Magnetic Fan	0.0			+1%
393	Efficient Thrust Controller	0.125		+2%	
394	Alternate Magnetic Fan	0.875	+9%	+5%	
395	Efficient Impulse Nozzle	0			
396	Alternate Hydrogen Dynamo	0.0		+1%	
397	Efficient Propulsion Unit	0.0		+1%	+1%
398	Alternate Plasma Exhaust	0.0		+1%	
399	Backup Hydrogen Dynamo	0.5		+2%	+4%
400	Backup Impulse Nozzle	0.375	+9%	+1%	
401	Backup Impulse Nozzle	0.125		+2%	
402	Efficient Magnetic Fan	0			
403	Alternate Shockwave Shield	0.5			+5%
404	Alternate Shockwave Shield	0.375		+4%	
405	Backup Shockwave Shield	0.0	+6%		
406	Backup Electron Loom	0.0		+1%	
407	Backup Magnetic Fan	0.0	+6%		
408	Tuned Fuel Pipes	0.25		+3%	
409	Efficient Neutrino Injector	0.125	+7%	+1%	
410	Secondary Impulse Nozzle	0.625		+5%	+2%
411	Backup Thrust Controller	0.125			+2%
412	Tuned Hydrogen Dynamo	0			
413	Efficient Neutrino Injector	0.0		+1%	
414	Secondary Hydrogen Dynamo	0.0	+6%		
415	Alternate Shockwave Shield	0.0		+1%	
416	Efficient Hydrogen Dynamo	0.875	+9%		+5%
417	Efficient Fuel Pipes	0.0			+1%
418	Tuned Shockwave Shield	0.125	+7%		
419	Efficient Plasma Exhaust	0.375		+4%	
420	Backup Electron Loom	0.125	+6%	+2%	
421	Alternate Thrust Controller	0.375			+4%
422	Alternate Neutrino Injector	0.375			+4%
423	Tuned Fuel Pipes	0.25	+7%	+2%	
424	Alternate Propulsion Unit	0.0			+1%
425	Backup Electron Loom	0.25		+3%	
426	Backup Neutrino Injector	0.375			+4%
427	Secondary Thrust Controller	0.0	+6%	+1%	
428	Alternate Magnetic Fan	0.0	+6%		+1%
429	Efficient Shockwave Shield	0.25	+8%		
430	Alternate Magnetic Fan	0.0	+6%		
431	Tuned Shockwave Shield	0.375		+4%	
432	Backup Plasma Exhaust	0.0			+1%
433	Backup Hydrogen Dynamo	0			
434	Tuned Propulsion Unit	0.0			+1%
435	Efficient Electron Loom	0.125	+7%		
436	Efficient Neutrino Injector	0.0	+6%		
437	Efficient Hydrogen Dynamo	0.125	+7%		
438	Alternate Electron Loom	0.125	+7%		
439	Secondary Plasma Exhaust	0.0		+1%	
440	Tuned Electron Loom	0.0			+1%
441	Backup Magnetic Fan	0.25		+3%	
442	Backup Thrust Controller	0.5		+5%	
443	Tuned Neutrino Injector	0.125	+7%		
444	Secondary Thrust Controller	0.125		+2%	
445	Secondary Magnetic Fan	0.375		+4%	
446	Backup Magnetic Fan	0.0		+1%	
447	Backup Impulse Nozzle	0.0		+1%	
448	Alternate Magnetic Fan	0			
449	Tuned Electron Loom	0.0		+1%	
450	Backup Shockwave Shield	0.0		+1%	
451	Secondary Neutrino Injector	0.125			+2%
452	Tuned Hydrogen Dynamo	0.25	+8%		+1%
453	Secondary Hydrogen Dynamo	0.0			+1%
454	Tuned Shockwave Shield	0.5		+5%	
455	Alternate Impulse Nozzle	0.125	+7%		
456	Backup Propulsion Unit	0.125	+7%		
457	Backup Electron Loom	0.0			+1%
458	Efficient Electron Loom	0.5	+6%	+5%	
459	Secondary Magnetic Fan	0.0			+1%
460	Tuned Plasma Exhaust	0.0			+1%
461	Alternate Plasma Exhaust	0.125	+7%		
462	Tuned Thrust Controller	0.25		+3%	
463	Secondary Hydrogen Dynamo	0.0	+6%		
464	Alternate Thrust Controller	0.125	+7%		
465	Secondary Neutrino Injector	0.125	+7%		
466	Tuned Plasma Exhaust	0.0	+6%	+1%	
467	Secondary Propulsion Unit	0.125		+2%	
468	Alternate Thrust Controller	0.25	+8%		
469	Efficient Propulsion Unit	0.0	+6%		
470	Secondary Plasma Exhaust	0.5	+6%		+5%
471	Efficient Electron Loom	0.5		+5%	
472	Alternate Fuel Pipes	0.5	+10%		
473	Alternate Fuel Pipes	0.0		+1%	
474	Efficient Impulse Nozzle	0.0		+1%	
475	Efficient Magnetic Fan	0.25		+3%	
476	Alternate Electron Loom	0.0		+1%	
477	Secondary Hydrogen Dynamo	0.625	+9%		+3%
478	Secondary Plasma Exhaust	0.375		+4%	
479	Backup Magnetic Fan	0.0			+1%
480	Tuned Hydrogen Dynamo	0.5	+10%		
481	Efficient Propulsion Unit	0.0	+6%		
482	Efficient Neutrino Injector	0.125		+2%	
483	Backup Thrust Controller	0.125		+2%	
484	Alternate Thrust Controller	0			
485	Efficient Electron Loom	0.25	+8%		
486	Efficient Propulsion Unit	0.0		+1%	
487	Tuned Propulsion Unit	0.25	+8%		
488	Alternate Hydrogen Dynamo	0.25		+3%	
489	Secondary Fuel Pipes	0.0	+6%	+1%	
490	Efficient Plasma Exhaust	0.0	+6%		
491	Secondary Impulse Nozzle	0.375			+4%
492	Tuned Impulse Nozzle	0.0	+6%	+1%	
493	Alternate Electron Loom	0.0		+1%	
494	Efficient Magnetic Fan	0.0		+1%	
495	Efficient Hydrogen Dynamo	0.5	+10%		
496	Alternate Impulse Nozzle	0.0			+1%
497	Secondary Fuel Pipes	0.375		+4%	
498	Secondary Magnetic Fan	0.0			+1%
499	Secondary Plasma Exhaust	0.0		+1%	
500	Alternate Shockwave Shield	0.25	+8%		
501	Alternate Thrust Controller	0.25		+3%	
502	Alternate Shockwave Shield	0.375	+9%		
503	Efficient Impulse Nozzle	0.125			+2%
504	Efficient Propulsion Unit	0.0			+1%
505	Backup Neutrino Injector	0.5	+10%		
506	Secondary Electron Loom	0.5	+10%		
507	Backup Magnetic Fan	0.375		+4%	+1%
508	Tuned Neutrino Injector	0.0		+1%	
509	Alternate Propulsion Unit	0.5		+5%	
510	Secondary Propulsion Unit	0.125	+6%	+2%	
511	Secondary Electron Loom	0.125	+7%		
512	Efficient Thrust Controller	0			
513	Alternate Shockwave Shield	0.0	+6%		
514	Tuned Electron Loom	0.0			+1%
515	Secondary Fuel Pipes	0.0	+6%		
516	Alternate Impulse Nozzle	0.25	+8%		
517	Backup Electron Loom	0.25	+8%		
518	Tuned Plasma Exhaust	0.25			+3%
519	Efficient Magnetic Fan	0.0	+6%		
520	Efficient Thrust Controller	0.125			+2%
521	Backup Plasma Exhaust	0.0			+1%
522	Efficient Propulsion Unit	0.25	+8%		
523	Backup Plasma Exhaust	0.125	+6%	+2%	
524	Backup Thrust Controller	0.0			+1%
525	Tuned Hydrogen Dynamo	0.0			+1%
526	Secondary Shockwave Shield	0.25	+8%		
527	Secondary Impulse Nozzle	0.0	+6%		
528	Tuned Electron Loom	0.25			+3%
529	Efficient Thrust Controller	0.0			+1%
530	Alternate Plasma Exhaust	0.0	+6%		
531	Backup Magnetic Fan	0.75		+3%	+5%
532	Backup Neutrino Injector	0.5		+5%	
533	Secondary Plasma Exhaust	0.5		+5%	
534	Secondary Hydrogen Dynamo	0.125			+2%
535	Alternate Impulse Nozzle	0.25	+8%		
536	Secondary Shockwave Shield	0.25	+8%		
537	Tuned Hydrogen Dynamo	0.5		+5%	
538	Efficient Fuel Pipes	0.0	+6%	+1%	
539	Backup Shockwave Shield	0			
540	Tuned Neutrino Injector	0.0			+1%
541	Backup Propulsion Unit	0.5		+5%	
542	Tuned Magnetic Fan	0.0		+1%	
543	Backup Plasma Exhaust	0.0	+6%	+1%	
544	Tuned Hydrogen Dynamo	0.0			+1%
545	Alternate Shockwave Shield	0.0			+1%
546	Alternate Thrust Controller	0.125		+2%	
547	Backup Plasma Exhaust	0.25			+3%
548	Tuned Plasma Exhaust	0.5			+5%
549	Alternate Impulse Nozzle	0.0			+1%
550	Tuned Magnetic Fan	0.0		+1%	
551	Backup Hydrogen Dynamo	0.0		+1%	
552	Efficient Shockwave Shield	0			
553	Alternate Shockwave Shield	0.0	+6%	+1%	
554	Efficient Electron Loom	0.375		+4%	
555	Backup Thrust Controller	0.0		+1%	
556	Secondary Thrust Controller	0.125	+7%		
557	Secondary Hydrogen Dynamo	0.5			+5%
558	Efficient Propulsion Unit	0.0	+6%		
559	Backup Propulsion Unit	0.0	+6%	+1%	
560	Alternate Thrust Controller	0.25	+8%		+1%
561	Alternate Hydrogen Dynamo	0.0	+6%	+1%	
562	Alternate Impulse Nozzle	0.25			+3%
563	Backup Propulsion Unit	0.25	+8%		+1%
564	Tuned Electron Loom	0.375	+9%		
565	Secondary Magnetic Fan	0.125		+2%	
566	Secondary Fuel Pipes	0.125			+2%
567	Tuned Thrust Controller	0.125	+7%		+1%
568	Alternate Fuel Pipes	0.5		+5%	
569	Efficient Fuel Pipes	0.25		+1%	+3%
570	Efficient Shockwave Shield	0.5			+5%
571	Alternate Shockwave Shield	0.0			+1%
572	Backup Shockwave Shield	0.0	+6%		
573	Secondary Magnetic Fan	0.0			+1%
574	Alternate Thrust Controller	0.5			+5%
575	Efficient Magnetic Fan	0.375		+4%	
576	Efficient Shockwave Shield	0.25		+2%	+2%
577	Alternate Shockwave Shield	0.0			+1%
578	Efficient Impulse Nozzle	0			
