sep=,
Seed,Name,Perfection,Ship_Armour_Shield_Strength
61,Nanite Resonator,1.0,+30%
62,Nanite Battery,1.0,+30%
63,Q-Field Polariser,1.0,+30%
64,Q-Field Resonator,1.0,+30%
65,Harmonic Battery,1.0,+30%
66,Lumen Polariser,1.0,+30%
67,Harmonic Padding,1.0,+30%
68,Harmonic Grafts,1.0,+30%
69,Lumen Padding,1.0,+30%
70,Lumen Resonator,1.0,+30%
71,Lorentz Armour,1.0,+30%
72,Lumen Bulwark,1.0,+30%
73,Lumen Shield,1.0,+30%
74,Harmonic Battery,1.0,+30%
75,Lumen Lattice,1.0,+30%
76,Harmonic Battery,1.0,+30%
77,Lorentz Padding,1.0,+30%
78,Lumen Battery,1.0,+30%
79,Nanite Shield,1.0,+30%
80,Nanite Polariser,1.0,+30%
81,Lumen Padding,1.0,+30%
82,Harmonic Buffer,1.0,+30%
83,Harmonic Polariser,1.0,+30%
84,Nanite Polariser,1.0,+30%
85,Q-Field Bulwark,1.0,+30%
86,Lorentz Buffer,1.0,+30%
87,Lumen Lattice,1.0,+30%
88,Q-Field Buffer,1.0,+30%
89,Lumen Padding,1.0,+30%
90,Q-Field Resonator,1.0,+30%
91,Harmonic Grafts,1.0,+30%
92,Nanite Resonator,1.0,+30%
93,Nanite Armour,1.0,+30%
94,Lorentz Padding,1.0,+30%
95,Nanite Grafts,1.0,+30%
96,Nanite Lattice,1.0,+30%
97,Lumen Grafts,1.0,+30%
98,Lorentz Resonator,1.0,+30%
99,Q-Field Polariser,1.0,+30%
100,Q-Field Battery,1.0,+30%
101,Nanite Shield,1.0,+30%
102,Lumen Grafts,1.0,+30%
103,Lorentz Bulwark,1.0,+30%
104,Lorentz Battery,1.0,+30%
105,Lorentz Grafts,1.0,+30%
106,Lorentz Grafts,1.0,+30%
107,Lorentz Buffer,1.0,+30%
108,Nanite Buffer,1.0,+30%
109,Lorentz Bulwark,1.0,+30%
110,Lumen Battery,1.0,+30%
111,Harmonic Armour,1.0,+30%
112,Nanite Grafts,1.0,+30%
113,Q-Field Padding,1.0,+30%
114,Harmonic Battery,1.0,+30%
115,Nanite Battery,1.0,+30%
116,Nanite Resonator,1.0,+30%
117,Q-Field Battery,1.0,+30%
118,Nanite Resonator,1.0,+30%
119,Lorentz Padding,1.0,+30%
120,Nanite Lattice,1.0,+30%
121,Nanite Resonator,1.0,+30%
122,Nanite Padding,1.0,+30%
123,Lorentz Resonator,1.0,+30%
124,Harmonic Padding,1.0,+30%
125,Lumen Polariser,1.0,+30%
126,Harmonic Armour,1.0,+30%
127,Nanite Bulwark,1.0,+30%
128,Lorentz Polariser,1.0,+30%
129,Q-Field Polariser,1.0,+30%
130,Q-Field Resonator,1.0,+30%
131,Lorentz Grafts,1.0,+30%
132,Lorentz Resonator,1.0,+30%
133,Harmonic Resonator,1.0,+30%
134,Nanite Shield,1.0,+30%
135,Lumen Polariser,1.0,+30%
136,Nanite Battery,1.0,+30%
137,Lorentz Polariser,1.0,+30%
138,Nanite Lattice,1.0,+30%
139,Lorentz Shield,1.0,+30%
140,Nanite Armour,1.0,+30%
141,Harmonic Buffer,1.0,+30%
142,Nanite Armour,1.0,+30%
143,Q-Field Battery,1.0,+30%
144,Lorentz Polariser,1.0,+30%
145,Q-Field Bulwark,1.0,+30%
146,Lumen Lattice,1.0,+30%
147,Lorentz Padding,1.0,+30%
148,Q-Field Grafts,1.0,+30%
149,Harmonic Shield,1.0,+30%
150,Q-Field Lattice,1.0,+30%
151,Harmonic Shield,1.0,+30%
152,Harmonic Grafts,1.0,+30%
153,Q-Field Buffer,1.0,+30%
154,Q-Field Resonator,1.0,+30%
155,Lumen Resonator,1.0,+30%
156,Harmonic Padding,1.0,+30%
157,Lorentz Lattice,1.0,+30%
158,Harmonic Buffer,1.0,+30%
159,Lorentz Grafts,1.0,+30%
160,Harmonic Grafts,1.0,+30%
161,Harmonic Padding,1.0,+30%
162,Harmonic Battery,1.0,+30%
163,Nanite Lattice,1.0,+30%
164,Q-Field Grafts,1.0,+30%
165,Lorentz Padding,1.0,+30%
166,Lorentz Battery,1.0,+30%
167,Nanite Buffer,1.0,+30%
168,Nanite Armour,1.0,+30%
169,Q-Field Polariser,1.0,+30%
170,Lumen Bulwark,1.0,+30%
171,Lumen Armour,1.0,+30%
172,Harmonic Bulwark,1.0,+30%
173,Nanite Polariser,1.0,+30%
174,Harmonic Resonator,1.0,+30%
175,Lorentz Battery,1.0,+30%
176,Q-Field Armour,1.0,+30%
177,Nanite Resonator,1.0,+30%
178,Lumen Armour,1.0,+30%
179,Lorentz Polariser,1.0,+30%
180,Q-Field Bulwark,1.0,+30%
181,Lumen Polariser,1.0,+30%
182,Lumen Padding,1.0,+30%
183,Lorentz Shield,1.0,+30%
184,Q-Field Padding,1.0,+30%
185,Q-Field Resonator,1.0,+30%
186,Harmonic Shield,1.0,+30%
187,Q-Field Armour,1.0,+30%
188,Lumen Padding,1.0,+30%
189,Nanite Bulwark,1.0,+30%
190,Lumen Bulwark,1.0,+30%
191,Lumen Lattice,1.0,+30%
192,Lumen Buffer,1.0,+30%
193,Harmonic Padding,1.0,+30%
194,Q-Field Buffer,1.0,+30%
195,Nanite Armour,1.0,+30%
196,Lorentz Armour,1.0,+30%
197,Lumen Resonator,1.0,+30%
198,Lumen Grafts,1.0,+30%
199,Q-Field Bulwark,1.0,+30%
200,Lumen Lattice,1.0,+30%
201,Lumen Resonator,1.0,+30%
202,Lorentz Resonator,1.0,+30%
203,Lumen Bulwark,1.0,+30%
204,Lumen Padding,1.0,+30%
205,Nanite Polariser,1.0,+30%
206,Lorentz Bulwark,1.0,+30%
207,Harmonic Grafts,1.0,+30%
208,Lumen Resonator,1.0,+30%
209,Lorentz Polariser,1.0,+30%
210,Lorentz Lattice,1.0,+30%
211,Lorentz Padding,1.0,+30%
212,Nanite Grafts,1.0,+30%
213,Q-Field Bulwark,1.0,+30%
214,Lumen Lattice,1.0,+30%
215,Q-Field Polariser,1.0,+30%
216,Harmonic Buffer,1.0,+30%
217,Lumen Armour,1.0,+30%
218,Nanite Padding,1.0,+30%
219,Lumen Bulwark,1.0,+30%
220,Lorentz Shield,1.0,+30%
221,Q-Field Shield,1.0,+30%
222,Lorentz Armour,1.0,+30%
223,Harmonic Armour,1.0,+30%
224,Q-Field Battery,1.0,+30%
225,Nanite Bulwark,1.0,+30%
226,Lumen Battery,1.0,+30%
227,Nanite Shield,1.0,+30%
228,Nanite Buffer,1.0,+30%
229,Lumen Resonator,1.0,+30%
230,Lorentz Shield,1.0,+30%
231,Lorentz Lattice,1.0,+30%
232,Nanite Grafts,1.0,+30%
233,Q-Field Shield,1.0,+30%
234,Harmonic Battery,1.0,+30%
235,Nanite Grafts,1.0,+30%
236,Harmonic Armour,1.0,+30%
237,Lorentz Bulwark,1.0,+30%
238,Lorentz Padding,1.0,+30%
239,Harmonic Buffer,1.0,+30%
240,Lorentz Buffer,1.0,+30%
241,Lumen Grafts,1.0,+30%
242,Lorentz Resonator,1.0,+30%
243,Harmonic Resonator,1.0,+30%
244,Q-Field Buffer,1.0,+30%
245,Harmonic Resonator,1.0,+30%
246,Q-Field Armour,1.0,+30%
247,Lumen Buffer,1.0,+30%
248,Nanite Grafts,1.0,+30%
249,Lorentz Battery,1.0,+30%
250,Nanite Battery,1.0,+30%
251,Lumen Grafts,1.0,+30%
252,Harmonic Shield,1.0,+30%
253,Q-Field Bulwark,1.0,+30%
254,Lorentz Armour,1.0,+30%
255,Harmonic Buffer,1.0,+30%
256,Nanite Bulwark,1.0,+30%
257,Nanite Buffer,1.0,+30%
258,Lumen Battery,1.0,+30%
259,Lorentz Battery,1.0,+30%
260,Lorentz Battery,1.0,+30%
261,Nanite Lattice,1.0,+30%
262,Nanite Grafts,1.0,+30%
263,Lorentz Shield,1.0,+30%
264,Nanite Grafts,1.0,+30%
265,Harmonic Polariser,1.0,+30%
266,Nanite Battery,1.0,+30%
267,Q-Field Lattice,1.0,+30%
268,Nanite Polariser,1.0,+30%
269,Harmonic Shield,1.0,+30%
270,Lorentz Armour,1.0,+30%
271,Nanite Padding,1.0,+30%
272,Lorentz Polariser,1.0,+30%
273,Lorentz Lattice,1.0,+30%
274,Lorentz Resonator,1.0,+30%
275,Harmonic Resonator,1.0,+30%
276,Harmonic Bulwark,1.0,+30%
277,Q-Field Polariser,1.0,+30%
278,Harmonic Lattice,1.0,+30%
279,Lumen Armour,1.0,+30%
280,Q-Field Grafts,1.0,+30%
281,Harmonic Padding,1.0,+30%
282,Nanite Padding,1.0,+30%
283,Nanite Bulwark,1.0,+30%
284,Nanite Padding,1.0,+30%
285,Lorentz Armour,1.0,+30%
286,Nanite Battery,1.0,+30%
287,Nanite Resonator,1.0,+30%
288,Nanite Buffer,1.0,+30%
289,Lorentz Buffer,1.0,+30%
290,Q-Field Shield,1.0,+30%
291,Harmonic Shield,1.0,+30%
292,Q-Field Buffer,1.0,+30%
293,Harmonic Battery,1.0,+30%
294,Q-Field Shield,1.0,+30%
295,Q-Field Shield,1.0,+30%
296,Nanite Polariser,1.0,+30%
297,Harmonic Grafts,1.0,+30%
298,Q-Field Buffer,1.0,+30%
299,Harmonic Armour,1.0,+30%
300,Lumen Armour,1.0,+30%
301,Lorentz Battery,1.0,+30%
302,Lumen Bulwark,1.0,+30%
303,Lumen Lattice,1.0,+30%
304,Lorentz Armour,1.0,+30%
305,Harmonic Polariser,1.0,+30%
306,Harmonic Bulwark,1.0,+30%
307,Harmonic Polariser,1.0,+30%
308,Lorentz Buffer,1.0,+30%
309,Lumen Buffer,1.0,+30%
310,Q-Field Grafts,1.0,+30%
311,Q-Field Padding,1.0,+30%
312,Lumen Padding,1.0,+30%
313,Nanite Battery,1.0,+30%
314,Lumen Grafts,1.0,+30%
315,Harmonic Padding,1.0,+30%
316,Lumen Bulwark,1.0,+30%
317,Nanite Bulwark,1.0,+30%
318,Q-Field Grafts,1.0,+30%
319,Nanite Resonator,1.0,+30%
320,Q-Field Shield,1.0,+30%
321,Nanite Grafts,1.0,+30%
322,Q-Field Buffer,1.0,+30%
323,Harmonic Padding,1.0,+30%
324,Q-Field Shield,1.0,+30%
325,Lumen Shield,1.0,+30%
326,Lumen Polariser,1.0,+30%
327,Harmonic Lattice,1.0,+30%
328,Lorentz Battery,1.0,+30%
329,Lorentz Polariser,1.0,+30%
330,Lumen Polariser,1.0,+30%
331,Harmonic Armour,1.0,+30%
332,Lorentz Shield,1.0,+30%
333,Lorentz Armour,1.0,+30%
334,Nanite Grafts,1.0,+30%
335,Lumen Resonator,1.0,+30%
336,Harmonic Grafts,1.0,+30%
337,Lumen Buffer,1.0,+30%
338,Q-Field Buffer,1.0,+30%
339,Nanite Shield,1.0,+30%
340,Harmonic Battery,1.0,+30%
341,Q-Field Buffer,1.0,+30%
342,Harmonic Padding,1.0,+30%
343,Lorentz Battery,1.0,+30%
344,Lorentz Lattice,1.0,+30%
345,Harmonic Padding,1.0,+30%
346,Harmonic Polariser,1.0,+30%
347,Lorentz Battery,1.0,+30%
348,Lorentz Buffer,1.0,+30%
349,Nanite Resonator,1.0,+30%
350,Lumen Lattice,1.0,+30%
351,Lumen Shield,1.0,+30%
352,Lorentz Polariser,1.0,+30%
353,Lorentz Battery,1.0,+30%
354,Lorentz Padding,1.0,+30%
355,Harmonic Lattice,1.0,+30%
356,Harmonic Armour,1.0,+30%
357,Q-Field Padding,1.0,+30%
358,Nanite Shield,1.0,+30%
359,Nanite Armour,1.0,+30%
360,Lorentz Bulwark,1.0,+30%
361,Nanite Shield,1.0,+30%
362,Harmonic Padding,1.0,+30%
363,Nanite Lattice,1.0,+30%
364,Lorentz Battery,1.0,+30%
365,Harmonic Bulwark,1.0,+30%
366,Nanite Resonator,1.0,+30%
367,Q-Field Armour,1.0,+30%
368,Lorentz Battery,1.0,+30%
369,Q-Field Shield,1.0,+30%
370,Lumen Grafts,1.0,+30%
371,Q-Field Lattice,1.0,+30%
372,Lumen Grafts,1.0,+30%
373,Harmonic Bulwark,1.0,+30%
374,Q-Field Grafts,1.0,+30%
375,Lumen Resonator,1.0,+30%
376,Harmonic Lattice,1.0,+30%
377,Q-Field Lattice,1.0,+30%
378,Nanite Grafts,1.0,+30%
379,Nanite Shield,1.0,+30%
380,Harmonic Resonator,1.0,+30%
381,Q-Field Grafts,1.0,+30%
382,Q-Field Polariser,1.0,+30%
383,Nanite Grafts,1.0,+30%
384,Nanite Resonator,1.0,+30%
385,Nanite Bulwark,1.0,+30%
386,Harmonic Resonator,1.0,+30%
387,Lorentz Buffer,1.0,+30%
388,Lorentz Shield,1.0,+30%
389,Lumen Battery,1.0,+30%
390,Nanite Battery,1.0,+30%
391,Lorentz Grafts,1.0,+30%
392,Q-Field Grafts,1.0,+30%
393,Lorentz Shield,1.0,+30%
394,Nanite Grafts,1.0,+30%
395,Lorentz Armour,1.0,+30%
396,Nanite Padding,1.0,+30%
397,Lorentz Lattice,1.0,+30%
398,Nanite Buffer,1.0,+30%
399,Harmonic Padding,1.0,+30%
400,Harmonic Armour,1.0,+30%
401,Harmonic Armour,1.0,+30%
402,Lorentz Grafts,1.0,+30%
403,Nanite Bulwark,1.0,+30%
404,Nanite Bulwark,1.0,+30%
405,Harmonic Bulwark,1.0,+30%
406,Harmonic Resonator,1.0,+30%
407,Harmonic Grafts,1.0,+30%
408,Q-Field Polariser,1.0,+30%
409,Lorentz Battery,1.0,+30%
410,Lumen Armour,1.0,+30%
411,Harmonic Shield,1.0,+30%
412,Q-Field Padding,1.0,+30%
413,Lorentz Battery,1.0,+30%
414,Lumen Padding,1.0,+30%
415,Nanite Bulwark,1.0,+30%
416,Lorentz Padding,1.0,+30%
417,Lorentz Polariser,1.0,+30%
418,Q-Field Bulwark,1.0,+30%
419,Lorentz Buffer,1.0,+30%
420,Harmonic Resonator,1.0,+30%
421,Nanite Shield,1.0,+30%
422,Nanite Battery,1.0,+30%
423,Q-Field Polariser,1.0,+30%
424,Nanite Lattice,1.0,+30%
425,Harmonic Resonator,1.0,+30%
426,Harmonic Battery,1.0,+30%
427,Lumen Shield,1.0,+30%
428,Nanite Grafts,1.0,+30%
429,Lorentz Bulwark,1.0,+30%
430,Nanite Grafts,1.0,+30%
431,Q-Field Bulwark,1.0,+30%
432,Harmonic Buffer,1.0,+30%
433,Harmonic Padding,1.0,+30%
434,Q-Field Lattice,1.0,+30%
435,Lorentz Resonator,1.0,+30%
436,Lorentz Battery,1.0,+30%
437,Lorentz Padding,1.0,+30%
438,Nanite Resonator,1.0,+30%
439,Lumen Buffer,1.0,+30%
440,Q-Field Resonator,1.0,+30%
441,Harmonic Grafts,1.0,+30%
442,Harmonic Shield,1.0,+30%
443,Q-Field Battery,1.0,+30%
444,Lumen Shield,1.0,+30%
445,Lumen Grafts,1.0,+30%
446,Harmonic Grafts,1.0,+30%
447,Harmonic Armour,1.0,+30%
448,Nanite Grafts,1.0,+30%
449,Q-Field Resonator,1.0,+30%
450,Harmonic Bulwark,1.0,+30%
451,Lumen Battery,1.0,+30%
452,Q-Field Padding,1.0,+30%
453,Lumen Padding,1.0,+30%
454,Q-Field Bulwark,1.0,+30%
455,Nanite Armour,1.0,+30%
456,Harmonic Lattice,1.0,+30%
457,Harmonic Resonator,1.0,+30%
458,Lorentz Resonator,1.0,+30%
459,Lumen Grafts,1.0,+30%
460,Q-Field Buffer,1.0,+30%
461,Nanite Buffer,1.0,+30%
462,Q-Field Shield,1.0,+30%
463,Lumen Padding,1.0,+30%
464,Nanite Shield,1.0,+30%
465,Lumen Battery,1.0,+30%
466,Q-Field Buffer,1.0,+30%
467,Lumen Lattice,1.0,+30%
468,Nanite Shield,1.0,+30%
469,Lorentz Lattice,1.0,+30%
470,Lumen Buffer,1.0,+30%
471,Lorentz Resonator,1.0,+30%
472,Nanite Polariser,1.0,+30%
473,Nanite Polariser,1.0,+30%
474,Lorentz Armour,1.0,+30%
475,Lorentz Grafts,1.0,+30%
476,Nanite Resonator,1.0,+30%
477,Lumen Padding,1.0,+30%
478,Lumen Buffer,1.0,+30%
479,Harmonic Grafts,1.0,+30%
480,Q-Field Padding,1.0,+30%
481,Lorentz Lattice,1.0,+30%
482,Lorentz Battery,1.0,+30%
483,Harmonic Shield,1.0,+30%
484,Nanite Shield,1.0,+30%
485,Lorentz Resonator,1.0,+30%
486,Lorentz Lattice,1.0,+30%
487,Q-Field Lattice,1.0,+30%
488,Nanite Padding,1.0,+30%
489,Lumen Polariser,1.0,+30%
490,Lorentz Buffer,1.0,+30%
491,Lumen Armour,1.0,+30%
492,Q-Field Armour,1.0,+30%
493,Nanite Resonator,1.0,+30%
494,Lorentz Grafts,1.0,+30%
495,Lorentz Padding,1.0,+30%
496,Nanite Armour,1.0,+30%
497,Lumen Polariser,1.0,+30%
498,Lumen Grafts,1.0,+30%
499,Lumen Buffer,1.0,+30%
500,Nanite Bulwark,1.0,+30%
501,Nanite Shield,1.0,+30%
502,Nanite Bulwark,1.0,+30%
503,Lorentz Armour,1.0,+30%
504,Lorentz Lattice,1.0,+30%
505,Harmonic Battery,1.0,+30%
506,Lumen Resonator,1.0,+30%
507,Harmonic Grafts,1.0,+30%
508,Q-Field Battery,1.0,+30%
509,Nanite Lattice,1.0,+30%
510,Lumen Lattice,1.0,+30%
511,Lumen Resonator,1.0,+30%
512,Lorentz Shield,1.0,+30%
513,Nanite Bulwark,1.0,+30%
514,Q-Field Resonator,1.0,+30%
515,Lumen Polariser,1.0,+30%
516,Nanite Armour,1.0,+30%
517,Harmonic Resonator,1.0,+30%
518,Q-Field Buffer,1.0,+30%
519,Lorentz Grafts,1.0,+30%
520,Lorentz Shield,1.0,+30%
521,Harmonic Buffer,1.0,+30%
522,Lorentz Lattice,1.0,+30%
523,Harmonic Buffer,1.0,+30%
524,Harmonic Shield,1.0,+30%
525,Q-Field Padding,1.0,+30%
526,Lumen Bulwark,1.0,+30%
527,Lumen Armour,1.0,+30%
528,Q-Field Resonator,1.0,+30%
529,Lorentz Shield,1.0,+30%
530,Nanite Buffer,1.0,+30%
531,Harmonic Grafts,1.0,+30%
532,Harmonic Battery,1.0,+30%
533,Lumen Buffer,1.0,+30%
534,Lumen Padding,1.0,+30%
535,Nanite Armour,1.0,+30%
536,Lumen Bulwark,1.0,+30%
537,Q-Field Padding,1.0,+30%
538,Lorentz Polariser,1.0,+30%
539,Harmonic Bulwark,1.0,+30%
540,Q-Field Battery,1.0,+30%
541,Harmonic Lattice,1.0,+30%
542,Q-Field Grafts,1.0,+30%
543,Harmonic Buffer,1.0,+30%
544,Q-Field Padding,1.0,+30%
545,Nanite Bulwark,1.0,+30%
546,Nanite Shield,1.0,+30%
547,Harmonic Buffer,1.0,+30%
548,Q-Field Buffer,1.0,+30%
549,Nanite Armour,1.0,+30%
550,Q-Field Grafts,1.0,+30%
551,Harmonic Padding,1.0,+30%
552,Lorentz Bulwark,1.0,+30%
553,Nanite Bulwark,1.0,+30%
554,Lorentz Resonator,1.0,+30%
555,Harmonic Shield,1.0,+30%
556,Lumen Shield,1.0,+30%
557,Lumen Padding,1.0,+30%
558,Lorentz Lattice,1.0,+30%
559,Harmonic Lattice,1.0,+30%
560,Nanite Shield,1.0,+30%
561,Nanite Padding,1.0,+30%
562,Nanite Armour,1.0,+30%
563,Harmonic Lattice,1.0,+30%
564,Q-Field Resonator,1.0,+30%
565,Lumen Grafts,1.0,+30%
566,Lumen Polariser,1.0,+30%
567,Q-Field Shield,1.0,+30%
568,Nanite Polariser,1.0,+30%
569,Lorentz Polariser,1.0,+30%
570,Lorentz Bulwark,1.0,+30%
571,Nanite Bulwark,1.0,+30%
572,Harmonic Bulwark,1.0,+30%
573,Lumen Grafts,1.0,+30%
574,Nanite Shield,1.0,+30%
575,Lorentz Grafts,1.0,+30%
576,Lorentz Bulwark,1.0,+30%
577,Nanite Bulwark,1.0,+30%
578,Lorentz Armour,1.0,+30%
579,Q-Field Armour,1.0,+30%
580,Lumen Shield,1.0,+30%
581,Nanite Grafts,1.0,+30%
582,Lorentz Resonator,1.0,+30%
583,Lumen Resonator,1.0,+30%
584,Lumen Armour,1.0,+30%
585,Lumen Armour,1.0,+30%
586,Q-Field Resonator,1.0,+30%
587,Lumen Resonator,1.0,+30%
588,Lumen Polariser,1.0,+30%
589,Lumen Lattice,1.0,+30%
590,Nanite Polariser,1.0,+30%
591,Q-Field Bulwark,1.0,+30%
592,Q-Field Buffer,1.0,+30%
593,Nanite Padding,1.0,+30%
594,Q-Field Lattice,1.0,+30%
595,Lumen Buffer,1.0,+30%
596,Nanite Bulwark,1.0,+30%
597,Q-Field Bulwark,1.0,+30%
598,Nanite Padding,1.0,+30%
599,Nanite Padding,1.0,+30%
600,Lumen Bulwark,1.0,+30%
601,Lumen Padding,1.0,+30%
602,Lorentz Battery,1.0,+30%
603,Nanite Shield,1.0,+30%
604,Lorentz Lattice,1.0,+30%
605,Q-Field Battery,1.0,+30%
606,Nanite Battery,1.0,+30%
607,Nanite Padding,1.0,+30%
608,Lorentz Resonator,1.0,+30%
609,Lumen Polariser,1.0,+30%
610,Q-Field Resonator,1.0,+30%
611,Lumen Armour,1.0,+30%
612,Nanite Padding,1.0,+30%
613,Lumen Padding,1.0,+30%
614,Lorentz Bulwark,1.0,+30%
615,Lumen Bulwark,1.0,+30%
616,Q-Field Bulwark,1.0,+30%
617,Nanite Armour,1.0,+30%
618,Lumen Polariser,1.0,+30%
619,Harmonic Padding,1.0,+30%
620,Q-Field Grafts,1.0,+30%
621,Lorentz Buffer,1.0,+30%
622,Q-Field Grafts,1.0,+30%
623,Lorentz Armour,1.0,+30%
624,Q-Field Lattice,1.0,+30%
625,Lorentz Grafts,1.0,+30%
626,Lumen Buffer,1.0,+30%
627,Lorentz Grafts,1.0,+30%
628,Harmonic Grafts,1.0,+30%
629,Nanite Bulwark,1.0,+30%
630,Nanite Resonator,1.0,+30%
631,Nanite Padding,1.0,+30%
632,Lumen Grafts,1.0,+30%
633,Harmonic Padding,1.0,+30%
634,Lumen Padding,1.0,+30%
635,Harmonic Grafts,1.0,+30%
636,Lumen Polariser,1.0,+30%
637,Harmonic Battery,1.0,+30%
638,Harmonic Padding,1.0,+30%
639,Nanite Battery,1.0,+30%
640,Lorentz Armour,1.0,+30%
641,Nanite Padding,1.0,+30%
642,Q-Field Padding,1.0,+30%
643,Q-Field Buffer,1.0,+30%
644,Lumen Resonator,1.0,+30%
645,Q-Field Resonator,1.0,+30%
646,Q-Field Shield,1.0,+30%
647,Nanite Buffer,1.0,+30%
648,Lorentz Grafts,1.0,+30%
649,Lumen Grafts,1.0,+30%
650,Lorentz Battery,1.0,+30%
651,Nanite Padding,1.0,+30%
652,Nanite Battery,1.0,+30%
653,Lorentz Resonator,1.0,+30%
654,Nanite Lattice,1.0,+30%
655,Nanite Bulwark,1.0,+30%
656,Q-Field Buffer,1.0,+30%
657,Q-Field Shield,1.0,+30%
658,Lumen Battery,1.0,+30%
659,Harmonic Padding,1.0,+30%
660,Harmonic Polariser,1.0,+30%
661,Nanite Grafts,1.0,+30%
662,Lumen Grafts,1.0,+30%
663,Lorentz Shield,1.0,+30%
664,Nanite Resonator,1.0,+30%
665,Q-Field Buffer,1.0,+30%
666,Harmonic Padding,1.0,+30%
667,Nanite Shield,1.0,+30%
668,Q-Field Buffer,1.0,+30%
669,Nanite Lattice,1.0,+30%
670,Q-Field Lattice,1.0,+30%
671,Harmonic Shield,1.0,+30%
672,Lorentz Buffer,1.0,+30%
673,Lorentz Battery,1.0,+30%
674,Nanite Shield,1.0,+30%
675,Harmonic Grafts,1.0,+30%
676,Q-Field Padding,1.0,+30%
677,Lumen Bulwark,1.0,+30%
678,Nanite Buffer,1.0,+30%
679,Harmonic Buffer,1.0,+30%
680,Lumen Resonator,1.0,+30%
681,Harmonic Lattice,1.0,+30%
682,Nanite Padding,1.0,+30%
683,Q-Field Battery,1.0,+30%
684,Lumen Armour,1.0,+30%
685,Harmonic Lattice,1.0,+30%
686,Lorentz Grafts,1.0,+30%
687,Lorentz Resonator,1.0,+30%
688,Lorentz Resonator,1.0,+30%
689,Lumen Lattice,1.0,+30%
690,Q-Field Shield,1.0,+30%
691,Q-Field Resonator,1.0,+30%
692,Harmonic Battery,1.0,+30%
693,Lumen Padding,1.0,+30%
694,Harmonic Bulwark,1.0,+30%
695,Harmonic Battery,1.0,+30%
696,Lumen Buffer,1.0,+30%
697,Lorentz Resonator,1.0,+30%
698,Lorentz Grafts,1.0,+30%
699,Lumen Lattice,1.0,+30%
700,Harmonic Polariser,1.0,+30%
701,Q-Field Battery,1.0,+30%
702,Q-Field Buffer,1.0,+30%
703,Lumen Resonator,1.0,+30%
704,Nanite Armour,1.0,+30%
705,Harmonic Grafts,1.0,+30%
706,Lorentz Shield,1.0,+30%
707,Q-Field Shield,1.0,+30%
708,Q-Field Polariser,1.0,+30%
709,Lorentz Shield,1.0,+30%
710,Lorentz Padding,1.0,+30%
711,Harmonic Padding,1.0,+30%
712,Harmonic Bulwark,1.0,+30%
713,Lumen Polariser,1.0,+30%
714,Nanite Polariser,1.0,+30%
715,Q-Field Armour,1.0,+30%
716,Harmonic Shield,1.0,+30%
717,Q-Field Padding,1.0,+30%
718,Q-Field Padding,1.0,+30%
719,Nanite Buffer,1.0,+30%
720,Lumen Padding,1.0,+30%
721,Q-Field Resonator,1.0,+30%
722,Q-Field Resonator,1.0,+30%
