sep=,
Seed,Name,Perfection,Ship_Armour_Shield_Strength
165,Secondary Padding,0.0,+7%
166,Secondary Battery,0.5,+11%
167,High-Frequency Buffer,0.0,+7%
168,High-Frequency Armour,0.125,+8%
169,Dioxite Polariser,0.0,+7%
170,Sodium Bulwark,0.5,+11%
171,Sodium Armour,0.125,+8%
172,Supercharged Bulwark,0.125,+8%
173,High-Frequency Polariser,0.875,+14%
174,Supercharged Resonator,0.0,+7%
175,Secondary Battery,0.125,+8%
176,Dioxite Armour,0.0,+7%
177,High-Frequency Resonator,0.125,+8%
178,Sodium Armour,0.125,+8%
179,Secondary Polariser,0.0,+7%
180,Dioxite Bulwark,0.125,+8%
181,Sodium Polariser,0.0,+7%
182,Sodium Padding,0.0,+7%
183,Secondary Shield,0.5,+11%
184,Dioxite Padding,0.375,+10%
185,Dioxite Resonator,0.875,+14%
186,Supercharged Shield,0.0,+7%
187,Dioxite Armour,0.0,+7%
188,Sodium Padding,0.125,+8%
189,High-Frequency Bulwark,0.0,+7%
190,Sodium Bulwark,0.0,+7%
191,Sodium Lattice,0.0,+7%
192,Sodium Buffer,0.5,+11%
193,Supercharged Padding,0.375,+10%
194,Dioxite Buffer,0.0,+7%
195,High-Frequency Armour,0.0,+7%
196,Secondary Armour,0.0,+7%
197,Sodium Resonator,0.0,+7%
198,Sodium Grafts,0.375,+10%
199,Dioxite Bulwark,0.0,+7%
200,Sodium Lattice,0.125,+8%
201,Sodium Resonator,0.25,+9%
202,Secondary Resonator,0.0,+7%
203,Sodium Bulwark,0.5,+11%
204,Sodium Padding,0.0,+7%
205,High-Frequency Polariser,0.0,+7%
206,Secondary Bulwark,0.0,+7%
207,Supercharged Grafts,0.0,+7%
208,Sodium Resonator,0.0,+7%
209,Secondary Polariser,0.0,+7%
210,Secondary Lattice,0.125,+8%
211,Secondary Padding,0.0,+7%
212,High-Frequency Grafts,0.0,+7%
213,Dioxite Bulwark,0.25,+9%
214,Sodium Lattice,0.125,+8%
215,Dioxite Polariser,0.125,+8%
216,Supercharged Buffer,0.0,+7%
217,Sodium Armour,0.875,+14%
218,High-Frequency Padding,0.0,+7%
219,Sodium Bulwark,0.0,+7%
220,Secondary Shield,0.0,+7%
221,Dioxite Shield,0.0,+7%
222,Secondary Armour,0.875,+14%
223,Supercharged Armour,0.0,+7%
224,Dioxite Battery,0.0,+7%
225,High-Frequency Bulwark,0.125,+8%
226,Sodium Battery,0.0,+7%
227,High-Frequency Shield,0.25,+9%
228,High-Frequency Buffer,0.125,+8%
229,Sodium Resonator,0.0,+7%
230,Secondary Shield,0.0,+7%
231,Secondary Lattice,0.0,+7%
232,High-Frequency Grafts,0.5,+11%
233,Dioxite Shield,0.625,+12%
234,Supercharged Battery,0.0,+7%
235,High-Frequency Grafts,0.5,+11%
236,Supercharged Armour,0.0,+7%
237,Secondary Bulwark,0.0,+7%
238,Secondary Padding,0.0,+7%
239,Supercharged Buffer,0.0,+7%
240,Secondary Buffer,0.0,+7%
241,Sodium Grafts,0.5,+11%
242,Secondary Resonator,0.0,+7%
243,Supercharged Resonator,0.0,+7%
244,Dioxite Buffer,0.0,+7%
245,Supercharged Resonator,0.0,+7%
246,Dioxite Armour,0.125,+8%
247,Sodium Buffer,0.875,+14%
248,High-Frequency Grafts,0.0,+7%
249,Secondary Battery,0.0,+7%
250,High-Frequency Battery,0.125,+8%
251,Sodium Grafts,0.125,+8%
252,Supercharged Shield,0.0,+7%
253,Dioxite Bulwark,0.125,+8%
254,Secondary Armour,0.25,+9%
255,Supercharged Buffer,0.125,+8%
256,High-Frequency Bulwark,0.875,+14%
257,High-Frequency Buffer,0.0,+7%
258,Sodium Battery,0.0,+7%
259,Secondary Battery,0.125,+8%
260,Secondary Battery,0.0,+7%
261,High-Frequency Lattice,0.0,+7%
262,High-Frequency Grafts,0.0,+7%
263,Secondary Shield,0.125,+8%
264,High-Frequency Grafts,0.0,+7%
265,Supercharged Polariser,0.5,+11%
266,High-Frequency Battery,0.125,+8%
267,Dioxite Lattice,0.0,+7%
268,High-Frequency Polariser,0.125,+8%
269,Supercharged Shield,0.0,+7%
270,Secondary Armour,0.125,+8%
271,High-Frequency Padding,0.5,+11%
272,Secondary Polariser,0.0,+7%
273,Secondary Lattice,0.0,+7%
274,Secondary Resonator,0.0,+7%
275,Supercharged Resonator,0.25,+9%
276,Supercharged Bulwark,0.25,+9%
277,Dioxite Polariser,0.0,+7%
278,Supercharged Lattice,0.625,+12%
279,Sodium Armour,0.125,+8%
280,Dioxite Grafts,0.125,+8%
281,Supercharged Padding,0.125,+8%
282,High-Frequency Padding,0.0,+7%
283,High-Frequency Bulwark,0.25,+9%
284,High-Frequency Padding,0.5,+11%
285,Secondary Armour,0.0,+7%
286,High-Frequency Battery,0.0,+7%
287,High-Frequency Resonator,0.0,+7%
288,High-Frequency Buffer,0.125,+8%
289,Secondary Buffer,0.0,+7%
290,Dioxite Shield,0.375,+10%
291,Supercharged Shield,0.125,+8%
292,Dioxite Buffer,0.0,+7%
293,Supercharged Battery,0.875,+14%
294,Dioxite Shield,0.125,+8%
295,Dioxite Shield,0.0,+7%
296,High-Frequency Polariser,0.0,+7%
297,Supercharged Grafts,0.0,+7%
298,Dioxite Buffer,0.0,+7%
299,Supercharged Armour,0.125,+8%
300,Sodium Armour,0.0,+7%
301,Secondary Battery,0.375,+10%
302,Sodium Bulwark,0.875,+14%
303,Sodium Lattice,0.125,+8%
304,Secondary Armour,0.0,+7%
305,Supercharged Polariser,0.0,+7%
306,Supercharged Bulwark,0.125,+8%
307,Supercharged Polariser,0.0,+7%
308,Secondary Buffer,0.0,+7%
309,Sodium Buffer,0.0,+7%
310,Dioxite Grafts,0.125,+8%
311,Dioxite Padding,0.5,+11%
312,Sodium Padding,0.5,+11%
313,High-Frequency Battery,0.125,+8%
314,Sodium Grafts,0.125,+8%
315,Supercharged Padding,0.0,+7%
316,Sodium Bulwark,0.0,+7%
317,High-Frequency Bulwark,0.0,+7%
318,Dioxite Grafts,0.125,+8%
319,High-Frequency Resonator,0.5,+11%
320,Dioxite Shield,0.0,+7%
321,High-Frequency Grafts,0.0,+7%
322,Dioxite Buffer,0.0,+7%
323,Supercharged Padding,0.125,+8%
324,Dioxite Shield,0.0,+7%
325,Sodium Shield,0.0,+7%
326,Sodium Polariser,0.375,+10%
327,Supercharged Lattice,0.0,+7%
328,Secondary Battery,0.375,+10%
329,Secondary Polariser,0.0,+7%
330,Sodium Polariser,0.0,+7%
331,Supercharged Armour,0.0,+7%
332,Secondary Shield,0.875,+14%
333,Secondary Armour,0.25,+9%
334,High-Frequency Grafts,0.0,+7%
335,Sodium Resonator,0.125,+8%
336,Supercharged Grafts,0.0,+7%
337,Sodium Buffer,0.125,+8%
338,Dioxite Buffer,0.0,+7%
339,High-Frequency Shield,0.0,+7%
340,Supercharged Battery,0.125,+8%
341,Dioxite Buffer,0.0,+7%
342,Supercharged Padding,0.375,+10%
343,Secondary Battery,0.375,+10%
344,Secondary Lattice,0.0,+7%
345,Supercharged Padding,0.375,+10%
346,Supercharged Polariser,0.25,+9%
347,Secondary Battery,0.0,+7%
348,Secondary Buffer,0.0,+7%
349,High-Frequency Resonator,0.0,+7%
350,Sodium Lattice,0.0,+7%
351,Sodium Shield,0.0,+7%
352,Secondary Polariser,0.125,+8%
353,Secondary Battery,0.125,+8%
354,Secondary Padding,0.0,+7%
355,Supercharged Lattice,0.0,+7%
356,Supercharged Armour,0.0,+7%
357,Dioxite Padding,0.875,+14%
358,High-Frequency Shield,0.0,+7%
359,High-Frequency Armour,0.375,+10%
360,Secondary Bulwark,0.125,+8%
361,High-Frequency Shield,0.125,+8%
362,Supercharged Padding,0.0,+7%
363,High-Frequency Lattice,0.0,+7%
364,Secondary Battery,0.0,+7%
365,Supercharged Bulwark,0.125,+8%
366,High-Frequency Resonator,0.0,+7%
367,Dioxite Armour,0.25,+9%
368,Secondary Battery,0.25,+9%
369,Dioxite Shield,0.125,+8%
370,Sodium Grafts,0.125,+8%
371,Dioxite Lattice,0.75,+13%
372,Sodium Grafts,0.0,+7%
373,Supercharged Bulwark,0.125,+8%
374,Dioxite Grafts,0.0,+7%
375,Sodium Resonator,0.0,+7%
376,Supercharged Lattice,0.625,+12%
377,Dioxite Lattice,0.0,+7%
378,High-Frequency Grafts,0.0,+7%
379,High-Frequency Shield,0.0,+7%
380,Supercharged Resonator,0.0,+7%
381,Dioxite Grafts,0.0,+7%
382,Dioxite Polariser,0.0,+7%
383,High-Frequency Grafts,0.375,+10%
384,High-Frequency Resonator,0.25,+9%
385,High-Frequency Bulwark,0.125,+8%
386,Supercharged Resonator,0.0,+7%
387,Secondary Buffer,0.0,+7%
388,Secondary Shield,0.0,+7%
389,Sodium Battery,0.0,+7%
390,High-Frequency Battery,0.625,+12%
391,Secondary Grafts,0.0,+7%
392,Dioxite Grafts,0.0,+7%
393,Secondary Shield,0.0,+7%
394,High-Frequency Grafts,0.5,+11%
395,Secondary Armour,0.0,+7%
396,High-Frequency Padding,0.0,+7%
397,Secondary Lattice,0.0,+7%
398,High-Frequency Buffer,0.0,+7%
399,Supercharged Padding,0.0,+7%
400,Supercharged Armour,1.0,+15%
401,Supercharged Armour,0.25,+9%
402,Secondary Grafts,0.0,+7%
403,High-Frequency Bulwark,0.0,+7%
404,High-Frequency Bulwark,0.0,+7%
405,Supercharged Bulwark,0.125,+8%
406,Supercharged Resonator,0.875,+14%
407,Supercharged Grafts,0.125,+8%
408,Dioxite Polariser,0.125,+8%
409,Secondary Battery,0.75,+13%
410,Sodium Armour,0.0,+7%
411,Supercharged Shield,0.0,+7%
412,Dioxite Padding,0.0,+7%
413,Secondary Battery,0.0,+7%
414,Sodium Padding,0.625,+12%
415,High-Frequency Bulwark,0.25,+9%
416,Secondary Padding,0.0,+7%
417,Secondary Polariser,0.0,+7%
418,Dioxite Bulwark,0.0,+7%
419,Secondary Buffer,0.375,+10%
420,Supercharged Resonator,0.125,+8%
421,High-Frequency Shield,0.0,+7%
422,High-Frequency Battery,0.0,+7%
423,Dioxite Polariser,0.375,+10%
424,High-Frequency Lattice,0.0,+7%
425,Supercharged Resonator,0.5,+11%
426,Supercharged Battery,0.0,+7%
427,Sodium Shield,0.75,+13%
428,High-Frequency Grafts,0.125,+8%
429,Secondary Bulwark,0.25,+9%
430,High-Frequency Grafts,0.125,+8%
431,Dioxite Bulwark,0.0,+7%
432,Supercharged Buffer,0.0,+7%
433,Supercharged Padding,0.125,+8%
434,Dioxite Lattice,0.0,+7%
435,Secondary Resonator,0.25,+9%
436,Secondary Battery,0.25,+9%
437,Secondary Padding,0.125,+8%
438,High-Frequency Resonator,0.125,+8%
439,Sodium Buffer,0.0,+7%
440,Dioxite Resonator,0.0,+7%
441,Supercharged Grafts,0.125,+8%
442,Supercharged Shield,0.0,+7%
443,Dioxite Battery,0.125,+8%
444,Sodium Shield,0.0,+7%
445,Sodium Grafts,0.125,+8%
446,Supercharged Grafts,0.125,+8%
447,Supercharged Armour,0.25,+9%
448,High-Frequency Grafts,0.0,+7%
449,Dioxite Resonator,1.0,+15%
450,Supercharged Bulwark,0.0,+7%
451,Sodium Battery,0.0,+7%
452,Dioxite Padding,0.125,+8%
453,Sodium Padding,0.0,+7%
454,Dioxite Bulwark,0.0,+7%
455,High-Frequency Armour,0.0,+7%
456,Supercharged Lattice,0.5,+11%
457,Supercharged Resonator,0.0,+7%
458,Secondary Resonator,0.625,+12%
459,Sodium Grafts,0.0,+7%
460,Dioxite Buffer,0.0,+7%
461,High-Frequency Buffer,0.25,+9%
462,Dioxite Shield,0.375,+10%
463,Sodium Padding,0.125,+8%
464,High-Frequency Shield,0.125,+8%
465,Sodium Battery,0.125,+8%
466,Dioxite Buffer,0.125,+8%
467,Sodium Lattice,0.0,+7%
468,High-Frequency Shield,0.125,+8%
469,Secondary Lattice,0.125,+8%
470,Sodium Buffer,0.0,+7%
471,Secondary Resonator,0.0,+7%
472,High-Frequency Polariser,0.125,+8%
473,High-Frequency Polariser,0.625,+12%
474,Secondary Armour,0.0,+7%
475,Secondary Grafts,0.0,+7%
476,High-Frequency Resonator,0.625,+12%
477,Sodium Padding,0.0,+7%
478,Sodium Buffer,0.75,+13%
479,Supercharged Grafts,0.125,+8%
480,Dioxite Padding,0.125,+8%
481,Secondary Lattice,0.25,+9%
482,Secondary Battery,0.0,+7%
483,Supercharged Shield,0.0,+7%
484,High-Frequency Shield,0.0,+7%
485,Secondary Resonator,0.0,+7%
486,Secondary Lattice,0.0,+7%
487,Dioxite Lattice,0.0,+7%
488,High-Frequency Padding,0.75,+13%
489,Sodium Polariser,0.25,+9%
490,Secondary Buffer,0.125,+8%
491,Sodium Armour,0.0,+7%
492,Dioxite Armour,0.125,+8%
493,High-Frequency Resonator,0.0,+7%
494,Secondary Grafts,0.5,+11%
495,Secondary Padding,0.25,+9%
496,High-Frequency Armour,0.125,+8%
497,Sodium Polariser,0.0,+7%
498,Sodium Grafts,0.125,+8%
499,Sodium Buffer,0.0,+7%
500,High-Frequency Bulwark,0.625,+12%
501,High-Frequency Shield,0.125,+8%
502,High-Frequency Bulwark,0.125,+8%
503,Secondary Armour,0.125,+8%
504,Secondary Lattice,0.0,+7%
505,Supercharged Battery,0.125,+8%
506,Sodium Resonator,0.625,+12%
507,Supercharged Grafts,0.0,+7%
508,Dioxite Battery,0.125,+8%
509,High-Frequency Lattice,0.0,+7%
510,Sodium Lattice,0.75,+13%
511,Sodium Resonator,0.875,+14%
512,Secondary Shield,0.0,+7%
513,High-Frequency Bulwark,0.375,+10%
514,Dioxite Resonator,0.0,+7%
515,Sodium Polariser,0.125,+8%
516,High-Frequency Armour,0.125,+8%
517,Supercharged Resonator,0.0,+7%
518,Dioxite Buffer,0.0,+7%
519,Secondary Grafts,0.875,+14%
520,Secondary Shield,0.0,+7%
521,Supercharged Buffer,0.0,+7%
522,Secondary Lattice,0.625,+12%
523,Supercharged Buffer,0.5,+11%
524,Supercharged Shield,0.125,+8%
525,Dioxite Padding,0.0,+7%
526,Sodium Bulwark,0.375,+10%
527,Sodium Armour,0.0,+7%
528,Dioxite Resonator,0.0,+7%
529,Secondary Shield,0.0,+7%
530,High-Frequency Buffer,0.25,+9%
531,Supercharged Grafts,0.0,+7%
532,Supercharged Battery,0.0,+7%
533,Sodium Buffer,0.375,+10%
534,Sodium Padding,0.0,+7%
535,High-Frequency Armour,0.0,+7%
536,Sodium Bulwark,0.125,+8%
537,Dioxite Padding,0.0,+7%
538,Secondary Polariser,0.125,+8%
539,Supercharged Bulwark,0.125,+8%
540,Dioxite Battery,0.0,+7%
541,Supercharged Lattice,0.625,+12%
542,Dioxite Grafts,0.0,+7%
543,Supercharged Buffer,0.375,+10%
544,Dioxite Padding,0.0,+7%
545,High-Frequency Bulwark,0.0,+7%
546,High-Frequency Shield,0.0,+7%
547,Supercharged Buffer,0.0,+7%
548,Dioxite Buffer,0.0,+7%
549,High-Frequency Armour,0.125,+8%
550,Dioxite Grafts,0.0,+7%
551,Supercharged Padding,0.0,+7%
552,Secondary Bulwark,0.0,+7%
553,High-Frequency Bulwark,0.5,+11%
554,Secondary Resonator,0.125,+8%
555,Supercharged Shield,0.375,+10%
556,Sodium Shield,0.125,+8%
557,Sodium Padding,0.0,+7%
558,Secondary Lattice,0.875,+14%
559,Supercharged Lattice,0.25,+9%
560,High-Frequency Shield,0.0,+7%
561,High-Frequency Padding,0.5,+11%
562,High-Frequency Armour,0.125,+8%
563,Supercharged Lattice,0.0,+7%
564,Dioxite Resonator,0.0,+7%
565,Sodium Grafts,0.0,+7%
566,Sodium Polariser,0.125,+8%
567,Dioxite Shield,0.0,+7%
568,High-Frequency Polariser,0.0,+7%
569,Secondary Polariser,0.0,+7%
570,Secondary Bulwark,0.0,+7%
571,High-Frequency Bulwark,0.0,+7%
572,Supercharged Bulwark,0.0,+7%
573,Sodium Grafts,0.125,+8%
574,High-Frequency Shield,0.0,+7%
575,Secondary Grafts,0.0,+7%
576,Secondary Bulwark,0.0,+7%
577,High-Frequency Bulwark,0.0,+7%
578,Secondary Armour,0.125,+8%
579,Dioxite Armour,0.125,+8%
580,Sodium Shield,0.0,+7%
581,High-Frequency Grafts,0.125,+8%
582,Secondary Resonator,0.125,+8%
583,Sodium Resonator,0.125,+8%
584,Sodium Armour,0.0,+7%
585,Sodium Armour,0.125,+8%
586,Dioxite Resonator,0.0,+7%
587,Sodium Resonator,0.375,+10%
588,Sodium Polariser,0.0,+7%
589,Sodium Lattice,0.125,+8%
590,High-Frequency Polariser,0.375,+10%
591,Dioxite Bulwark,0.75,+13%
592,Dioxite Buffer,0.0,+7%
593,High-Frequency Padding,0.0,+7%
594,Dioxite Lattice,0.375,+10%
595,Sodium Buffer,0.75,+13%
596,High-Frequency Bulwark,0.125,+8%
597,Dioxite Bulwark,0.125,+8%
598,High-Frequency Padding,0.125,+8%
599,High-Frequency Padding,0.125,+8%
600,Sodium Bulwark,0.0,+7%
601,Sodium Padding,0.125,+8%
602,Secondary Battery,0.125,+8%
603,High-Frequency Shield,0.0,+7%
604,Secondary Lattice,0.0,+7%
605,Dioxite Battery,0.0,+7%
606,High-Frequency Battery,0.0,+7%
607,High-Frequency Padding,0.125,+8%
608,Secondary Resonator,0.0,+7%
609,Sodium Polariser,0.125,+8%
610,Dioxite Resonator,0.0,+7%
611,Sodium Armour,0.0,+7%
612,High-Frequency Padding,0.125,+8%
613,Sodium Padding,0.0,+7%
614,Secondary Bulwark,0.0,+7%
615,Sodium Bulwark,0.125,+8%
616,Dioxite Bulwark,0.0,+7%
617,High-Frequency Armour,0.0,+7%
618,Sodium Polariser,0.0,+7%
619,Supercharged Padding,0.0,+7%
620,Dioxite Grafts,0.0,+7%
621,Secondary Buffer,0.25,+9%
622,Dioxite Grafts,0.0,+7%
623,Secondary Armour,0.125,+8%
624,Dioxite Lattice,0.0,+7%
625,Secondary Grafts,0.125,+8%
626,Sodium Buffer,0.0,+7%
627,Secondary Grafts,0.875,+14%
628,Supercharged Grafts,0.0,+7%
629,High-Frequency Bulwark,0.0,+7%
630,High-Frequency Resonator,0.0,+7%
631,High-Frequency Padding,0.125,+8%
632,Sodium Grafts,0.0,+7%
633,Supercharged Padding,0.0,+7%
634,Sodium Padding,0.0,+7%
635,Supercharged Grafts,0.625,+12%
636,Sodium Polariser,0.0,+7%
637,Supercharged Battery,0.0,+7%
638,Supercharged Padding,0.0,+7%
639,High-Frequency Battery,0.0,+7%
640,Secondary Armour,0.0,+7%
641,High-Frequency Padding,0.0,+7%
642,Dioxite Padding,0.0,+7%
643,Dioxite Buffer,0.75,+13%
644,Sodium Resonator,0.0,+7%
645,Dioxite Resonator,0.125,+8%
646,Dioxite Shield,0.5,+11%
647,High-Frequency Buffer,0.0,+7%
648,Secondary Grafts,0.0,+7%
649,Sodium Grafts,0.0,+7%
650,Secondary Battery,0.0,+7%
651,High-Frequency Padding,0.0,+7%
652,High-Frequency Battery,0.0,+7%
653,Secondary Resonator,0.375,+10%
654,High-Frequency Lattice,0.125,+8%
655,High-Frequency Bulwark,0.0,+7%
656,Dioxite Buffer,0.0,+7%
657,Dioxite Shield,0.0,+7%
658,Sodium Battery,0.0,+7%
659,Supercharged Padding,0.0,+7%
660,Supercharged Polariser,0.25,+9%
661,High-Frequency Grafts,0.25,+9%
662,Sodium Grafts,0.0,+7%
663,Secondary Shield,0.0,+7%
664,High-Frequency Resonator,0.0,+7%
665,Dioxite Buffer,0.0,+7%
666,Supercharged Padding,0.0,+7%
667,High-Frequency Shield,0.0,+7%
668,Dioxite Buffer,0.125,+8%
669,High-Frequency Lattice,0.125,+8%
670,Dioxite Lattice,0.0,+7%
671,Supercharged Shield,0.0,+7%
672,Secondary Buffer,0.0,+7%
673,Secondary Battery,0.25,+9%
674,High-Frequency Shield,0.0,+7%
675,Supercharged Grafts,0.0,+7%
676,Dioxite Padding,0.125,+8%
677,Sodium Bulwark,0.0,+7%
678,High-Frequency Buffer,0.0,+7%
679,Supercharged Buffer,0.0,+7%
680,Sodium Resonator,0.625,+12%
681,Supercharged Lattice,0.125,+8%
682,High-Frequency Padding,0.0,+7%
683,Dioxite Battery,0.0,+7%
684,Sodium Armour,0.0,+7%
685,Supercharged Lattice,0.125,+8%
686,Secondary Grafts,0.125,+8%
687,Secondary Resonator,0.25,+9%
688,Secondary Resonator,0.75,+13%
689,Sodium Lattice,0.0,+7%
690,Dioxite Shield,0.125,+8%
691,Dioxite Resonator,0.0,+7%
692,Supercharged Battery,0.125,+8%
693,Sodium Padding,0.125,+8%
694,Supercharged Bulwark,0.25,+9%
695,Supercharged Battery,0.0,+7%
696,Sodium Buffer,0.125,+8%
697,Secondary Resonator,0.0,+7%
698,Secondary Grafts,0.375,+10%
699,Sodium Lattice,0.125,+8%
700,Supercharged Polariser,0.5,+11%
701,Dioxite Battery,0.5,+11%
702,Dioxite Buffer,0.0,+7%
703,Sodium Resonator,0.0,+7%
704,High-Frequency Armour,0.0,+7%
705,Supercharged Grafts,0.125,+8%
706,Secondary Shield,0.0,+7%
707,Dioxite Shield,0.125,+8%
708,Dioxite Polariser,0.875,+14%
709,Secondary Shield,0.625,+12%
710,Secondary Padding,0.625,+12%
711,Supercharged Padding,0.0,+7%
712,Supercharged Bulwark,0.0,+7%
713,Sodium Polariser,0.125,+8%
