Seed,Name,Perfection,Ship_Weapons_Guns_Damage,Ship_Weapons_Guns_Rate,Ship_Weapons_Guns_HeatTime
126,Fibre Optic Oscillator,0.25,+2%,,
127,Laser Resonator,0.25,,,+2%
128,Retuned Refractor,0.0,+1%,,
129,Ionised Refractor,0.625,,+4%,+2%
130,Ionised De-limiter,0.5,,+5%,
131,Retuned Accelerator,0.125,+1%,+2%,
132,Retuned De-limiter,0.25,,,+2%
133,Fibre Optic De-limiter,0.25,,,+2%
134,Laser Splitter,0.0,+1%,,
135,Polished Refractor,0.5,,,+3%
136,Laser Mirror,1.0,,+5%,+3%
137,Retuned Refractor,0.0,+1%,,
138,Laser Amplifier,0.375,,+4%,
139,Retuned Splitter,0.5,,+5%,
140,Laser Oscillator,0.0,+1%,,
141,Fibre Optic Filament,0.0,+1%,,
142,Laser Oscillator,0.25,,,+2%
143,Ionised Mirror,0.25,+2%,,
144,Retuned Refractor,0.25,,+3%,
145,Ionised Resonator,0.5,,,+3%
146,Polished Amplifier,0.375,,+4%,
147,Retuned Polariser,0.0,+1%,,
148,Ionised Accelerator,0.125,,+2%,
149,Fibre Optic Splitter,0.5,,,+3%
150,Ionised Amplifier,0.25,+2%,,
151,Fibre Optic Splitter,0.125,,+2%,
152,Fibre Optic Accelerator,0.25,,,+2%
153,Ionised Filament,0.125,,+2%,
154,Ionised De-limiter,0.25,,,+2%
155,Polished De-limiter,0.0,+1%,,
156,Fibre Optic Polariser,0.125,,+2%,
157,Retuned Amplifier,0.375,+2%,+2%,
158,Fibre Optic Filament,0.375,,+4%,
159,Retuned Accelerator,0.25,,,+2%
160,Fibre Optic Accelerator,0.0,+1%,,
161,Fibre Optic Polariser,0.125,+1%,+2%,
162,Fibre Optic Mirror,0.125,,+2%,
163,Laser Amplifier,0.0,+1%,,
164,Ionised Accelerator,0.125,+1%,+2%,
165,Retuned Polariser,0.25,,,+2%
166,Retuned Mirror,0.125,+1%,+2%,
167,Laser Filament,0.25,,,+2%
168,Laser Oscillator,0.5,,,+3%
169,Ionised Refractor,0.5,,,+3%
170,Polished Resonator,0.375,+2%,+2%,
171,Polished Oscillator,0.5,,,+3%
172,Fibre Optic Resonator,0.25,,,+2%
173,Laser Refractor,0.0,+1%,,
174,Fibre Optic De-limiter,0.375,,+2%,+2%
175,Retuned Mirror,0.125,,+2%,
176,Ionised Oscillator,0.5,,,+3%
177,Laser De-limiter,0.25,+2%,,
178,Polished Oscillator,0.125,+1%,+2%,
179,Retuned Refractor,0.125,,+2%,
180,Ionised Resonator,0.0,+1%,,
181,Polished Refractor,0.75,+2%,,+3%
182,Polished Polariser,0.625,,+2%,+3%
183,Retuned Splitter,0.125,+1%,+2%,
184,Ionised Polariser,0.0,+1%,,
185,Ionised De-limiter,0.0,+1%,,
186,Fibre Optic Splitter,0.5,,+5%,
187,Ionised Oscillator,0.375,,+2%,+2%
188,Polished Polariser,0.5,+1%,,+3%
189,Laser Resonator,0.375,,+2%,+2%
190,Polished Resonator,0.5,+2%,,+2%
191,Polished Amplifier,0.125,,+2%,
192,Polished Filament,0.75,+3%,+3%,
193,Fibre Optic Polariser,0.75,+2%,+5%,
194,Ionised Filament,0.25,,+3%,
195,Laser Oscillator,0.5,,,+3%
196,Retuned Oscillator,0.125,,+2%,
197,Polished De-limiter,0.25,,,+2%
198,Polished Accelerator,0.125,,+2%,
199,Ionised Resonator,0.625,,+2%,+3%
200,Polished Amplifier,0.125,,+2%,
201,Polished De-limiter,0.0,+1%,,
202,Retuned De-limiter,0.25,,,+2%
203,Polished Resonator,0.25,+2%,,
204,Polished Polariser,0.25,,,+2%
205,Laser Refractor,0.5,,,+3%
206,Retuned Resonator,0.25,,,+2%
207,Fibre Optic Accelerator,0.0,+1%,,
208,Polished De-limiter,0.25,+1%,,+2%
209,Retuned Refractor,0.75,,+5%,+2%
210,Retuned Amplifier,0.5,,,+3%
211,Retuned Polariser,0.25,,,+2%
212,Laser Accelerator,0.25,,,+2%
213,Ionised Resonator,0.0,,+1%,
214,Polished Amplifier,0.25,,,+2%
215,Ionised Refractor,0.25,+2%,,
216,Fibre Optic Filament,0.25,,+3%,
217,Polished Oscillator,0.125,,+2%,
218,Laser Polariser,0.125,,+2%,
219,Polished Resonator,0.5,,+3%,+2%
220,Retuned Splitter,0.5,,,+3%
221,Ionised Splitter,0.5,,,+3%
222,Retuned Oscillator,0.125,+1%,+2%,
223,Fibre Optic Oscillator,0.125,,+2%,
224,Ionised Mirror,0.25,,,+2%
225,Laser Resonator,0.25,,,+2%
226,Polished Mirror,0.375,,+2%,+2%
227,Laser Splitter,1.0,+3%,+5%,
228,Laser Filament,0.375,+1%,+4%,
229,Polished De-limiter,0.25,,,+2%
230,Retuned Splitter,0.125,,+2%,
231,Retuned Amplifier,0.25,,,+2%
232,Laser Accelerator,0.5,+3%,,
233,Ionised Splitter,0.125,,+2%,
234,Fibre Optic Mirror,0.625,,+4%,+2%
235,Laser Accelerator,0.0,+1%,,
236,Fibre Optic Oscillator,0.25,,,+2%
237,Retuned Resonator,0.25,,,+2%
238,Retuned Polariser,0.375,,+2%,+2%
239,Fibre Optic Filament,0.25,,,+2%
240,Retuned Filament,0.5,,,+3%
241,Polished Accelerator,0.125,,+2%,
242,Retuned De-limiter,0.125,,+2%,
243,Fibre Optic De-limiter,0.5,,,+3%
244,Ionised Filament,0.125,,+2%,
245,Fibre Optic De-limiter,0.25,+2%,,
246,Ionised Oscillator,0.5,,,+3%
247,Polished Filament,0.375,+2%,+2%,
248,Laser Accelerator,0.375,,+2%,+2%
249,Retuned Mirror,0.5,+3%,,
250,Laser Mirror,0.25,+1%,,+2%
251,Polished Accelerator,0.25,,,+2%
252,Fibre Optic Splitter,0.25,,,+2%
253,Ionised Resonator,0.25,+1%,+3%,
254,Retuned Oscillator,0.0,+1%,,
255,Fibre Optic Filament,0.25,+1%,,+2%
256,Laser Resonator,0.125,+1%,+2%,
257,Laser Filament,0.125,,+2%,
258,Polished Mirror,0.5,,,+3%
259,Retuned Mirror,0.25,+1%,,+2%
260,Retuned Mirror,0.0,+1%,,
261,Laser Amplifier,0.375,,+4%,
262,Laser Accelerator,0.25,,,+2%
263,Retuned Splitter,0.5,+2%,,+2%
264,Laser Accelerator,0.5,,,+3%
265,Fibre Optic Refractor,0.375,+2%,+2%,
266,Laser Mirror,0.25,+1%,,+2%
267,Ionised Amplifier,0.125,,+2%,
268,Laser Refractor,0.25,+2%,,
269,Fibre Optic Splitter,0.75,+2%,,+3%
270,Retuned Oscillator,0.125,,+2%,
271,Laser Polariser,0.125,,+2%,
272,Retuned Refractor,0.5,,,+3%
273,Retuned Amplifier,0.25,+1%,,+2%
274,Retuned De-limiter,0.25,,+3%,
275,Fibre Optic De-limiter,0.0,+1%,,
276,Fibre Optic Resonator,0.5,+2%,+3%,
277,Ionised Refractor,0.25,,,+2%
278,Fibre Optic Amplifier,0.125,+1%,+2%,
279,Polished Oscillator,0.25,+2%,,
280,Ionised Accelerator,0.375,+2%,+2%,
281,Fibre Optic Polariser,0.375,+2%,+2%,
282,Laser Polariser,0.375,,+2%,+2%
283,Laser Resonator,0.5,+3%,,
284,Laser Polariser,0.0,+1%,,
285,Retuned Oscillator,0.0,+1%,,
286,Laser Mirror,0.25,,,+2%
287,Laser De-limiter,0.25,,+3%,
288,Laser Filament,0.0,+1%,,
289,Retuned Filament,0.25,+2%,,
290,Ionised Splitter,0.125,,+2%,
291,Fibre Optic Splitter,0.0,+1%,,
292,Ionised Filament,0.75,,+5%,+2%
293,Fibre Optic Mirror,0.125,+1%,+2%,
294,Ionised Splitter,0.5,+2%,,+2%
295,Ionised Splitter,0.75,+2%,,+3%
296,Laser Refractor,0.75,+3%,,+2%
297,Fibre Optic Accelerator,0.25,+1%,,+2%
298,Ionised Filament,0.25,,,+2%
299,Fibre Optic Oscillator,0.125,,+2%,
300,Polished Oscillator,0.25,+1%,,+2%
301,Retuned Mirror,0.875,+3%,+4%,
302,Polished Resonator,0.625,+3%,+2%,
303,Polished Amplifier,0.125,,+2%,
304,Retuned Oscillator,0.5,,+5%,
305,Fibre Optic Refractor,0.25,,,+2%
306,Fibre Optic Resonator,0.5,+3%,,
307,Fibre Optic Refractor,1.0,,+5%,+3%
308,Retuned Filament,0.125,,+2%,
309,Polished Filament,0.125,,+2%,
310,Ionised Accelerator,0.25,,,+2%
311,Ionised Polariser,0.0,+1%,,
312,Polished Polariser,0.25,+2%,,
313,Laser Mirror,0.0,+1%,,
314,Polished Accelerator,0.25,+2%,,
315,Fibre Optic Polariser,0.0,+1%,,
316,Polished Resonator,0.75,+3%,,+2%
317,Laser Resonator,0.5,+1%,,+3%
318,Ionised Accelerator,0.25,+2%,,
319,Laser De-limiter,0.125,+1%,+2%,
320,Ionised Splitter,0.25,,,+2%
321,Laser Accelerator,0.25,+1%,,+2%
322,Ionised Filament,0.25,,,+2%
323,Fibre Optic Polariser,0.125,+1%,+2%,
324,Ionised Splitter,0.5,+3%,,
325,Polished Splitter,0.5,+2%,,+2%
326,Polished Refractor,0.125,,+2%,
327,Fibre Optic Amplifier,0.75,+3%,,+2%
328,Retuned Mirror,0.125,,+2%,
329,Retuned Refractor,0.25,,,+2%
330,Polished Refractor,0.25,,,+2%
331,Fibre Optic Oscillator,0.25,,,+2%
332,Retuned Splitter,0.125,,+2%,
333,Retuned Oscillator,0.375,,+4%,
334,Laser Accelerator,0.125,,+2%,
335,Polished De-limiter,0.125,+1%,+2%,
336,Fibre Optic Accelerator,0.25,+2%,,
337,Polished Filament,0.25,,+3%,
338,Ionised Filament,0.125,,+2%,
339,Laser Splitter,0.5,,,+3%
340,Fibre Optic Mirror,0.25,+1%,,+2%
341,Ionised Filament,0.25,,,+2%
342,Fibre Optic Polariser,0.5,+2%,+3%,
343,Retuned Mirror,0.125,,+2%,
344,Retuned Amplifier,0.75,+3%,,+2%
345,Fibre Optic Polariser,0.0,+1%,,
346,Fibre Optic Refractor,0.375,+2%,+2%,
347,Retuned Mirror,0.0,+1%,,
348,Retuned Filament,0.625,,+2%,+3%
349,Laser De-limiter,1.0,,+5%,+3%
350,Polished Amplifier,0.375,,+2%,+2%
351,Polished Splitter,0.125,,+2%,
352,Retuned Refractor,0.125,,+2%,
353,Retuned Mirror,0.125,,+2%,
354,Retuned Polariser,0.25,,,+2%
355,Fibre Optic Amplifier,0.375,,+2%,+2%
356,Fibre Optic Oscillator,0.5,,,+3%
357,Ionised Polariser,0.0,+1%,,
358,Laser Splitter,0.125,,+2%,
359,Laser Oscillator,0.125,,+2%,
360,Retuned Resonator,0.25,,,+2%
361,Laser Splitter,0.25,+1%,,+2%
362,Fibre Optic Polariser,0.25,,,+2%
363,Laser Amplifier,0.625,,+4%,+2%
364,Retuned Mirror,0.75,,+3%,+3%
365,Fibre Optic Resonator,0.25,+2%,,
366,Laser De-limiter,0.5,,+3%,+2%
367,Ionised Oscillator,0.125,,+2%,
368,Retuned Mirror,0.5,,+5%,
369,Ionised Splitter,0.125,,+2%,
370,Polished Accelerator,0.5,+2%,,+2%
371,Ionised Amplifier,0.5,+3%,,
372,Polished Accelerator,0.5,+3%,,
373,Fibre Optic Resonator,0.25,+1%,,+2%
374,Ionised Accelerator,0.125,,+2%,
375,Polished De-limiter,0.25,,,+2%
376,Fibre Optic Amplifier,0.125,,+2%,
377,Ionised Amplifier,0.25,+1%,,+2%
378,Laser Accelerator,0.25,,,+2%
379,Laser Splitter,0.5,,,+3%
380,Fibre Optic De-limiter,0.25,,,+2%
381,Ionised Accelerator,0.25,,,+2%
382,Ionised Refractor,0.25,,,+2%
383,Laser Accelerator,0.125,,+2%,
384,Laser De-limiter,0.125,,+2%,
385,Laser Resonator,0.25,,+3%,
386,Fibre Optic De-limiter,0.625,,+4%,+2%
387,Retuned Filament,0.5,,,+3%
388,Retuned Splitter,0.25,,,+2%
389,Polished Mirror,0.5,,,+3%
390,Laser Mirror,0.125,,+2%,
391,Retuned Accelerator,0.25,,,+2%
392,Ionised Accelerator,0.5,,,+3%
393,Retuned Splitter,0.25,,+3%,
394,Laser Accelerator,0.625,+3%,+2%,
395,Retuned Oscillator,0.25,,+3%,
396,Laser Polariser,0.125,,+2%,
397,Retuned Amplifier,0.5,,+3%,+2%
398,Laser Filament,0.125,,+2%,
399,Fibre Optic Polariser,0.875,,+4%,+3%
400,Fibre Optic Oscillator,0.125,+1%,+2%,
401,Fibre Optic Oscillator,0.25,+1%,+3%,
402,Retuned Accelerator,0.25,,,+2%
403,Laser Resonator,0.25,,,+2%
404,Laser Resonator,0.125,,+2%,
405,Fibre Optic Resonator,0.0,+1%,,
406,Fibre Optic De-limiter,0.125,,+2%,
407,Fibre Optic Accelerator,0.5,+3%,,
408,Ionised Refractor,0.5,,+5%,
409,Retuned Mirror,0.625,+3%,+2%,
410,Polished Oscillator,0.375,,+2%,+2%
411,Fibre Optic Splitter,0.5,,,+3%
412,Ionised Polariser,0.5,,,+3%
413,Retuned Mirror,0.125,,+2%,
414,Polished Polariser,0.625,+3%,+2%,
415,Laser Resonator,0.25,,+3%,
416,Retuned Polariser,0.5,+2%,,+2%
417,Retuned Refractor,0.375,,+2%,+2%
418,Ionised Resonator,0.25,+2%,,
419,Retuned Filament,0.125,,+2%,
420,Fibre Optic De-limiter,0.75,+3%,+3%,
421,Laser Splitter,0.25,,,+2%
422,Laser Mirror,0.75,,+5%,+2%
423,Ionised Refractor,0.125,+1%,+2%,
424,Laser Amplifier,0.25,,,+2%
425,Fibre Optic De-limiter,0.25,+2%,+1%,
426,Fibre Optic Mirror,0.5,,,+3%
427,Polished Splitter,0.625,+2%,+4%,
428,Laser Accelerator,0.25,+1%,,+2%
429,Retuned Resonator,0.0,+1%,,
430,Laser Accelerator,0.25,+2%,,
431,Ionised Resonator,0.25,,+3%,
432,Fibre Optic Filament,0.25,,,+2%
433,Fibre Optic Polariser,0.25,,,+2%
434,Ionised Amplifier,0.625,,+2%,+3%
435,Retuned De-limiter,0.5,+3%,,
436,Retuned Mirror,0.0,+1%,,
437,Retuned Polariser,0.5,+3%,,
438,Laser De-limiter,0.5,+2%,,+2%
439,Polished Filament,0.125,,+2%,
440,Ionised De-limiter,0.25,,,+2%
441,Fibre Optic Accelerator,0.375,+2%,+2%,
442,Fibre Optic Splitter,0.625,,+2%,+3%
443,Ionised Mirror,0.0,+1%,,
444,Polished Splitter,0.25,,+3%,
445,Polished Accelerator,0.125,,+2%,
446,Fibre Optic Accelerator,0.125,,+2%,
447,Fibre Optic Oscillator,0.125,,+2%,
448,Laser Accelerator,0.5,,,+3%
449,Ionised De-limiter,0.125,,+2%,
450,Fibre Optic Resonator,0.125,,+2%,
451,Polished Mirror,0.5,,,+3%
452,Ionised Polariser,0.5,+2%,,+2%
453,Polished Polariser,0.25,,,+2%
454,Ionised Resonator,0.375,,+4%,
455,Laser Oscillator,0.5,+3%,,
456,Fibre Optic Amplifier,0.625,+3%,+2%,
457,Fibre Optic De-limiter,0.5,,,+3%
458,Retuned De-limiter,0.625,+3%,+2%,
459,Polished Accelerator,0.25,,,+2%
460,Ionised Filament,0.5,,,+3%
461,Laser Filament,0.25,+2%,,
462,Ionised Splitter,0.25,,+3%,
463,Polished Polariser,0.0,+1%,,
464,Laser Splitter,0.0,+1%,,
465,Polished Mirror,0.0,+1%,,
466,Ionised Filament,0.25,+1%,+3%,
467,Polished Amplifier,0.5,,+5%,
468,Laser Splitter,0.0,+1%,,
469,Retuned Amplifier,0.0,+1%,,
470,Polished Filament,0.5,+1%,,+3%
471,Retuned De-limiter,0.75,,+3%,+3%
472,Laser Refractor,0.5,+3%,,
473,Laser Refractor,0.125,,+2%,
474,Retuned Oscillator,0.125,,+2%,
475,Retuned Accelerator,0.875,,+4%,+3%
476,Laser De-limiter,0.125,,+2%,
477,Polished Polariser,0.5,+2%,,+2%
478,Polished Filament,0.125,,+2%,
479,Fibre Optic Accelerator,0.25,,,+2%
480,Ionised Polariser,0.0,+1%,,
481,Retuned Amplifier,0.0,+1%,,
482,Retuned Mirror,0.375,,+4%,
483,Fibre Optic Splitter,0.125,,+2%,
484,Laser Splitter,0.25,,,+2%
485,Retuned De-limiter,0.75,+3%,,+2%
486,Retuned Amplifier,0.375,,+4%,
487,Ionised Amplifier,0.0,+1%,,
488,Laser Polariser,0.375,,+4%,
489,Polished Refractor,0.125,+1%,+2%,
490,Retuned Filament,0.5,+3%,,
491,Polished Oscillator,0.75,+3%,,+2%
492,Ionised Oscillator,0.375,+1%,+4%,
493,Laser De-limiter,0.625,,+4%,+2%
494,Retuned Accelerator,0.125,,+2%,
495,Retuned Polariser,0.25,+2%,,
496,Laser Oscillator,0.25,,,+2%
497,Polished Refractor,0.5,,+5%,
498,Polished Accelerator,0.25,+1%,,+2%
499,Polished Filament,0.375,,+2%,+2%
500,Laser Resonator,0.25,+2%,,
501,Laser Splitter,0.375,,+4%,
502,Laser Resonator,0.0,+1%,,
503,Retuned Oscillator,0.25,,,+2%
504,Retuned Amplifier,0.25,,,+2%
505,Fibre Optic Mirror,0.0,+1%,,
506,Polished De-limiter,0.0,+1%,,
507,Fibre Optic Accelerator,0.375,,+2%,+2%
508,Ionised Mirror,0.125,,+2%,
509,Laser Amplifier,0.25,,+3%,
510,Polished Amplifier,0.25,+1%,+3%,
511,Polished De-limiter,0.0,+1%,,
512,Retuned Splitter,0.25,,,+2%
513,Laser Resonator,0.375,+2%,+2%,
514,Ionised De-limiter,0.5,,,+3%
515,Polished Refractor,0.0,+1%,,
516,Laser Oscillator,0.25,+1%,,+2%
517,Fibre Optic De-limiter,0.0,+1%,,
518,Ionised Filament,0.5,+2%,,+2%
519,Retuned Accelerator,0.0,+1%,,
520,Retuned Splitter,0.5,,,+3%
521,Fibre Optic Filament,0.5,,,+3%
522,Retuned Amplifier,0.0,+1%,,
523,Fibre Optic Filament,0.375,+2%,+2%,
524,Fibre Optic Splitter,0.25,,,+2%
525,Ionised Polariser,0.25,,,+2%
526,Polished Resonator,0.0,+1%,,
527,Polished Oscillator,0.5,+3%,,
528,Ionised De-limiter,0.25,,,+2%
529,Retuned Splitter,0.5,,,+3%
530,Laser Filament,0.5,+3%,,
531,Fibre Optic Accelerator,0.75,,+5%,+2%
532,Fibre Optic Mirror,0.125,,+2%,
533,Polished Filament,0.125,,+2%,
534,Polished Polariser,0.25,,,+2%
535,Laser Oscillator,0.25,+2%,,
536,Polished Resonator,0.25,+2%,,
537,Ionised Polariser,0.125,,+2%,
538,Retuned Refractor,0.125,+1%,+2%,
539,Fibre Optic Resonator,0.25,+1%,,+2%
540,Ionised Mirror,0.25,,,+2%
541,Fibre Optic Amplifier,0.75,+3%,+3%,
542,Ionised Accelerator,0.625,,+4%,+2%
543,Fibre Optic Filament,0.125,+1%,+2%,
544,Ionised Polariser,0.5,,,+3%
545,Laser Resonator,0.25,,,+2%
546,Laser Splitter,0.25,,+1%,+2%
547,Fibre Optic Filament,0.75,,+3%,+3%
548,Ionised Filament,0.5,,,+3%
549,Laser Oscillator,0.5,,,+3%
550,Ionised Accelerator,0.125,,+2%,
551,Fibre Optic Polariser,0.375,,+4%,
552,Retuned Resonator,0.25,,,+2%
553,Laser Resonator,0.5,+1%,+5%,
554,Retuned De-limiter,0.125,,+2%,
555,Fibre Optic Splitter,0.25,,+3%,
556,Polished Splitter,0.0,+1%,,
557,Polished Polariser,0.25,,,+2%
558,Retuned Amplifier,0.0,+1%,,
559,Fibre Optic Amplifier,0.75,+2%,+5%,
560,Laser Splitter,0.25,+1%,,+2%
561,Laser Polariser,0.125,+1%,+2%,
562,Laser Oscillator,0.25,,,+2%
563,Fibre Optic Amplifier,0.25,+1%,,+2%
564,Ionised De-limiter,0.0,+1%,,
565,Polished Accelerator,0.125,,+2%,
566,Polished Refractor,0.25,,,+2%
567,Ionised Splitter,0.25,+1%,,+2%
568,Laser Refractor,0.625,,+2%,+3%
569,Retuned Refractor,0.5,,+3%,+2%
570,Retuned Resonator,0.25,,,+2%
571,Laser Resonator,0.5,,,+3%
572,Fibre Optic Resonator,0.25,+2%,,
573,Polished Accelerator,0.5,,,+3%
574,Laser Splitter,0.75,,+5%,+2%
575,Retuned Accelerator,0.125,,+2%,
576,Retuned Resonator,0.375,,+2%,+2%
577,Laser Resonator,0.25,,,+2%
578,Retuned Oscillator,0.5,,,+3%
579,Ionised Oscillator,0.5,+1%,+5%,
580,Polished Splitter,0.125,,+2%,
581,Laser Accelerator,0.5,+2%,,+2%
582,Retuned De-limiter,0.25,,+3%,
583,Polished De-limiter,0.625,+3%,+2%,
584,Polished Oscillator,0.25,,,+2%
585,Polished Oscillator,0.25,,,+2%
586,Ionised De-limiter,0.5,,+3%,+2%
587,Polished De-limiter,0.125,+1%,+2%,
588,Polished Refractor,0.5,+3%,,
589,Polished Amplifier,0.25,,,+2%
590,Laser Refractor,0.0,+1%,,
591,Ionised Resonator,0.0,+1%,,
592,Ionised Filament,0.25,+2%,,
593,Laser Polariser,0.125,,+2%,
594,Ionised Amplifier,0.0,+1%,,
595,Polished Filament,0.5,+1%,+5%,
596,Laser Resonator,0.25,+1%,,+2%
597,Ionised Resonator,0.5,+1%,,+3%
598,Laser Polariser,0.625,+2%,+4%,
599,Laser Polariser,0.125,,+2%,
600,Polished Resonator,0.375,,+2%,+2%
601,Polished Polariser,0.25,,,+2%
602,Retuned Mirror,0.25,+1%,,+2%
603,Laser Splitter,0.25,,+3%,
604,Retuned Amplifier,0.5,+3%,,
605,Ionised Mirror,0.5,+1%,,+3%
606,Laser Mirror,0.25,,,+2%
607,Laser Polariser,0.25,+1%,,+2%
608,Retuned De-limiter,0.5,+1%,,+3%
609,Polished Refractor,0.0,+1%,,
610,Ionised De-limiter,0.25,,+3%,
611,Polished Oscillator,0.25,,,+2%
612,Laser Polariser,0.0,+1%,,
613,Polished Polariser,0.25,,,+2%
614,Retuned Resonator,0.25,,,+2%
615,Polished Resonator,0.25,+2%,,
616,Ionised Resonator,0.25,+1%,,+2%
617,Laser Oscillator,0.25,+1%,,+2%
618,Polished Refractor,0.25,+2%,,
619,Fibre Optic Polariser,0.5,+2%,,+2%
620,Ionised Accelerator,0.75,,+5%,+2%
