Seed	Name	Perfection	Ship_Weapons_Guns_Damage	Ship_Weapons_Guns_Rate	Ship_Weapons_Guns_HeatTime
178	Infrared Oscillator	0.0	+3%	+1%	
179	Cadmium Refractor	0.0		+1%	
180	Ultraviolet Resonator	0.0	+3%		
181	Infrared Refractor	0.833	+5%		+2%
182	Infrared Polariser	0.5		+1%	+2%
183	Cadmium Splitter	0.0	+3%	+1%	
184	Ultraviolet Polariser	0.167	+4%		
185	Ultraviolet De-limiter	0.167	+4%		
186	Photonic Splitter	0.5		+2%	
187	Ultraviolet Oscillator	0.5		+1%	+2%
188	Infrared Polariser	0.5	+3%		+2%
189	Evaporative Resonator	0.5		+1%	+2%
190	Infrared Resonator	0.667	+4%		+2%
191	Infrared Amplifier	0.0		+1%	
192	Infrared Filament	0.833	+5%	+2%	
193	Photonic Polariser	0.833	+5%	+2%	
194	Ultraviolet Filament	0.5		+2%	
195	Evaporative Oscillator	0.5			+2%
196	Cadmium Oscillator	0.0		+1%	
197	Infrared De-limiter	0.5			+2%
198	Infrared Accelerator	0.0		+1%	
199	Ultraviolet Resonator	0.5		+1%	+2%
200	Infrared Amplifier	0.0		+1%	
201	Infrared De-limiter	0.167	+4%		
202	Cadmium De-limiter	0.5			+2%
203	Infrared Resonator	0.167	+4%		
204	Infrared Polariser	0.5			+2%
205	Evaporative Refractor	0.5			+2%
206	Cadmium Resonator	0.5			+2%
207	Photonic Accelerator	0.0	+3%		
208	Infrared De-limiter	0.5	+3%		+2%
209	Cadmium Refractor	1.0		+2%	+2%
210	Cadmium Amplifier	0.5			+2%
211	Cadmium Polariser	0.5			+2%
212	Evaporative Accelerator	0.5			+2%
213	Ultraviolet Resonator	0.0		+1%	
214	Infrared Amplifier	0.5			+2%
215	Ultraviolet Refractor	0.167	+4%		
216	Photonic Filament	0.5		+2%	
217	Infrared Oscillator	0.0		+1%	
218	Evaporative Polariser	0.0		+1%	
219	Infrared Resonator	1.0		+2%	+2%
220	Cadmium Splitter	0.5			+2%
221	Ultraviolet Splitter	0.5			+2%
222	Cadmium Oscillator	0.167	+4%	+1%	
223	Photonic Oscillator	0.0		+1%	
224	Ultraviolet Mirror	0.5			+2%
225	Evaporative Resonator	0.5			+2%
226	Infrared Mirror	0.5		+1%	+2%
227	Evaporative Splitter	0.833	+5%	+2%	
228	Evaporative Filament	0.5	+3%	+2%	
229	Infrared De-limiter	0.5			+2%
230	Cadmium Splitter	0.0		+1%	
231	Cadmium Amplifier	0.5			+2%
232	Evaporative Accelerator	0.333	+5%		
233	Ultraviolet Splitter	0.0		+1%	
234	Photonic Mirror	1.0		+2%	+2%
235	Evaporative Accelerator	0.167	+4%		
236	Photonic Oscillator	0.5			+2%
237	Cadmium Resonator	0.5			+2%
238	Cadmium Polariser	0.5		+1%	+2%
239	Photonic Filament	0.5			+2%
240	Cadmium Filament	0.5			+2%
241	Infrared Accelerator	0.0		+1%	
242	Cadmium De-limiter	0.0		+1%	
243	Photonic De-limiter	0.5			+2%
244	Ultraviolet Filament	0.0		+1%	
245	Photonic De-limiter	0.333	+5%		
246	Ultraviolet Oscillator	0.5			+2%
247	Infrared Filament	0.167	+4%	+1%	
248	Evaporative Accelerator	0.5		+1%	+2%
249	Cadmium Mirror	0.5	+6%		
250	Evaporative Mirror	0.5	+3%		+2%
251	Infrared Accelerator	0.5			+2%
252	Photonic Splitter	0.5			+2%
253	Ultraviolet Resonator	0.5	+3%	+2%	
254	Cadmium Oscillator	0.0	+3%		
255	Photonic Filament	0.667	+4%		+2%
256	Evaporative Resonator	0.0	+3%	+1%	
257	Evaporative Filament	0.0		+1%	
258	Infrared Mirror	0.5			+2%
259	Cadmium Mirror	0.5	+3%		+2%
260	Cadmium Mirror	0.167	+4%		
261	Evaporative Amplifier	0.5		+2%	
262	Evaporative Accelerator	0.5			+2%
263	Cadmium Splitter	0.667	+4%		+2%
264	Evaporative Accelerator	0.5			+2%
265	Photonic Refractor	0.167	+4%	+1%	
266	Evaporative Mirror	0.667	+4%		+2%
267	Ultraviolet Amplifier	0.0		+1%	
268	Evaporative Refractor	0.167	+4%		
269	Photonic Splitter	0.833	+5%		+2%
270	Cadmium Oscillator	0.0		+1%	
271	Evaporative Polariser	0.0		+1%	
272	Cadmium Refractor	0.5			+2%
273	Cadmium Amplifier	0.5	+3%		+2%
274	Cadmium De-limiter	0.5		+2%	
275	Photonic De-limiter	0.167	+4%		
276	Photonic Resonator	0.833	+5%	+2%	
277	Ultraviolet Refractor	0.5			+2%
278	Photonic Amplifier	0.167	+4%	+1%	
279	Infrared Oscillator	0.167	+4%		
280	Ultraviolet Accelerator	0.167	+4%	+1%	
281	Photonic Polariser	0.167	+4%	+1%	
282	Evaporative Polariser	1.0		+2%	+2%
283	Evaporative Resonator	0.5	+6%		
284	Evaporative Polariser	0.0	+3%		
285	Cadmium Oscillator	0.167	+4%		
286	Evaporative Mirror	0.5			+2%
287	Evaporative De-limiter	0.5		+2%	
288	Evaporative Filament	0.0	+3%		
289	Cadmium Filament	0.167	+4%		
290	Ultraviolet Splitter	0.0		+1%	
291	Photonic Splitter	0.167	+4%		
292	Ultraviolet Filament	1.0		+2%	+2%
293	Photonic Mirror	0.5	+3%	+2%	
294	Ultraviolet Splitter	0.667	+4%		+2%
295	Ultraviolet Splitter	0.667	+4%		+2%
296	Evaporative Refractor	1.0	+6%		+2%
297	Photonic Accelerator	0.5	+3%		+2%
298	Ultraviolet Filament	0.5			+2%
299	Photonic Oscillator	0.0		+1%	
300	Infrared Oscillator	0.5	+3%		+2%
301	Cadmium Mirror	0.833	+5%	+2%	
302	Infrared Resonator	0.333	+5%	+1%	
303	Infrared Amplifier	0.0		+1%	
304	Cadmium Oscillator	0.5		+2%	
305	Photonic Refractor	0.5			+2%
306	Photonic Resonator	0.333	+5%		
307	Photonic Refractor	1.0		+2%	+2%
308	Cadmium Filament	0.0		+1%	
309	Infrared Filament	0.0		+1%	
310	Ultraviolet Accelerator	0.5			+2%
311	Ultraviolet Polariser	0.0	+3%		
312	Infrared Polariser	0.167	+4%		
313	Evaporative Mirror	0.167	+4%		
314	Infrared Accelerator	0.333	+5%		
315	Photonic Polariser	0.0	+3%		
316	Infrared Resonator	0.833	+5%		+2%
317	Evaporative Resonator	0.667	+4%		+2%
318	Ultraviolet Accelerator	0.167	+4%		
319	Evaporative De-limiter	0.167	+4%	+1%	
320	Ultraviolet Splitter	0.5			+2%
321	Evaporative Accelerator	0.667	+4%		+2%
322	Ultraviolet Filament	0.5			+2%
323	Photonic Polariser	0.0	+3%	+1%	
324	Ultraviolet Splitter	0.333	+5%		
325	Infrared Splitter	0.667	+4%		+2%
326	Infrared Refractor	0.0		+1%	
327	Photonic Amplifier	0.833	+5%		+2%
328	Cadmium Mirror	0.0		+1%	
329	Cadmium Refractor	0.5			+2%
330	Infrared Refractor	0.5			+2%
331	Photonic Oscillator	0.5			+2%
332	Cadmium Splitter	0.0		+1%	
333	Cadmium Oscillator	0.5		+2%	
334	Evaporative Accelerator	0.0		+1%	
335	Infrared De-limiter	0.167	+4%	+1%	
336	Photonic Accelerator	0.333	+5%		
337	Infrared Filament	0.5		+2%	
338	Ultraviolet Filament	0.0		+1%	
339	Evaporative Splitter	0.5			+2%
340	Photonic Mirror	0.5	+3%		+2%
341	Ultraviolet Filament	0.5			+2%
342	Photonic Polariser	0.833	+5%	+2%	
343	Cadmium Mirror	0.0		+1%	
344	Cadmium Amplifier	0.833	+5%		+2%
345	Photonic Polariser	0.0	+3%		
346	Photonic Refractor	0.333	+5%	+1%	
347	Cadmium Mirror	0.0	+3%		
348	Cadmium Filament	0.5		+1%	+2%
349	Evaporative De-limiter	1.0		+2%	+2%
350	Infrared Amplifier	0.5		+1%	+2%
351	Infrared Splitter	0.0		+1%	
352	Cadmium Refractor	0.0		+1%	
353	Cadmium Mirror	0.0		+1%	
354	Cadmium Polariser	0.5			+2%
355	Photonic Amplifier	1.0		+2%	+2%
356	Photonic Oscillator	0.5			+2%
357	Ultraviolet Polariser	0.167	+4%		
358	Evaporative Splitter	0.0		+1%	
359	Evaporative Oscillator	0.5		+2%	
360	Cadmium Resonator	0.5			+2%
361	Evaporative Splitter	0.5	+3%		+2%
362	Photonic Polariser	0.5			+2%
363	Evaporative Amplifier	1.0		+2%	+2%
364	Cadmium Mirror	1.0		+2%	+2%
365	Photonic Resonator	0.333	+5%		
366	Evaporative De-limiter	1.0		+2%	+2%
367	Ultraviolet Oscillator	0.0		+1%	
368	Cadmium Mirror	0.5		+2%	
369	Ultraviolet Splitter	0.0		+1%	
370	Infrared Accelerator	0.833	+5%		+2%
371	Ultraviolet Amplifier	0.5	+6%		
372	Infrared Accelerator	0.333	+5%		
373	Photonic Resonator	0.667	+4%		+2%
374	Ultraviolet Accelerator	0.0		+1%	
375	Infrared De-limiter	0.5			+2%
376	Photonic Amplifier	0.5		+2%	
377	Ultraviolet Amplifier	0.5	+3%		+2%
378	Evaporative Accelerator	0.5			+2%
379	Evaporative Splitter	0.5			+2%
380	Photonic De-limiter	0.5			+2%
381	Ultraviolet Accelerator	0.5			+2%
382	Ultraviolet Refractor	0.5			+2%
383	Evaporative Accelerator	0.5		+2%	
384	Evaporative De-limiter	0.0		+1%	
385	Evaporative Resonator	0.5		+2%	
386	Photonic De-limiter	1.0		+2%	+2%
387	Cadmium Filament	0.5			+2%
388	Cadmium Splitter	0.5			+2%
389	Infrared Mirror	0.5			+2%
390	Evaporative Mirror	0.0		+1%	
391	Cadmium Accelerator	0.5			+2%
392	Ultraviolet Accelerator	0.5			+2%
393	Cadmium Splitter	0.5		+2%	
394	Evaporative Accelerator	0.5	+6%	+1%	
395	Cadmium Oscillator	0.5		+2%	
396	Evaporative Polariser	0.0		+1%	
397	Cadmium Amplifier	1.0		+2%	+2%
398	Evaporative Filament	0.0		+1%	
399	Photonic Polariser	1.0		+2%	+2%
400	Photonic Oscillator	0.167	+4%	+1%	
401	Photonic Oscillator	0.667	+4%	+2%	
402	Cadmium Accelerator	0.5			+2%
403	Evaporative Resonator	0.5			+2%
404	Evaporative Resonator	0.0		+1%	
405	Photonic Resonator	0.167	+4%		
406	Photonic De-limiter	0.0		+1%	
407	Photonic Accelerator	0.333	+5%		
408	Ultraviolet Refractor	0.5		+2%	
409	Cadmium Mirror	0.333	+5%	+1%	
410	Infrared Oscillator	1.0		+2%	+2%
411	Photonic Splitter	0.5			+2%
412	Ultraviolet Polariser	0.5			+2%
413	Cadmium Mirror	0.5		+2%	
414	Infrared Polariser	1.0	+6%	+2%	
415	Evaporative Resonator	0.5		+2%	
416	Cadmium Polariser	0.833	+5%		+2%
417	Cadmium Refractor	0.5		+1%	+2%
418	Ultraviolet Resonator	0.333	+5%		
419	Cadmium Filament	0.5		+2%	
420	Photonic De-limiter	1.0	+6%	+2%	
421	Evaporative Splitter	0.5			+2%
422	Evaporative Mirror	1.0		+2%	+2%
423	Ultraviolet Refractor	0.167	+4%	+1%	
424	Evaporative Amplifier	0.5			+2%
425	Photonic De-limiter	0.333	+5%	+1%	
426	Photonic Mirror	0.5			+2%
427	Infrared Splitter	0.833	+5%	+2%	
428	Evaporative Accelerator	0.667	+4%		+2%
429	Cadmium Resonator	0.0	+3%		
430	Evaporative Accelerator	0.333	+5%		
431	Ultraviolet Resonator	0.5		+2%	
432	Photonic Filament	0.5			+2%
433	Photonic Polariser	0.5			+2%
434	Ultraviolet Amplifier	1.0		+2%	+2%
435	Cadmium De-limiter	0.5	+6%		
436	Cadmium Mirror	0.167	+4%		
437	Cadmium Polariser	0.333	+5%		
438	Evaporative De-limiter	0.833	+5%		+2%
439	Infrared Filament	0.0		+1%	
440	Ultraviolet De-limiter	0.5			+2%
441	Photonic Accelerator	0.333	+5%	+1%	
442	Photonic Splitter	0.5		+1%	+2%
443	Ultraviolet Mirror	0.0	+3%		
444	Infrared Splitter	0.5		+2%	
445	Infrared Accelerator	0.0		+1%	
446	Photonic Accelerator	0.0		+1%	
447	Photonic Oscillator	0.0		+1%	
448	Evaporative Accelerator	0.5			+2%
449	Ultraviolet De-limiter	0.5		+2%	
450	Photonic Resonator	0.0		+1%	
451	Infrared Mirror	0.5			+2%
452	Ultraviolet Polariser	0.667	+4%		+2%
453	Infrared Polariser	0.5			+2%
454	Ultraviolet Resonator	0.5		+2%	
455	Evaporative Oscillator	0.333	+5%		
456	Photonic Amplifier	0.5	+6%	+1%	
457	Photonic De-limiter	0.5			+2%
458	Cadmium De-limiter	0.333	+5%	+1%	
459	Infrared Accelerator	0.5			+2%
460	Ultraviolet Filament	0.5			+2%
461	Evaporative Filament	0.167	+4%		
462	Ultraviolet Splitter	0.5		+2%	
463	Infrared Polariser	0.0	+3%		
464	Evaporative Splitter	0.167	+4%		
465	Infrared Mirror	0.0	+3%		
466	Ultraviolet Filament	0.667	+4%	+2%	
467	Infrared Amplifier	0.5		+2%	
468	Evaporative Splitter	0.0	+3%		
469	Cadmium Amplifier	0.0	+3%		
470	Infrared Filament	0.5	+3%		+2%
471	Cadmium De-limiter	1.0		+2%	+2%
472	Evaporative Refractor	0.333	+5%		
473	Evaporative Refractor	0.0		+1%	
474	Cadmium Oscillator	0.0		+1%	
475	Cadmium Accelerator	1.0		+2%	+2%
476	Evaporative De-limiter	0.0		+1%	
477	Infrared Polariser	0.833	+5%		+2%
478	Infrared Filament	0.0		+1%	
479	Photonic Accelerator	0.5			+2%
480	Ultraviolet Polariser	0.0	+3%		
481	Cadmium Amplifier	0.0	+3%		
482	Cadmium Mirror	0.5		+2%	
483	Photonic Splitter	0.5		+2%	
484	Evaporative Splitter	0.5			+2%
485	Cadmium De-limiter	0.833	+5%		+2%
486	Cadmium Amplifier	0.5		+2%	
487	Ultraviolet Amplifier	0.0	+3%		
488	Evaporative Polariser	0.5		+2%	
489	Infrared Refractor	0.167	+4%	+1%	
490	Cadmium Filament	0.333	+5%		
491	Infrared Oscillator	0.833	+5%		+2%
492	Ultraviolet Oscillator	0.5	+3%	+2%	
493	Evaporative De-limiter	1.0		+2%	+2%
494	Cadmium Accelerator	0.0		+1%	
495	Cadmium Polariser	0.167	+4%		
496	Evaporative Oscillator	0.5			+2%
497	Infrared Refractor	0.5		+2%	
498	Infrared Accelerator	0.5	+3%		+2%
499	Infrared Filament	0.5		+1%	+2%
500	Evaporative Resonator	0.333	+5%		
501	Evaporative Splitter	0.5		+2%	
502	Evaporative Resonator	0.167	+4%		
503	Cadmium Oscillator	0.5			+2%
504	Cadmium Amplifier	0.5			+2%
505	Photonic Mirror	0.0	+3%		
506	Infrared De-limiter	0.167	+4%		
507	Photonic Accelerator	0.5		+1%	+2%
508	Ultraviolet Mirror	0.0		+1%	
509	Evaporative Amplifier	0.5		+2%	
510	Infrared Amplifier	0.667	+4%	+2%	
511	Infrared De-limiter	0.0	+3%		
512	Cadmium Splitter	0.5			+2%
513	Evaporative Resonator	0.167	+4%	+1%	
514	Ultraviolet De-limiter	0.5			+2%
515	Infrared Refractor	0.167	+4%		
516	Evaporative Oscillator	0.5	+3%		+2%
517	Photonic De-limiter	0.0	+3%		
518	Ultraviolet Filament	0.833	+5%		+2%
519	Cadmium Accelerator	0.167	+4%		
520	Cadmium Splitter	0.5			+2%
521	Photonic Filament	0.5			+2%
522	Cadmium Amplifier	0.0	+3%		
523	Photonic Filament	0.167	+4%	+1%	
524	Photonic Splitter	0.5			+2%
525	Ultraviolet Polariser	0.5			+2%
526	Infrared Resonator	0.0	+3%		
527	Infrared Oscillator	0.5	+6%		
528	Ultraviolet De-limiter	0.5			+2%
529	Cadmium Splitter	0.5			+2%
530	Evaporative Filament	0.333	+5%		
531	Photonic Accelerator	1.0		+2%	+2%
532	Photonic Mirror	0.0		+1%	
533	Infrared Filament	0.0		+1%	
534	Infrared Polariser	0.5			+2%
535	Evaporative Oscillator	0.167	+4%		
536	Infrared Resonator	0.167	+4%		
537	Ultraviolet Polariser	0.0		+1%	
538	Cadmium Refractor	0.0	+3%	+1%	
539	Photonic Resonator	0.5	+3%		+2%
540	Ultraviolet Mirror	0.5			+2%
541	Photonic Amplifier	1.0	+6%	+2%	
542	Ultraviolet Accelerator	1.0		+2%	+2%
543	Photonic Filament	0.5	+3%	+2%	
544	Ultraviolet Polariser	0.5			+2%
545	Evaporative Resonator	0.5			+2%
546	Evaporative Splitter	0.5		+1%	+2%
547	Photonic Filament	1.0		+2%	+2%
548	Ultraviolet Filament	0.5			+2%
549	Evaporative Oscillator	0.5			+2%
550	Ultraviolet Accelerator	0.0		+1%	
551	Photonic Polariser	0.5		+2%	
552	Cadmium Resonator	0.5			+2%
553	Evaporative Resonator	0.667	+4%	+2%	
554	Cadmium De-limiter	0.0		+1%	
555	Photonic Splitter	0.5		+2%	
556	Infrared Splitter	0.167	+4%		
557	Infrared Polariser	0.5			+2%
558	Cadmium Amplifier	0.167	+4%		
559	Photonic Amplifier	0.833	+5%	+2%	
560	Evaporative Splitter	0.667	+4%		+2%
561	Evaporative Polariser	0.0	+3%	+1%	
562	Evaporative Oscillator	0.5			+2%
563	Photonic Amplifier	0.5	+3%		+2%
564	Ultraviolet De-limiter	0.167	+4%		
565	Infrared Accelerator	0.5		+2%	
566	Infrared Refractor	0.5			+2%
567	Ultraviolet Splitter	0.667	+4%		+2%
568	Evaporative Refractor	1.0		+2%	+2%
569	Cadmium Refractor	1.0		+2%	+2%
570	Cadmium Resonator	0.5			+2%
571	Evaporative Resonator	0.5			+2%
572	Photonic Resonator	0.333	+5%		
573	Infrared Accelerator	0.5			+2%
574	Evaporative Splitter	1.0		+2%	+2%
575	Cadmium Accelerator	0.0		+1%	
576	Cadmium Resonator	0.5		+1%	+2%
577	Evaporative Resonator	0.5			+2%
578	Cadmium Oscillator	0.5			+2%
579	Ultraviolet Oscillator	0.667	+4%	+2%	
580	Infrared Splitter	0.0		+1%	
581	Evaporative Accelerator	0.667	+4%		+2%
582	Cadmium De-limiter	0.5		+2%	
583	Infrared De-limiter	0.833	+5%	+2%	
584	Infrared Oscillator	0.5			+2%
585	Infrared Oscillator	0.5			+2%
586	Ultraviolet De-limiter	1.0		+2%	+2%
587	Infrared De-limiter	0.0	+3%	+1%	
588	Infrared Refractor	0.5	+6%		
589	Infrared Amplifier	0.5			+2%
590	Evaporative Refractor	0.167	+4%		
591	Ultraviolet Resonator	0.0	+3%		
592	Ultraviolet Filament	0.167	+4%		
593	Evaporative Polariser	0.0		+1%	
594	Ultraviolet Amplifier	0.0	+3%		
595	Infrared Filament	0.667	+4%	+2%	
596	Evaporative Resonator	0.667	+4%		+2%
597	Ultraviolet Resonator	0.667	+4%		+2%
598	Evaporative Polariser	0.833	+5%	+2%	
599	Evaporative Polariser	0.5		+2%	
600	Infrared Resonator	0.5		+1%	+2%
601	Infrared Polariser	0.5			+2%
602	Cadmium Mirror	0.5	+3%		+2%
603	Evaporative Splitter	0.5		+2%	
604	Cadmium Amplifier	0.333	+5%		
605	Ultraviolet Mirror	0.667	+4%		+2%
606	Evaporative Mirror	0.5			+2%
607	Evaporative Polariser	0.667	+4%		+2%
608	Cadmium De-limiter	0.667	+4%		+2%
609	Infrared Refractor	0.0	+3%		
610	Ultraviolet De-limiter	0.5		+2%	
611	Infrared Oscillator	0.5			+2%
612	Evaporative Polariser	0.167	+4%		
613	Infrared Polariser	0.5			+2%
614	Cadmium Resonator	0.5			+2%
615	Infrared Resonator	0.167	+4%		
616	Ultraviolet Resonator	0.5	+3%		+2%
617	Evaporative Oscillator	0.667	+4%		+2%
618	Infrared Refractor	0.167	+4%		
619	Photonic Polariser	0.667	+4%		+2%
620	Ultraviolet Accelerator	1.0		+2%	+2%
621	Cadmium Filament	0.5	+3%	+2%	
622	Ultraviolet Accelerator	0.167	+4%		
623	Cadmium Oscillator	0.667	+4%		+2%
624	Ultraviolet Amplifier	0.5			+2%
625	Cadmium Accelerator	0.667	+4%		+2%
626	Infrared Filament	1.0		+2%	+2%
627	Cadmium Accelerator	0.0		+1%	
628	Photonic Accelerator	0.0		+1%	
