Seed	Name	Perfection	Ship_Armour_Shield_Strength
74	Induction Battery	0.667	+25%
75	Neutron Lattice	0.067	+16%
76	Induction Battery	0.0	+15%
77	Nuclear Padding	0.4	+21%
78	Neutron Battery	0.0	+15%
79	M-Field Shield	1.0	+30%
80	M-Field Polariser	0.133	+17%
81	Neutron Padding	0.533	+23%
82	Induction Buffer	0.667	+25%
83	Induction Polariser	0.4	+21%
84	M-Field Polariser	0.0	+15%
85	Deionised Bulwark	0.133	+17%
86	Nuclear Buffer	0.2	+18%
87	Neutron Lattice	0.267	+19%
88	Deionised Buffer	0.733	+26%
89	Neutron Padding	0.333	+20%
90	Deionised Resonator	1.0	+30%
91	Induction Grafts	0.0	+15%
92	M-Field Resonator	0.067	+16%
93	M-Field Armour	0.267	+19%
94	Nuclear Padding	0.067	+16%
95	M-Field Grafts	0.533	+23%
96	M-Field Lattice	0.067	+16%
97	Neutron Grafts	0.067	+16%
98	Nuclear Resonator	0.267	+19%
99	Deionised Polariser	0.0	+15%
100	Deionised Battery	0.267	+19%
101	M-Field Shield	0.867	+28%
102	Neutron Grafts	0.4	+21%
103	Nuclear Bulwark	0.267	+19%
104	Nuclear Battery	0.067	+16%
105	Nuclear Grafts	0.067	+16%
106	Nuclear Grafts	0.0	+15%
107	Nuclear Buffer	0.6	+24%
108	M-Field Buffer	1.0	+30%
109	Nuclear Bulwark	0.0	+15%
110	Neutron Battery	0.267	+19%
111	Induction Armour	0.4	+21%
112	M-Field Grafts	0.4	+21%
113	Deionised Padding	0.333	+20%
114	Induction Battery	0.067	+16%
115	M-Field Battery	0.0	+15%
116	M-Field Resonator	0.067	+16%
117	Deionised Battery	0.133	+17%
118	M-Field Resonator	0.067	+16%
119	Nuclear Padding	0.0	+15%
120	M-Field Lattice	0.0	+15%
121	M-Field Resonator	0.8	+27%
122	M-Field Padding	0.6	+24%
123	Nuclear Resonator	0.067	+16%
124	Induction Padding	0.467	+22%
125	Neutron Polariser	0.133	+17%
126	Induction Armour	0.867	+28%
127	M-Field Bulwark	0.133	+17%
128	Nuclear Polariser	0.667	+25%
129	Deionised Polariser	0.067	+16%
130	Deionised Resonator	0.0	+15%
131	Nuclear Grafts	1.0	+30%
132	Nuclear Resonator	0.133	+17%
133	Induction Resonator	0.267	+19%
134	M-Field Shield	0.533	+23%
135	Neutron Polariser	0.2	+18%
136	M-Field Battery	0.067	+16%
137	Nuclear Polariser	0.333	+20%
138	M-Field Lattice	0.0	+15%
139	Nuclear Shield	1.0	+30%
140	M-Field Armour	0.533	+23%
141	Induction Buffer	0.4	+21%
142	M-Field Armour	0.2	+18%
143	Deionised Battery	0.267	+19%
144	Nuclear Polariser	0.133	+17%
145	Deionised Bulwark	0.067	+16%
146	Neutron Lattice	0.0	+15%
147	Nuclear Padding	0.333	+20%
148	Deionised Grafts	0.0	+15%
149	Induction Shield	0.0	+15%
150	Deionised Lattice	0.267	+19%
151	Induction Shield	0.6	+24%
152	Induction Grafts	0.0	+15%
153	Deionised Buffer	0.0	+15%
154	Deionised Resonator	0.0	+15%
155	Neutron Resonator	0.333	+20%
156	Induction Padding	0.8	+27%
157	Nuclear Lattice	0.8	+27%
158	Induction Buffer	0.867	+28%
159	Nuclear Grafts	0.2	+18%
160	Induction Grafts	0.867	+28%
161	Induction Padding	0.8	+27%
162	Induction Battery	0.0	+15%
163	M-Field Lattice	0.133	+17%
164	Deionised Grafts	0.533	+23%
165	Nuclear Padding	0.067	+16%
166	Nuclear Battery	0.867	+28%
167	M-Field Buffer	0.067	+16%
168	M-Field Armour	0.333	+20%
169	Deionised Polariser	0.2	+18%
170	Neutron Bulwark	0.8	+27%
171	Neutron Armour	0.333	+20%
172	Induction Bulwark	0.4	+21%
173	M-Field Polariser	1.0	+30%
174	Induction Resonator	0.0	+15%
175	Nuclear Battery	0.467	+22%
176	Deionised Armour	0.0	+15%
177	M-Field Resonator	0.4	+21%
178	Neutron Armour	0.467	+22%
179	Nuclear Polariser	0.0	+15%
180	Deionised Bulwark	0.4	+21%
181	Neutron Polariser	0.267	+19%
182	Neutron Padding	0.0	+15%
183	Nuclear Shield	0.8	+27%
184	Deionised Padding	0.733	+26%
185	Deionised Resonator	1.0	+30%
186	Induction Shield	0.0	+15%
187	Deionised Armour	0.067	+16%
188	Neutron Padding	0.4	+21%
189	M-Field Bulwark	0.0	+15%
190	Neutron Bulwark	0.133	+17%
191	Neutron Lattice	0.067	+16%
192	Neutron Buffer	0.8	+27%
193	Induction Padding	0.8	+27%
194	Deionised Buffer	0.067	+16%
195	M-Field Armour	0.067	+16%
196	Nuclear Armour	0.0	+15%
197	Neutron Resonator	0.133	+17%
198	Neutron Grafts	0.733	+26%
199	Deionised Bulwark	0.067	+16%
200	Neutron Lattice	0.467	+22%
201	Neutron Resonator	0.667	+25%
202	Nuclear Resonator	0.267	+19%
203	Neutron Bulwark	0.867	+28%
204	Neutron Padding	0.0	+15%
205	M-Field Polariser	0.0	+15%
206	Nuclear Bulwark	0.2	+18%
207	Induction Grafts	0.2	+18%
208	Neutron Resonator	0.267	+19%
209	Nuclear Polariser	0.0	+15%
210	Nuclear Lattice	0.467	+22%
211	Nuclear Padding	0.0	+15%
212	M-Field Grafts	0.0	+15%
213	Deionised Bulwark	0.6	+24%
214	Neutron Lattice	0.4	+21%
215	Deionised Polariser	0.333	+20%
216	Induction Buffer	0.067	+16%
217	Neutron Armour	1.0	+30%
218	M-Field Padding	0.0	+15%
219	Neutron Bulwark	0.067	+16%
220	Nuclear Shield	0.0	+15%
221	Deionised Shield	0.2	+18%
222	Nuclear Armour	1.0	+30%
223	Induction Armour	0.0	+15%
224	Deionised Battery	0.0	+15%
225	M-Field Bulwark	0.4	+21%
226	Neutron Battery	0.0	+15%
227	M-Field Shield	0.667	+25%
228	M-Field Buffer	0.533	+23%
229	Neutron Resonator	0.067	+16%
230	Nuclear Shield	0.0	+15%
231	Nuclear Lattice	0.0	+15%
232	M-Field Grafts	0.8	+27%
233	Deionised Shield	0.867	+28%
234	Induction Battery	0.0	+15%
235	M-Field Grafts	0.8	+27%
236	Induction Armour	0.067	+16%
237	Nuclear Bulwark	0.067	+16%
238	Nuclear Padding	0.0	+15%
239	Induction Buffer	0.0	+15%
240	Nuclear Buffer	0.0	+15%
241	Neutron Grafts	0.8	+27%
242	Nuclear Resonator	0.0	+15%
243	Induction Resonator	0.0	+15%
244	Deionised Buffer	0.0	+15%
245	Induction Resonator	0.2	+18%
246	Deionised Armour	0.4	+21%
247	Neutron Buffer	1.0	+30%
248	M-Field Grafts	0.0	+15%
249	Nuclear Battery	0.2	+18%
250	M-Field Battery	0.333	+20%
251	Neutron Grafts	0.333	+20%
252	Induction Shield	0.067	+16%
253	Deionised Bulwark	0.467	+22%
254	Nuclear Armour	0.6	+24%
255	Induction Buffer	0.4	+21%
256	M-Field Bulwark	1.0	+30%
257	M-Field Buffer	0.0	+15%
258	Neutron Battery	0.267	+19%
259	Nuclear Battery	0.4	+21%
260	Nuclear Battery	0.133	+17%
261	M-Field Lattice	0.0	+15%
262	M-Field Grafts	0.2	+18%
263	Nuclear Shield	0.333	+20%
264	M-Field Grafts	0.133	+17%
265	Induction Polariser	0.867	+28%
266	M-Field Battery	0.4	+21%
267	Deionised Lattice	0.0	+15%
268	M-Field Polariser	0.467	+22%
269	Induction Shield	0.133	+17%
270	Nuclear Armour	0.533	+23%
271	M-Field Padding	0.867	+28%
272	Nuclear Polariser	0.067	+16%
273	Nuclear Lattice	0.133	+17%
274	Nuclear Resonator	0.0	+15%
275	Induction Resonator	0.6	+24%
276	Induction Bulwark	0.667	+25%
277	Deionised Polariser	0.133	+17%
278	Induction Lattice	0.933	+29%
279	Neutron Armour	0.467	+22%
280	Deionised Grafts	0.467	+22%
281	Induction Padding	0.467	+22%
282	M-Field Padding	0.0	+15%
283	M-Field Bulwark	0.667	+25%
284	M-Field Padding	0.8	+27%
285	Nuclear Armour	0.133	+17%
286	M-Field Battery	0.0	+15%
287	M-Field Resonator	0.0	+15%
288	M-Field Buffer	0.4	+21%
289	Nuclear Buffer	0.133	+17%
290	Deionised Shield	0.8	+27%
291	Induction Shield	0.333	+20%
292	Deionised Buffer	0.0	+15%
293	Induction Battery	1.0	+30%
294	Deionised Shield	0.333	+20%
295	Deionised Shield	0.133	+17%
296	M-Field Polariser	0.2	+18%
297	Induction Grafts	0.133	+17%
298	Deionised Buffer	0.2	+18%
299	Induction Armour	0.533	+23%
300	Neutron Armour	0.133	+17%
301	Nuclear Battery	0.733	+26%
302	Neutron Bulwark	0.933	+29%
303	Neutron Lattice	0.467	+22%
304	Nuclear Armour	0.0	+15%
305	Induction Polariser	0.067	+16%
306	Induction Bulwark	0.4	+21%
307	Induction Polariser	0.0	+15%
308	Nuclear Buffer	0.0	+15%
309	Neutron Buffer	0.067	+16%
310	Deionised Grafts	0.333	+20%
311	Deionised Padding	0.8	+27%
312	Neutron Padding	0.2	+18%
313	M-Field Battery	0.467	+22%
314	Neutron Grafts	0.333	+20%
315	Induction Padding	0.2	+18%
316	Neutron Bulwark	0.133	+17%
317	M-Field Bulwark	0.2	+18%
318	Deionised Grafts	0.333	+20%
319	M-Field Resonator	0.867	+28%
320	Deionised Shield	0.0	+15%
321	M-Field Grafts	0.133	+17%
322	Deionised Buffer	0.267	+19%
323	Induction Padding	0.533	+23%
324	Deionised Shield	0.267	+19%
325	Neutron Shield	0.2	+18%
326	Neutron Polariser	0.733	+26%
327	Induction Lattice	0.133	+17%
328	Nuclear Battery	0.733	+26%
329	Nuclear Polariser	0.133	+17%
330	Neutron Polariser	0.2	+18%
331	Induction Armour	0.0	+15%
332	Nuclear Shield	1.0	+30%
333	Nuclear Armour	0.667	+25%
334	M-Field Grafts	0.0	+15%
335	Neutron Resonator	0.467	+22%
336	Induction Grafts	0.267	+19%
337	Neutron Buffer	0.467	+22%
338	Deionised Buffer	0.0	+15%
339	M-Field Shield	0.267	+19%
340	Induction Battery	0.4	+21%
341	Deionised Buffer	0.0	+15%
342	Induction Padding	0.733	+26%
343	Nuclear Battery	0.733	+26%
344	Nuclear Lattice	0.133	+17%
345	Induction Padding	0.733	+26%
346	Induction Polariser	0.667	+25%
347	Nuclear Battery	0.133	+17%
348	Nuclear Buffer	0.067	+16%
349	M-Field Resonator	0.0	+15%
350	Neutron Lattice	0.067	+16%
351	Neutron Shield	0.0	+15%
352	Nuclear Polariser	0.467	+22%
353	Nuclear Battery	0.533	+23%
354	Nuclear Padding	0.0	+15%
355	Induction Lattice	0.067	+16%
356	Induction Armour	0.067	+16%
357	Deionised Padding	1.0	+30%
358	M-Field Shield	0.067	+16%
359	M-Field Armour	0.733	+26%
360	Nuclear Bulwark	0.467	+22%
361	M-Field Shield	0.267	+19%
362	Induction Padding	0.2	+18%
363	M-Field Lattice	0.067	+16%
364	Nuclear Battery	0.067	+16%
365	Induction Bulwark	0.533	+23%
366	M-Field Resonator	0.067	+16%
367	Deionised Armour	0.6	+24%
368	Nuclear Battery	0.6	+24%
369	Deionised Shield	0.533	+23%
370	Neutron Grafts	0.4	+21%
371	Deionised Lattice	0.933	+29%
372	Neutron Grafts	0.267	+19%
373	Induction Bulwark	0.333	+20%
374	Deionised Grafts	0.0	+15%
375	Neutron Resonator	0.0	+15%
376	Induction Lattice	0.867	+28%
377	Deionised Lattice	0.2	+18%
378	M-Field Grafts	0.0	+15%
379	M-Field Shield	0.0	+15%
380	Induction Resonator	0.267	+19%
381	Deionised Grafts	0.0	+15%
382	Deionised Polariser	0.0	+15%
383	M-Field Grafts	0.733	+26%
384	M-Field Resonator	0.667	+25%
385	M-Field Bulwark	0.467	+22%
386	Induction Resonator	0.0	+15%
387	Nuclear Buffer	0.0	+15%
388	Nuclear Shield	0.067	+16%
389	Neutron Battery	0.067	+16%
390	M-Field Battery	0.867	+28%
391	Nuclear Grafts	0.267	+19%
392	Deionised Grafts	0.067	+16%
393	Nuclear Shield	0.0	+15%
394	M-Field Grafts	0.8	+27%
395	Nuclear Armour	0.0	+15%
396	M-Field Padding	0.0	+15%
397	Nuclear Lattice	0.0	+15%
398	M-Field Buffer	0.067	+16%
399	Induction Padding	0.067	+16%
400	Induction Armour	1.0	+30%
401	Induction Armour	0.6	+24%
402	Nuclear Grafts	0.0	+15%
403	M-Field Bulwark	0.067	+16%
404	M-Field Bulwark	0.0	+15%
405	Induction Bulwark	0.333	+20%
406	Induction Resonator	1.0	+30%
407	Induction Grafts	0.4	+21%
408	Deionised Polariser	0.533	+23%
409	Nuclear Battery	0.933	+29%
410	Neutron Armour	0.067	+16%
411	Induction Shield	0.2	+18%
412	Deionised Padding	0.067	+16%
413	Nuclear Battery	0.0	+15%
414	Neutron Padding	0.933	+29%
415	M-Field Bulwark	0.6	+24%
416	Nuclear Padding	0.133	+17%
417	Nuclear Polariser	0.067	+16%
418	Deionised Bulwark	0.2	+18%
419	Nuclear Buffer	0.8	+27%
420	Induction Resonator	0.533	+23%
421	M-Field Shield	0.133	+17%
422	M-Field Battery	0.0	+15%
423	Deionised Polariser	0.733	+26%
424	M-Field Lattice	0.0	+15%
425	Induction Resonator	0.8	+27%
426	Induction Battery	0.067	+16%
427	Neutron Shield	0.933	+29%
428	M-Field Grafts	0.267	+19%
429	Nuclear Bulwark	0.6	+24%
430	M-Field Grafts	0.4	+21%
431	Deionised Bulwark	0.067	+16%
432	Induction Buffer	0.0	+15%
433	Induction Padding	0.267	+19%
434	Deionised Lattice	0.0	+15%
435	Nuclear Resonator	0.6	+24%
436	Nuclear Battery	0.6	+24%
437	Nuclear Padding	0.467	+22%
438	M-Field Resonator	0.4	+21%
439	Neutron Buffer	0.067	+16%
440	Deionised Resonator	0.0	+15%
441	Induction Grafts	0.533	+23%
442	Induction Shield	0.067	+16%
443	Deionised Battery	0.4	+21%
444	Neutron Shield	0.0	+15%
445	Neutron Grafts	0.533	+23%
446	Induction Grafts	0.467	+22%
447	Induction Armour	0.6	+24%
448	M-Field Grafts	0.267	+19%
449	Deionised Resonator	1.0	+30%
450	Induction Bulwark	0.0	+15%
451	Neutron Battery	0.0	+15%
452	Deionised Padding	0.333	+20%
453	Neutron Padding	0.067	+16%
454	Deionised Bulwark	0.067	+16%
455	M-Field Armour	0.133	+17%
456	Induction Lattice	0.867	+28%
457	Induction Resonator	0.2	+18%
458	Nuclear Resonator	0.867	+28%
459	Neutron Grafts	0.2	+18%
460	Deionised Buffer	0.067	+16%
461	M-Field Buffer	0.667	+25%
462	Deionised Shield	0.733	+26%
463	Neutron Padding	0.4	+21%
464	M-Field Shield	0.4	+21%
465	Neutron Battery	0.533	+23%
466	Deionised Buffer	0.467	+22%
467	Neutron Lattice	0.0	+15%
468	M-Field Shield	0.333	+20%
469	Nuclear Lattice	0.333	+20%
470	Neutron Buffer	0.2	+18%
471	Nuclear Resonator	0.067	+16%
472	M-Field Polariser	0.4	+21%
473	M-Field Polariser	0.867	+28%
474	Nuclear Armour	0.067	+16%
475	Nuclear Grafts	0.0	+15%
476	M-Field Resonator	0.867	+28%
477	Neutron Padding	0.133	+17%
478	Neutron Buffer	0.933	+29%
479	Induction Grafts	0.333	+20%
480	Deionised Padding	0.267	+19%
481	Nuclear Lattice	0.6	+24%
482	Nuclear Battery	0.0	+15%
483	Induction Shield	0.133	+17%
484	M-Field Shield	0.133	+17%
485	Nuclear Resonator	0.133	+17%
486	Nuclear Lattice	0.067	+16%
487	Deionised Lattice	0.133	+17%
488	M-Field Padding	0.933	+29%
489	Neutron Polariser	0.667	+25%
490	Nuclear Buffer	0.333	+20%
491	Neutron Armour	0.2	+18%
492	Deionised Armour	0.533	+23%
493	M-Field Resonator	0.0	+15%
494	Nuclear Grafts	0.8	+27%
495	Nuclear Padding	0.6	+24%
496	M-Field Armour	0.333	+20%
497	Neutron Polariser	0.067	+16%
498	Neutron Grafts	0.333	+20%
499	Neutron Buffer	0.067	+16%
500	M-Field Bulwark	0.867	+28%
501	M-Field Shield	0.467	+22%
502	M-Field Bulwark	0.533	+23%
503	Nuclear Armour	0.4	+21%
504	Nuclear Lattice	0.267	+19%
505	Induction Battery	0.533	+23%
506	Neutron Resonator	0.867	+28%
507	Induction Grafts	0.0	+15%
508	Deionised Battery	0.467	+22%
509	M-Field Lattice	0.067	+16%
510	Neutron Lattice	0.933	+29%
511	Neutron Resonator	1.0	+30%
512	Nuclear Shield	0.0	+15%
513	M-Field Bulwark	0.667	+25%
514	Deionised Resonator	0.0	+15%
515	Neutron Polariser	0.467	+22%
516	M-Field Armour	0.4	+21%
517	Induction Resonator	0.133	+17%
518	Deionised Buffer	0.267	+19%
519	Nuclear Grafts	1.0	+30%
520	Nuclear Shield	0.0	+15%
521	Induction Buffer	0.2	+18%
522	Nuclear Lattice	0.867	+28%
523	Induction Buffer	0.8	+27%
524	Induction Shield	0.4	+21%
525	Deionised Padding	0.0	+15%
526	Neutron Bulwark	0.733	+26%
527	Neutron Armour	0.133	+17%
528	Deionised Resonator	0.267	+19%
529	Nuclear Shield	0.0	+15%
530	M-Field Buffer	0.667	+25%
531	Induction Grafts	0.0	+15%
532	Induction Battery	0.067	+16%
533	Neutron Buffer	0.733	+26%
534	Neutron Padding	0.067	+16%
535	M-Field Armour	0.267	+19%
536	Neutron Bulwark	0.467	+22%
537	Deionised Padding	0.067	+16%
538	Nuclear Polariser	0.467	+22%
539	Induction Bulwark	0.333	+20%
540	Deionised Battery	0.133	+17%
541	Induction Lattice	0.867	+28%
542	Deionised Grafts	0.067	+16%
543	Induction Buffer	0.8	+27%
544	Deionised Padding	0.067	+16%
545	M-Field Bulwark	0.0	+15%
546	M-Field Shield	0.0	+15%
547	Induction Buffer	0.0	+15%
548	Deionised Buffer	0.2	+18%
549	M-Field Armour	0.4	+21%
550	Deionised Grafts	0.0	+15%
551	Induction Padding	0.0	+15%
552	Nuclear Bulwark	0.0	+15%
553	M-Field Bulwark	0.8	+27%
554	Nuclear Resonator	0.467	+22%
555	Induction Shield	0.733	+26%
556	Neutron Shield	0.333	+20%
557	Neutron Padding	0.0	+15%
558	Nuclear Lattice	1.0	+30%
559	Induction Lattice	0.6	+24%
560	M-Field Shield	0.133	+17%
561	M-Field Padding	0.8	+27%
562	M-Field Armour	0.4	+21%
563	Induction Lattice	0.2	+18%
564	Deionised Resonator	0.2	+18%
565	Neutron Grafts	0.0	+15%
566	Neutron Polariser	0.333	+20%
567	Deionised Shield	0.2	+18%
568	M-Field Polariser	0.133	+17%
569	Nuclear Polariser	0.0	+15%
570	Nuclear Bulwark	0.0	+15%
571	M-Field Bulwark	0.2	+18%
572	Induction Bulwark	0.267	+19%
573	Neutron Grafts	0.467	+22%
574	M-Field Shield	0.0	+15%
575	Nuclear Grafts	0.067	+16%
576	Nuclear Bulwark	0.067	+16%
577	M-Field Bulwark	0.133	+17%
578	Nuclear Armour	0.4	+21%
579	Deionised Armour	0.533	+23%
580	Neutron Shield	0.0	+15%
581	M-Field Grafts	0.333	+20%
582	Nuclear Resonator	0.533	+23%
583	Neutron Resonator	0.533	+23%
584	Neutron Armour	0.067	+16%
585	Neutron Armour	0.333	+20%
586	Deionised Resonator	0.0	+15%
587	Neutron Resonator	0.733	+26%
588	Neutron Polariser	0.267	+19%
589	Neutron Lattice	0.333	+20%
590	M-Field Polariser	0.733	+26%
591	Deionised Bulwark	0.933	+29%
592	Deionised Buffer	0.267	+19%
593	M-Field Padding	0.0	+15%
594	Deionised Lattice	0.667	+25%
595	Neutron Buffer	0.933	+29%
596	M-Field Bulwark	0.4	+21%
597	Deionised Bulwark	0.267	+19%
598	M-Field Padding	0.533	+23%
599	M-Field Padding	0.467	+22%
600	Neutron Bulwark	0.067	+16%
601	Neutron Padding	0.333	+20%
602	Nuclear Battery	0.4	+21%
603	M-Field Shield	0.067	+16%
604	Nuclear Lattice	0.133	+17%
605	Deionised Battery	0.267	+19%
606	M-Field Battery	0.133	+17%
607	M-Field Padding	0.467	+22%
608	Nuclear Resonator	0.2	+18%
609	Neutron Polariser	0.467	+22%
610	Deionised Resonator	0.067	+16%
611	Neutron Armour	0.067	+16%
612	M-Field Padding	0.533	+23%
613	Neutron Padding	0.133	+17%
614	Nuclear Bulwark	0.2	+18%
615	Neutron Bulwark	0.4	+21%
616	Deionised Bulwark	0.2	+18%
617	M-Field Armour	0.133	+17%
618	Neutron Polariser	0.133	+17%
619	Induction Padding	0.2	+18%
620	Deionised Grafts	0.0	+15%
621	Nuclear Buffer	0.667	+25%
622	Deionised Grafts	0.133	+17%
623	Nuclear Armour	0.333	+20%
624	Deionised Lattice	0.0	+15%
625	Nuclear Grafts	0.333	+20%
626	Neutron Buffer	0.0	+15%
627	Nuclear Grafts	1.0	+30%
628	Induction Grafts	0.0	+15%
629	M-Field Bulwark	0.133	+17%
630	M-Field Resonator	0.0	+15%
631	M-Field Padding	0.467	+22%
632	Neutron Grafts	0.0	+15%
633	Induction Padding	0.133	+17%
634	Neutron Padding	0.0	+15%
635	Induction Grafts	0.933	+29%
636	Neutron Polariser	0.2	+18%
637	Induction Battery	0.2	+18%
638	Induction Padding	0.2	+18%
639	M-Field Battery	0.067	+16%
640	Nuclear Armour	0.067	+16%
641	M-Field Padding	0.067	+16%
642	Deionised Padding	0.067	+16%
643	Deionised Buffer	0.933	+29%
644	Neutron Resonator	0.133	+17%
645	Deionised Resonator	0.4	+21%
646	Deionised Shield	0.8	+27%
647	M-Field Buffer	0.0	+15%
648	Nuclear Grafts	0.2	+18%
649	Neutron Grafts	0.0	+15%
650	Nuclear Battery	0.067	+16%
651	M-Field Padding	0.267	+19%
652	M-Field Battery	0.0	+15%
653	Nuclear Resonator	0.8	+27%
654	M-Field Lattice	0.333	+20%
655	M-Field Bulwark	0.2	+18%
656	Deionised Buffer	0.0	+15%
657	Deionised Shield	0.267	+19%
658	Neutron Battery	0.067	+16%
659	Induction Padding	0.067	+16%
660	Induction Polariser	0.667	+25%
661	M-Field Grafts	0.6	+24%
662	Neutron Grafts	0.2	+18%
663	Nuclear Shield	0.0	+15%
664	M-Field Resonator	0.0	+15%
665	Deionised Buffer	0.0	+15%
666	Induction Padding	0.0	+15%
667	M-Field Shield	0.0	+15%
668	Deionised Buffer	0.533	+23%
669	M-Field Lattice	0.467	+22%
670	Deionised Lattice	0.133	+17%
671	Induction Shield	0.067	+16%
672	Nuclear Buffer	0.067	+16%
673	Nuclear Battery	0.667	+25%
674	M-Field Shield	0.267	+19%
675	Induction Grafts	0.067	+16%
676	Deionised Padding	0.4	+21%
677	Neutron Bulwark	0.0	+15%
678	M-Field Buffer	0.067	+16%
679	Induction Buffer	0.067	+16%
680	Neutron Resonator	0.867	+28%
681	Induction Lattice	0.333	+20%
682	M-Field Padding	0.2	+18%
683	Deionised Battery	0.133	+17%
684	Neutron Armour	0.2	+18%
685	Induction Lattice	0.333	+20%
686	Nuclear Grafts	0.4	+21%
687	Nuclear Resonator	0.6	+24%
688	Nuclear Resonator	0.933	+29%
689	Neutron Lattice	0.267	+19%
690	Deionised Shield	0.333	+20%
691	Deionised Resonator	0.0	+15%
692	Induction Battery	0.4	+21%
693	Neutron Padding	0.4	+21%
694	Induction Bulwark	0.6	+24%
695	Induction Battery	0.067	+16%
696	Neutron Buffer	0.467	+22%
697	Nuclear Resonator	0.0	+15%
698	Nuclear Grafts	0.733	+26%
699	Neutron Lattice	0.467	+22%
700	Induction Polariser	0.8	+27%
701	Deionised Battery	0.8	+27%
702	Deionised Buffer	0.0	+15%
703	Neutron Resonator	0.2	+18%
704	M-Field Armour	0.067	+16%
705	Induction Grafts	0.4	+21%
706	Nuclear Shield	0.0	+15%
707	Deionised Shield	0.533	+23%
708	Deionised Polariser	1.0	+30%
709	Nuclear Shield	0.867	+28%
710	Nuclear Padding	0.933	+29%
711	Induction Padding	0.0	+15%
712	Induction Bulwark	0.2	+18%
713	Neutron Polariser	0.333	+20%
714	M-Field Polariser	0.0	+15%
715	Deionised Armour	0.533	+23%
716	Induction Shield	0.0	+15%
717	Deionised Padding	0.333	+20%
718	Deionised Padding	0.0	+15%
719	M-Field Buffer	0.133	+17%
720	Neutron Padding	0.067	+16%
721	Deionised Resonator	0.0	+15%
722	Deionised Resonator	0.0	+15%
723	M-Field Grafts	0.067	+16%
724	Induction Lattice	0.0	+15%
725	Neutron Buffer	0.133	+17%
726	M-Field Shield	0.0	+15%
727	M-Field Polariser	0.533	+23%
728	Neutron Grafts	1.0	+30%
729	Deionised Shield	0.0	+15%
730	Induction Polariser	0.733	+26%
731	M-Field Grafts	0.0	+15%
732	Deionised Armour	0.067	+16%
733	Induction Bulwark	0.333	+20%
734	Deionised Shield	0.4	+21%
735	Neutron Resonator	0.533	+23%
736	Deionised Armour	0.667	+25%
737	M-Field Polariser	0.0	+15%
738	M-Field Polariser	0.4	+21%
739	Induction Armour	0.4	+21%
740	Nuclear Armour	0.067	+16%
741	Induction Shield	0.067	+16%
742	Nuclear Buffer	0.2	+18%
743	M-Field Battery	0.933	+29%
744	Nuclear Padding	0.067	+16%
745	Induction Resonator	0.4	+21%
