sep=,
Seed,Name,Perfection,Ship_Weapons_Guns_Damage,Ship_Weapons_Guns_Rate,Ship_Weapons_Guns_HeatTime
95,Laser Accelerator,0.5,+1%,,
96,Laser Amplifier,0.111,,,+13%
97,Polished Accelerator,0.0,,,+11%
98,Retuned De-limiter,0.833,+1%,,+17%
99,Ionised Refractor,0.125,,+2%,
100,Ionised Mirror,0.611,+1%,,+13%
101,Laser Splitter,0.125,,+2%,
102,Polished Accelerator,0.5,+1%,,
103,Retuned Resonator,0.167,,,+14%
104,Retuned Mirror,0.0,,,+11%
105,Retuned Accelerator,0.125,,+2%,
106,Retuned Accelerator,0.375,,+4%,
107,Retuned Filament,0.5,+1%,,
108,Laser Filament,0.125,,+2%,
109,Retuned Resonator,0.236,,+2%,+13%
110,Polished Mirror,0.5,+1%,,+11%
111,Fibre Optic Oscillator,0.889,+1%,,+18%
112,Laser Accelerator,0.5,+1%,,
113,Ionised Polariser,0.167,,,+14%
114,Fibre Optic Mirror,0.0,,,+11%
115,Laser Mirror,0.5,,+5%,
116,Laser De-limiter,0.25,,+3%,
117,Ionised Mirror,0.0,,,+11%
118,Laser De-limiter,0.0,,,+11%
119,Retuned Polariser,0.444,,,+19%
120,Laser Amplifier,0.125,,+2%,
121,Laser De-limiter,0.625,+1%,+2%,
122,Laser Polariser,0.375,,+4%,
123,Retuned De-limiter,0.486,,+4%,+13%
124,Fibre Optic Polariser,0.125,,+2%,
125,Polished Refractor,0.111,,,+13%
126,Fibre Optic Oscillator,0.5,+1%,,
127,Laser Resonator,0.0,,,+11%
128,Retuned Refractor,0.5,+1%,,
129,Ionised Refractor,0.486,,+4%,+13%
130,Ionised De-limiter,0.5,,+5%,
131,Retuned Accelerator,0.75,+1%,+3%,
132,Retuned De-limiter,0.0,,,+11%
133,Fibre Optic De-limiter,0.111,,,+13%
134,Laser Splitter,0.5,+1%,,
135,Polished Refractor,0.389,,,+18%
136,Laser Mirror,1.0,,+5%,+20%
137,Retuned Refractor,0.5,+1%,,
138,Laser Amplifier,0.5,,+5%,
139,Retuned Splitter,0.5,,+5%,
140,Laser Oscillator,0.5,+1%,,
141,Fibre Optic Filament,0.5,+1%,,
142,Laser Oscillator,0.0,,,+11%
143,Ionised Mirror,0.5,+1%,,
144,Retuned Refractor,0.375,,+4%,
145,Ionised Resonator,0.333,,,+17%
146,Polished Amplifier,0.375,,+4%,
147,Retuned Polariser,0.5,+1%,,
148,Ionised Accelerator,0.25,,+3%,
149,Fibre Optic Splitter,0.444,,,+19%
150,Ionised Amplifier,0.5,+1%,,
151,Fibre Optic Splitter,0.125,,+2%,
152,Fibre Optic Accelerator,0.056,,,+12%
153,Ionised Filament,0.25,,+3%,
154,Ionised De-limiter,0.0,,,+11%
155,Polished De-limiter,0.5,+1%,,
156,Fibre Optic Polariser,0.25,,+3%,
157,Retuned Amplifier,0.75,+1%,+3%,
158,Fibre Optic Filament,0.5,,+5%,
159,Retuned Accelerator,0.0,,,+11%
160,Fibre Optic Accelerator,0.5,+1%,,
161,Fibre Optic Polariser,0.625,+1%,+2%,
162,Fibre Optic Mirror,0.25,,+3%,
163,Laser Amplifier,0.5,+1%,,
164,Ionised Accelerator,0.625,+1%,+2%,
165,Retuned Polariser,0.222,,,+15%
166,Retuned Mirror,0.625,+1%,+2%,
167,Laser Filament,0.111,,,+13%
168,Laser Oscillator,0.389,,,+18%
169,Ionised Refractor,0.278,,,+16%
170,Polished Resonator,0.625,+1%,+2%,
171,Polished Oscillator,0.278,,,+16%
172,Fibre Optic Resonator,0.056,,,+12%
173,Laser Refractor,0.5,+1%,,
174,Fibre Optic De-limiter,0.125,,+2%,+11%
175,Retuned Mirror,0.125,,+2%,
176,Ionised Oscillator,0.389,,,+18%
177,Laser De-limiter,0.5,+1%,,
178,Polished Oscillator,0.625,+1%,+2%,
179,Retuned Refractor,0.125,,+2%,
180,Ionised Resonator,0.5,+1%,,
181,Polished Refractor,0.778,+1%,,+16%
182,Polished Polariser,0.625,,+2%,+20%
183,Retuned Splitter,0.625,+1%,+2%,
184,Ionised Polariser,0.5,+1%,,
185,Ionised De-limiter,0.5,+1%,,
186,Fibre Optic Splitter,0.5,,+5%,
187,Ionised Oscillator,0.361,,+3%,+13%
188,Polished Polariser,0.944,+1%,,+19%
189,Laser Resonator,0.181,,+2%,+12%
190,Polished Resonator,0.5,+1%,,+11%
191,Polished Amplifier,0.125,,+2%,
192,Polished Filament,0.875,+1%,+4%,
193,Fibre Optic Polariser,1.0,+1%,+5%,
194,Ionised Filament,0.375,,+4%,
195,Laser Oscillator,0.333,,,+17%
196,Retuned Oscillator,0.125,,+2%,
197,Polished De-limiter,0.0,,,+11%
198,Polished Accelerator,0.125,,+2%,
199,Ionised Resonator,0.528,,+3%,+16%
200,Polished Amplifier,0.125,,+2%,
201,Polished De-limiter,0.5,+1%,,
202,Retuned De-limiter,0.111,,,+13%
203,Polished Resonator,0.5,+1%,,
204,Polished Polariser,0.222,,,+15%
205,Laser Refractor,0.278,,,+16%
206,Retuned Resonator,0.222,,,+15%
207,Fibre Optic Accelerator,0.5,+1%,,
208,Polished De-limiter,0.5,+1%,,+11%
209,Retuned Refractor,0.5,,+5%,+11%
210,Retuned Amplifier,0.333,,,+17%
211,Retuned Polariser,0.0,,,+11%
212,Laser Accelerator,0.056,,,+12%
213,Ionised Resonator,0.125,,+2%,
214,Polished Amplifier,0.0,,,+11%
215,Ionised Refractor,0.5,+1%,,
216,Fibre Optic Filament,0.375,,+4%,
217,Polished Oscillator,0.125,,+2%,
218,Laser Polariser,0.125,,+2%,
219,Polished Resonator,0.542,,+4%,+14%
220,Retuned Splitter,0.5,,,+20%
221,Ionised Splitter,0.278,,,+16%
222,Retuned Oscillator,0.625,+1%,+2%,
223,Fibre Optic Oscillator,0.125,,+2%,
224,Ionised Mirror,0.167,,,+14%
225,Laser Resonator,0.0,,,+11%
226,Polished Mirror,0.236,,+2%,+13%
227,Laser Splitter,1.0,+1%,+5%,
228,Laser Filament,1.0,+1%,+5%,
229,Polished De-limiter,0.056,,,+12%
230,Retuned Splitter,0.125,,+2%,
231,Retuned Amplifier,0.167,,,+14%
232,Laser Accelerator,0.5,+1%,,
233,Ionised Splitter,0.25,,+3%,
234,Fibre Optic Mirror,0.611,,+5%,+13%
235,Laser Accelerator,0.5,+1%,,
236,Fibre Optic Oscillator,0.0,,,+11%
237,Retuned Resonator,0.222,,,+15%
238,Retuned Polariser,0.25,,+3%,+11%
239,Fibre Optic Filament,0.167,,,+14%
240,Retuned Filament,0.444,,,+19%
241,Polished Accelerator,0.125,,+2%,
242,Retuned De-limiter,0.125,,+2%,
243,Fibre Optic De-limiter,0.389,,,+18%
244,Ionised Filament,0.125,,+2%,
245,Fibre Optic De-limiter,0.5,+1%,,
246,Ionised Oscillator,0.5,,,+20%
247,Polished Filament,0.75,+1%,+3%,
248,Laser Accelerator,0.292,,+2%,+14%
249,Retuned Mirror,0.5,+1%,,
250,Laser Mirror,0.611,+1%,,+13%
251,Polished Accelerator,0.056,,,+12%
252,Fibre Optic Splitter,0.111,,,+13%
253,Ionised Resonator,0.875,+1%,+4%,
254,Retuned Oscillator,0.5,+1%,,
255,Fibre Optic Filament,0.556,+1%,,+12%
256,Laser Resonator,0.625,+1%,+2%,
257,Laser Filament,0.125,,+2%,
258,Polished Mirror,0.389,,,+18%
259,Retuned Mirror,0.5,+1%,,+11%
260,Retuned Mirror,0.5,+1%,,
261,Laser Amplifier,0.5,,+5%,
262,Laser Accelerator,0.0,,,+11%
263,Retuned Splitter,0.5,+1%,,+11%
264,Laser Accelerator,0.444,,,+19%
265,Fibre Optic Refractor,0.75,+1%,+3%,
266,Laser Mirror,0.611,+1%,,+13%
267,Ionised Amplifier,0.125,,+2%,
268,Laser Refractor,0.5,+1%,,
269,Fibre Optic Splitter,0.778,+1%,,+16%
270,Retuned Oscillator,0.125,,+2%,
271,Laser Polariser,0.125,,+2%,
272,Retuned Refractor,0.278,,,+16%
273,Retuned Amplifier,0.611,+1%,,+13%
274,Retuned De-limiter,0.375,,+4%,
275,Fibre Optic De-limiter,0.5,+1%,,
276,Fibre Optic Resonator,0.875,+1%,+4%,
277,Ionised Refractor,0.056,,,+12%
278,Fibre Optic Amplifier,0.625,+1%,+2%,
279,Polished Oscillator,0.5,+1%,,
280,Ionised Accelerator,0.625,+1%,+2%,
281,Fibre Optic Polariser,0.625,+1%,+2%,
282,Laser Polariser,0.25,,+3%,+11%
283,Laser Resonator,0.5,+1%,,
284,Laser Polariser,0.5,+1%,,
285,Retuned Oscillator,0.5,+1%,,
286,Laser Mirror,0.111,,,+13%
287,Laser De-limiter,0.375,,+4%,
288,Laser Filament,0.5,+1%,,
289,Retuned Filament,0.5,+1%,,
290,Ionised Splitter,0.125,,+2%,
291,Fibre Optic Splitter,0.5,+1%,,
292,Ionised Filament,0.611,,+5%,+13%
293,Fibre Optic Mirror,0.75,+1%,+3%,
294,Ionised Splitter,0.667,+1%,,+14%
295,Ionised Splitter,0.889,+1%,,+18%
296,Laser Refractor,0.5,+1%,,+11%
297,Fibre Optic Accelerator,0.5,+1%,,+11%
298,Ionised Filament,0.111,,,+13%
299,Fibre Optic Oscillator,0.125,,+2%,
300,Polished Oscillator,0.5,+1%,,+11%
301,Retuned Mirror,1.0,+1%,+5%,
302,Polished Resonator,0.625,+1%,+2%,
303,Polished Amplifier,0.125,,+2%,
304,Retuned Oscillator,0.5,,+5%,
305,Fibre Optic Refractor,0.0,,,+11%
306,Fibre Optic Resonator,0.5,+1%,,
307,Fibre Optic Refractor,0.778,,+5%,+16%
308,Retuned Filament,0.25,,+3%,
309,Polished Filament,0.125,,+2%,
310,Ionised Accelerator,0.056,,,+12%
311,Ionised Polariser,0.5,+1%,,
312,Polished Polariser,0.5,+1%,,
313,Laser Mirror,0.5,+1%,,
314,Polished Accelerator,0.5,+1%,,
315,Fibre Optic Polariser,0.5,+1%,,
316,Polished Resonator,0.667,+1%,,+14%
317,Laser Resonator,0.944,+1%,,+19%
318,Ionised Accelerator,0.5,+1%,,
319,Laser De-limiter,0.75,+1%,+3%,
320,Ionised Splitter,0.056,,,+12%
321,Laser Accelerator,0.5,+1%,,+11%
322,Ionised Filament,0.111,,,+13%
323,Fibre Optic Polariser,0.625,+1%,+2%,
324,Ionised Splitter,0.5,+1%,,
325,Polished Splitter,0.5,+1%,,+11%
326,Polished Refractor,0.25,,+3%,
327,Fibre Optic Amplifier,0.556,+1%,,+12%
328,Retuned Mirror,0.25,,+3%,
329,Retuned Refractor,0.0,,,+11%
330,Polished Refractor,0.0,,,+11%
331,Fibre Optic Oscillator,0.167,,,+14%
332,Retuned Splitter,0.25,,+3%,
333,Retuned Oscillator,0.5,,+5%,
334,Laser Accelerator,0.25,,+3%,
335,Polished De-limiter,0.75,+1%,+3%,
336,Fibre Optic Accelerator,0.5,+1%,,
337,Polished Filament,0.375,,+4%,
338,Ionised Filament,0.25,,+3%,
339,Laser Splitter,0.389,,,+18%
340,Fibre Optic Mirror,0.5,+1%,,+11%
341,Ionised Filament,0.056,,,+12%
342,Fibre Optic Polariser,0.875,+1%,+4%,
343,Retuned Mirror,0.125,,+2%,
344,Retuned Amplifier,0.556,+1%,,+12%
345,Fibre Optic Polariser,0.5,+1%,,
346,Fibre Optic Refractor,0.625,+1%,+2%,
347,Retuned Mirror,0.5,+1%,,
348,Retuned Filament,0.403,,+2%,+16%
349,Laser De-limiter,0.944,,+5%,+19%
350,Polished Amplifier,0.125,,+2%,+11%
351,Polished Splitter,0.25,,+3%,
352,Retuned Refractor,0.125,,+2%,
353,Retuned Mirror,0.25,,+3%,
354,Retuned Polariser,0.056,,,+12%
355,Fibre Optic Amplifier,0.472,,+3%,+15%
356,Fibre Optic Oscillator,0.278,,,+16%
357,Ionised Polariser,0.5,+1%,,
358,Laser Splitter,0.125,,+2%,
359,Laser Oscillator,0.25,,+3%,
360,Retuned Resonator,0.056,,,+12%
361,Laser Splitter,0.722,+1%,,+15%
362,Fibre Optic Polariser,0.222,,,+15%
363,Laser Amplifier,0.375,,+4%,+11%
364,Retuned Mirror,0.764,,+4%,+18%
365,Fibre Optic Resonator,0.5,+1%,,
366,Laser De-limiter,0.375,,+4%,+11%
367,Ionised Oscillator,0.125,,+2%,
368,Retuned Mirror,0.5,,+5%,
369,Ionised Splitter,0.125,,+2%,
370,Polished Accelerator,0.556,+1%,,+12%
371,Ionised Amplifier,0.5,+1%,,
372,Polished Accelerator,0.5,+1%,,
373,Fibre Optic Resonator,0.5,+1%,,+11%
374,Ionised Accelerator,0.125,,+2%,
375,Polished De-limiter,0.111,,,+13%
376,Fibre Optic Amplifier,0.25,,+3%,
377,Ionised Amplifier,0.5,+1%,,+11%
378,Laser Accelerator,0.0,,,+11%
379,Laser Splitter,0.444,,,+19%
380,Fibre Optic De-limiter,0.0,,,+11%
381,Ionised Accelerator,0.111,,,+13%
382,Ionised Refractor,0.111,,,+13%
383,Laser Accelerator,0.25,,+3%,
384,Laser De-limiter,0.125,,+2%,
385,Laser Resonator,0.375,,+4%,
386,Fibre Optic De-limiter,0.5,,+5%,+11%
387,Retuned Filament,0.444,,,+19%
388,Retuned Splitter,0.0,,,+11%
389,Polished Mirror,0.278,,,+16%
390,Laser Mirror,0.125,,+2%,
391,Retuned Accelerator,0.167,,,+14%
392,Ionised Accelerator,0.333,,,+17%
393,Retuned Splitter,0.375,,+4%,
394,Laser Accelerator,0.625,+1%,+2%,
395,Retuned Oscillator,0.375,,+4%,
396,Laser Polariser,0.125,,+2%,
397,Retuned Amplifier,0.431,,+4%,+12%
398,Laser Filament,0.25,,+3%,
399,Fibre Optic Polariser,0.944,,+5%,+19%
400,Fibre Optic Oscillator,0.625,+1%,+2%,
401,Fibre Optic Oscillator,0.875,+1%,+4%,
402,Retuned Accelerator,0.0,,,+11%
403,Laser Resonator,0.222,,,+15%
404,Laser Resonator,0.125,,+2%,
405,Fibre Optic Resonator,0.5,+1%,,
406,Fibre Optic De-limiter,0.25,,+3%,
407,Fibre Optic Accelerator,0.5,+1%,,
408,Ionised Refractor,0.5,,+5%,
409,Retuned Mirror,0.625,+1%,+2%,
410,Polished Oscillator,0.25,,+3%,+11%
411,Fibre Optic Splitter,0.389,,,+18%
412,Ionised Polariser,0.333,,,+17%
413,Retuned Mirror,0.25,,+3%,
414,Polished Polariser,0.75,+1%,+3%,
415,Laser Resonator,0.375,,+4%,
416,Retuned Polariser,0.5,+1%,,+11%
417,Retuned Refractor,0.361,,+3%,+13%
418,Ionised Resonator,0.5,+1%,,
419,Retuned Filament,0.25,,+3%,
420,Fibre Optic De-limiter,0.875,+1%,+4%,
421,Laser Splitter,0.167,,,+14%
422,Laser Mirror,0.5,,+5%,+11%
423,Ionised Refractor,0.625,+1%,+2%,
424,Laser Amplifier,0.111,,,+13%
425,Fibre Optic De-limiter,0.625,+1%,+2%,
426,Fibre Optic Mirror,0.333,,,+17%
427,Polished Splitter,1.0,+1%,+5%,
428,Laser Accelerator,0.5,+1%,,+11%
429,Retuned Resonator,0.5,+1%,,
430,Laser Accelerator,0.5,+1%,,
431,Ionised Resonator,0.375,,+4%,
432,Fibre Optic Filament,0.111,,,+13%
433,Fibre Optic Polariser,0.167,,,+14%
434,Ionised Amplifier,0.528,,+3%,+16%
435,Retuned De-limiter,0.5,+1%,,
436,Retuned Mirror,0.5,+1%,,
437,Retuned Polariser,0.5,+1%,,
438,Laser De-limiter,0.556,+1%,,+12%
439,Polished Filament,0.125,,+2%,
440,Ionised De-limiter,0.056,,,+12%
441,Fibre Optic Accelerator,0.75,+1%,+3%,
442,Fibre Optic Splitter,0.569,,+2%,+19%
443,Ionised Mirror,0.5,+1%,,
444,Polished Splitter,0.375,,+4%,
445,Polished Accelerator,0.125,,+2%,
446,Fibre Optic Accelerator,0.25,,+3%,
447,Fibre Optic Oscillator,0.125,,+2%,
448,Laser Accelerator,0.389,,,+18%
449,Ionised De-limiter,0.25,,+3%,
450,Fibre Optic Resonator,0.125,,+2%,
451,Polished Mirror,0.333,,,+17%
452,Ionised Polariser,0.5,+1%,,+11%
453,Polished Polariser,0.167,,,+14%
454,Ionised Resonator,0.5,,+5%,
455,Laser Oscillator,0.5,+1%,,
456,Fibre Optic Amplifier,0.625,+1%,+2%,
457,Fibre Optic De-limiter,0.278,,,+16%
458,Retuned De-limiter,0.625,+1%,+2%,
459,Polished Accelerator,0.222,,,+15%
460,Ionised Filament,0.333,,,+17%
461,Laser Filament,0.5,+1%,,
462,Ionised Splitter,0.375,,+4%,
463,Polished Polariser,0.5,+1%,,
464,Laser Splitter,0.5,+1%,,
465,Polished Mirror,0.5,+1%,,
466,Ionised Filament,0.875,+1%,+4%,
467,Polished Amplifier,0.5,,+5%,
468,Laser Splitter,0.5,+1%,,
469,Retuned Amplifier,0.5,+1%,,
470,Polished Filament,0.778,+1%,,+16%
471,Retuned De-limiter,0.875,,+4%,+20%
472,Laser Refractor,0.5,+1%,,
473,Laser Refractor,0.125,,+2%,
474,Retuned Oscillator,0.125,,+2%,
475,Retuned Accelerator,0.653,,+4%,+16%
476,Laser De-limiter,0.125,,+2%,
477,Polished Polariser,0.5,+1%,,+11%
478,Polished Filament,0.125,,+2%,
479,Fibre Optic Accelerator,0.222,,,+15%
480,Ionised Polariser,0.5,+1%,,
481,Retuned Amplifier,0.5,+1%,,
482,Retuned Mirror,0.5,,+5%,
483,Fibre Optic Splitter,0.25,,+3%,
484,Laser Splitter,0.0,,,+11%
485,Retuned De-limiter,0.5,+1%,,+11%
486,Retuned Amplifier,0.5,,+5%,
487,Ionised Amplifier,0.5,+1%,,
488,Laser Polariser,0.375,,+4%,
489,Polished Refractor,0.625,+1%,+2%,
490,Retuned Filament,0.5,+1%,,
491,Polished Oscillator,0.5,+1%,,+11%
492,Ionised Oscillator,1.0,+1%,+5%,
493,Laser De-limiter,0.375,,+4%,+11%
494,Retuned Accelerator,0.25,,+3%,
495,Retuned Polariser,0.5,+1%,,
496,Laser Oscillator,0.0,,,+11%
497,Polished Refractor,0.5,,+5%,
498,Polished Accelerator,0.5,+1%,,+11%
499,Polished Filament,0.181,,+2%,+12%
500,Laser Resonator,0.5,+1%,,
501,Laser Splitter,0.5,,+5%,
502,Laser Resonator,0.5,+1%,,
503,Retuned Oscillator,0.111,,,+13%
504,Retuned Amplifier,0.0,,,+11%
505,Fibre Optic Mirror,0.5,+1%,,
506,Polished De-limiter,0.5,+1%,,
507,Fibre Optic Accelerator,0.236,,+2%,+13%
508,Ionised Mirror,0.25,,+3%,
509,Laser Amplifier,0.375,,+4%,
510,Polished Amplifier,0.875,+1%,+4%,
511,Polished De-limiter,0.5,+1%,,
512,Retuned Splitter,0.0,,,+11%
513,Laser Resonator,0.75,+1%,+3%,
514,Ionised De-limiter,0.5,,,+20%
515,Polished Refractor,0.5,+1%,,
516,Laser Oscillator,0.5,+1%,,+11%
517,Fibre Optic De-limiter,0.5,+1%,,
518,Ionised Filament,0.556,+1%,,+12%
519,Retuned Accelerator,0.5,+1%,,
520,Retuned Splitter,0.444,,,+19%
521,Fibre Optic Filament,0.444,,,+19%
522,Retuned Amplifier,0.5,+1%,,
523,Fibre Optic Filament,0.625,+1%,+2%,
524,Fibre Optic Splitter,0.167,,,+14%
525,Ionised Polariser,0.222,,,+15%
526,Polished Resonator,0.5,+1%,,
527,Polished Oscillator,0.5,+1%,,
528,Ionised De-limiter,0.222,,,+15%
529,Retuned Splitter,0.278,,,+16%
530,Laser Filament,0.5,+1%,,
531,Fibre Optic Accelerator,0.5,,+5%,+11%
532,Fibre Optic Mirror,0.25,,+3%,
533,Polished Filament,0.125,,+2%,
534,Polished Polariser,0.0,,,+11%
535,Laser Oscillator,0.5,+1%,,
536,Polished Resonator,0.5,+1%,,
537,Ionised Polariser,0.125,,+2%,
538,Retuned Refractor,0.75,+1%,+3%,
539,Fibre Optic Resonator,0.722,+1%,,+15%
540,Ionised Mirror,0.0,,,+11%
541,Fibre Optic Amplifier,0.875,+1%,+4%,
542,Ionised Accelerator,0.375,,+4%,+11%
543,Fibre Optic Filament,0.75,+1%,+3%,
544,Ionised Polariser,0.278,,,+16%
545,Laser Resonator,0.0,,,+11%
546,Laser Splitter,0.236,,+2%,+13%
547,Fibre Optic Filament,0.819,,+4%,+19%
548,Ionised Filament,0.444,,,+19%
549,Laser Oscillator,0.333,,,+17%
550,Ionised Accelerator,0.125,,+2%,
551,Fibre Optic Polariser,0.5,,+5%,
552,Retuned Resonator,0.222,,,+15%
553,Laser Resonator,1.0,+1%,+5%,
554,Retuned De-limiter,0.125,,+2%,
555,Fibre Optic Splitter,0.375,,+4%,
556,Polished Splitter,0.5,+1%,,
557,Polished Polariser,0.0,,,+11%
558,Retuned Amplifier,0.5,+1%,,
559,Fibre Optic Amplifier,1.0,+1%,+5%,
560,Laser Splitter,0.5,+1%,,+11%
561,Laser Polariser,0.625,+1%,+2%,
562,Laser Oscillator,0.056,,,+12%
563,Fibre Optic Amplifier,0.5,+1%,,+11%
564,Ionised De-limiter,0.5,+1%,,
565,Polished Accelerator,0.25,,+3%,
566,Polished Refractor,0.111,,,+13%
567,Ionised Splitter,0.611,+1%,,+13%
568,Laser Refractor,0.75,,+3%,+20%
569,Retuned Refractor,0.486,,+4%,+13%
570,Retuned Resonator,0.222,,,+15%
571,Laser Resonator,0.278,,,+16%
572,Fibre Optic Resonator,0.5,+1%,,
573,Polished Accelerator,0.278,,,+16%
574,Laser Splitter,0.611,,+5%,+13%
575,Retuned Accelerator,0.125,,+2%,
576,Retuned Resonator,0.292,,+2%,+14%
577,Laser Resonator,0.0,,,+11%
578,Retuned Oscillator,0.333,,,+17%
579,Ionised Oscillator,1.0,+1%,+5%,
580,Polished Splitter,0.25,,+3%,
581,Laser Accelerator,0.5,+1%,,+11%
582,Retuned De-limiter,0.375,,+4%,
583,Polished De-limiter,0.75,+1%,+3%,
584,Polished Oscillator,0.0,,,+11%
585,Polished Oscillator,0.111,,,+13%
586,Ionised De-limiter,0.486,,+4%,+13%
587,Polished De-limiter,0.625,+1%,+2%,
588,Polished Refractor,0.5,+1%,,
589,Polished Amplifier,0.167,,,+14%
590,Laser Refractor,0.5,+1%,,
591,Ionised Resonator,0.5,+1%,,
592,Ionised Filament,0.5,+1%,,
593,Laser Polariser,0.125,,+2%,
594,Ionised Amplifier,0.5,+1%,,
595,Polished Filament,1.0,+1%,+5%,
596,Laser Resonator,0.611,+1%,,+13%
597,Ionised Resonator,0.889,+1%,,+18%
598,Laser Polariser,1.0,+1%,+5%,
599,Laser Polariser,0.25,,+3%,
600,Polished Resonator,0.292,,+2%,+14%
601,Polished Polariser,0.0,,,+11%
602,Retuned Mirror,0.667,+1%,,+14%
603,Laser Splitter,0.375,,+4%,
604,Retuned Amplifier,0.5,+1%,,
605,Ionised Mirror,0.889,+1%,,+18%
606,Laser Mirror,0.111,,,+13%
607,Laser Polariser,0.722,+1%,,+15%
608,Retuned De-limiter,1.0,+1%,,+20%
609,Polished Refractor,0.5,+1%,,
610,Ionised De-limiter,0.375,,+4%,
611,Polished Oscillator,0.056,,,+12%
612,Laser Polariser,0.5,+1%,,
613,Polished Polariser,0.111,,,+13%
614,Retuned Resonator,0.167,,,+14%
615,Polished Resonator,0.5,+1%,,
616,Ionised Resonator,0.611,+1%,,+13%
617,Laser Oscillator,0.5,+1%,,+11%
618,Polished Refractor,0.5,+1%,,
619,Fibre Optic Polariser,0.5,+1%,,+11%
620,Ionised Accelerator,0.667,,+5%,+14%
