sep=,
Seed,Name,Perfection,Ship_Weapons_Guns_Damage,Ship_Weapons_Guns_Rate,Ship_Weapons_Guns_HeatTime
50,Positron Splitter,0.0,+5%,+2%,
51,UHF Polariser,0.333,,+2%,+3%
52,Positron Mirror,0.333,,+2%,+3%
53,UHF Accelerator,0.667,,+3%,+3%
54,UHF Filament,0.5,+6%,+2%,+3%
55,UHF Polariser,0.667,+7%,+2%,+3%
56,UHF Oscillator,0.5,+6%,,+3%
57,Indium De-limiter,0.167,+6%,+2%,
58,Chrono Splitter,0.167,+6%,+2%,
59,Emeril Polariser,0.333,,+2%,+3%
60,Emeril Filament,0.167,+6%,+2%,
61,Indium De-limiter,0.333,+5%,,+3%
62,Indium Mirror,0.333,+5%,+3%,
63,UHF Refractor,0.333,+5%,,+3%
64,UHF De-limiter,0.167,+6%,+2%,
65,Positron Mirror,0.667,+7%,,+3%
66,Chrono Refractor,0.333,+7%,+2%,
67,Positron Polariser,0.0,+5%,+2%,
68,Positron Accelerator,0.333,+5%,,+3%
69,Chrono Polariser,0.333,+5%,+2%,+3%
70,Chrono De-limiter,0.333,+5%,,+3%
71,Emeril Oscillator,0.333,,+2%,+3%
72,Chrono Resonator,0.333,,+2%,+3%
73,Chrono Splitter,0.333,,+2%,+3%
74,Positron Mirror,0.0,+5%,+2%,
75,Chrono Amplifier,0.667,,+3%,+3%
76,Positron Mirror,0.667,,+3%,+3%
77,Emeril Polariser,0.333,+5%,+2%,+3%
78,Chrono Mirror,0.333,,+2%,+3%
79,Indium Splitter,0.333,+5%,+2%,+3%
80,Indium Refractor,0.333,+5%,,+3%
81,Chrono Polariser,0.0,+5%,+2%,
82,Positron Filament,0.167,+6%,+2%,
83,Positron Refractor,0.667,+7%,,+3%
84,Indium Refractor,0.333,,+2%,+3%
85,UHF Resonator,0.333,+5%,,+3%
86,Emeril Filament,0.333,+5%,,+3%
87,Chrono Amplifier,0.5,+6%,+2%,+3%
88,UHF Filament,0.333,+5%,+2%,+3%
89,Chrono Polariser,0.333,+5%,,+3%
90,UHF De-limiter,0.333,+7%,+2%,
91,Positron Accelerator,0.333,,+2%,+3%
92,Indium De-limiter,0.333,,+2%,+3%
93,Indium Oscillator,0.333,+5%,,+3%
94,Emeril Polariser,0.333,,+2%,+3%
95,Indium Accelerator,0.333,+7%,+2%,
96,Indium Amplifier,0.333,,+2%,+3%
97,Chrono Accelerator,0.333,,+2%,+3%
98,Emeril De-limiter,0.5,+6%,+2%,+3%
99,UHF Refractor,0.333,,+2%,+3%
100,UHF Mirror,0.667,+7%,+2%,+3%
101,Indium Splitter,0.0,+5%,+2%,
102,Chrono Accelerator,0.667,+7%,,+3%
103,Emeril Resonator,0.333,+5%,,+3%
104,Emeril Mirror,0.333,,+2%,+3%
105,Emeril Accelerator,0.333,,+2%,+3%
106,Emeril Accelerator,0.333,,+2%,+3%
107,Emeril Filament,0.167,+6%,+2%,
108,Indium Filament,0.0,+5%,+2%,
109,Emeril Resonator,0.333,+5%,+2%,+3%
110,Chrono Mirror,0.333,+5%,+2%,+3%
111,Positron Oscillator,0.5,+6%,+2%,+3%
112,Indium Accelerator,0.5,+6%,,+3%
113,UHF Polariser,0.5,+6%,,+3%
114,Positron Mirror,0.333,,+2%,+3%
115,Indium Mirror,0.667,,+3%,+3%
116,Indium De-limiter,0.333,,+2%,+3%
117,UHF Mirror,0.333,+5%,,+3%
118,Indium De-limiter,0.667,,+3%,+3%
119,Emeril Polariser,0.667,,+3%,+3%
120,Indium Amplifier,0.333,,+2%,+3%
121,Indium De-limiter,0.333,+5%,+2%,+3%
122,Indium Polariser,0.0,+5%,+2%,
123,Emeril De-limiter,0.333,+5%,+2%,+3%
124,Positron Polariser,0.0,+5%,+2%,
125,Chrono Refractor,0.667,+7%,,+3%
126,Positron Oscillator,0.5,+6%,+3%,
127,Indium Resonator,0.5,+6%,,+3%
128,Emeril Refractor,0.0,+5%,+2%,
129,UHF Refractor,0.333,+5%,+2%,+3%
130,UHF De-limiter,0.667,,+3%,+3%
131,Emeril Accelerator,0.333,+5%,+2%,+3%
132,Emeril De-limiter,0.5,+6%,,+3%
133,Positron De-limiter,0.333,+5%,,+3%
134,Indium Splitter,0.0,+5%,+2%,
135,Chrono Refractor,0.333,+5%,,+3%
136,Indium Mirror,0.667,+5%,+3%,+3%
137,Emeril Refractor,0.333,+5%,,+3%
138,Indium Amplifier,0.667,,+3%,+3%
139,Emeril Splitter,0.333,+5%,+3%,
140,Indium Oscillator,0.0,+5%,+2%,
141,Positron Filament,0.333,+5%,,+3%
142,Indium Oscillator,0.5,+6%,,+3%
143,UHF Mirror,0.5,+6%,,+3%
144,Emeril Refractor,0.333,,+2%,+3%
145,UHF Resonator,0.333,,+2%,+3%
146,Chrono Amplifier,0.333,,+2%,+3%
147,Emeril Polariser,0.333,+5%,,+3%
148,UHF Accelerator,0.333,,+2%,+3%
149,Positron Splitter,0.333,,+2%,+3%
150,UHF Amplifier,0.333,+5%,,+3%
151,Positron Splitter,0.0,+5%,+2%,
152,Positron Accelerator,0.333,,+2%,+3%
153,UHF Filament,0.333,,+2%,+3%
154,UHF De-limiter,0.333,,+2%,+3%
155,Chrono De-limiter,0.333,+5%,,+3%
156,Positron Polariser,0.167,+6%,+2%,
157,Emeril Amplifier,0.333,+5%,+2%,+3%
158,Positron Filament,0.167,+6%,+2%,
159,Emeril Accelerator,0.333,+5%,,+3%
160,Positron Accelerator,0.0,+5%,+2%,
161,Positron Polariser,0.333,+5%,+2%,+3%
162,Positron Mirror,0.333,,+2%,+3%
163,Indium Amplifier,0.333,+5%,,+3%
164,UHF Accelerator,0.333,+5%,+2%,+3%
165,Emeril Polariser,0.333,,+2%,+3%
166,Emeril Mirror,0.333,+5%,+2%,+3%
167,Indium Filament,0.333,,+2%,+3%
168,Indium Oscillator,0.333,+5%,,+3%
169,UHF Refractor,0.5,+6%,,+3%
170,Chrono Resonator,0.5,+6%,+2%,+3%
171,Chrono Oscillator,0.333,+5%,,+3%
172,Positron Resonator,0.5,+6%,,+3%
173,Indium Refractor,0.0,+5%,+2%,
174,Positron De-limiter,0.667,+7%,+2%,+3%
175,Emeril Mirror,0.0,+5%,+2%,
176,UHF Oscillator,0.667,,+3%,+3%
177,Indium De-limiter,0.333,+5%,,+3%
178,Chrono Oscillator,0.333,+5%,+2%,+3%
179,Emeril Refractor,0.333,,+2%,+3%
180,UHF Resonator,0.333,+5%,,+3%
181,Chrono Refractor,0.5,+6%,+2%,+3%
182,Chrono Polariser,0.5,+6%,+2%,+3%
183,Emeril Splitter,0.333,+5%,+2%,+3%
184,UHF Polariser,0.0,+5%,+2%,
185,UHF De-limiter,0.333,+5%,+3%,
186,Positron Splitter,0.667,,+3%,+3%
187,UHF Oscillator,0.5,+6%,+2%,+3%
188,Chrono Polariser,0.333,+5%,+2%,+3%
189,Indium Resonator,0.667,+7%,+2%,+3%
190,Chrono Resonator,0.333,+5%,+2%,+3%
191,Chrono Amplifier,0.333,,+2%,+3%
192,Chrono Filament,0.667,+7%,+2%,+3%
193,Positron Polariser,0.833,+6%,+3%,+3%
194,UHF Filament,0.333,,+2%,+3%
195,Indium Oscillator,0.667,,+3%,+3%
196,Emeril Oscillator,0.333,,+2%,+3%
197,Chrono De-limiter,0.333,,+2%,+3%
198,Chrono Accelerator,0.0,+5%,+2%,
199,UHF Resonator,0.333,+5%,+2%,+3%
200,Chrono Amplifier,0.0,+5%,+2%,
201,Chrono De-limiter,0.0,+5%,+2%,
202,Emeril De-limiter,0.333,+5%,,+3%
203,Chrono Resonator,0.5,+6%,+3%,
204,Chrono Polariser,0.333,,+2%,+3%
205,Indium Refractor,0.667,,+3%,+3%
206,Emeril Resonator,0.667,+7%,,+3%
207,Positron Accelerator,0.333,+5%,,+3%
208,Chrono De-limiter,0.667,+5%,+3%,+3%
209,Emeril Refractor,0.667,+5%,+3%,+3%
210,Emeril Amplifier,0.5,+6%,,+3%
211,Emeril Polariser,0.333,,+2%,+3%
212,Indium Accelerator,0.333,,+2%,+3%
213,UHF Resonator,0.0,+5%,+2%,
214,Chrono Amplifier,0.333,+5%,,+3%
215,UHF Refractor,0.333,+5%,,+3%
216,Positron Filament,0.333,,+2%,+3%
217,Chrono Oscillator,0.0,+5%,+2%,
218,Indium Polariser,0.333,,+2%,+3%
219,Chrono Resonator,0.667,+7%,+2%,+3%
220,Emeril Splitter,0.333,,+2%,+3%
221,UHF Splitter,0.667,+7%,,+3%
222,Emeril Oscillator,0.333,+5%,+2%,+3%
223,Positron Oscillator,0.333,,+2%,+3%
224,UHF Mirror,0.333,,+2%,+3%
225,Indium Resonator,0.667,+7%,,+3%
226,Chrono Mirror,0.333,+5%,+2%,+3%
227,Indium Splitter,1.0,+7%,+3%,+3%
228,Indium Filament,0.333,+5%,+2%,+3%
229,Chrono De-limiter,0.333,,+2%,+3%
230,Emeril Splitter,0.333,,+2%,+3%
231,Emeril Amplifier,0.333,,+2%,+3%
232,Indium Accelerator,0.167,+6%,+2%,
233,UHF Splitter,0.0,+5%,+2%,
234,Positron Mirror,0.333,+5%,+2%,+3%
235,Indium Accelerator,0.0,+5%,+2%,
236,Positron Oscillator,0.333,,+2%,+3%
237,Emeril Resonator,0.333,,+2%,+3%
238,Emeril Polariser,0.667,+7%,+2%,+3%
239,Positron Filament,0.333,,+2%,+3%
240,Emeril Filament,0.333,,+2%,+3%
241,Chrono Accelerator,0.0,+5%,+2%,
242,Emeril De-limiter,0.333,,+2%,+3%
243,Positron De-limiter,0.333,,+2%,+3%
244,UHF Filament,0.333,,+2%,+3%
245,Positron De-limiter,0.5,+6%,,+3%
246,UHF Oscillator,0.5,+6%,,+3%
247,Chrono Filament,0.5,+6%,+2%,+3%
248,Indium Accelerator,0.333,+5%,+2%,+3%
249,Emeril Mirror,0.667,+7%,,+3%
250,Indium Mirror,0.333,+5%,+2%,+3%
251,Chrono Accelerator,0.667,+7%,,+3%
252,Positron Splitter,0.333,,+2%,+3%
253,UHF Resonator,0.333,+5%,+2%,+3%
254,Emeril Oscillator,0.0,+5%,+2%,
255,Positron Filament,0.333,+5%,+2%,+3%
256,Indium Resonator,0.333,+5%,+2%,+3%
257,Indium Filament,0.333,,+2%,+3%
258,Chrono Mirror,0.667,+7%,,+3%
259,Emeril Mirror,0.333,+5%,+2%,+3%
260,Emeril Mirror,0.333,+5%,,+3%
261,Indium Amplifier,0.667,,+3%,+3%
262,Indium Accelerator,0.333,+5%,,+3%
263,Emeril Splitter,0.333,+5%,+2%,+3%
264,Indium Accelerator,0.333,+5%,,+3%
265,Positron Refractor,0.333,+5%,+2%,+3%
266,Indium Mirror,0.333,+5%,+2%,+3%
267,UHF Amplifier,0.333,,+2%,+3%
268,Indium Refractor,0.167,+6%,+2%,
269,Positron Splitter,0.5,+6%,+2%,+3%
270,Emeril Oscillator,0.167,+6%,+2%,
271,Indium Polariser,0.167,+6%,+2%,
272,Emeril Refractor,0.333,,+2%,+3%
273,Emeril Amplifier,0.333,+5%,+2%,+3%
274,Emeril De-limiter,0.333,,+2%,+3%
275,Positron De-limiter,0.0,+5%,+2%,
276,Positron Resonator,0.5,+6%,+2%,+3%
277,UHF Refractor,0.333,+5%,,+3%
278,Positron Amplifier,0.333,+5%,+2%,+3%
279,Chrono Oscillator,0.5,+6%,,+3%
280,UHF Accelerator,0.333,+5%,+2%,+3%
281,Positron Polariser,0.5,+6%,+2%,+3%
282,Indium Polariser,0.333,+5%,+2%,+3%
283,Indium Resonator,0.333,+7%,+2%,
284,Indium Polariser,0.0,+5%,+2%,
285,Emeril Oscillator,0.333,+5%,,+3%
286,Indium Mirror,0.333,,+2%,+3%
287,Indium De-limiter,0.333,,+2%,+3%
288,Indium Filament,0.333,+5%,,+3%
289,Emeril Filament,0.5,+6%,,+3%
290,UHF Splitter,0.167,+6%,+2%,
291,Positron Splitter,0.333,+5%,,+3%
292,UHF Filament,1.0,+7%,+3%,+3%
293,Positron Mirror,0.333,+5%,+2%,+3%
294,UHF Splitter,0.333,+5%,+2%,+3%
295,UHF Splitter,0.5,+6%,+2%,+3%
296,Indium Refractor,0.667,+7%,+2%,+3%
297,Positron Accelerator,0.667,+5%,+3%,+3%
298,UHF Filament,0.667,+7%,,+3%
299,Positron Oscillator,0.0,+5%,+2%,
300,Chrono Oscillator,0.333,+5%,+2%,+3%
301,Emeril Mirror,0.667,+7%,+2%,+3%
302,Chrono Resonator,0.667,+7%,+2%,+3%
303,Chrono Amplifier,0.0,+5%,+2%,
304,Emeril Oscillator,0.667,,+3%,+3%
305,Positron Refractor,0.333,,+2%,+3%
306,Positron Resonator,0.5,+6%,,+3%
307,Positron Refractor,0.833,+6%,+3%,+3%
308,Emeril Filament,0.333,,+2%,+3%
309,Chrono Filament,0.333,,+2%,+3%
310,UHF Accelerator,0.667,+7%,,+3%
311,UHF Polariser,0.0,+5%,+2%,
312,Chrono Polariser,0.333,+5%,,+3%
313,Indium Mirror,0.0,+5%,+2%,
314,Chrono Accelerator,0.5,+6%,,+3%
315,Positron Polariser,0.333,+5%,,+3%
316,Chrono Resonator,0.667,+7%,+2%,+3%
317,Indium Resonator,0.333,+5%,+2%,+3%
318,UHF Accelerator,0.5,+6%,,+3%
319,Indium De-limiter,0.333,+5%,+2%,+3%
320,UHF Splitter,0.333,,+2%,+3%
321,Indium Accelerator,0.333,+5%,+2%,+3%
322,UHF Filament,0.333,+5%,,+3%
323,Positron Polariser,0.333,+5%,+2%,+3%
324,UHF Splitter,0.667,+7%,,+3%
325,Chrono Splitter,0.333,+5%,+2%,+3%
326,Chrono Refractor,0.0,+5%,+2%,
327,Positron Amplifier,0.5,+6%,+2%,+3%
328,Emeril Mirror,0.0,+5%,+2%,
329,Emeril Refractor,0.333,,+2%,+3%
330,Chrono Refractor,0.333,+5%,,+3%
331,Positron Oscillator,0.333,,+2%,+3%
332,Emeril Splitter,0.167,+6%,+2%,
333,Emeril Oscillator,0.333,+5%,+3%,
334,Indium Accelerator,0.333,,+2%,+3%
335,Chrono De-limiter,0.333,+5%,+2%,+3%
336,Positron Accelerator,0.5,+6%,,+3%
337,Chrono Filament,0.167,+6%,+2%,
338,UHF Filament,0.333,,+2%,+3%
339,Indium Splitter,0.667,+7%,,+3%
340,Positron Mirror,0.333,+5%,+2%,+3%
341,UHF Filament,0.333,,+2%,+3%
342,Positron Polariser,0.5,+6%,+2%,+3%
343,Emeril Mirror,0.167,+6%,+2%,
344,Emeril Amplifier,1.0,+7%,+3%,+3%
345,Positron Polariser,0.0,+5%,+2%,
346,Positron Refractor,0.5,+6%,+2%,+3%
347,Emeril Mirror,0.333,+5%,,+3%
348,Emeril Filament,0.333,+5%,+2%,+3%
349,Indium De-limiter,0.833,+6%,+3%,+3%
350,Chrono Amplifier,0.333,+5%,+2%,+3%
351,Chrono Splitter,0.333,,+2%,+3%
352,Emeril Refractor,0.0,+5%,+2%,
353,Emeril Mirror,0.0,+5%,+2%,
354,Emeril Polariser,0.333,,+2%,+3%
355,Positron Amplifier,0.5,+6%,+2%,+3%
356,Positron Oscillator,0.333,,+2%,+3%
357,UHF Polariser,0.0,+5%,+2%,
358,Indium Splitter,0.333,,+2%,+3%
359,Indium Oscillator,0.0,+5%,+2%,
360,Emeril Resonator,0.333,+5%,,+3%
361,Indium Splitter,0.333,+5%,+2%,+3%
362,Positron Polariser,0.333,+5%,,+3%
363,Indium Amplifier,0.333,+5%,+2%,+3%
364,Emeril Mirror,0.667,+7%,+2%,+3%
365,Positron Resonator,0.167,+6%,+2%,
366,Indium De-limiter,0.333,+5%,+2%,+3%
367,UHF Oscillator,0.333,+7%,+2%,
368,Emeril Mirror,0.333,+5%,+3%,
369,UHF Splitter,0.0,+5%,+2%,
370,Chrono Accelerator,0.833,+6%,+3%,+3%
371,UHF Amplifier,0.333,+7%,+2%,
372,Chrono Accelerator,0.667,+7%,,+3%
373,Positron Resonator,0.333,+5%,+2%,+3%
374,UHF Accelerator,0.333,,+2%,+3%
375,Chrono De-limiter,0.333,,+2%,+3%
376,Positron Amplifier,0.0,+5%,+2%,
377,UHF Amplifier,0.333,+5%,+2%,+3%
378,Indium Accelerator,0.333,,+2%,+3%
379,Indium Splitter,0.333,,+2%,+3%
380,Positron De-limiter,0.333,+5%,,+3%
381,UHF Accelerator,0.333,,+2%,+3%
382,UHF Refractor,0.333,,+2%,+3%
383,Indium Accelerator,0.0,+5%,+2%,
384,Indium De-limiter,0.0,+5%,+2%,
385,Indium Resonator,0.0,+5%,+2%,
386,Positron De-limiter,0.333,+5%,+2%,+3%
387,Emeril Filament,0.333,,+2%,+3%
388,Emeril Splitter,0.333,,+2%,+3%
389,Chrono Mirror,0.333,,+2%,+3%
390,Indium Mirror,0.0,+5%,+2%,
391,Emeril Accelerator,0.667,+7%,,+3%
392,UHF Accelerator,0.333,,+2%,+3%
393,Emeril Splitter,0.333,,+2%,+3%
394,Indium Accelerator,0.667,+7%,+2%,+3%
395,Emeril Oscillator,0.333,,+2%,+3%
396,Indium Polariser,0.333,,+2%,+3%
397,Emeril Amplifier,0.333,+5%,+2%,+3%
398,Indium Filament,0.333,,+2%,+3%
399,Positron Polariser,0.667,+5%,+3%,+3%
400,Positron Oscillator,0.333,+5%,+2%,+3%
401,Positron Oscillator,0.333,+5%,+2%,+3%
402,Emeril Accelerator,0.333,,+2%,+3%
403,Indium Resonator,0.667,,+3%,+3%
404,Indium Resonator,0.333,,+2%,+3%
405,Positron Resonator,0.333,+5%,,+3%
406,Positron De-limiter,0.0,+5%,+2%,
407,Positron Accelerator,0.5,+6%,,+3%
408,UHF Refractor,0.5,+6%,+3%,
409,Emeril Mirror,0.667,+7%,+2%,+3%
410,Chrono Oscillator,0.667,+7%,+2%,+3%
411,Positron Splitter,0.5,+6%,,+3%
412,UHF Polariser,0.333,,+2%,+3%
413,Emeril Mirror,0.333,,+2%,+3%
414,Chrono Polariser,0.667,+7%,+2%,+3%
415,Indium Resonator,0.0,+5%,+2%,
416,Emeril Polariser,0.833,+6%,+3%,+3%
417,Emeril Refractor,0.333,+5%,+2%,+3%
418,UHF Resonator,0.5,+6%,,+3%
419,Emeril Filament,0.167,+6%,+2%,
420,Positron De-limiter,0.667,+7%,+2%,+3%
421,Indium Splitter,0.667,+7%,,+3%
422,Indium Mirror,0.833,+6%,+3%,+3%
423,UHF Refractor,0.333,+5%,+2%,+3%
424,Indium Amplifier,0.333,,+2%,+3%
425,Positron De-limiter,0.5,+6%,+2%,+3%
426,Positron Mirror,0.667,,+3%,+3%
427,Chrono Splitter,0.5,+6%,+2%,+3%
428,Indium Accelerator,0.333,+5%,+2%,+3%
429,Emeril Resonator,0.0,+5%,+2%,
430,Indium Accelerator,0.5,+6%,,+3%
431,UHF Resonator,0.333,,+2%,+3%
432,Positron Filament,0.333,,+2%,+3%
433,Positron Polariser,0.333,+5%,,+3%
434,UHF Amplifier,0.5,+6%,+2%,+3%
435,Emeril De-limiter,0.333,+7%,+2%,
436,Emeril Mirror,0.0,+5%,+2%,
437,Emeril Polariser,0.167,+6%,+2%,
438,Indium De-limiter,0.5,+6%,+2%,+3%
439,Chrono Filament,0.333,,+2%,+3%
440,UHF De-limiter,0.333,,+2%,+3%
441,Positron Accelerator,0.5,+6%,+2%,+3%
442,Positron Splitter,0.333,+5%,+2%,+3%
443,UHF Mirror,0.333,+5%,,+3%
444,Chrono Splitter,0.333,,+2%,+3%
445,Chrono Accelerator,0.167,+6%,+2%,
446,Positron Accelerator,0.0,+5%,+2%,
447,Positron Oscillator,0.0,+5%,+2%,
448,Indium Accelerator,0.333,+5%,,+3%
449,UHF De-limiter,0.0,+5%,+2%,
450,Positron Resonator,0.333,,+2%,+3%
451,Chrono Mirror,0.333,,+2%,+3%
452,UHF Polariser,0.333,+5%,+2%,+3%
453,Chrono Polariser,0.333,,+2%,+3%
454,UHF Resonator,0.333,,+2%,+3%
455,Indium Oscillator,0.5,+6%,,+3%
456,Positron Amplifier,0.667,+7%,+2%,+3%
457,Positron De-limiter,0.333,+5%,,+3%
458,Emeril De-limiter,0.667,+7%,+2%,+3%
459,Chrono Accelerator,0.333,+5%,,+3%
460,UHF Filament,0.333,,+2%,+3%
461,Indium Filament,0.167,+6%,+2%,
462,UHF Splitter,0.167,+6%,+2%,
463,Chrono Polariser,0.333,+5%,,+3%
464,Indium Splitter,0.333,+5%,,+3%
465,Chrono Mirror,0.0,+5%,+2%,
466,UHF Filament,0.333,+5%,+2%,+3%
467,Chrono Amplifier,0.667,,+3%,+3%
468,Indium Splitter,0.333,+5%,,+3%
469,Emeril Amplifier,0.333,+5%,,+3%
470,Chrono Filament,0.667,+5%,+3%,+3%
471,Emeril De-limiter,0.333,+5%,+2%,+3%
472,Indium Refractor,0.5,+6%,,+3%
473,Indium Refractor,0.0,+5%,+2%,
474,Emeril Oscillator,0.333,,+2%,+3%
475,Emeril Accelerator,0.333,+5%,+2%,+3%
476,Indium De-limiter,0.0,+5%,+2%,
477,Chrono Polariser,0.5,+6%,+2%,+3%
478,Chrono Filament,0.167,+6%,+2%,
479,Positron Accelerator,0.333,+5%,,+3%
480,UHF Polariser,0.333,+5%,,+3%
481,Emeril Amplifier,0.0,+5%,+2%,
482,Emeril Mirror,0.667,,+3%,+3%
483,Positron Splitter,0.333,,+2%,+3%
484,Indium Splitter,0.333,+5%,,+3%
485,Emeril De-limiter,0.5,+6%,+2%,+3%
486,Emeril Amplifier,0.333,,+2%,+3%
487,UHF Amplifier,0.333,+5%,,+3%
488,Indium Polariser,0.167,+6%,+2%,
489,Chrono Refractor,0.333,+5%,+2%,+3%
490,Emeril Filament,0.667,+7%,,+3%
491,Chrono Oscillator,0.667,+7%,+2%,+3%
492,UHF Oscillator,0.333,+5%,+2%,+3%
493,Indium De-limiter,0.5,+6%,+2%,+3%
494,Emeril Accelerator,0.0,+5%,+2%,
495,Emeril Polariser,0.0,+5%,+2%,
496,Indium Oscillator,0.333,+5%,,+3%
497,Chrono Refractor,0.667,,+3%,+3%
498,Chrono Accelerator,0.333,+5%,+2%,+3%
499,Chrono Filament,0.667,+7%,+2%,+3%
500,Indium Resonator,0.167,+6%,+2%,
501,Indium Splitter,0.5,+6%,+3%,
502,Indium Resonator,0.0,+5%,+2%,
503,Emeril Oscillator,0.5,+6%,,+3%
504,Emeril Amplifier,0.333,+5%,,+3%
505,Positron Mirror,0.0,+5%,+2%,
506,Chrono De-limiter,0.0,+5%,+2%,
507,Positron Accelerator,0.5,+6%,+2%,+3%
508,UHF Mirror,0.0,+5%,+2%,
509,Indium Amplifier,0.333,,+2%,+3%
510,Chrono Amplifier,0.333,+5%,+2%,+3%
511,Chrono De-limiter,0.0,+5%,+2%,
512,Emeril Splitter,0.333,,+2%,+3%
513,Indium Resonator,0.5,+6%,+2%,+3%
514,UHF De-limiter,0.333,,+2%,+3%
515,Chrono Refractor,0.333,+5%,,+3%
516,Indium Oscillator,0.333,+5%,+2%,+3%
517,Positron De-limiter,0.333,+5%,,+3%
518,UHF Filament,0.5,+6%,+2%,+3%
519,Emeril Accelerator,0.333,+5%,+3%,
520,Emeril Splitter,0.333,,+2%,+3%
521,Positron Filament,0.333,+5%,,+3%
522,Emeril Amplifier,0.0,+5%,+2%,
523,Positron Filament,0.333,+5%,+2%,+3%
524,Positron Splitter,0.333,+5%,,+3%
525,UHF Polariser,0.333,,+2%,+3%
526,Chrono Resonator,0.0,+5%,+2%,
527,Chrono Oscillator,0.667,+7%,,+3%
528,UHF De-limiter,0.5,+6%,,+3%
529,Emeril Splitter,0.333,,+2%,+3%
530,Indium Filament,0.167,+6%,+2%,
531,Positron Accelerator,0.833,+6%,+3%,+3%
532,Positron Mirror,0.333,,+2%,+3%
533,Chrono Filament,0.333,+7%,+2%,
534,Chrono Polariser,0.333,,+2%,+3%
535,Indium Oscillator,0.333,+5%,,+3%
536,Chrono Resonator,0.0,+5%,+2%,
537,UHF Polariser,0.333,,+2%,+3%
538,Emeril Refractor,0.333,+5%,+2%,+3%
539,Positron Resonator,0.333,+5%,+2%,+3%
540,UHF Mirror,0.333,+5%,,+3%
541,Positron Amplifier,0.667,+7%,+2%,+3%
542,UHF Accelerator,0.5,+6%,+2%,+3%
543,Positron Filament,0.333,+5%,+2%,+3%
544,UHF Polariser,0.333,,+2%,+3%
545,Indium Resonator,0.333,,+2%,+3%
546,Indium Splitter,0.333,+5%,+2%,+3%
547,Positron Filament,0.333,+5%,+2%,+3%
548,UHF Filament,0.667,+7%,,+3%
549,Indium Oscillator,0.333,+5%,,+3%
550,UHF Accelerator,0.333,,+2%,+3%
551,Positron Polariser,0.333,,+2%,+3%
552,Emeril Resonator,0.333,,+2%,+3%
553,Indium Resonator,0.667,+5%,+3%,+3%
554,Emeril De-limiter,0.167,+6%,+2%,
555,Positron Splitter,0.0,+5%,+2%,
556,Chrono Splitter,0.333,+5%,,+3%
557,Chrono Polariser,0.667,,+3%,+3%
558,Emeril Amplifier,0.333,+5%,+3%,
559,Positron Amplifier,0.833,+6%,+3%,+3%
560,Indium Splitter,0.333,+5%,+2%,+3%
561,Indium Polariser,0.333,+5%,+2%,+3%
562,Indium Oscillator,0.5,+6%,,+3%
563,Positron Amplifier,0.333,+5%,+2%,+3%
