sep=,
Seed,Name,Perfection,Weapon_Laser_Damage,Weapon_Laser_ChargeTime
90,Vy'Keen Stabiliser,0.0,+2%,
91,Illegal Recycler,0.25,,-13%
92,Living Glass Stabiliser,0.0,,-11%
93,Living Glass Injectors,0.375,,-14%
94,Cadmium Core,0.125,,-12%
95,Living Glass Recycler,0.5,+3%,
96,Living Glass Accelerator,0.0,,-11%
97,Supercharged Recycler,0.125,,-12%
98,Cadmium Stabiliser,1.0,+3%,-15%
99,Vy'Keen Generator Unit,0.125,,-12%
100,Vy'Keen Capacitors,0.5,+3%,-11%
101,Living Glass Mass Chamber,0.0,+2%,
102,Supercharged Recycler,0.0,+2%,
103,Cadmium Plating,0.0,+2%,
104,Cadmium Capacitors,0.0,,-11%
105,Cadmium Recycler,0.25,,-13%
106,Cadmium Recycler,0.25,,-13%
107,Cadmium Magnets,0.5,+3%,
108,Living Glass Magnets,0.0,+2%,
109,Cadmium Plating,0.375,+2%,-14%
110,Supercharged Capacitors,0.0,+2%,-11%
111,Illegal Injectors,0.0,+2%,-11%
112,Living Glass Recycler,0.5,+3%,
113,Vy'Keen Core,0.0,+2%,
114,Illegal Capacitors,0.125,,-12%
115,Living Glass Capacitors,0.25,,-13%
116,Living Glass Stabiliser,0.375,,-14%
117,Vy'Keen Capacitors,0.375,,-14%
118,Living Glass Stabiliser,0.0,,-11%
119,Cadmium Core,0.0,,-11%
120,Living Glass Accelerator,0.5,,-15%
121,Living Glass Stabiliser,0.125,+2%,-12%
122,Living Glass Core,0.0,+2%,
123,Cadmium Stabiliser,0.625,+3%,-12%
124,Illegal Core,0.0,+2%,
125,Supercharged Generator Unit,0.125,,-12%
126,Illegal Injectors,0.5,+3%,
127,Living Glass Plating,0.125,,-12%
128,Cadmium Generator Unit,0.0,+2%,
129,Vy'Keen Generator Unit,0.125,+2%,-12%
130,Vy'Keen Stabiliser,0.125,,-12%
131,Cadmium Recycler,0.0,+2%,-11%
132,Cadmium Stabiliser,0.5,,-15%
133,Illegal Stabiliser,0.0,+2%,
134,Living Glass Mass Chamber,0.5,+3%,
135,Supercharged Generator Unit,0.125,,-12%
136,Living Glass Capacitors,0.75,+3%,-13%
137,Cadmium Generator Unit,0.5,+3%,
138,Living Glass Accelerator,0.25,,-13%
139,Cadmium Mass Chamber,0.0,+2%,
140,Living Glass Injectors,0.5,+3%,
141,Illegal Magnets,0.5,+3%,
142,Living Glass Injectors,0.25,,-13%
143,Vy'Keen Capacitors,0.0,+2%,
144,Cadmium Generator Unit,0.5,,-15%
145,Vy'Keen Plating,0.0,,-11%
146,Supercharged Accelerator,0.25,,-13%
147,Cadmium Core,0.0,+2%,
148,Vy'Keen Recycler,0.375,,-14%
149,Illegal Mass Chamber,0.0,,-11%
150,Vy'Keen Accelerator,0.0,+2%,
151,Illegal Mass Chamber,0.0,+2%,
152,Illegal Recycler,0.0,,-11%
153,Vy'Keen Magnets,0.375,,-14%
154,Vy'Keen Stabiliser,0.0,,-11%
155,Supercharged Stabiliser,0.0,+2%,
156,Illegal Core,0.0,+2%,
157,Cadmium Accelerator,0.0,+2%,-11%
158,Illegal Magnets,0.0,+2%,
159,Cadmium Recycler,0.5,,-15%
160,Illegal Recycler,0.5,+3%,
161,Illegal Core,0.25,+2%,-13%
162,Illegal Capacitors,0.375,,-14%
163,Living Glass Accelerator,0.0,,-11%
164,Vy'Keen Recycler,0.875,+3%,-14%
165,Cadmium Core,0.0,,-11%
166,Cadmium Capacitors,0.25,+2%,-13%
167,Living Glass Magnets,0.0,,-11%
168,Living Glass Injectors,0.0,+2%,
169,Vy'Keen Generator Unit,0.375,,-14%
170,Supercharged Plating,0.5,+3%,-11%
171,Supercharged Injectors,0.0,+2%,
172,Illegal Plating,0.0,+2%,
173,Living Glass Generator Unit,0.5,+3%,
174,Illegal Stabiliser,0.125,+2%,-12%
175,Cadmium Capacitors,0.0,+2%,
176,Vy'Keen Injectors,0.0,,-11%
177,Living Glass Stabiliser,0.5,+3%,
178,Supercharged Injectors,0.25,+2%,-13%
179,Cadmium Generator Unit,0.5,,-15%
180,Vy'Keen Plating,0.5,+3%,
181,Supercharged Generator Unit,0.0,+2%,-11%
182,Supercharged Core,0.5,+2%,-15%
183,Cadmium Mass Chamber,0.25,+2%,-13%
184,Vy'Keen Core,0.0,+2%,
185,Vy'Keen Stabiliser,0.5,+3%,
186,Illegal Mass Chamber,0.25,,-13%
187,Vy'Keen Injectors,0.25,+2%,-13%
188,Supercharged Core,0.0,+2%,-11%
189,Living Glass Plating,0.0,+2%,-11%
190,Supercharged Plating,0.125,+2%,-12%
191,Supercharged Accelerator,0.25,,-13%
192,Supercharged Magnets,0.0,+2%,-11%
193,Illegal Core,0.0,+2%,-11%
194,Vy'Keen Magnets,0.125,,-12%
195,Living Glass Injectors,0.0,,-11%
196,Cadmium Injectors,0.375,,-14%
197,Supercharged Stabiliser,0.0,,-11%
198,Supercharged Recycler,0.0,+2%,
199,Vy'Keen Plating,0.5,+2%,-15%
200,Supercharged Accelerator,0.0,+2%,
201,Supercharged Stabiliser,0.5,+3%,
202,Cadmium Stabiliser,0.0,+2%,
203,Supercharged Plating,0.0,+2%,
204,Supercharged Core,0.0,,-11%
205,Living Glass Generator Unit,0.0,,-11%
206,Cadmium Plating,0.125,,-12%
207,Illegal Recycler,0.0,,-11%
208,Supercharged Stabiliser,1.0,+3%,-15%
209,Cadmium Generator Unit,0.0,+2%,-11%
210,Cadmium Accelerator,0.0,+2%,
211,Cadmium Core,0.0,,-11%
212,Living Glass Recycler,0.0,,-11%
213,Vy'Keen Plating,0.0,+2%,
214,Supercharged Accelerator,0.0,+2%,
215,Vy'Keen Generator Unit,0.0,+2%,
216,Illegal Magnets,0.375,,-14%
217,Supercharged Injectors,0.0,+2%,
218,Living Glass Core,0.5,,-15%
219,Supercharged Plating,0.875,+3%,-14%
220,Cadmium Mass Chamber,0.0,,-11%
221,Vy'Keen Mass Chamber,0.5,,-15%
222,Cadmium Injectors,0.375,+2%,-14%
223,Illegal Injectors,0.375,,-14%
224,Vy'Keen Capacitors,0.0,,-11%
225,Living Glass Plating,0.0,+2%,
226,Supercharged Capacitors,0.0,+2%,-11%
227,Living Glass Mass Chamber,0.0,+2%,-11%
228,Living Glass Magnets,0.5,+2%,-15%
229,Supercharged Stabiliser,0.0,,-11%
230,Cadmium Mass Chamber,0.25,,-13%
231,Cadmium Accelerator,0.0,,-11%
232,Living Glass Recycler,0.0,+2%,
233,Vy'Keen Mass Chamber,0.0,+2%,
234,Illegal Capacitors,0.0,+2%,-11%
235,Living Glass Recycler,0.0,+2%,
236,Illegal Injectors,0.0,,-11%
237,Cadmium Plating,0.0,,-11%
238,Cadmium Core,0.5,+2%,-15%
239,Illegal Magnets,0.0,,-11%
240,Cadmium Magnets,0.0,,-11%
241,Supercharged Recycler,0.0,+2%,
242,Cadmium Stabiliser,0.375,,-14%
243,Illegal Stabiliser,0.0,,-11%
244,Vy'Keen Magnets,0.375,,-14%
245,Illegal Stabiliser,0.0,,-11%
246,Vy'Keen Injectors,0.0,+2%,
247,Supercharged Magnets,0.0,+2%,-11%
248,Living Glass Recycler,0.0,+2%,-11%
249,Cadmium Capacitors,0.0,,-11%
250,Living Glass Capacitors,1.0,+3%,-15%
251,Supercharged Recycler,0.0,+2%,
252,Illegal Mass Chamber,0.0,,-11%
253,Vy'Keen Plating,0.75,+3%,-13%
254,Cadmium Injectors,0.0,+2%,
255,Illegal Magnets,0.75,+3%,-13%
256,Living Glass Plating,0.5,+2%,-15%
257,Living Glass Magnets,0.5,,-15%
258,Supercharged Capacitors,0.125,,-12%
259,Cadmium Capacitors,0.5,+2%,-15%
260,Cadmium Capacitors,0.125,,-12%
261,Living Glass Accelerator,0.25,,-13%
262,Living Glass Recycler,0.25,,-13%
263,Cadmium Mass Chamber,0.0,+2%,-11%
264,Living Glass Recycler,0.375,,-14%
265,Illegal Generator Unit,0.0,+2%,-11%
266,Living Glass Capacitors,0.125,+2%,-12%
267,Vy'Keen Accelerator,0.25,,-13%
268,Living Glass Generator Unit,0.0,+2%,
269,Illegal Mass Chamber,0.75,+3%,-13%
270,Cadmium Injectors,0.0,+2%,
271,Living Glass Core,0.0,+2%,
272,Cadmium Generator Unit,0.0,,-11%
273,Cadmium Accelerator,0.25,+2%,-13%
274,Cadmium Stabiliser,0.5,,-15%
275,Illegal Stabiliser,0.0,+2%,
276,Illegal Plating,0.0,+2%,-11%
277,Vy'Keen Generator Unit,0.25,,-13%
278,Illegal Accelerator,0.375,+2%,-14%
279,Supercharged Injectors,0.0,+2%,
280,Vy'Keen Recycler,0.25,+2%,-13%
281,Illegal Core,0.5,+3%,-11%
282,Living Glass Core,0.0,+2%,-11%
283,Living Glass Plating,0.5,+3%,
284,Living Glass Core,0.5,+3%,
285,Cadmium Injectors,0.0,,-11%
286,Living Glass Capacitors,0.125,,-12%
287,Living Glass Stabiliser,0.25,,-13%
288,Living Glass Magnets,0.0,+2%,
289,Cadmium Magnets,0.0,,-11%
290,Vy'Keen Mass Chamber,0.0,+2%,
291,Illegal Mass Chamber,0.0,+2%,
292,Vy'Keen Magnets,0.0,+2%,-11%
293,Illegal Capacitors,0.0,+2%,-11%
294,Vy'Keen Mass Chamber,0.5,+3%,-11%
295,Vy'Keen Mass Chamber,0.0,+2%,-11%
296,Living Glass Generator Unit,0.375,+2%,-14%
297,Illegal Recycler,0.25,+2%,-13%
298,Vy'Keen Magnets,0.125,,-12%
299,Illegal Injectors,0.0,+2%,
300,Supercharged Injectors,0.0,+2%,-11%
301,Cadmium Capacitors,0.0,+2%,-11%
302,Supercharged Plating,0.125,+2%,-12%
303,Supercharged Accelerator,0.0,+2%,
304,Cadmium Injectors,0.25,,-13%
305,Illegal Generator Unit,0.0,,-11%
306,Illegal Plating,0.5,+3%,
307,Illegal Generator Unit,0.75,+3%,-13%
308,Cadmium Magnets,0.25,,-13%
309,Supercharged Magnets,0.125,,-12%
310,Vy'Keen Recycler,0.0,+2%,
311,Vy'Keen Core,0.5,+3%,
312,Supercharged Core,0.0,,-11%
313,Living Glass Capacitors,0.5,+3%,
314,Supercharged Recycler,0.0,+2%,
315,Illegal Core,0.0,,-11%
316,Supercharged Plating,0.5,+3%,-11%
317,Living Glass Plating,0.75,+3%,-13%
318,Vy'Keen Recycler,0.5,+3%,
319,Living Glass Stabiliser,0.0,+2%,-11%
320,Vy'Keen Mass Chamber,0.0,,-11%
321,Living Glass Recycler,0.125,+2%,-12%
322,Vy'Keen Magnets,0.25,,-13%
323,Illegal Core,0.75,+3%,-13%
324,Vy'Keen Mass Chamber,0.5,+3%,
325,Supercharged Mass Chamber,0.0,+2%,-11%
326,Supercharged Generator Unit,0.0,+2%,
327,Illegal Accelerator,0.5,+3%,-11%
328,Cadmium Capacitors,0.0,+2%,
329,Cadmium Generator Unit,0.0,,-11%
330,Supercharged Generator Unit,0.125,,-12%
331,Illegal Injectors,0.0,,-11%
332,Cadmium Mass Chamber,0.0,+2%,
333,Cadmium Injectors,0.0,+2%,
334,Living Glass Recycler,0.25,,-13%
335,Supercharged Stabiliser,0.125,+2%,-12%
336,Illegal Recycler,0.5,+3%,
337,Supercharged Magnets,0.0,+2%,
338,Vy'Keen Magnets,0.375,,-14%
339,Living Glass Mass Chamber,0.0,+2%,
340,Illegal Capacitors,0.5,+2%,-15%
341,Vy'Keen Magnets,0.0,,-11%
342,Illegal Core,0.0,+2%,-11%
343,Cadmium Capacitors,0.0,+2%,
344,Cadmium Accelerator,0.375,+2%,-14%
345,Illegal Core,0.5,+3%,
346,Illegal Generator Unit,0.375,+2%,-14%
347,Cadmium Capacitors,0.0,,-11%
348,Cadmium Magnets,0.125,+2%,-12%
349,Living Glass Stabiliser,0.5,+3%,-11%
350,Supercharged Accelerator,0.0,+2%,-11%
351,Supercharged Mass Chamber,0.125,,-12%
352,Cadmium Generator Unit,0.0,+2%,
353,Cadmium Capacitors,0.0,+2%,
354,Cadmium Core,0.0,,-11%
355,Illegal Accelerator,0.375,+2%,-14%
356,Illegal Injectors,0.0,,-11%
357,Vy'Keen Core,0.5,+3%,
358,Living Glass Mass Chamber,0.375,,-14%
359,Living Glass Injectors,0.0,+2%,
360,Cadmium Plating,0.0,+2%,
361,Living Glass Mass Chamber,0.75,+3%,-13%
362,Illegal Core,0.125,,-12%
363,Living Glass Accelerator,0.0,+2%,-11%
364,Cadmium Capacitors,0.5,+3%,-11%
365,Illegal Plating,0.0,+2%,
366,Living Glass Stabiliser,0.0,+2%,-11%
367,Vy'Keen Injectors,0.0,+2%,
368,Cadmium Capacitors,0.0,+2%,
369,Vy'Keen Mass Chamber,0.0,+2%,
370,Supercharged Recycler,0.25,+2%,-13%
371,Vy'Keen Accelerator,0.0,+2%,
372,Supercharged Recycler,0.0,+2%,
373,Illegal Plating,0.375,+2%,-14%
374,Vy'Keen Recycler,0.375,,-14%
375,Supercharged Stabiliser,0.0,,-11%
376,Illegal Accelerator,0.0,+2%,
377,Vy'Keen Accelerator,0.125,+2%,-12%
378,Living Glass Recycler,0.0,,-11%
379,Living Glass Mass Chamber,0.0,,-11%
380,Illegal Stabiliser,0.25,,-13%
381,Vy'Keen Recycler,0.0,,-11%
382,Vy'Keen Generator Unit,0.0,,-11%
383,Living Glass Recycler,0.0,+2%,
384,Living Glass Stabiliser,0.0,+2%,
385,Living Glass Plating,0.0,+2%,
386,Illegal Stabiliser,0.0,+2%,-11%
387,Cadmium Magnets,0.0,,-11%
388,Cadmium Mass Chamber,0.0,,-11%
389,Supercharged Capacitors,0.0,,-11%
390,Living Glass Capacitors,0.0,+2%,
391,Cadmium Recycler,0.375,,-14%
392,Vy'Keen Recycler,0.0,,-11%
393,Cadmium Mass Chamber,0.125,,-12%
394,Living Glass Recycler,0.25,+2%,-13%
395,Cadmium Injectors,0.25,,-13%
396,Living Glass Core,0.375,,-14%
397,Cadmium Accelerator,0.75,+3%,-13%
398,Living Glass Magnets,0.375,,-14%
399,Illegal Core,0.5,+3%,-11%
400,Illegal Injectors,0.5,+2%,-15%
401,Illegal Injectors,0.0,+2%,-11%
402,Cadmium Recycler,0.0,,-11%
403,Living Glass Plating,0.0,,-11%
404,Living Glass Plating,0.25,,-13%
405,Illegal Plating,0.5,+3%,
406,Illegal Stabiliser,0.0,+2%,
407,Illegal Recycler,0.5,+3%,
408,Vy'Keen Generator Unit,0.0,+2%,
409,Cadmium Capacitors,0.5,+3%,-11%
410,Supercharged Injectors,0.0,+2%,-11%
411,Illegal Mass Chamber,0.375,,-14%
412,Vy'Keen Core,0.0,,-11%
413,Cadmium Capacitors,0.25,,-13%
414,Supercharged Core,0.5,+3%,-11%
415,Living Glass Plating,0.0,+2%,
416,Cadmium Core,0.5,+3%,-11%
417,Cadmium Generator Unit,0.0,+2%,-11%
418,Vy'Keen Plating,0.0,,-11%
419,Cadmium Magnets,0.0,+2%,
420,Illegal Stabiliser,0.5,+3%,-11%
421,Living Glass Mass Chamber,0.5,,-15%
422,Living Glass Capacitors,1.0,+3%,-15%
423,Vy'Keen Generator Unit,0.5,+2%,-15%
424,Living Glass Accelerator,0.0,,-11%
425,Illegal Stabiliser,0.5,+2%,-15%
426,Illegal Capacitors,0.0,,-11%
427,Supercharged Mass Chamber,0.0,+2%,-11%
428,Living Glass Recycler,0.375,+2%,-14%
429,Cadmium Plating,0.0,+2%,
430,Living Glass Recycler,0.0,+2%,
431,Vy'Keen Plating,0.125,,-12%
432,Illegal Magnets,0.0,,-11%
433,Illegal Core,0.0,+2%,
434,Vy'Keen Accelerator,0.5,+3%,-11%
435,Cadmium Stabiliser,0.5,+3%,
436,Cadmium Capacitors,0.0,+2%,
437,Cadmium Core,0.5,+3%,
438,Living Glass Stabiliser,0.5,+3%,-11%
439,Supercharged Magnets,0.125,,-12%
440,Vy'Keen Stabiliser,0.0,,-11%
441,Illegal Recycler,0.125,+2%,-12%
442,Illegal Mass Chamber,0.5,+2%,-15%
443,Vy'Keen Capacitors,0.0,+2%,
444,Supercharged Mass Chamber,0.375,,-14%
445,Supercharged Recycler,0.0,+2%,
446,Illegal Recycler,0.0,+2%,
447,Illegal Injectors,0.0,+2%,
448,Living Glass Recycler,0.375,,-14%
449,Vy'Keen Stabiliser,0.0,+2%,
450,Illegal Plating,0.125,,-12%
451,Supercharged Capacitors,0.0,,-11%
452,Vy'Keen Core,0.375,+2%,-14%
453,Supercharged Core,0.125,,-12%
454,Vy'Keen Plating,0.5,,-15%
455,Living Glass Injectors,0.0,,-11%
456,Illegal Accelerator,0.5,+3%,-11%
457,Illegal Stabiliser,0.5,,-15%
458,Cadmium Stabiliser,0.5,+2%,-15%
459,Supercharged Recycler,0.125,,-12%
460,Vy'Keen Magnets,0.0,,-11%
461,Living Glass Magnets,0.0,+2%,
462,Vy'Keen Mass Chamber,0.0,+2%,
463,Supercharged Core,0.0,+2%,
464,Living Glass Mass Chamber,0.0,+2%,
465,Supercharged Capacitors,0.5,+3%,
466,Vy'Keen Magnets,0.625,+3%,-12%
467,Supercharged Accelerator,0.25,,-13%
468,Living Glass Mass Chamber,0.5,+3%,
469,Cadmium Accelerator,0.5,+3%,
470,Supercharged Magnets,0.0,+2%,-11%
471,Cadmium Stabiliser,1.0,+3%,-15%
472,Living Glass Generator Unit,0.0,+2%,
473,Living Glass Generator Unit,0.0,+2%,
474,Cadmium Injectors,0.125,,-12%
475,Cadmium Recycler,0.75,+3%,-13%
476,Living Glass Stabiliser,0.0,+2%,
477,Supercharged Core,0.25,+2%,-13%
478,Supercharged Magnets,0.0,+2%,
479,Illegal Recycler,0.0,+2%,
480,Vy'Keen Core,0.0,+2%,
481,Cadmium Accelerator,0.5,+3%,
482,Cadmium Capacitors,0.125,,-12%
483,Illegal Mass Chamber,0.5,,-15%
484,Living Glass Mass Chamber,0.375,,-14%
485,Cadmium Stabiliser,0.625,+3%,-12%
486,Cadmium Accelerator,0.375,,-14%
487,Vy'Keen Accelerator,0.0,,-11%
488,Living Glass Core,0.0,+2%,
489,Supercharged Generator Unit,0.25,+2%,-13%
490,Cadmium Magnets,0.0,+2%,
491,Supercharged Injectors,0.25,+2%,-13%
492,Vy'Keen Injectors,0.0,+2%,-11%
493,Living Glass Stabiliser,1.0,+3%,-15%
494,Cadmium Recycler,0.0,+2%,
495,Cadmium Core,0.5,+3%,
496,Living Glass Injectors,0.0,+2%,
497,Supercharged Generator Unit,0.25,,-13%
498,Supercharged Recycler,0.5,+2%,-15%
499,Supercharged Magnets,0.375,+2%,-14%
500,Living Glass Plating,0.0,+2%,
501,Living Glass Mass Chamber,0.0,+2%,
502,Living Glass Plating,0.5,+3%,
503,Cadmium Injectors,0.0,+2%,
504,Cadmium Accelerator,0.0,+2%,
505,Illegal Capacitors,0.5,+3%,
506,Supercharged Stabiliser,0.0,+2%,
507,Illegal Recycler,0.0,+2%,-11%
508,Vy'Keen Capacitors,0.0,+2%,
509,Living Glass Accelerator,0.5,,-15%
510,Supercharged Accelerator,0.125,+2%,-12%
511,Supercharged Stabiliser,0.0,+2%,
512,Cadmium Mass Chamber,0.0,,-11%
513,Living Glass Plating,0.5,+3%,-11%
514,Vy'Keen Stabiliser,0.0,,-11%
515,Supercharged Generator Unit,0.5,+3%,
516,Living Glass Injectors,0.25,+2%,-13%
517,Illegal Stabiliser,0.0,,-11%
518,Vy'Keen Magnets,0.25,+2%,-13%
519,Cadmium Recycler,0.0,+2%,
520,Cadmium Mass Chamber,0.0,,-11%
521,Illegal Magnets,0.125,,-12%
522,Cadmium Accelerator,0.5,+3%,
523,Illegal Magnets,0.375,+2%,-14%
524,Illegal Mass Chamber,0.0,+2%,
525,Vy'Keen Core,0.0,,-11%
526,Supercharged Plating,0.0,+2%,
527,Supercharged Injectors,0.0,,-11%
528,Vy'Keen Stabiliser,0.5,,-15%
529,Cadmium Mass Chamber,0.0,,-11%
530,Living Glass Magnets,0.0,+2%,
531,Illegal Recycler,0.0,+2%,-11%
532,Illegal Capacitors,0.375,,-14%
533,Supercharged Magnets,0.0,+2%,
534,Supercharged Core,0.0,,-11%
535,Living Glass Injectors,0.0,+2%,
536,Supercharged Plating,0.5,+3%,
537,Vy'Keen Core,0.125,,-12%
538,Cadmium Generator Unit,0.875,+3%,-14%
539,Illegal Plating,0.0,+2%,-11%
540,Vy'Keen Capacitors,0.25,,-13%
541,Illegal Accelerator,0.0,+2%,-11%
542,Vy'Keen Recycler,0.75,+3%,-13%
543,Illegal Magnets,0.0,+2%,-11%
544,Vy'Keen Core,0.0,,-11%
545,Living Glass Plating,0.0,,-11%
546,Living Glass Mass Chamber,0.375,+2%,-14%
547,Illegal Magnets,0.5,+3%,-11%
548,Vy'Keen Magnets,0.125,,-12%
549,Living Glass Injectors,0.0,+2%,
550,Vy'Keen Recycler,0.125,,-12%
551,Illegal Core,0.5,,-15%
552,Cadmium Plating,0.0,,-11%
553,Living Glass Plating,0.0,+2%,-11%
554,Cadmium Stabiliser,0.0,+2%,
555,Illegal Mass Chamber,0.0,+2%,
556,Supercharged Mass Chamber,0.0,+2%,
557,Supercharged Core,0.0,,-11%
558,Cadmium Accelerator,0.0,+2%,
559,Illegal Accelerator,0.5,+3%,-11%
560,Living Glass Mass Chamber,0.0,+2%,-11%
561,Living Glass Core,0.25,+2%,-13%
562,Living Glass Injectors,0.0,+2%,
563,Illegal Accelerator,0.0,+2%,-11%
564,Vy'Keen Stabiliser,0.0,,-11%
565,Supercharged Recycler,0.125,,-12%
566,Supercharged Generator Unit,0.0,+2%,
567,Vy'Keen Mass Chamber,0.25,+2%,-13%
568,Living Glass Generator Unit,0.25,+2%,-13%
569,Cadmium Generator Unit,0.0,+2%,-11%
570,Cadmium Plating,0.0,,-11%
571,Living Glass Plating,0.125,,-12%
572,Illegal Plating,0.0,+2%,
573,Supercharged Recycler,0.0,+2%,
574,Living Glass Mass Chamber,0.0,+2%,-11%
575,Cadmium Recycler,0.5,,-15%
576,Cadmium Plating,0.25,+2%,-13%
577,Living Glass Plating,0.375,,-14%
578,Cadmium Injectors,0.0,+2%,
579,Vy'Keen Injectors,0.125,+2%,-12%
580,Supercharged Mass Chamber,0.5,,-15%
581,Living Glass Recycler,0.0,+2%,-11%
582,Cadmium Stabiliser,0.0,+2%,
583,Supercharged Stabiliser,0.5,+3%,-11%
584,Supercharged Injectors,0.0,,-11%
585,Supercharged Injectors,0.0,+2%,
586,Vy'Keen Stabiliser,0.0,+2%,-11%
587,Supercharged Stabiliser,0.75,+3%,-13%
588,Supercharged Generator Unit,0.0,+2%,
589,Supercharged Accelerator,0.0,+2%,
590,Living Glass Generator Unit,0.5,+3%,
591,Vy'Keen Plating,0.0,+2%,
592,Vy'Keen Magnets,0.0,,-11%
593,Living Glass Core,0.125,,-12%
594,Vy'Keen Accelerator,0.0,+2%,
595,Supercharged Magnets,0.0,+2%,-11%
596,Living Glass Plating,0.75,+3%,-13%
597,Vy'Keen Plating,0.625,+3%,-12%
598,Living Glass Core,0.0,+2%,-11%
599,Living Glass Core,0.0,+2%,
600,Supercharged Plating,0.5,+2%,-15%
601,Supercharged Core,0.0,+2%,
602,Cadmium Capacitors,0.0,+2%,-11%
603,Living Glass Mass Chamber,0.5,,-15%
604,Cadmium Accelerator,0.0,,-11%
605,Vy'Keen Capacitors,0.0,+2%,-11%
606,Living Glass Capacitors,0.125,,-12%
607,Living Glass Core,0.0,+2%,-11%
608,Cadmium Stabiliser,1.0,+3%,-15%
609,Supercharged Generator Unit,0.5,+3%,
610,Vy'Keen Stabiliser,0.125,,-12%
611,Supercharged Injectors,0.0,,-11%
612,Living Glass Core,0.0,+2%,
613,Supercharged Core,0.125,,-12%
614,Cadmium Plating,0.25,,-13%
615,Supercharged Plating,0.0,+2%,
