Seed	Name	Perfection	Weapon_Grenade_Damage	Weapon_Grenade_Radius	Weapon_Grenade_Speed
175	Supercritical Heat Pump	0.03		+31%
176	Nonlinear Injector Plugs	0.36			+243%
177	Geometric Timing Loom	0.15	+33%
178	Nanite Injector Plugs	0.03		+31%
179	Supercritical Shell Loader	0.03		+31%
180	Nonlinear Release Mechanism	0.0	+30%
181	Nanite Shell Loader	0.3	+36%
182	Nanite Core	0.51		+31%	+294%
183	Supercritical Launch System	0.0	+30%
184	Nonlinear Core	0.05	+31%
185	Nonlinear Timing Loom	0.05	+31%
186	Gyroscopic Launch System	0.5		+50%
187	Nonlinear Injector Plugs	0.2		+32%	+158%
188	Nanite Core	0.42	+30%		+269%
189	Geometric Release Mechanism	0.05			+120%
190	Nanite Release Mechanism	0.2	+33%		+119%
191	Nanite Compressor	0.03		+31%
192	Nanite Coils	0.6	+38%	+38%
193	Gyroscopic Core	0.77	+36%	+49%
194	Nonlinear Coils	0.2		+38%
195	Geometric Injector Plugs	0.3			+221%
196	Supercritical Injector Plugs	0.03		+31%
197	Nanite Timing Loom	0.05			+119%
198	Nanite Gas Expander	0.03		+31%
199	Nonlinear Release Mechanism	0.08		+33%
200	Nanite Compressor	0.03		+31%
201	Nanite Timing Loom	0.1	+32%
202	Supercritical Timing Loom	0.15			+158%
203	Nanite Release Mechanism	0.2	+34%
204	Nanite Core	0.24			+198%
205	Geometric Shell Loader	0.28			+212%
206	Supercritical Release Mechanism	0.25			+199%
207	Gyroscopic Gas Expander	0.0	+30%
208	Nanite Timing Loom	0.0	+30%		+101%
209	Supercritical Shell Loader	0.01			+104%
210	Supercritical Compressor	0.35			+239%
211	Supercritical Core	0.0			+100%
212	Geometric Gas Expander	0.05			+121%
213	Nonlinear Release Mechanism	0.0		+30%
214	Nanite Compressor	0.0			+100%
215	Nonlinear Shell Loader	0.15	+33%
216	Gyroscopic Coils	0.17		+37%
217	Nanite Injector Plugs	0.03		+31%
218	Geometric Core	0.03		+31%
219	Nanite Release Mechanism	0.25		+40%
220	Supercritical Launch System	0.47			+290%
221	Nonlinear Launch System	0.27			+208%
222	Supercritical Injector Plugs	0.03		+31%
223	Gyroscopic Injector Plugs	0.03		+31%
224	Nonlinear Heat Pump	0.18			+173%
225	Geometric Release Mechanism	0.01			+102%
226	Nanite Heat Pump	0.14		+31%	+147%
227	Geometric Launch System	0.47		+49%
228	Geometric Coils	0.33	+30%	+43%
229	Nanite Timing Loom	0.05			+121%
230	Supercritical Launch System	0.05		+32%
231	Supercritical Compressor	0.17			+169%
232	Geometric Gas Expander	0.35	+37%
233	Nonlinear Launch System	0.08		+33%
234	Gyroscopic Heat Pump	0.11			+145%
235	Geometric Gas Expander	0.05	+31%
236	Gyroscopic Injector Plugs	0.03			+111%
237	Supercritical Release Mechanism	0.24			+196%
238	Supercritical Core	0.05		+32%	+100%
239	Gyroscopic Coils	0.18			+171%
240	Supercritical Coils	0.42			+267%
241	Nanite Gas Expander	0.03		+31%
242	Supercritical Timing Loom	0.03		+31%
243	Gyroscopic Timing Loom	0.39			+254%
244	Nonlinear Coils	0.03		+31%
245	Gyroscopic Timing Loom	0.25	+35%
246	Nonlinear Injector Plugs	0.46			+285%
247	Nanite Coils	0.08		+33%
248	Geometric Gas Expander	0.22		+31%	+179%
249	Supercritical Heat Pump	0.45	+39%
250	Geometric Heat Pump	0.11	+30%		+145%
251	Nanite Gas Expander	0.07			+128%
252	Gyroscopic Launch System	0.13			+151%
253	Nonlinear Release Mechanism	0.0	+30%
254	Supercritical Injector Plugs	0.0	+30%
255	Gyroscopic Coils	0.05	+31%
256	Geometric Release Mechanism	0.0	+30%
257	Geometric Coils	0.03		+31%
258	Nanite Heat Pump	0.36			+243%
259	Supercritical Heat Pump	0.0			+100%
260	Supercritical Heat Pump	0.05	+31%
261	Geometric Compressor	0.38		+45%
262	Geometric Gas Expander	0.01			+103%
263	Supercritical Launch System	0.18	+33%		+110%
264	Geometric Gas Expander	0.43			+271%
265	Gyroscopic Shell Loader	0.15	+33%
266	Geometric Heat Pump	0.14			+156%
267	Nonlinear Compressor	0.03		+31%
268	Geometric Shell Loader	0.2	+34%
269	Gyroscopic Launch System	0.52	+35%		+208%
270	Supercritical Injector Plugs	0.03		+31%
271	Geometric Core	0.03		+31%
272	Supercritical Shell Loader	0.29			+215%
273	Supercritical Compressor	0.14	+30%		+156%
274	Supercritical Timing Loom	0.17		+37%
275	Gyroscopic Timing Loom	0.1	+32%
276	Gyroscopic Release Mechanism	0.5	+35%	+40%
277	Nonlinear Shell Loader	0.06			+124%
278	Gyroscopic Compressor	0.08	+31%	+31%
279	Nanite Injector Plugs	0.2	+34%
280	Nonlinear Gas Expander	0.03		+31%
281	Gyroscopic Core	0.2	+34%
282	Geometric Core	0.05			+119%
283	Geometric Release Mechanism	0.45	+39%
284	Geometric Core	0.0	+30%
285	Supercritical Injector Plugs	0.05	+31%
286	Geometric Heat Pump	0.12			+148%
287	Geometric Timing Loom	0.25		+40%
288	Geometric Coils	0.0	+30%
289	Supercritical Coils	0.2	+34%
290	Nonlinear Launch System	0.03		+31%
291	Gyroscopic Launch System	0.1	+32%
292	Nonlinear Coils	0.12			+147%
293	Gyroscopic Heat Pump	0.1		+34%
294	Nonlinear Launch System	0.33	+33%		+172%
295	Nonlinear Launch System	0.56	+34%		+245%
296	Geometric Shell Loader	0.45	+39%		+100%
297	Gyroscopic Gas Expander	0.0	+30%		+101%
298	Nonlinear Coils	0.14			+154%
299	Gyroscopic Injector Plugs	0.03		+31%
300	Nanite Injector Plugs	0.0	+30%
301	Supercritical Heat Pump	0.7	+38%	+42%
302	Nanite Release Mechanism	0.03		+31%
303	Nanite Compressor	0.03		+31%
304	Supercritical Injector Plugs	0.5		+50%
305	Gyroscopic Shell Loader	0.04			+115%
306	Gyroscopic Release Mechanism	0.35	+37%
307	Gyroscopic Shell Loader	0.75		+50%	+201%
308	Supercritical Coils	0.05		+32%
309	Nanite Coils	0.03		+31%
310	Nonlinear Gas Expander	0.09			+136%
311	Nonlinear Core	0.0	+30%
312	Nanite Core	0.15	+33%
313	Geometric Heat Pump	0.05	+31%
314	Nanite Gas Expander	0.3	+36%
315	Gyroscopic Core	0.0	+30%
316	Nanite Release Mechanism	0.55	+38%		+161%
317	Geometric Release Mechanism	0.51	+32%		+264%
318	Nonlinear Gas Expander	0.2	+34%
319	Geometric Timing Loom	0.08		+33%
320	Nonlinear Launch System	0.05			+121%
321	Geometric Gas Expander	0.13	+32%		+113%
322	Nonlinear Coils	0.11			+144%
323	Gyroscopic Core	0.0	+30%
324	Nonlinear Launch System	0.4	+38%
325	Nanite Launch System	0.19	+33%		+115%
326	Nanite Shell Loader	0.05		+32%
327	Gyroscopic Compressor	0.35	+37%
328	Supercritical Heat Pump	0.05		+32%
329	Supercritical Shell Loader	0.02			+108%
330	Nanite Shell Loader	0.01			+104%
331	Gyroscopic Injector Plugs	0.18			+171%
332	Supercritical Launch System	0.08		+33%
333	Supercritical Injector Plugs	0.38		+45%
334	Geometric Gas Expander	0.08		+33%
335	Nanite Timing Loom	0.15	+32%	+32%
336	Gyroscopic Gas Expander	0.25	+35%
337	Nanite Coils	0.2		+38%
338	Nonlinear Coils	0.05		+32%
339	Geometric Launch System	0.39			+256%
340	Gyroscopic Heat Pump	0.0			+100%
341	Nonlinear Coils	0.07			+127%
342	Gyroscopic Core	0.42	+35%	+37%
343	Supercritical Heat Pump	0.03		+31%
344	Supercritical Compressor	0.06			+123%
345	Gyroscopic Core	0.0	+30%
346	Gyroscopic Shell Loader	0.03		+31%
347	Supercritical Heat Pump	0.0	+30%
348	Supercritical Coils	0.03		+31%
349	Geometric Timing Loom	0.41			+264%
350	Nanite Compressor	0.02			+108%
351	Nanite Launch System	0.05		+32%
352	Supercritical Shell Loader	0.03		+31%
353	Supercritical Heat Pump	0.05		+32%
354	Supercritical Core	0.09			+135%
355	Gyroscopic Compressor	0.31		+34%	+184%
356	Gyroscopic Injector Plugs	0.27			+207%
357	Nonlinear Core	0.1	+32%
358	Geometric Launch System	0.03		+31%
359	Geometric Injector Plugs	0.1		+34%
360	Supercritical Release Mechanism	0.08			+133%
361	Geometric Launch System	0.0	+30%
362	Gyroscopic Core	0.21			+185%
363	Geometric Compressor	0.34		+42%	+118%
364	Supercritical Heat Pump	0.38			+252%
365	Gyroscopic Release Mechanism	0.25	+35%
366	Geometric Timing Loom	0.21		+37%	+112%
367	Nonlinear Injector Plugs	0.03		+31%
368	Supercritical Heat Pump	0.45		+48%
369	Nonlinear Launch System	0.03		+31%
370	Nanite Gas Expander	0.05			+122%
371	Nonlinear Compressor	0.45	+39%
372	Nanite Gas Expander	0.4	+38%
373	Gyroscopic Release Mechanism	0.12	+32%		+109%
374	Nonlinear Gas Expander	0.03		+31%
375	Nanite Timing Loom	0.14			+155%
376	Gyroscopic Compressor	0.1		+34%
377	Nonlinear Compressor	0.01	+30%		+105%
378	Geometric Gas Expander	0.02			+106%
379	Geometric Launch System	0.43			+272%
380	Gyroscopic Timing Loom	0.01			+104%
381	Nonlinear Gas Expander	0.13			+152%
382	Nonlinear Shell Loader	0.1			+142%
383	Geometric Gas Expander	0.1		+34%
384	Geometric Timing Loom	0.05		+32%
385	Geometric Release Mechanism	0.25		+40%
386	Gyroscopic Timing Loom	0.33		+43%	+102%
387	Supercritical Coils	0.43			+273%
388	Supercritical Launch System	0.02			+106%
389	Nanite Heat Pump	0.3			+218%
390	Geometric Heat Pump	0.03		+31%
391	Supercritical Gas Expander	0.16			+163%
392	Nonlinear Gas Expander	0.34			+238%
393	Supercritical Launch System	0.22		+39%
394	Geometric Gas Expander	0.48	+39%	+31%
395	Supercritical Injector Plugs	0.25		+40%
396	Geometric Core	0.03		+31%
397	Supercritical Compressor	0.24		+37%	+128%
398	Geometric Coils	0.05		+32%
399	Gyroscopic Core	0.78		+45%	+262%
400	Gyroscopic Injector Plugs	0.08	+31%	+31%
401	Gyroscopic Injector Plugs	0.2		+38%
402	Supercritical Gas Expander	0.0			+100%
403	Geometric Release Mechanism	0.22			+189%
404	Geometric Release Mechanism	0.03		+31%
405	Gyroscopic Release Mechanism	0.1	+32%
406	Gyroscopic Timing Loom	0.05		+32%
407	Gyroscopic Gas Expander	0.35	+37%
408	Nonlinear Shell Loader	0.4		+46%
409	Supercritical Heat Pump	0.43	+38%	+31%
410	Nanite Injector Plugs	0.12		+35%	+100%
411	Gyroscopic Launch System	0.35			+240%
412	Nonlinear Core	0.33			+232%
413	Supercritical Heat Pump	0.12		+35%
414	Nanite Core	0.45	+39%
415	Geometric Release Mechanism	0.17		+37%
416	Supercritical Core	0.26	+35%		+104%
417	Supercritical Shell Loader	0.12			+149%
418	Nonlinear Release Mechanism	0.3	+36%
419	Supercritical Coils	0.1		+34%
420	Gyroscopic Timing Loom	0.7	+39%	+40%
421	Geometric Launch System	0.18			+172%
422	Geometric Heat Pump	0.4		+46%	+100%
423	Nonlinear Shell Loader	0.12	+32%	+31%
424	Geometric Compressor	0.11			+144%
425	Gyroscopic Timing Loom	0.0		+30%
426	Gyroscopic Heat Pump	0.33			+230%
427	Nanite Launch System	0.6	+36%	+42%
428	Geometric Gas Expander	0.06	+31%		+103%
429	Supercritical Release Mechanism	0.0	+30%
430	Geometric Gas Expander	0.3	+36%
431	Nonlinear Release Mechanism	0.2		+38%
432	Gyroscopic Coils	0.1			+140%
433	Gyroscopic Core	0.19			+175%
434	Nonlinear Compressor	0.28			+213%
435	Supercritical Timing Loom	0.45	+39%
436	Supercritical Heat Pump	0.05	+31%
437	Supercritical Core	0.35	+37%
438	Geometric Timing Loom	0.25	+35%
439	Nanite Coils	0.03		+31%
440	Nonlinear Timing Loom	0.06			+124%
441	Gyroscopic Gas Expander	0.05		+32%
442	Gyroscopic Launch System	0.44		+31%	+266%
443	Nonlinear Heat Pump	0.0	+30%
444	Nanite Launch System	0.22		+39%
445	Nanite Gas Expander	0.03		+31%
446	Gyroscopic Gas Expander	0.08		+33%
447	Gyroscopic Injector Plugs	0.03		+31%
448	Geometric Gas Expander	0.4			+259%
449	Nonlinear Timing Loom	0.1		+34%
450	Gyroscopic Release Mechanism	0.03		+31%
451	Nanite Heat Pump	0.34			+237%
452	Nonlinear Core	0.16	+33%		+105%
453	Nanite Core	0.15			+160%
454	Nonlinear Release Mechanism	0.33		+43%
455	Geometric Injector Plugs	0.35	+37%
456	Gyroscopic Compressor	0.45	+39%
457	Gyroscopic Timing Loom	0.27			+209%
458	Supercritical Timing Loom	0.43	+38%	+31%
459	Nanite Gas Expander	0.22			+189%
460	Nonlinear Coils	0.32			+226%
461	Geometric Coils	0.2	+34%
462	Nonlinear Launch System	0.15		+36%
463	Nanite Core	0.0	+30%
464	Geometric Launch System	0.05	+31%
465	Nanite Heat Pump	0.0	+30%
466	Nonlinear Coils	0.3	+32%	+38%
467	Nanite Compressor	0.4		+46%
468	Geometric Launch System	0.0	+30%
469	Supercritical Compressor	0.0	+30%
470	Nanite Coils	0.3	+30%		+219%
471	Supercritical Timing Loom	0.62		+36%	+290%
472	Geometric Shell Loader	0.35	+37%
473	Geometric Shell Loader	0.03		+31%
474	Supercritical Injector Plugs	0.03		+31%
475	Supercritical Gas Expander	0.28		+41%
476	Geometric Timing Loom	0.03		+31%
477	Nanite Core	0.3	+36%		+102%
478	Nanite Coils	0.03		+31%
479	Gyroscopic Gas Expander	0.22			+186%
480	Nonlinear Core	0.0	+30%
481	Supercritical Compressor	0.0	+30%
482	Supercritical Heat Pump	0.35		+44%
483	Gyroscopic Launch System	0.1		+34%
484	Geometric Launch System	0.04			+117%
485	Supercritical Timing Loom	0.35	+37%
486	Supercritical Compressor	0.33		+43%
487	Nonlinear Compressor	0.0	+30%
488	Geometric Core	0.28		+41%
489	Nanite Shell Loader	0.08	+31%	+31%
490	Supercritical Coils	0.4	+38%
491	Nanite Injector Plugs	0.0			+100%
492	Nonlinear Injector Plugs	0.3	+30%	+42%
493	Geometric Timing Loom	0.28		+41%
494	Supercritical Gas Expander	0.1		+34%
495	Supercritical Core	0.15	+33%
496	Geometric Injector Plugs	0.03			+111%
497	Nanite Shell Loader	0.42		+47%
498	Nanite Gas Expander	0.0			+100%
499	Nanite Coils	0.03		+31%
500	Geometric Release Mechanism	0.3	+36%
501	Geometric Launch System	0.38		+45%
502	Geometric Release Mechanism	0.1	+32%
503	Supercritical Injector Plugs	0.12			+149%
504	Supercritical Compressor	0.03			+113%
505	Gyroscopic Heat Pump	0.0	+30%
506	Nanite Timing Loom	0.1	+32%
507	Gyroscopic Gas Expander	0.16		+31%	+152%
508	Nonlinear Heat Pump	0.08		+33%
509	Geometric Compressor	0.17		+37%
510	Nanite Compressor	0.27	+31%	+39%
511	Nanite Timing Loom	0.0	+30%
512	Supercritical Launch System	0.0			+100%
513	Geometric Release Mechanism	0.2	+34%
514	Nonlinear Timing Loom	0.49			+297%
515	Nanite Shell Loader	0.05	+31%
516	Geometric Injector Plugs	0.0	+30%
517	Gyroscopic Timing Loom	0.0	+30%
518	Nonlinear Coils	0.07			+126%
519	Supercritical Gas Expander	0.05	+31%
520	Supercritical Launch System	0.45			+278%
521	Gyroscopic Coils	0.43			+273%
522	Supercritical Compressor	0.0	+30%
523	Gyroscopic Coils	0.18	+33%	+31%
524	Gyroscopic Launch System	0.16			+162%
525	Nonlinear Core	0.24			+196%
526	Nanite Release Mechanism	0.0	+30%
527	Nanite Injector Plugs	0.45	+39%
528	Nonlinear Timing Loom	0.23			+192%
529	Supercritical Launch System	0.25			+200%
530	Geometric Coils	0.35	+37%
531	Gyroscopic Gas Expander	0.49		+49%	+107%
532	Gyroscopic Heat Pump	0.1		+34%
533	Nanite Coils	0.03		+31%
534	Nanite Core	0.0			+101%
535	Geometric Injector Plugs	0.15	+33%
536	Nanite Release Mechanism	0.15	+33%
537	Nonlinear Core	0.03		+31%
538	Supercritical Shell Loader	0.08	+30%	+33%
539	Gyroscopic Release Mechanism	0.22			+188%
540	Nonlinear Heat Pump	0.01			+102%
541	Gyroscopic Compressor	0.15		+36%
542	Nonlinear Gas Expander	0.28		+41%
543	Gyroscopic Coils	0.1	+30%	+34%
544	Nonlinear Core	0.29			+217%
545	Geometric Release Mechanism	0.01			+104%
546	Geometric Launch System	0.0		+30%
547	Gyroscopic Coils	0.45			+279%
548	Nonlinear Coils	0.41			+263%
549	Geometric Injector Plugs	0.32			+228%
550	Nonlinear Gas Expander	0.03		+31%
551	Gyroscopic Core	0.33		+43%
552	Supercritical Release Mechanism	0.2			+180%
553	Geometric Release Mechanism	0.45	+31%	+46%
554	Supercritical Timing Loom	0.03		+31%
555	Gyroscopic Launch System	0.17		+37%
556	Nanite Launch System	0.05	+31%
557	Nanite Core	0.0			+100%
558	Supercritical Compressor	0.1	+32%
559	Gyroscopic Compressor	0.75	+36%	+48%
560	Geometric Launch System	0.09	+31%		+116%
561	Geometric Core	0.03	+30%	+31%
562	Geometric Injector Plugs	0.07			+129%
563	Gyroscopic Compressor	0.05	+30%		+119%
564	Nonlinear Timing Loom	0.1	+32%
565	Nanite Gas Expander	0.12		+35%
566	Nanite Shell Loader	0.15			+159%
567	Nonlinear Launch System	0.21	+32%		+144%
568	Geometric Shell Loader	0.1		+34%
569	Supercritical Shell Loader	0.33		+39%	+141%
570	Supercritical Release Mechanism	0.24			+197%
571	Geometric Release Mechanism	0.28			+210%
572	Gyroscopic Release Mechanism	0.3	+36%
573	Nanite Gas Expander	0.26			+203%
574	Geometric Launch System	0.13			+152%
575	Supercritical Gas Expander	0.03		+31%
576	Supercritical Release Mechanism	0.22		+31%	+176%
577	Geometric Release Mechanism	0.0			+100%
578	Supercritical Injector Plugs	0.32			+229%
579	Nonlinear Injector Plugs	0.1	+32%
580	Nanite Launch System	0.08		+33%
581	Geometric Gas Expander	0.15	+33%
582	Supercritical Timing Loom	0.25		+40%
583	Nanite Timing Loom	0.35	+37%
584	Nanite Injector Plugs	0.0			+101%
585	Nanite Injector Plugs	0.11			+145%
586	Nonlinear Timing Loom	0.12			+149%
587	Nanite Timing Loom	0.0	+30%
588	Nanite Shell Loader	0.45	+39%
589	Nanite Compressor	0.18			+171%
590	Geometric Shell Loader	0.05	+31%
591	Nonlinear Release Mechanism	0.0	+30%
592	Nonlinear Coils	0.15	+33%
593	Geometric Core	0.03		+31%
594	Nonlinear Compressor	0.0	+30%
595	Nanite Coils	0.4		+46%
596	Geometric Release Mechanism	0.05	+31%
597	Nonlinear Release Mechanism	0.05	+31%
598	Geometric Core	0.33		+43%
599	Geometric Core	0.12		+35%
600	Nanite Release Mechanism	0.03		+31%
601	Nanite Core	0.03			+114%
602	Supercritical Heat Pump	0.16	+30%		+164%
603	Geometric Launch System	0.2		+38%
604	Supercritical Compressor	0.4	+38%
605	Nonlinear Heat Pump	0.05	+31%
606	Geometric Heat Pump	0.13			+151%
607	Geometric Core	0.27	+31%		+189%
608	Supercritical Timing Loom	0.49			+297%
609	Nanite Shell Loader	0.0	+30%
610	Nonlinear Timing Loom	0.15		+36%
611	Nanite Injector Plugs	0.08			+130%
612	Geometric Core	0.05	+31%
613	Nanite Core	0.15			+158%
614	Supercritical Release Mechanism	0.16			+165%
615	Nanite Release Mechanism	0.2	+34%
616	Nonlinear Release Mechanism	0.12	+30%		+148%
617	Geometric Injector Plugs	0.05	+31%
618	Nanite Shell Loader	0.2	+34%
619	Gyroscopic Core	0.15	+33%		+101%
620	Nonlinear Gas Expander	0.59		+47%	+167%
621	Supercritical Coils	0.38	+30%	+45%
622	Nonlinear Gas Expander	0.2	+34%
623	Supercritical Injector Plugs	0.22			+188%
624	Nonlinear Compressor	0.35			+240%
625	Supercritical Gas Expander	0.51	+32%		+265%
626	Nanite Coils	0.32		+39%	+137%
627	Supercritical Gas Expander	0.03		+31%
628	Gyroscopic Gas Expander	0.03		+31%
629	Geometric Release Mechanism	0.05	+31%
630	Geometric Timing Loom	0.15			+160%
631	Geometric Core	0.35	+37%
632	Nanite Gas Expander	0.0			+101%
633	Gyroscopic Core	0.26			+203%
634	Nanite Core	0.0		+30%
635	Gyroscopic Gas Expander	0.38	+37%	+31%
636	Nanite Shell Loader	0.45	+30%		+278%
637	Gyroscopic Heat Pump	0.15	+33%
