Seed	Name	Perfection	Weapon_Laser_Damage	Weapon_Laser_ChargeTime
204	Superconductive Core	0.55	+3%	-11%
205	Plasma Generator Unit	0.55	+3%	-11%
206	Emeril Plating	0.55	+3%	-11%
207	Parallel Recycler	0.55	+3%	-11%
208	Superconductive Stabiliser	0.95	+3%	-19%
209	Emeril Generator Unit	0.55	+3%	-11%
210	Emeril Accelerator	0.55	+3%	-11%
211	Emeril Core	0.55	+3%	-11%
212	Plasma Recycler	0.55	+3%	-11%
213	Superb Plating	1.0	+3%	-20%
214	Superconductive Accelerator	0.95	+3%	-19%
215	Superb Generator Unit	0.55	+3%	-11%
216	Parallel Magnets	0.7	+3%	-14%
217	Superconductive Injectors	0.6	+3%	-12%
218	Plasma Core	0.75	+3%	-15%
219	Superconductive Plating	0.7	+3%	-14%
220	Emeril Mass Chamber	0.55	+3%	-11%
221	Superb Mass Chamber	0.85	+3%	-17%
222	Emeril Injectors	0.65	+3%	-13%
223	Parallel Injectors	0.65	+3%	-13%
224	Superb Capacitors	0.55	+3%	-11%
225	Plasma Plating	0.75	+3%	-15%
226	Superconductive Capacitors	0.55	+3%	-11%
227	Plasma Mass Chamber	0.55	+3%	-11%
228	Plasma Magnets	0.9	+3%	-18%
229	Superconductive Stabiliser	0.55	+3%	-11%
230	Emeril Mass Chamber	0.6	+3%	-12%
231	Emeril Accelerator	0.55	+3%	-11%
232	Plasma Recycler	0.55	+3%	-11%
233	Superb Mass Chamber	0.55	+3%	-11%
234	Parallel Capacitors	0.55	+3%	-11%
235	Plasma Recycler	0.55	+3%	-11%
236	Parallel Injectors	0.55	+3%	-11%
237	Emeril Plating	0.55	+3%	-11%
238	Emeril Core	0.8	+3%	-16%
239	Parallel Magnets	0.55	+3%	-11%
240	Emeril Magnets	0.55	+3%	-11%
241	Superconductive Recycler	0.65	+3%	-13%
242	Emeril Stabiliser	0.75	+3%	-15%
243	Parallel Stabiliser	0.55	+3%	-11%
244	Superb Magnets	0.65	+3%	-13%
245	Parallel Stabiliser	0.55	+3%	-11%
246	Superb Injectors	0.55	+3%	-11%
247	Superconductive Magnets	0.55	+3%	-11%
248	Plasma Recycler	0.55	+3%	-11%
249	Emeril Capacitors	0.55	+3%	-11%
250	Plasma Capacitors	0.9	+3%	-18%
251	Superconductive Recycler	0.55	+3%	-11%
252	Parallel Mass Chamber	0.55	+3%	-11%
253	Superb Plating	0.6	+3%	-12%
254	Emeril Injectors	0.6	+3%	-12%
255	Parallel Magnets	0.55	+3%	-11%
256	Plasma Plating	0.95	+3%	-19%
257	Plasma Magnets	0.9	+3%	-18%
258	Superconductive Capacitors	0.55	+3%	-11%
259	Emeril Capacitors	0.85	+3%	-17%
260	Emeril Capacitors	0.55	+3%	-11%
261	Plasma Accelerator	0.6	+3%	-12%
262	Plasma Recycler	0.55	+3%	-11%
263	Emeril Mass Chamber	0.55	+3%	-11%
264	Plasma Recycler	0.65	+3%	-13%
265	Parallel Generator Unit	0.55	+3%	-11%
266	Plasma Capacitors	0.55	+3%	-11%
267	Superb Accelerator	0.6	+3%	-12%
268	Plasma Generator Unit	0.55	+3%	-11%
269	Parallel Mass Chamber	0.6	+3%	-12%
270	Emeril Injectors	0.55	+3%	-11%
271	Plasma Core	0.65	+3%	-13%
272	Emeril Generator Unit	0.55	+3%	-11%
273	Emeril Accelerator	0.55	+3%	-11%
274	Emeril Stabiliser	0.8	+3%	-16%
275	Parallel Stabiliser	0.55	+3%	-11%
276	Parallel Plating	0.55	+3%	-11%
277	Superb Generator Unit	0.6	+3%	-12%
278	Parallel Accelerator	0.65	+3%	-13%
279	Superconductive Injectors	0.55	+3%	-11%
280	Superb Recycler	0.6	+3%	-12%
281	Parallel Core	0.55	+3%	-11%
282	Plasma Core	0.55	+3%	-11%
283	Plasma Plating	0.55	+3%	-11%
284	Plasma Core	0.7	+3%	-14%
285	Emeril Injectors	0.55	+3%	-11%
286	Plasma Capacitors	0.55	+3%	-11%
287	Plasma Stabiliser	0.6	+3%	-12%
288	Plasma Magnets	0.6	+3%	-12%
289	Emeril Magnets	0.55	+3%	-11%
290	Superb Mass Chamber	0.6	+3%	-12%
291	Parallel Mass Chamber	0.55	+3%	-11%
292	Superb Magnets	0.55	+3%	-11%
293	Parallel Capacitors	0.55	+3%	-11%
294	Superb Mass Chamber	0.55	+3%	-11%
295	Superb Mass Chamber	0.55	+3%	-11%
296	Plasma Generator Unit	0.65	+3%	-13%
297	Parallel Recycler	0.6	+3%	-12%
298	Superb Magnets	0.55	+3%	-11%
299	Parallel Injectors	0.65	+3%	-13%
300	Superconductive Injectors	0.55	+3%	-11%
301	Emeril Capacitors	0.55	+3%	-11%
302	Superconductive Plating	0.55	+3%	-11%
303	Superconductive Accelerator	0.75	+3%	-15%
304	Emeril Injectors	0.6	+3%	-12%
305	Parallel Generator Unit	0.55	+3%	-11%
306	Parallel Plating	0.55	+3%	-11%
307	Parallel Generator Unit	0.6	+3%	-12%
308	Emeril Magnets	0.6	+3%	-12%
309	Superconductive Magnets	0.55	+3%	-11%
310	Superb Recycler	0.55	+3%	-11%
311	Superb Core	0.65	+3%	-13%
312	Superconductive Core	0.55	+3%	-11%
313	Plasma Capacitors	0.55	+3%	-11%
314	Superconductive Recycler	0.55	+3%	-11%
315	Parallel Core	0.55	+3%	-11%
316	Superconductive Plating	0.55	+3%	-11%
317	Plasma Plating	0.6	+3%	-12%
318	Superb Recycler	0.55	+3%	-11%
319	Plasma Stabiliser	0.55	+3%	-11%
320	Superb Mass Chamber	0.55	+3%	-11%
321	Plasma Recycler	0.55	+3%	-11%
322	Superb Magnets	0.65	+3%	-13%
323	Parallel Core	0.6	+3%	-12%
324	Superb Mass Chamber	0.55	+3%	-11%
325	Superconductive Mass Chamber	0.55	+3%	-11%
326	Superconductive Generator Unit	0.55	+3%	-11%
327	Parallel Accelerator	0.55	+3%	-11%
328	Emeril Capacitors	0.55	+3%	-11%
329	Emeril Generator Unit	0.55	+3%	-11%
330	Superconductive Generator Unit	0.55	+3%	-11%
331	Parallel Injectors	0.55	+3%	-11%
332	Emeril Mass Chamber	0.55	+3%	-11%
333	Emeril Injectors	0.55	+3%	-11%
334	Plasma Recycler	0.6	+3%	-12%
335	Superconductive Stabiliser	0.55	+3%	-11%
336	Parallel Recycler	0.55	+3%	-11%
337	Superconductive Magnets	0.55	+3%	-11%
338	Superb Magnets	0.65	+3%	-13%
339	Plasma Mass Chamber	0.55	+3%	-11%
340	Parallel Capacitors	1.0	+3%	-20%
341	Superb Magnets	0.55	+3%	-11%
342	Parallel Core	0.55	+3%	-11%
343	Emeril Capacitors	0.55	+3%	-11%
344	Emeril Accelerator	0.65	+3%	-13%
345	Parallel Core	0.65	+3%	-13%
346	Parallel Generator Unit	0.65	+3%	-13%
347	Emeril Capacitors	0.55	+3%	-11%
348	Emeril Magnets	0.55	+3%	-11%
349	Plasma Stabiliser	0.55	+3%	-11%
350	Superconductive Accelerator	0.55	+3%	-11%
351	Superconductive Mass Chamber	0.55	+3%	-11%
352	Emeril Generator Unit	0.8	+3%	-16%
353	Emeril Capacitors	0.55	+3%	-11%
354	Emeril Core	0.55	+3%	-11%
355	Parallel Accelerator	0.65	+3%	-13%
356	Parallel Injectors	0.55	+3%	-11%
357	Superb Core	0.55	+3%	-11%
358	Plasma Mass Chamber	0.65	+3%	-13%
359	Plasma Injectors	0.55	+3%	-11%
360	Emeril Plating	0.55	+3%	-11%
361	Plasma Mass Chamber	0.6	+3%	-12%
362	Parallel Core	0.55	+3%	-11%
363	Plasma Accelerator	0.55	+3%	-11%
364	Emeril Capacitors	0.55	+3%	-11%
365	Parallel Plating	0.55	+3%	-11%
366	Plasma Stabiliser	0.55	+3%	-11%
367	Superb Injectors	0.7	+3%	-14%
368	Emeril Capacitors	0.55	+3%	-11%
369	Superb Mass Chamber	0.6	+3%	-12%
370	Superconductive Recycler	0.55	+3%	-11%
371	Superb Accelerator	0.55	+3%	-11%
372	Superconductive Recycler	0.55	+3%	-11%
373	Parallel Plating	0.65	+3%	-13%
374	Superb Recycler	0.65	+3%	-13%
375	Superconductive Stabiliser	0.55	+3%	-11%
376	Parallel Accelerator	0.55	+3%	-11%
377	Superb Accelerator	0.55	+3%	-11%
378	Plasma Recycler	0.55	+3%	-11%
379	Plasma Mass Chamber	0.55	+3%	-11%
380	Parallel Stabiliser	0.6	+3%	-12%
381	Superb Recycler	0.55	+3%	-11%
382	Superb Generator Unit	0.55	+3%	-11%
383	Plasma Recycler	0.55	+3%	-11%
384	Plasma Stabiliser	0.55	+3%	-11%
385	Plasma Plating	0.55	+3%	-11%
386	Parallel Stabiliser	0.55	+3%	-11%
387	Emeril Magnets	0.55	+3%	-11%
388	Emeril Mass Chamber	0.55	+3%	-11%
389	Superconductive Capacitors	0.55	+3%	-11%
390	Plasma Capacitors	0.75	+3%	-15%
391	Emeril Recycler	0.7	+3%	-14%
392	Superb Recycler	0.55	+3%	-11%
393	Emeril Mass Chamber	0.55	+3%	-11%
394	Plasma Recycler	0.6	+3%	-12%
395	Emeril Injectors	0.6	+3%	-12%
396	Plasma Core	0.65	+3%	-13%
397	Emeril Accelerator	0.6	+3%	-12%
398	Plasma Magnets	0.75	+3%	-15%
399	Parallel Core	0.55	+3%	-11%
400	Parallel Injectors	0.8	+3%	-16%
401	Parallel Injectors	0.55	+3%	-11%
402	Emeril Recycler	0.55	+3%	-11%
403	Plasma Plating	0.55	+3%	-11%
404	Plasma Plating	0.6	+3%	-12%
405	Parallel Plating	0.55	+3%	-11%
406	Parallel Stabiliser	0.55	+3%	-11%
407	Parallel Recycler	0.55	+3%	-11%
408	Superb Generator Unit	0.55	+3%	-11%
409	Emeril Capacitors	0.55	+3%	-11%
410	Superconductive Injectors	0.55	+3%	-11%
411	Parallel Mass Chamber	0.7	+3%	-14%
412	Superb Core	0.55	+3%	-11%
413	Emeril Capacitors	0.55	+3%	-11%
414	Superconductive Core	0.55	+3%	-11%
415	Plasma Plating	0.55	+3%	-11%
416	Emeril Core	0.55	+3%	-11%
417	Emeril Generator Unit	0.55	+3%	-11%
418	Superb Plating	0.55	+3%	-11%
419	Emeril Magnets	0.55	+3%	-11%
420	Parallel Stabiliser	0.55	+3%	-11%
421	Plasma Mass Chamber	0.95	+3%	-19%
422	Plasma Capacitors	0.95	+3%	-19%
423	Superb Generator Unit	0.75	+3%	-15%
424	Plasma Accelerator	0.55	+3%	-11%
425	Parallel Stabiliser	1.0	+3%	-20%
426	Parallel Capacitors	0.55	+3%	-11%
427	Superconductive Mass Chamber	0.55	+3%	-11%
428	Plasma Recycler	0.75	+3%	-15%
429	Emeril Plating	0.7	+3%	-14%
430	Plasma Recycler	0.55	+3%	-11%
431	Superb Plating	0.55	+3%	-11%
432	Parallel Magnets	0.55	+3%	-11%
433	Parallel Core	0.55	+3%	-11%
434	Superb Accelerator	0.55	+3%	-11%
435	Emeril Stabiliser	0.55	+3%	-11%
436	Emeril Capacitors	0.55	+3%	-11%
437	Emeril Core	0.55	+3%	-11%
438	Plasma Stabiliser	0.55	+3%	-11%
439	Superconductive Magnets	0.55	+3%	-11%
440	Superb Stabiliser	0.55	+3%	-11%
441	Parallel Recycler	0.55	+3%	-11%
442	Parallel Mass Chamber	0.95	+3%	-19%
443	Superb Capacitors	0.75	+3%	-15%
444	Superconductive Mass Chamber	0.7	+3%	-14%
445	Superconductive Recycler	0.75	+3%	-15%
446	Parallel Recycler	0.55	+3%	-11%
447	Parallel Injectors	0.8	+3%	-16%
448	Plasma Recycler	0.75	+3%	-15%
449	Superb Stabiliser	0.55	+3%	-11%
450	Parallel Plating	0.55	+3%	-11%
451	Superconductive Capacitors	0.55	+3%	-11%
452	Superb Core	0.7	+3%	-14%
453	Superconductive Core	0.55	+3%	-11%
454	Superb Plating	0.9	+3%	-18%
455	Plasma Injectors	0.55	+3%	-11%
456	Parallel Accelerator	0.55	+3%	-11%
457	Parallel Stabiliser	0.95	+3%	-19%
458	Emeril Stabiliser	0.85	+3%	-17%
459	Superconductive Recycler	0.55	+3%	-11%
460	Superb Magnets	0.55	+3%	-11%
461	Plasma Magnets	0.55	+3%	-11%
462	Superb Mass Chamber	0.55	+3%	-11%
463	Superconductive Core	0.6	+3%	-12%
464	Plasma Mass Chamber	0.55	+3%	-11%
465	Superconductive Capacitors	0.6	+3%	-12%
466	Superb Magnets	0.55	+3%	-11%
467	Superconductive Accelerator	0.55	+3%	-11%
468	Plasma Mass Chamber	1.0	+3%	-20%
469	Emeril Accelerator	0.8	+3%	-16%
470	Superconductive Magnets	0.55	+3%	-11%
471	Emeril Stabiliser	0.8	+3%	-16%
472	Plasma Generator Unit	0.55	+3%	-11%
473	Plasma Generator Unit	0.85	+3%	-17%
474	Emeril Injectors	0.55	+3%	-11%
475	Emeril Recycler	0.6	+3%	-12%
476	Plasma Stabiliser	0.8	+3%	-16%
477	Superconductive Core	0.55	+3%	-11%
478	Superconductive Magnets	0.6	+3%	-12%
479	Parallel Recycler	0.55	+3%	-11%
480	Superb Core	0.65	+3%	-13%
481	Emeril Accelerator	0.95	+3%	-19%
482	Emeril Capacitors	0.55	+3%	-11%
483	Parallel Mass Chamber	0.9	+3%	-18%
484	Plasma Mass Chamber	0.65	+3%	-13%
485	Emeril Stabiliser	0.55	+3%	-11%
486	Emeril Accelerator	0.7	+3%	-14%
487	Superb Accelerator	0.55	+3%	-11%
488	Plasma Core	0.55	+3%	-11%
489	Superconductive Generator Unit	0.6	+3%	-12%
490	Emeril Magnets	0.55	+3%	-11%
491	Superconductive Injectors	0.55	+3%	-11%
492	Superb Injectors	0.55	+3%	-11%
493	Plasma Stabiliser	0.95	+3%	-19%
494	Emeril Recycler	0.55	+3%	-11%
495	Emeril Core	0.55	+3%	-11%
496	Plasma Injectors	0.6	+3%	-12%
497	Superconductive Generator Unit	0.65	+3%	-13%
498	Superconductive Recycler	0.95	+3%	-19%
499	Superconductive Magnets	0.7	+3%	-14%
500	Plasma Plating	0.55	+3%	-11%
501	Plasma Mass Chamber	0.55	+3%	-11%
502	Plasma Plating	0.55	+3%	-11%
503	Emeril Injectors	0.55	+3%	-11%
504	Emeril Accelerator	0.6	+3%	-12%
505	Parallel Capacitors	0.6	+3%	-12%
506	Superconductive Stabiliser	0.55	+3%	-11%
507	Parallel Recycler	0.55	+3%	-11%
508	Superb Capacitors	0.55	+3%	-11%
509	Plasma Accelerator	0.8	+3%	-16%
510	Superconductive Accelerator	0.55	+3%	-11%
511	Superconductive Stabiliser	1.0	+3%	-20%
512	Emeril Mass Chamber	0.55	+3%	-11%
513	Plasma Plating	0.55	+3%	-11%
514	Superb Stabiliser	0.55	+3%	-11%
515	Superconductive Generator Unit	0.55	+3%	-11%
516	Plasma Injectors	0.6	+3%	-12%
517	Parallel Stabiliser	0.55	+3%	-11%
518	Superb Magnets	0.55	+3%	-11%
519	Emeril Recycler	0.55	+3%	-11%
520	Emeril Mass Chamber	0.55	+3%	-11%
521	Parallel Magnets	0.55	+3%	-11%
522	Emeril Accelerator	0.7	+3%	-14%
523	Parallel Magnets	0.7	+3%	-14%
524	Parallel Mass Chamber	0.55	+3%	-11%
525	Superb Core	0.55	+3%	-11%
526	Superconductive Plating	0.7	+3%	-14%
527	Superconductive Injectors	0.55	+3%	-11%
528	Superb Stabiliser	0.85	+3%	-17%
529	Emeril Mass Chamber	0.55	+3%	-11%
530	Plasma Magnets	0.55	+3%	-11%
531	Parallel Recycler	0.55	+3%	-11%
532	Parallel Capacitors	0.75	+3%	-15%
533	Superconductive Magnets	0.65	+3%	-13%
534	Superconductive Core	0.55	+3%	-11%
535	Plasma Injectors	0.55	+3%	-11%
536	Superconductive Plating	0.55	+3%	-11%
537	Superb Core	0.55	+3%	-11%
538	Emeril Generator Unit	0.7	+3%	-14%
539	Parallel Plating	0.55	+3%	-11%
540	Superb Capacitors	0.6	+3%	-12%
541	Parallel Accelerator	0.55	+3%	-11%
542	Superb Recycler	0.6	+3%	-12%
543	Parallel Magnets	0.55	+3%	-11%
544	Superb Core	0.55	+3%	-11%
545	Plasma Plating	0.55	+3%	-11%
546	Plasma Mass Chamber	0.65	+3%	-13%
547	Parallel Magnets	0.55	+3%	-11%
548	Superb Magnets	0.55	+3%	-11%
549	Plasma Injectors	0.55	+3%	-11%
550	Superb Recycler	0.55	+3%	-11%
551	Parallel Core	1.0	+3%	-20%
552	Emeril Plating	0.55	+3%	-11%
553	Plasma Plating	0.55	+3%	-11%
554	Emeril Stabiliser	0.55	+3%	-11%
555	Parallel Mass Chamber	0.55	+3%	-11%
556	Superconductive Mass Chamber	0.55	+3%	-11%
557	Superconductive Core	0.55	+3%	-11%
558	Emeril Accelerator	0.55	+3%	-11%
559	Parallel Accelerator	0.55	+3%	-11%
560	Plasma Mass Chamber	0.55	+3%	-11%
561	Plasma Core	0.6	+3%	-12%
562	Plasma Injectors	0.55	+3%	-11%
563	Parallel Accelerator	0.55	+3%	-11%
564	Superb Stabiliser	0.55	+3%	-11%
565	Superconductive Recycler	0.55	+3%	-11%
566	Superconductive Generator Unit	0.55	+3%	-11%
567	Superb Mass Chamber	0.6	+3%	-12%
568	Plasma Generator Unit	0.6	+3%	-12%
569	Emeril Generator Unit	0.55	+3%	-11%
570	Emeril Plating	0.55	+3%	-11%
571	Plasma Plating	0.55	+3%	-11%
572	Parallel Plating	0.55	+3%	-11%
573	Superconductive Recycler	0.55	+3%	-11%
574	Plasma Mass Chamber	0.55	+3%	-11%
575	Emeril Recycler	0.95	+3%	-19%
576	Emeril Plating	0.65	+3%	-13%
577	Plasma Plating	0.7	+3%	-14%
578	Emeril Injectors	0.55	+3%	-11%
579	Superb Injectors	0.55	+3%	-11%
580	Superconductive Mass Chamber	0.8	+3%	-16%
581	Plasma Recycler	0.55	+3%	-11%
582	Emeril Stabiliser	0.55	+3%	-11%
583	Superconductive Stabiliser	0.55	+3%	-11%
584	Superconductive Injectors	0.55	+3%	-11%
585	Superconductive Injectors	0.55	+3%	-11%
586	Superb Stabiliser	0.55	+3%	-11%
587	Superconductive Stabiliser	0.6	+3%	-12%
588	Superconductive Generator Unit	0.55	+3%	-11%
589	Superconductive Accelerator	0.55	+3%	-11%
