sep=,
Seed,Name,Perfection,Weapon_Laser_Damage,Weapon_Laser_ChargeTime
52,Additional Capacitors,0.25,,-7%
53,Well-Made Recycler,0.0,,-6%
54,Well-Made Magnets,0.75,,-9%
55,Well-Made Core,0.5,,-8%
56,Well-Made Injectors,0.5,,-8%
57,Reinforced Stabiliser,1.0,+2%,
58,Backup Mass Chamber,1.0,+2%,
59,Copper Core,1.0,,-10%
60,Copper Magnets,1.0,+2%,
61,Reinforced Stabiliser,0.0,,-6%
62,Reinforced Capacitors,1.0,+2%,
63,Well-Made Generator Unit,0.5,,-8%
64,Well-Made Stabiliser,1.0,+2%,
65,Additional Capacitors,1.0,+2%,
66,Backup Generator Unit,1.0,+2%,
67,Additional Core,1.0,+2%,
68,Additional Recycler,1.0,+2%,
69,Backup Core,0.0,,-6%
70,Backup Stabiliser,1.0,+2%,
71,Copper Injectors,0.75,,-9%
72,Backup Plating,1.0,,-10%
73,Backup Mass Chamber,0.0,,-6%
74,Additional Capacitors,1.0,+2%,
75,Backup Accelerator,0.0,,-6%
76,Additional Capacitors,0.25,,-7%
77,Copper Core,1.0,+2%,
78,Backup Capacitors,0.25,,-7%
79,Reinforced Mass Chamber,1.0,+2%,
80,Reinforced Generator Unit,0.0,,-6%
81,Backup Core,1.0,+2%,
82,Additional Magnets,1.0,+2%,
83,Additional Generator Unit,1.0,+2%,
84,Reinforced Generator Unit,0.0,,-6%
85,Well-Made Plating,0.0,,-6%
86,Copper Magnets,0.0,,-6%
87,Backup Accelerator,1.0,+2%,
88,Well-Made Magnets,1.0,+2%,
89,Backup Core,1.0,+2%,
90,Well-Made Stabiliser,1.0,+2%,
91,Additional Recycler,0.5,,-8%
92,Reinforced Stabiliser,0.0,,-6%
93,Reinforced Injectors,0.75,,-9%
94,Copper Core,0.25,,-7%
95,Reinforced Recycler,1.0,+2%,
96,Reinforced Accelerator,0.0,,-6%
97,Backup Recycler,0.25,,-7%
98,Copper Stabiliser,1.0,,-10%
99,Well-Made Generator Unit,0.25,,-7%
100,Well-Made Capacitors,0.0,,-6%
101,Reinforced Mass Chamber,1.0,+2%,
102,Backup Recycler,1.0,+2%,
103,Copper Plating,1.0,+2%,
104,Copper Capacitors,0.0,,-6%
105,Copper Recycler,0.5,,-8%
106,Copper Recycler,0.5,,-8%
107,Copper Magnets,1.0,+2%,
108,Reinforced Magnets,1.0,+2%,
109,Copper Plating,0.75,,-9%
110,Backup Capacitors,0.0,,-6%
111,Additional Injectors,1.0,+2%,
112,Reinforced Recycler,1.0,+2%,
113,Well-Made Core,1.0,+2%,
114,Additional Capacitors,0.25,,-7%
115,Reinforced Capacitors,0.5,,-8%
116,Reinforced Stabiliser,0.75,,-9%
117,Well-Made Capacitors,0.75,,-9%
118,Reinforced Stabiliser,0.0,,-6%
119,Copper Core,0.0,,-6%
120,Reinforced Accelerator,1.0,,-10%
121,Reinforced Stabiliser,1.0,+2%,
122,Reinforced Core,1.0,+2%,
123,Copper Stabiliser,0.25,,-7%
124,Additional Core,1.0,+2%,
125,Backup Generator Unit,0.25,,-7%
126,Additional Injectors,1.0,+2%,
127,Reinforced Plating,0.25,,-7%
128,Copper Generator Unit,1.0,+2%,
129,Well-Made Generator Unit,0.25,,-7%
130,Well-Made Stabiliser,0.25,,-7%
131,Copper Recycler,1.0,+2%,
132,Copper Stabiliser,1.0,,-10%
133,Additional Stabiliser,1.0,+2%,
134,Reinforced Mass Chamber,1.0,+2%,
135,Backup Generator Unit,0.25,,-7%
136,Reinforced Capacitors,0.5,,-8%
137,Copper Generator Unit,1.0,+2%,
138,Reinforced Accelerator,0.5,,-8%
139,Copper Mass Chamber,1.0,+2%,
140,Reinforced Injectors,1.0,+2%,
141,Additional Magnets,1.0,+2%,
142,Reinforced Injectors,0.5,,-8%
143,Well-Made Capacitors,1.0,+2%,
144,Copper Generator Unit,1.0,,-10%
145,Well-Made Plating,0.0,,-6%
146,Backup Accelerator,0.5,,-8%
147,Copper Core,1.0,+2%,
148,Well-Made Recycler,0.75,,-9%
149,Additional Mass Chamber,0.0,,-6%
150,Well-Made Accelerator,1.0,+2%,
151,Additional Mass Chamber,1.0,+2%,
152,Additional Recycler,0.0,,-6%
153,Well-Made Magnets,0.75,,-9%
154,Well-Made Stabiliser,0.0,,-6%
155,Backup Stabiliser,1.0,+2%,
156,Additional Core,1.0,+2%,
157,Copper Accelerator,1.0,+2%,
158,Additional Magnets,1.0,+2%,
159,Copper Recycler,1.0,,-10%
160,Additional Recycler,1.0,+2%,
161,Additional Core,1.0,+2%,
162,Additional Capacitors,0.75,,-9%
163,Reinforced Accelerator,0.0,,-6%
164,Well-Made Recycler,1.0,+2%,
165,Copper Core,0.0,,-6%
166,Copper Capacitors,1.0,+2%,
167,Reinforced Magnets,0.0,,-6%
168,Reinforced Injectors,1.0,+2%,
169,Well-Made Generator Unit,0.75,,-9%
170,Backup Plating,1.0,+2%,
171,Backup Injectors,1.0,+2%,
172,Additional Plating,1.0,+2%,
173,Reinforced Generator Unit,1.0,+2%,
174,Additional Stabiliser,0.25,,-7%
175,Copper Capacitors,1.0,+2%,
176,Well-Made Injectors,0.0,,-6%
177,Reinforced Stabiliser,1.0,+2%,
178,Backup Injectors,1.0,+2%,
179,Copper Generator Unit,1.0,,-10%
180,Well-Made Plating,1.0,+2%,
181,Backup Generator Unit,1.0,+2%,
182,Backup Core,1.0,,-10%
183,Copper Mass Chamber,1.0,+2%,
184,Well-Made Core,1.0,+2%,
185,Well-Made Stabiliser,1.0,+2%,
186,Additional Mass Chamber,0.5,,-8%
187,Well-Made Injectors,0.5,,-8%
188,Backup Core,1.0,+2%,
189,Reinforced Plating,0.0,,-6%
190,Backup Plating,0.25,,-7%
191,Backup Accelerator,0.5,,-8%
192,Backup Magnets,1.0,+2%,
193,Additional Core,1.0,+2%,
194,Well-Made Magnets,0.25,,-7%
195,Reinforced Injectors,0.0,,-6%
196,Copper Injectors,0.75,,-9%
197,Backup Stabiliser,0.0,,-6%
198,Backup Recycler,1.0,+2%,
199,Well-Made Plating,1.0,,-10%
200,Backup Accelerator,1.0,+2%,
201,Backup Stabiliser,1.0,+2%,
202,Copper Stabiliser,1.0,+2%,
203,Backup Plating,1.0,+2%,
204,Backup Core,0.0,,-6%
205,Reinforced Generator Unit,0.0,,-6%
206,Copper Plating,0.25,,-7%
207,Additional Recycler,0.0,,-6%
208,Backup Stabiliser,1.0,+2%,
209,Copper Generator Unit,0.0,,-6%
210,Copper Accelerator,1.0,+2%,
211,Copper Core,0.0,,-6%
212,Reinforced Recycler,0.0,,-6%
213,Well-Made Plating,1.0,+2%,
214,Backup Accelerator,1.0,+2%,
215,Well-Made Generator Unit,1.0,+2%,
216,Additional Magnets,0.75,,-9%
217,Backup Injectors,1.0,+2%,
218,Reinforced Core,1.0,,-10%
219,Backup Plating,0.75,,-9%
220,Copper Mass Chamber,0.0,,-6%
221,Well-Made Mass Chamber,1.0,,-10%
222,Copper Injectors,1.0,+2%,
223,Additional Injectors,0.75,,-9%
224,Well-Made Capacitors,0.0,,-6%
225,Reinforced Plating,1.0,+2%,
226,Backup Capacitors,0.0,,-6%
227,Reinforced Mass Chamber,1.0,+2%,
228,Reinforced Magnets,1.0,+2%,
229,Backup Stabiliser,0.0,,-6%
230,Copper Mass Chamber,0.5,,-8%
231,Copper Accelerator,0.0,,-6%
232,Reinforced Recycler,1.0,+2%,
233,Well-Made Mass Chamber,1.0,+2%,
234,Additional Capacitors,0.0,,-6%
235,Reinforced Recycler,1.0,+2%,
236,Additional Injectors,0.0,,-6%
237,Copper Plating,0.0,,-6%
238,Copper Core,1.0,,-10%
239,Additional Magnets,0.0,,-6%
240,Copper Magnets,0.0,,-6%
241,Backup Recycler,1.0,+2%,
242,Copper Stabiliser,0.75,,-9%
243,Additional Stabiliser,0.0,,-6%
244,Well-Made Magnets,0.75,,-9%
245,Additional Stabiliser,0.0,,-6%
246,Well-Made Injectors,1.0,+2%,
247,Backup Magnets,1.0,+2%,
248,Reinforced Recycler,0.0,,-6%
249,Copper Capacitors,0.0,,-6%
250,Reinforced Capacitors,1.0,+2%,
251,Backup Recycler,1.0,+2%,
252,Additional Mass Chamber,0.0,,-6%
253,Well-Made Plating,1.0,+2%,
254,Copper Injectors,1.0,+2%,
255,Additional Magnets,1.0,+2%,
256,Reinforced Plating,1.0,+2%,
257,Reinforced Magnets,1.0,,-10%
258,Backup Capacitors,0.25,,-7%
259,Copper Capacitors,1.0,+2%,
260,Copper Capacitors,0.25,,-7%
261,Reinforced Accelerator,0.5,,-8%
262,Reinforced Recycler,0.5,,-8%
263,Copper Mass Chamber,1.0,+2%,
264,Reinforced Recycler,0.75,,-9%
265,Additional Generator Unit,1.0,+2%,
266,Reinforced Capacitors,1.0,+2%,
267,Well-Made Accelerator,0.5,,-8%
268,Reinforced Generator Unit,1.0,+2%,
269,Additional Mass Chamber,0.5,,-8%
270,Copper Injectors,1.0,+2%,
271,Reinforced Core,1.0,+2%,
272,Copper Generator Unit,0.0,,-6%
273,Copper Accelerator,0.5,,-8%
274,Copper Stabiliser,1.0,,-10%
275,Additional Stabiliser,1.0,+2%,
276,Additional Plating,1.0,+2%,
277,Well-Made Generator Unit,0.5,,-8%
278,Additional Accelerator,1.0,+2%,
279,Backup Injectors,1.0,+2%,
280,Well-Made Recycler,1.0,+2%,
281,Additional Core,1.0,+2%,
282,Reinforced Core,0.0,,-6%
283,Reinforced Plating,1.0,+2%,
284,Reinforced Core,1.0,+2%,
285,Copper Injectors,0.0,,-6%
286,Reinforced Capacitors,0.25,,-7%
287,Reinforced Stabiliser,0.5,,-8%
288,Reinforced Magnets,1.0,+2%,
289,Copper Magnets,0.0,,-6%
290,Well-Made Mass Chamber,1.0,+2%,
291,Additional Mass Chamber,1.0,+2%,
292,Well-Made Magnets,0.0,,-6%
293,Additional Capacitors,1.0,+2%,
294,Well-Made Mass Chamber,1.0,+2%,
295,Well-Made Mass Chamber,0.0,,-6%
296,Reinforced Generator Unit,0.75,,-9%
297,Additional Recycler,0.5,,-8%
298,Well-Made Magnets,0.25,,-7%
299,Additional Injectors,1.0,+2%,
300,Backup Injectors,0.0,,-6%
301,Copper Capacitors,1.0,+2%,
302,Backup Plating,1.0,+2%,
303,Backup Accelerator,1.0,+2%,
304,Copper Injectors,0.5,,-8%
305,Additional Generator Unit,0.0,,-6%
306,Additional Plating,1.0,+2%,
307,Additional Generator Unit,0.5,,-8%
308,Copper Magnets,0.5,,-8%
309,Backup Magnets,0.25,,-7%
310,Well-Made Recycler,1.0,+2%,
311,Well-Made Core,1.0,+2%,
312,Backup Core,0.0,,-6%
313,Reinforced Capacitors,1.0,+2%,
314,Backup Recycler,1.0,+2%,
315,Additional Core,0.0,,-6%
316,Backup Plating,0.0,,-6%
317,Reinforced Plating,0.5,,-8%
318,Well-Made Recycler,1.0,+2%,
319,Reinforced Stabiliser,1.0,+2%,
320,Well-Made Mass Chamber,0.0,,-6%
321,Reinforced Recycler,0.25,,-7%
322,Well-Made Magnets,0.5,,-8%
323,Additional Core,1.0,+2%,
324,Well-Made Mass Chamber,1.0,+2%,
325,Backup Mass Chamber,0.0,,-6%
326,Backup Generator Unit,1.0,+2%,
327,Additional Accelerator,0.0,,-6%
328,Copper Capacitors,1.0,+2%,
329,Copper Generator Unit,0.0,,-6%
330,Backup Generator Unit,0.25,,-7%
331,Additional Injectors,0.0,,-6%
332,Copper Mass Chamber,1.0,+2%,
333,Copper Injectors,1.0,+2%,
334,Reinforced Recycler,0.5,,-8%
335,Backup Stabiliser,1.0,+2%,
336,Additional Recycler,1.0,+2%,
337,Backup Magnets,1.0,+2%,
338,Well-Made Magnets,0.75,,-9%
339,Reinforced Mass Chamber,1.0,+2%,
340,Additional Capacitors,1.0,+2%,
341,Well-Made Magnets,0.0,,-6%
342,Additional Core,1.0,+2%,
343,Copper Capacitors,1.0,+2%,
344,Copper Accelerator,0.75,,-9%
345,Additional Core,1.0,+2%,
346,Additional Generator Unit,1.0,+2%,
347,Copper Capacitors,0.0,,-6%
348,Copper Magnets,0.25,,-7%
349,Reinforced Stabiliser,0.0,,-6%
350,Backup Accelerator,0.0,,-6%
351,Backup Mass Chamber,0.25,,-7%
352,Copper Generator Unit,1.0,+2%,
353,Copper Capacitors,1.0,+2%,
354,Copper Core,0.0,,-6%
355,Additional Accelerator,0.75,,-9%
356,Additional Injectors,0.0,,-6%
357,Well-Made Core,1.0,+2%,
358,Reinforced Mass Chamber,0.75,,-9%
359,Reinforced Injectors,1.0,+2%,
360,Copper Plating,1.0,+2%,
361,Reinforced Mass Chamber,1.0,+2%,
362,Additional Core,0.25,,-7%
363,Reinforced Accelerator,0.0,,-6%
364,Copper Capacitors,0.0,,-6%
365,Additional Plating,1.0,+2%,
366,Reinforced Stabiliser,0.0,,-6%
367,Well-Made Injectors,1.0,+2%,
368,Copper Capacitors,1.0,+2%,
369,Well-Made Mass Chamber,1.0,+2%,
370,Backup Recycler,1.0,+2%,
371,Well-Made Accelerator,1.0,+2%,
372,Backup Recycler,1.0,+2%,
373,Additional Plating,1.0,+2%,
374,Well-Made Recycler,0.75,,-9%
375,Backup Stabiliser,0.0,,-6%
376,Additional Accelerator,1.0,+2%,
377,Well-Made Accelerator,0.25,,-7%
378,Reinforced Recycler,0.0,,-6%
379,Reinforced Mass Chamber,0.0,,-6%
380,Additional Stabiliser,0.5,,-8%
381,Well-Made Recycler,0.0,,-6%
382,Well-Made Generator Unit,0.0,,-6%
383,Reinforced Recycler,1.0,+2%,
384,Reinforced Stabiliser,1.0,+2%,
385,Reinforced Plating,1.0,+2%,
386,Additional Stabiliser,0.0,,-6%
387,Copper Magnets,0.0,,-6%
388,Copper Mass Chamber,0.0,,-6%
389,Backup Capacitors,0.0,,-6%
390,Reinforced Capacitors,1.0,+2%,
391,Copper Recycler,0.75,,-9%
392,Well-Made Recycler,0.0,,-6%
393,Copper Mass Chamber,0.25,,-7%
394,Reinforced Recycler,1.0,+2%,
395,Copper Injectors,0.5,,-8%
396,Reinforced Core,0.75,,-9%
397,Copper Accelerator,0.5,,-8%
398,Reinforced Magnets,0.75,,-9%
399,Additional Core,0.0,,-6%
400,Additional Injectors,1.0,+2%,
401,Additional Injectors,1.0,+2%,
402,Copper Recycler,0.0,,-6%
403,Reinforced Plating,0.0,,-6%
404,Reinforced Plating,0.5,,-8%
405,Additional Plating,1.0,+2%,
406,Additional Stabiliser,1.0,+2%,
407,Additional Recycler,1.0,+2%,
408,Well-Made Generator Unit,1.0,+2%,
409,Copper Capacitors,1.0,+2%,
410,Backup Injectors,0.0,,-6%
411,Additional Mass Chamber,0.75,,-9%
412,Well-Made Core,0.0,,-6%
413,Copper Capacitors,0.5,,-8%
414,Backup Core,1.0,+2%,
415,Reinforced Plating,1.0,+2%,
416,Copper Core,0.0,,-6%
417,Copper Generator Unit,0.0,,-6%
418,Well-Made Plating,0.0,,-6%
419,Copper Magnets,1.0,+2%,
420,Additional Stabiliser,1.0,+2%,
421,Reinforced Mass Chamber,1.0,,-10%
422,Reinforced Capacitors,1.0,,-10%
423,Well-Made Generator Unit,1.0,+2%,
424,Reinforced Accelerator,0.0,,-6%
425,Additional Stabiliser,1.0,+2%,
426,Additional Capacitors,0.0,,-6%
427,Backup Mass Chamber,1.0,+2%,
428,Reinforced Recycler,1.0,+2%,
429,Copper Plating,1.0,+2%,
430,Reinforced Recycler,1.0,+2%,
431,Well-Made Plating,0.25,,-7%
432,Additional Magnets,0.0,,-6%
433,Additional Core,1.0,+2%,
434,Well-Made Accelerator,0.0,,-6%
435,Copper Stabiliser,1.0,+2%,
436,Copper Capacitors,1.0,+2%,
437,Copper Core,1.0,+2%,
438,Reinforced Stabiliser,1.0,+2%,
439,Backup Magnets,0.25,,-7%
440,Well-Made Stabiliser,0.0,,-6%
441,Additional Recycler,1.0,+2%,
442,Additional Mass Chamber,1.0,,-10%
443,Well-Made Capacitors,1.0,+2%,
444,Backup Mass Chamber,0.75,,-9%
445,Backup Recycler,1.0,+2%,
446,Additional Recycler,1.0,+2%,
447,Additional Injectors,1.0,+2%,
448,Reinforced Recycler,0.75,,-9%
449,Well-Made Stabiliser,1.0,+2%,
450,Additional Plating,0.25,,-7%
451,Backup Capacitors,0.0,,-6%
452,Well-Made Core,1.0,+2%,
453,Backup Core,0.25,,-7%
454,Well-Made Plating,1.0,,-10%
455,Reinforced Injectors,0.0,,-6%
456,Additional Accelerator,1.0,+2%,
457,Additional Stabiliser,1.0,,-10%
458,Copper Stabiliser,1.0,+2%,
459,Backup Recycler,0.25,,-7%
460,Well-Made Magnets,0.0,,-6%
461,Reinforced Magnets,1.0,+2%,
462,Well-Made Mass Chamber,1.0,+2%,
463,Backup Core,1.0,+2%,
464,Reinforced Mass Chamber,1.0,+2%,
465,Backup Capacitors,1.0,+2%,
466,Well-Made Magnets,1.0,+2%,
467,Backup Accelerator,0.5,,-8%
468,Reinforced Mass Chamber,1.0,+2%,
469,Copper Accelerator,1.0,+2%,
470,Backup Magnets,0.0,,-6%
471,Copper Stabiliser,1.0,,-10%
472,Reinforced Generator Unit,1.0,+2%,
473,Reinforced Generator Unit,1.0,+2%,
474,Copper Injectors,0.25,,-7%
475,Copper Recycler,0.5,,-8%
476,Reinforced Stabiliser,1.0,+2%,
477,Backup Core,0.5,,-8%
478,Backup Magnets,1.0,+2%,
479,Additional Recycler,1.0,+2%,
480,Well-Made Core,1.0,+2%,
481,Copper Accelerator,1.0,+2%,
482,Copper Capacitors,0.25,,-7%
483,Additional Mass Chamber,1.0,,-10%
484,Reinforced Mass Chamber,0.75,,-9%
485,Copper Stabiliser,0.25,,-7%
486,Copper Accelerator,0.75,,-9%
487,Well-Made Accelerator,0.0,,-6%
488,Reinforced Core,1.0,+2%,
489,Backup Generator Unit,1.0,+2%,
490,Copper Magnets,1.0,+2%,
491,Backup Injectors,0.5,,-8%
492,Well-Made Injectors,1.0,+2%,
493,Reinforced Stabiliser,1.0,,-10%
494,Copper Recycler,1.0,+2%,
495,Copper Core,1.0,+2%,
496,Reinforced Injectors,1.0,+2%,
497,Backup Generator Unit,0.5,,-8%
498,Backup Recycler,1.0,+2%,
499,Backup Magnets,0.75,,-9%
500,Reinforced Plating,1.0,+2%,
501,Reinforced Mass Chamber,1.0,+2%,
502,Reinforced Plating,1.0,+2%,
503,Copper Injectors,1.0,+2%,
504,Copper Accelerator,1.0,+2%,
505,Additional Capacitors,1.0,+2%,
506,Backup Stabiliser,1.0,+2%,
507,Additional Recycler,0.0,,-6%
508,Well-Made Capacitors,1.0,+2%,
509,Reinforced Accelerator,1.0,,-10%
510,Backup Accelerator,1.0,+2%,
511,Backup Stabiliser,1.0,+2%,
512,Copper Mass Chamber,0.0,,-6%
513,Reinforced Plating,1.0,+2%,
514,Well-Made Stabiliser,0.0,,-6%
515,Backup Generator Unit,1.0,+2%,
516,Reinforced Injectors,1.0,+2%,
517,Additional Stabiliser,0.0,,-6%
518,Well-Made Magnets,1.0,+2%,
519,Copper Recycler,1.0,+2%,
520,Copper Mass Chamber,0.0,,-6%
521,Additional Magnets,0.25,,-7%
522,Copper Accelerator,1.0,+2%,
523,Additional Magnets,1.0,+2%,
524,Additional Mass Chamber,1.0,+2%,
525,Well-Made Core,0.0,,-6%
526,Backup Plating,1.0,+2%,
527,Backup Injectors,0.0,,-6%
528,Well-Made Stabiliser,1.0,,-10%
529,Copper Mass Chamber,0.0,,-6%
530,Reinforced Magnets,1.0,+2%,
531,Additional Recycler,0.0,,-6%
532,Additional Capacitors,0.75,,-9%
533,Backup Magnets,1.0,+2%,
534,Backup Core,0.0,,-6%
535,Reinforced Injectors,1.0,+2%,
536,Backup Plating,1.0,+2%,
537,Well-Made Core,0.25,,-7%
538,Copper Generator Unit,1.0,+2%,
539,Additional Plating,1.0,+2%,
540,Well-Made Capacitors,0.5,,-8%
541,Additional Accelerator,1.0,+2%,
542,Well-Made Recycler,0.5,,-8%
543,Additional Magnets,1.0,+2%,
544,Well-Made Core,0.0,,-6%
545,Reinforced Plating,0.0,,-6%
546,Reinforced Mass Chamber,0.75,,-9%
547,Additional Magnets,0.0,,-6%
548,Well-Made Magnets,0.25,,-7%
549,Reinforced Injectors,1.0,+2%,
550,Well-Made Recycler,0.25,,-7%
551,Additional Core,1.0,,-10%
552,Copper Plating,0.0,,-6%
553,Reinforced Plating,1.0,+2%,
554,Copper Stabiliser,1.0,+2%,
555,Additional Mass Chamber,1.0,+2%,
556,Backup Mass Chamber,1.0,+2%,
557,Backup Core,0.0,,-6%
558,Copper Accelerator,1.0,+2%,
559,Additional Accelerator,1.0,+2%,
560,Reinforced Mass Chamber,0.0,,-6%
561,Reinforced Core,1.0,+2%,
562,Reinforced Injectors,1.0,+2%,
563,Additional Accelerator,0.0,,-6%
564,Well-Made Stabiliser,0.0,,-6%
565,Backup Recycler,0.25,,-7%
566,Backup Generator Unit,1.0,+2%,
567,Well-Made Mass Chamber,0.5,,-8%
568,Reinforced Generator Unit,0.5,,-8%
569,Copper Generator Unit,0.0,,-6%
570,Copper Plating,0.0,,-6%
571,Reinforced Plating,0.25,,-7%
572,Additional Plating,1.0,+2%,
573,Backup Recycler,1.0,+2%,
574,Reinforced Mass Chamber,0.0,,-6%
575,Copper Recycler,1.0,,-10%
576,Copper Plating,0.5,,-8%
577,Reinforced Plating,0.75,,-9%
578,Copper Injectors,1.0,+2%,
579,Well-Made Injectors,1.0,+2%,
580,Backup Mass Chamber,1.0,,-10%
581,Reinforced Recycler,1.0,+2%,
582,Copper Stabiliser,1.0,+2%,
583,Backup Stabiliser,1.0,+2%,
584,Backup Injectors,0.0,,-6%
585,Backup Injectors,1.0,+2%,
586,Well-Made Stabiliser,0.0,,-6%
587,Backup Stabiliser,1.0,+2%,
588,Backup Generator Unit,1.0,+2%,
589,Backup Accelerator,1.0,+2%,
590,Reinforced Generator Unit,1.0,+2%,
591,Well-Made Plating,1.0,+2%,
592,Well-Made Magnets,0.0,,-6%
593,Reinforced Core,0.25,,-7%
594,Well-Made Accelerator,1.0,+2%,
595,Backup Magnets,1.0,+2%,
596,Reinforced Plating,1.0,+2%,
597,Well-Made Plating,1.0,+2%,
598,Reinforced Core,1.0,+2%,
599,Reinforced Core,1.0,+2%,
600,Backup Plating,1.0,,-10%
601,Backup Core,1.0,+2%,
602,Copper Capacitors,1.0,+2%,
603,Reinforced Mass Chamber,1.0,,-10%
604,Copper Accelerator,0.0,,-6%
605,Well-Made Capacitors,0.0,,-6%
606,Reinforced Capacitors,0.25,,-7%
607,Reinforced Core,1.0,+2%,
608,Copper Stabiliser,1.0,,-10%
609,Backup Generator Unit,1.0,+2%,
610,Well-Made Stabiliser,0.25,,-7%
611,Backup Injectors,0.0,,-6%
612,Reinforced Core,1.0,+2%,
613,Backup Core,0.25,,-7%
614,Copper Plating,0.5,,-8%
615,Backup Plating,1.0,+2%,
616,Well-Made Plating,1.0,,-10%
617,Reinforced Injectors,0.0,,-6%
618,Backup Generator Unit,0.0,,-6%
619,Additional Core,1.0,,-10%
620,Well-Made Recycler,0.75,,-9%
621,Copper Magnets,1.0,+2%,
622,Well-Made Recycler,0.0,,-6%
623,Copper Injectors,1.0,+2%,
624,Well-Made Accelerator,0.0,,-6%
625,Copper Recycler,1.0,+2%,
626,Backup Magnets,0.0,,-6%
627,Copper Recycler,1.0,+2%,
628,Additional Recycler,0.75,,-9%
629,Reinforced Plating,0.0,,-6%
630,Reinforced Stabiliser,0.0,,-6%
631,Reinforced Core,1.0,+2%,
632,Backup Recycler,0.0,,-6%
633,Additional Core,0.5,,-8%
634,Backup Core,0.25,,-7%
635,Additional Recycler,1.0,+2%,
636,Backup Generator Unit,0.0,,-6%
637,Additional Capacitors,0.0,,-6%
638,Additional Core,0.0,,-6%
639,Reinforced Capacitors,1.0,,-10%
640,Copper Injectors,0.0,,-6%
641,Reinforced Core,0.0,,-6%
642,Well-Made Core,0.25,,-7%
643,Well-Made Magnets,1.0,+2%,
644,Backup Stabiliser,1.0,,-10%
645,Well-Made Stabiliser,1.0,+2%,
646,Well-Made Mass Chamber,1.0,+2%,
647,Reinforced Magnets,1.0,,-10%
648,Copper Recycler,0.5,,-8%
649,Backup Recycler,0.25,,-7%
650,Copper Capacitors,0.0,,-6%
651,Reinforced Core,1.0,+2%,
652,Reinforced Capacitors,0.25,,-7%
653,Copper Stabiliser,1.0,+2%,
654,Reinforced Accelerator,1.0,+2%,
655,Reinforced Plating,0.0,,-6%
656,Well-Made Magnets,0.0,,-6%
657,Well-Made Mass Chamber,1.0,+2%,
658,Backup Capacitors,0.75,,-9%
659,Additional Core,0.75,,-9%
660,Additional Generator Unit,1.0,+2%,
661,Reinforced Recycler,1.0,+2%,
662,Backup Recycler,0.75,,-9%
663,Copper Mass Chamber,0.25,,-7%
664,Reinforced Stabiliser,0.0,,-6%
665,Well-Made Magnets,0.25,,-7%
666,Additional Core,0.75,,-9%
667,Reinforced Mass Chamber,0.25,,-7%
668,Well-Made Magnets,1.0,+2%,
669,Reinforced Accelerator,1.0,+2%,
670,Well-Made Accelerator,1.0,,-10%
671,Additional Mass Chamber,0.25,,-7%
672,Copper Magnets,0.0,,-6%
673,Copper Capacitors,1.0,+2%,
674,Reinforced Mass Chamber,1.0,,-10%
675,Additional Recycler,0.25,,-7%
676,Well-Made Core,1.0,+2%,
677,Backup Plating,0.0,,-6%
678,Reinforced Magnets,0.5,,-8%
679,Additional Magnets,0.25,,-7%
680,Backup Stabiliser,1.0,+2%,
681,Additional Accelerator,1.0,+2%,
682,Reinforced Core,0.0,,-6%
683,Well-Made Capacitors,0.5,,-8%
