sep=,
Seed,Name,Perfection,Vehicle_BoostSpeed,Vehicle_BoostTanks
166,Hybrid Diffuser,0.289,+44%,+32%
167,Liquid Fuel Turbine,0.263,,+40%
168,Liquid Fuel Exhaust,0.0,+35%,
169,Tritium Combustion Unit,0.0,,+30%
170,Frictionless Igniter,0.632,+49%,+40%
171,Frictionless Exhaust,0.026,+36%,
172,Multi-Tube Igniter,0.0,+35%,
173,Liquid Fuel Combustion Unit,0.447,+52%,
174,Multi-Tube Nozzles,0.132,+35%,+35%
175,Hybrid Diffuser,0.105,+39%,
176,Tritium Exhaust,0.5,,+49%
177,Liquid Fuel Nozzles,0.395,+50%,
178,Frictionless Exhaust,0.079,+37%,+31%
179,Hybrid Combustion Unit,0.0,,+30%
180,Tritium Igniter,0.316,+47%,
181,Frictionless Combustion Unit,0.526,+42%,+43%
182,Frictionless Dynamo,0.026,+36%,+30%
183,Hybrid Pump,0.211,+42%,+31%
184,Tritium Dynamo,0.237,+44%,
185,Tritium Nozzles,0.263,+45%,
186,Multi-Tube Pump,0.053,,+32%
187,Tritium Exhaust,0.184,+40%,+32%
188,Frictionless Dynamo,0.447,+36%,+46%
189,Liquid Fuel Igniter,0.263,+37%,+38%
190,Frictionless Igniter,0.105,+36%,+33%
191,Frictionless Tanks,0.053,,+32%
192,Frictionless Turbine,0.395,+38%,+42%
193,Multi-Tube Dynamo,0.5,+35%,+49%
194,Tritium Turbine,0.105,,+34%
195,Liquid Fuel Exhaust,0.421,,+46%
196,Hybrid Exhaust,0.0,,+30%
197,Frictionless Nozzles,0.211,,+38%
198,Frictionless Jets,0.053,+37%,
199,Tritium Igniter,0.158,+41%,+30%
200,Frictionless Tanks,0.0,+35%,
201,Frictionless Nozzles,0.368,+49%,
202,Hybrid Nozzles,0.0,+35%,
203,Frictionless Igniter,0.237,+44%,
204,Frictionless Dynamo,0.447,,+47%
205,Liquid Fuel Combustion Unit,0.342,,+43%
206,Hybrid Igniter,0.079,,+33%
207,Multi-Tube Jets,0.158,,+36%
208,Frictionless Nozzles,0.447,+52%,+30%
209,Hybrid Combustion Unit,0.158,+35%,+36%
210,Hybrid Tanks,0.0,+35%,
211,Hybrid Dynamo,0.237,,+39%
212,Liquid Fuel Jets,0.237,,+39%
213,Tritium Igniter,0.026,+36%,
214,Frictionless Tanks,0.0,+35%,
215,Tritium Combustion Unit,0.184,+42%,
216,Multi-Tube Turbine,0.0,,+30%
217,Frictionless Exhaust,0.026,+36%,
218,Liquid Fuel Dynamo,0.0,,+30%
219,Frictionless Igniter,0.368,+49%,+30%
220,Hybrid Pump,0.447,,+47%
221,Tritium Pump,0.0,,+30%
222,Hybrid Exhaust,0.026,+36%,+30%
223,Multi-Tube Exhaust,0.0,,+30%
224,Tritium Diffuser,0.263,,+40%
225,Liquid Fuel Igniter,0.0,+35%,
226,Frictionless Diffuser,0.395,+39%,+41%
227,Liquid Fuel Pump,0.579,+38%,+49%
228,Liquid Fuel Turbine,0.158,+41%,+30%
229,Frictionless Nozzles,0.237,,+39%
230,Hybrid Pump,0.026,,+31%
231,Hybrid Tanks,0.158,,+36%
232,Liquid Fuel Jets,0.184,+42%,
233,Tritium Pump,0.105,+39%,
234,Multi-Tube Diffuser,0.605,+39%,+49%
235,Liquid Fuel Jets,0.132,+40%,
236,Multi-Tube Exhaust,0.5,,+49%
237,Hybrid Igniter,0.237,,+39%
238,Hybrid Dynamo,0.132,+40%,+30%
239,Multi-Tube Turbine,0.395,,+45%
240,Hybrid Turbine,0.158,,+36%
241,Frictionless Jets,0.0,+35%,
242,Hybrid Nozzles,0.0,,+30%
243,Multi-Tube Nozzles,0.342,,+43%
244,Tritium Turbine,0.0,,+30%
245,Multi-Tube Nozzles,0.368,,+44%
246,Tritium Exhaust,0.0,+35%,
247,Frictionless Turbine,0.184,+35%,+37%
248,Liquid Fuel Jets,0.605,+42%,+46%
249,Hybrid Diffuser,0.211,,+38%
250,Liquid Fuel Diffuser,0.316,+47%,+30%
251,Frictionless Jets,0.026,+36%,
252,Multi-Tube Pump,0.316,,+42%
253,Tritium Igniter,0.316,+46%,+31%
254,Hybrid Exhaust,0.184,+42%,
255,Multi-Tube Turbine,0.368,+47%,+32%
256,Liquid Fuel Igniter,0.132,+40%,+30%
257,Liquid Fuel Turbine,0.0,,+30%
258,Frictionless Diffuser,0.079,,+33%
259,Hybrid Diffuser,0.0,+35%,+30%
260,Hybrid Diffuser,0.132,,+35%
261,Liquid Fuel Tanks,0.026,,+31%
262,Liquid Fuel Jets,0.053,,+32%
263,Hybrid Pump,0.395,+43%,+37%
264,Liquid Fuel Jets,0.0,,+30%
265,Multi-Tube Combustion Unit,0.289,+40%,+36%
266,Liquid Fuel Diffuser,0.132,+35%,+35%
267,Tritium Tanks,0.053,,+32%
268,Liquid Fuel Combustion Unit,0.211,+43%,
269,Multi-Tube Pump,0.289,+45%,+31%
270,Hybrid Exhaust,0.0,+35%,
271,Liquid Fuel Dynamo,0.026,+36%,
272,Hybrid Combustion Unit,0.158,,+36%
273,Hybrid Tanks,0.184,+40%,+32%
274,Hybrid Nozzles,0.0,,+30%
275,Multi-Tube Nozzles,0.158,+41%,
276,Multi-Tube Igniter,0.342,+35%,+43%
277,Tritium Combustion Unit,0.026,,+31%
278,Multi-Tube Tanks,0.026,+36%,+30%
279,Frictionless Exhaust,0.211,+43%,
280,Tritium Jets,0.053,+36%,+31%
281,Multi-Tube Dynamo,0.658,+51%,+39%
282,Liquid Fuel Dynamo,0.5,+36%,+48%
283,Liquid Fuel Igniter,0.289,+46%,
284,Liquid Fuel Dynamo,0.368,+49%,
285,Hybrid Exhaust,0.237,,+39%
286,Liquid Fuel Diffuser,0.132,,+35%
287,Liquid Fuel Nozzles,0.026,,+31%
288,Liquid Fuel Turbine,0.184,+42%,
289,Hybrid Turbine,0.447,,+47%
290,Tritium Pump,0.0,+35%,
291,Multi-Tube Pump,0.158,+41%,
292,Tritium Turbine,0.447,+39%,+43%
293,Multi-Tube Diffuser,0.237,+36%,+38%
294,Tritium Pump,0.526,+48%,+37%
295,Tritium Pump,0.737,+44%,+49%
296,Liquid Fuel Combustion Unit,0.0,+35%,+30%
297,Multi-Tube Jets,0.026,+35%,+31%
298,Tritium Turbine,0.079,,+33%
299,Multi-Tube Exhaust,0.053,+37%,
300,Frictionless Exhaust,0.5,+35%,+49%
301,Hybrid Diffuser,0.5,+39%,+45%
302,Frictionless Igniter,0.079,+35%,+33%
303,Frictionless Tanks,0.079,+38%,
304,Hybrid Exhaust,0.026,,+31%
305,Multi-Tube Combustion Unit,0.211,,+38%
306,Multi-Tube Igniter,0.368,+49%,
307,Multi-Tube Combustion Unit,0.526,+54%,+31%
308,Hybrid Turbine,0.026,,+31%
309,Frictionless Turbine,0.079,,+33%
310,Tritium Jets,0.053,+37%,
311,Tritium Dynamo,0.316,+47%,
312,Frictionless Dynamo,0.289,,+41%
313,Liquid Fuel Diffuser,0.368,+49%,
314,Frictionless Jets,0.184,+42%,
315,Multi-Tube Dynamo,0.211,,+38%
316,Frictionless Igniter,0.789,+51%,+44%
317,Liquid Fuel Igniter,0.447,+51%,+31%
318,Tritium Jets,0.289,+46%,
319,Liquid Fuel Nozzles,0.211,+36%,+37%
320,Tritium Pump,0.263,,+40%
321,Liquid Fuel Jets,0.105,+36%,+33%
322,Tritium Turbine,0.026,,+31%
323,Multi-Tube Dynamo,0.5,+53%,+31%
324,Tritium Pump,0.474,+53%,
325,Frictionless Pump,0.5,+41%,+43%
326,Frictionless Combustion Unit,0.026,+36%,
327,Multi-Tube Tanks,0.526,+49%,+36%
328,Hybrid Diffuser,0.0,+35%,
329,Hybrid Combustion Unit,0.158,,+36%
330,Frictionless Combustion Unit,0.053,,+32%
331,Multi-Tube Exhaust,0.158,,+36%
332,Hybrid Pump,0.0,+35%,
333,Hybrid Exhaust,0.0,+35%,
334,Liquid Fuel Jets,0.026,,+31%
335,Frictionless Nozzles,0.158,+35%,+36%
336,Multi-Tube Jets,0.342,+48%,
337,Frictionless Turbine,0.026,+36%,
338,Tritium Turbine,0.0,,+30%
339,Liquid Fuel Pump,0.0,+35%,
340,Multi-Tube Diffuser,0.026,+36%,+30%
341,Tritium Turbine,0.395,,+45%
342,Multi-Tube Dynamo,0.316,+36%,+41%
343,Hybrid Diffuser,0.026,+36%,
344,Hybrid Tanks,0.053,+37%,+30%
345,Multi-Tube Dynamo,0.474,+53%,
346,Multi-Tube Combustion Unit,0.0,+35%,+30%
347,Hybrid Diffuser,0.158,,+36%
348,Hybrid Turbine,0.184,+39%,+33%
349,Liquid Fuel Nozzles,0.658,+51%,+39%
350,Frictionless Tanks,0.5,+35%,+49%
351,Frictionless Pump,0.105,,+34%
352,Hybrid Combustion Unit,0.0,+35%,
353,Hybrid Diffuser,0.026,+36%,
354,Hybrid Dynamo,0.447,,+47%
355,Multi-Tube Tanks,0.211,+43%,+30%
356,Multi-Tube Exhaust,0.158,,+36%
357,Tritium Dynamo,0.263,+45%,
358,Liquid Fuel Pump,0.0,,+30%
359,Liquid Fuel Exhaust,0.0,+35%,
360,Hybrid Igniter,0.053,+37%,
361,Liquid Fuel Pump,0.342,+47%,+31%
362,Multi-Tube Dynamo,0.079,,+33%
363,Liquid Fuel Tanks,0.474,+36%,+47%
364,Hybrid Diffuser,0.816,+50%,+46%
365,Multi-Tube Igniter,0.158,+41%,
366,Liquid Fuel Nozzles,0.526,+36%,+49%
367,Tritium Exhaust,0.0,+35%,
368,Hybrid Diffuser,0.026,+36%,
369,Tritium Pump,0.0,+35%,
370,Frictionless Jets,0.053,+35%,+32%
371,Tritium Tanks,0.184,+42%,
372,Frictionless Jets,0.184,+42%,
373,Multi-Tube Igniter,0.053,+37%,+30%
374,Tritium Jets,0.0,,+30%
375,Frictionless Nozzles,0.237,,+39%
376,Multi-Tube Tanks,0.026,+36%,
377,Tritium Tanks,0.079,+35%,+33%
378,Liquid Fuel Jets,0.342,,+43%
379,Liquid Fuel Pump,0.158,,+36%
380,Multi-Tube Nozzles,0.053,,+32%
381,Tritium Jets,0.158,,+36%
382,Tritium Combustion Unit,0.289,,+41%
383,Liquid Fuel Jets,0.026,+36%,
384,Liquid Fuel Nozzles,0.0,+35%,
385,Liquid Fuel Igniter,0.0,+35%,
386,Multi-Tube Nozzles,0.342,+35%,+43%
387,Hybrid Turbine,0.368,,+44%
388,Hybrid Pump,0.316,,+42%
389,Frictionless Diffuser,0.158,,+36%
390,Liquid Fuel Diffuser,0.0,+35%,
391,Hybrid Jets,0.0,,+30%
392,Tritium Jets,0.316,,+42%
393,Hybrid Pump,0.079,,+33%
394,Liquid Fuel Jets,0.026,+35%,+31%
395,Hybrid Exhaust,0.026,,+31%
396,Liquid Fuel Dynamo,0.0,,+30%
397,Hybrid Tanks,0.316,+46%,+31%
398,Liquid Fuel Turbine,0.0,,+30%
399,Multi-Tube Dynamo,0.842,+51%,+46%
400,Multi-Tube Exhaust,0.079,+38%,+30%
401,Multi-Tube Exhaust,0.289,+35%,+41%
402,Hybrid Jets,0.237,,+39%
403,Liquid Fuel Igniter,0.211,,+38%
404,Liquid Fuel Igniter,0.026,,+31%
405,Multi-Tube Igniter,0.395,+50%,
406,Multi-Tube Nozzles,0.053,+37%,
407,Multi-Tube Jets,0.342,+48%,
408,Tritium Combustion Unit,0.0,+35%,
409,Hybrid Diffuser,0.947,+54%,+47%
410,Frictionless Exhaust,0.342,+35%,+43%
411,Multi-Tube Pump,0.0,,+30%
412,Tritium Dynamo,0.184,,+37%
413,Hybrid Diffuser,0.053,,+32%
414,Frictionless Dynamo,0.974,+53%,+49%
415,Liquid Fuel Igniter,0.0,+35%,
416,Hybrid Dynamo,0.5,+45%,+39%
417,Hybrid Combustion Unit,0.447,+39%,+43%
418,Tritium Igniter,0.316,,+42%
419,Hybrid Turbine,0.0,+35%,
420,Multi-Tube Nozzles,0.763,+45%,+49%
421,Liquid Fuel Pump,0.0,,+30%
422,Liquid Fuel Diffuser,0.447,+52%,+30%
423,Tritium Combustion Unit,0.0,+35%,+30%
424,Liquid Fuel Tanks,0.289,,+41%
425,Multi-Tube Nozzles,0.053,+37%,+30%
426,Multi-Tube Diffuser,0.158,,+36%
427,Frictionless Pump,0.579,+44%,+43%
428,Liquid Fuel Jets,0.105,+39%,+30%
429,Hybrid Igniter,0.211,+43%,
430,Liquid Fuel Jets,0.132,+40%,
431,Tritium Igniter,0.079,,+33%
432,Multi-Tube Turbine,0.342,,+43%
433,Multi-Tube Dynamo,0.079,+38%,
434,Tritium Tanks,0.711,+46%,+46%
435,Hybrid Nozzles,0.368,+49%,
436,Hybrid Diffuser,0.158,+41%,
437,Hybrid Dynamo,0.316,+47%,
438,Liquid Fuel Nozzles,0.763,+53%,+41%
439,Frictionless Turbine,0.105,,+34%
440,Tritium Nozzles,0.263,,+40%
441,Multi-Tube Jets,0.211,+38%,+35%
442,Multi-Tube Pump,0.0,+35%,+30%
443,Tritium Diffuser,0.132,+40%,
444,Frictionless Pump,0.0,,+30%
445,Frictionless Jets,0.105,+39%,
446,Multi-Tube Jets,0.0,+35%,
447,Multi-Tube Exhaust,0.079,+38%,
448,Liquid Fuel Jets,0.0,,+30%
449,Tritium Nozzles,0.053,+37%,
450,Multi-Tube Igniter,0.079,,+33%
451,Frictionless Diffuser,0.395,,+45%
452,Tritium Dynamo,0.079,+38%,+30%
453,Frictionless Dynamo,0.132,,+35%
454,Tritium Igniter,0.0,,+30%
455,Liquid Fuel Exhaust,0.368,,+44%
456,Multi-Tube Tanks,0.868,+49%,+49%
457,Multi-Tube Nozzles,0.0,,+30%
458,Hybrid Nozzles,0.053,+37%,+30%
459,Frictionless Jets,0.079,,+33%
460,Tritium Turbine,0.5,,+49%
461,Liquid Fuel Turbine,0.211,+43%,
462,Tritium Pump,0.0,+35%,
463,Frictionless Dynamo,0.132,+40%,
464,Liquid Fuel Pump,0.158,+41%,
465,Frictionless Diffuser,0.5,+54%,
466,Tritium Turbine,0.395,+45%,+35%
467,Frictionless Tanks,0.053,,+32%
468,Liquid Fuel Pump,0.342,+48%,
469,Hybrid Tanks,0.263,+45%,
470,Frictionless Turbine,0.421,+35%,+46%
471,Hybrid Nozzles,0.263,+45%,+30%
472,Liquid Fuel Combustion Unit,0.237,+44%,
473,Liquid Fuel Combustion Unit,0.0,+35%,
474,Hybrid Exhaust,0.105,,+34%
475,Hybrid Jets,0.421,+49%,+32%
476,Liquid Fuel Nozzles,0.0,+35%,
477,Frictionless Dynamo,0.053,+35%,+32%
478,Frictionless Turbine,0.026,+36%,
479,Multi-Tube Jets,0.079,+38%,
480,Tritium Dynamo,0.211,+43%,
481,Hybrid Tanks,0.342,+48%,
482,Hybrid Diffuser,0.053,,+32%
483,Multi-Tube Pump,0.0,,+30%
484,Liquid Fuel Pump,0.0,,+30%
485,Hybrid Nozzles,0.526,+50%,+35%
486,Hybrid Tanks,0.0,,+30%
487,Tritium Tanks,0.395,,+45%
488,Liquid Fuel Dynamo,0.105,+39%,
489,Frictionless Combustion Unit,0.026,+35%,+31%
490,Hybrid Turbine,0.158,+41%,
491,Frictionless Exhaust,0.053,+35%,+32%
492,Tritium Exhaust,0.447,+37%,+45%
493,Liquid Fuel Nozzles,0.368,+49%,+30%
494,Hybrid Jets,0.0,+35%,
495,Hybrid Dynamo,0.342,+48%,
496,Liquid Fuel Exhaust,0.026,+36%,
497,Frictionless Combustion Unit,0.026,,+31%
498,Frictionless Jets,0.0,+35%,+30%
499,Frictionless Turbine,0.026,+36%,+30%
500,Liquid Fuel Igniter,0.237,+44%,
501,Liquid Fuel Pump,0.105,+39%,
502,Liquid Fuel Igniter,0.421,+51%,
503,Hybrid Exhaust,0.0,+35%,
504,Hybrid Tanks,0.0,+35%,
505,Multi-Tube Diffuser,0.368,+49%,
506,Frictionless Nozzles,0.237,+44%,
507,Multi-Tube Jets,0.395,+40%,+40%
508,Tritium Diffuser,0.0,+35%,
509,Liquid Fuel Tanks,0.0,,+30%
510,Frictionless Tanks,0.237,+41%,+33%
511,Frictionless Nozzles,0.132,+40%,
512,Hybrid Pump,0.263,,+40%
513,Liquid Fuel Igniter,0.632,+50%,+39%
514,Tritium Nozzles,0.316,,+42%
515,Frictionless Combustion Unit,0.447,+52%,
516,Liquid Fuel Exhaust,0.158,+40%,+31%
517,Multi-Tube Nozzles,0.5,,+49%
518,Tritium Turbine,0.105,+37%,+32%
519,Hybrid Jets,0.237,+44%,
520,Hybrid Pump,0.395,,+45%
521,Multi-Tube Turbine,0.079,,+33%
522,Hybrid Tanks,0.368,+49%,
523,Multi-Tube Turbine,0.0,+35%,+30%
524,Multi-Tube Pump,0.0,+35%,
525,Tritium Dynamo,0.342,,+43%
526,Frictionless Igniter,0.211,+43%,
527,Frictionless Exhaust,0.211,,+38%
528,Tritium Nozzles,0.0,,+30%
529,Hybrid Pump,0.237,,+39%
530,Liquid Fuel Turbine,0.158,+41%,
531,Multi-Tube Jets,0.289,+35%,+41%
532,Multi-Tube Diffuser,0.0,,+30%
533,Frictionless Turbine,0.105,+39%,
534,Frictionless Dynamo,0.237,,+39%
535,Liquid Fuel Exhaust,0.158,+41%,
536,Frictionless Igniter,0.421,+51%,
537,Tritium Dynamo,0.079,,+33%
538,Hybrid Combustion Unit,0.5,+54%,+30%
539,Multi-Tube Igniter,0.316,+39%,+38%
540,Tritium Diffuser,0.026,,+31%
541,Multi-Tube Tanks,0.263,+35%,+40%
542,Tritium Jets,0.395,+49%,+31%
543,Multi-Tube Turbine,0.263,+37%,+38%
544,Tritium Dynamo,0.368,,+44%
545,Liquid Fuel Igniter,0.237,,+39%
546,Liquid Fuel Pump,0.0,+35%,+30%
547,Multi-Tube Turbine,0.632,+52%,+37%
548,Tritium Turbine,0.105,,+34%
549,Liquid Fuel Exhaust,0.0,+35%,
550,Tritium Jets,0.079,,+33%
551,Multi-Tube Dynamo,0.0,,+30%
552,Hybrid Igniter,0.395,,+45%
553,Liquid Fuel Igniter,0.447,+35%,+47%
554,Hybrid Nozzles,0.079,+38%,
555,Multi-Tube Pump,0.0,+35%,
556,Frictionless Pump,0.132,+40%,
557,Frictionless Dynamo,0.395,,+45%
558,Hybrid Tanks,0.237,+44%,
559,Multi-Tube Tanks,0.632,+46%,+43%
560,Liquid Fuel Pump,0.5,+38%,+46%
561,Liquid Fuel Dynamo,0.079,+37%,+31%
562,Liquid Fuel Exhaust,0.026,+36%,
563,Multi-Tube Tanks,0.158,+35%,+36%
564,Tritium Nozzles,0.237,,+39%
565,Frictionless Jets,0.105,,+34%
566,Frictionless Combustion Unit,0.079,+38%,
567,Tritium Pump,0.132,+39%,+31%
568,Liquid Fuel Combustion Unit,0.237,+43%,+31%
569,Hybrid Combustion Unit,0.263,+39%,+36%
570,Hybrid Igniter,0.316,,+42%
571,Liquid Fuel Igniter,0.105,,+34%
572,Multi-Tube Igniter,0.184,+42%,
573,Frictionless Jets,0.0,+35%,
574,Liquid Fuel Pump,0.474,+40%,+43%
575,Hybrid Jets,0.0,,+30%
576,Hybrid Igniter,0.026,+35%,+31%
577,Liquid Fuel Igniter,0.0,,+30%
578,Hybrid Exhaust,0.0,+35%,
579,Tritium Exhaust,0.316,+42%,+35%
580,Frictionless Pump,0.0,,+30%
581,Liquid Fuel Jets,0.368,+42%,+37%
582,Hybrid Nozzles,0.079,+38%,
583,Frictionless Nozzles,0.711,+47%,+45%
584,Frictionless Exhaust,0.474,,+48%
585,Frictionless Exhaust,0.053,+37%,
586,Tritium Nozzles,0.605,+39%,+49%
587,Frictionless Nozzles,0.289,+45%,+31%
588,Frictionless Combustion Unit,0.184,+42%,
589,Frictionless Tanks,0.026,+36%,
590,Liquid Fuel Combustion Unit,0.316,+47%,
591,Tritium Igniter,0.237,+44%,
592,Tritium Turbine,0.237,,+39%
593,Liquid Fuel Dynamo,0.053,,+32%
594,Tritium Tanks,0.184,+42%,
595,Frictionless Turbine,0.447,+35%,+47%
596,Liquid Fuel Igniter,0.553,+54%,+32%
597,Tritium Igniter,0.553,+53%,+33%
598,Liquid Fuel Dynamo,0.395,+35%,+45%
