Seed,Name,Perfection,Vehicle_EngineFuelUse,Vehicle_EngineTopSpeed
75,Rewired Propulsion Unit,0.3,,+6%
76,Upgraded Neutrino Injector,0.1,,+4%
77,Polished Hydrogen Dynamo,0.5,-10%,
78,Rewired Neutrino Injector,0.2,,+5%
79,Heated Thrust Controller,0.375,-9%,
80,Heated Fuel Pipes,0.4,,+7%
81,Rewired Hydrogen Dynamo,0.25,-8%,
82,Upgraded Plasma Exhaust,0.25,-8%,
83,Upgraded Fuel Pipes,0.125,-7%,
84,Heated Fuel Pipes,0.5,,+8%
85,Stabilised Shockwave Shield,0.3,,+6%
86,Polished Plasma Exhaust,0.3,,+6%
87,Rewired Propulsion Unit,0.0,-6%,
88,Stabilised Plasma Exhaust,0.0,-6%,
89,Rewired Hydrogen Dynamo,0.5,-10%,
90,Stabilised Electron Loom,0.125,-7%,
91,Upgraded Magnetic Fan,0.1,,+4%
92,Heated Electron Loom,0.4,,+7%
93,Heated Impulse Nozzle,0.1,,+4%
94,Polished Hydrogen Dynamo,0.2,,+5%
95,Heated Magnetic Fan,0.0,-6%,
96,Heated Propulsion Unit,0.4,,+7%
97,Rewired Magnetic Fan,0.2,,+5%
98,Polished Electron Loom,0.1,-6%,+4%
99,Stabilised Fuel Pipes,0.1,,+4%
100,Stabilised Neutrino Injector,0.3,,+6%
101,Heated Thrust Controller,0.5,-10%,
102,Rewired Magnetic Fan,0.0,-6%,
103,Polished Shockwave Shield,0.125,-7%,
104,Polished Neutrino Injector,0.5,,+8%
105,Polished Magnetic Fan,0.1,,+4%
106,Polished Magnetic Fan,0.1,,+4%
107,Polished Plasma Exhaust,0.0,-6%,
108,Heated Plasma Exhaust,0.25,-8%,
109,Polished Shockwave Shield,0.1,,+4%
110,Rewired Neutrino Injector,0.3,,+6%
111,Upgraded Impulse Nozzle,0.25,-8%,
112,Heated Magnetic Fan,0.0,-6%,
113,Stabilised Hydrogen Dynamo,0.25,-8%,
114,Upgraded Neutrino Injector,0.2,,+5%
115,Heated Neutrino Injector,0.1,,+4%
116,Heated Electron Loom,0.1,,+4%
117,Stabilised Neutrino Injector,0.1,,+4%
118,Heated Electron Loom,0.4,,+7%
119,Polished Hydrogen Dynamo,0.3,,+6%
120,Heated Propulsion Unit,0.1,,+4%
121,Heated Electron Loom,0.125,-7%,
122,Heated Hydrogen Dynamo,0.5,-10%,
123,Polished Electron Loom,0.2,,+5%
124,Upgraded Hydrogen Dynamo,0.375,-9%,
125,Rewired Fuel Pipes,0.2,,+5%
126,Upgraded Impulse Nozzle,0.0,-6%,
127,Heated Shockwave Shield,0.1,,+4%
128,Polished Fuel Pipes,0.0,-6%,
129,Stabilised Fuel Pipes,0.2,,+5%
130,Stabilised Electron Loom,0.2,,+5%
131,Polished Magnetic Fan,0.375,-9%,
132,Polished Electron Loom,0.1,,+4%
133,Upgraded Electron Loom,0.125,-7%,
134,Heated Thrust Controller,0.0,-6%,
135,Rewired Fuel Pipes,0.1,,+4%
136,Heated Neutrino Injector,0.1,-6%,+4%
137,Polished Fuel Pipes,0.0,-6%,
138,Heated Propulsion Unit,0.1,,+4%
139,Polished Thrust Controller,0.125,-7%,
140,Heated Impulse Nozzle,0.0,-6%,
141,Upgraded Plasma Exhaust,0.0,-6%,
142,Heated Impulse Nozzle,0.1,,+4%
143,Stabilised Neutrino Injector,0.0,-6%,
144,Polished Fuel Pipes,0.1,,+4%
145,Stabilised Shockwave Shield,0.2,,+5%
146,Rewired Propulsion Unit,0.1,,+4%
147,Polished Hydrogen Dynamo,0.0,-6%,
148,Stabilised Magnetic Fan,0.1,,+4%
149,Upgraded Thrust Controller,0.3,,+6%
150,Stabilised Propulsion Unit,0.125,-7%,
151,Upgraded Thrust Controller,0.25,-8%,
152,Upgraded Magnetic Fan,0.3,,+6%
153,Stabilised Plasma Exhaust,0.1,,+4%
154,Stabilised Electron Loom,0.2,,+5%
155,Rewired Electron Loom,0.125,-7%,
156,Upgraded Hydrogen Dynamo,0.25,-8%,
157,Polished Propulsion Unit,0.45,-8%,+5%
158,Upgraded Plasma Exhaust,0.375,-9%,
159,Polished Magnetic Fan,0.1,,+4%
160,Upgraded Magnetic Fan,0.0,-6%,
161,Upgraded Hydrogen Dynamo,0.25,-8%,
162,Upgraded Neutrino Injector,0.1,,+4%
163,Heated Propulsion Unit,0.4,,+7%
164,Stabilised Magnetic Fan,0.1,-6%,+4%
165,Polished Hydrogen Dynamo,0.5,,+8%
166,Polished Neutrino Injector,0.0,-6%,
167,Heated Plasma Exhaust,0.3,,+6%
168,Heated Impulse Nozzle,0.375,-9%,
169,Stabilised Fuel Pipes,0.1,,+4%
170,Rewired Shockwave Shield,0.0,-6%,
171,Rewired Impulse Nozzle,0.25,-8%,
172,Upgraded Shockwave Shield,0.375,-9%,
173,Heated Fuel Pipes,0.0,-6%,
174,Upgraded Electron Loom,0.2,,+5%
175,Polished Neutrino Injector,0.125,-7%,
176,Stabilised Impulse Nozzle,0.5,,+8%
177,Heated Electron Loom,0.0,-6%,
178,Rewired Impulse Nozzle,0.25,-8%,
179,Polished Fuel Pipes,0.1,,+4%
180,Stabilised Shockwave Shield,0.0,-6%,
181,Rewired Fuel Pipes,0.0,-6%,
182,Rewired Hydrogen Dynamo,0.35,-8%,+4%
183,Polished Thrust Controller,0.0,-6%,
184,Stabilised Hydrogen Dynamo,0.0,-6%,
185,Stabilised Electron Loom,0.0,-6%,
186,Upgraded Thrust Controller,0.1,,+4%
187,Stabilised Impulse Nozzle,0.1,,+4%
188,Rewired Hydrogen Dynamo,0.25,-8%,
189,Heated Shockwave Shield,0.3,,+6%
190,Rewired Shockwave Shield,0.35,-8%,+4%
191,Rewired Propulsion Unit,0.1,,+4%
192,Rewired Plasma Exhaust,0.525,-7%,+7%
193,Upgraded Hydrogen Dynamo,0.5,-10%,
194,Stabilised Plasma Exhaust,0.2,,+5%
195,Heated Impulse Nozzle,0.5,,+8%
196,Polished Impulse Nozzle,0.1,,+4%
197,Rewired Electron Loom,0.3,,+6%
198,Rewired Magnetic Fan,0.25,-8%,
199,Stabilised Shockwave Shield,0.1,,+4%
200,Rewired Propulsion Unit,0.5,-10%,
201,Rewired Electron Loom,0.0,-6%,
202,Polished Electron Loom,0.375,-9%,
203,Rewired Shockwave Shield,0.0,-6%,
204,Rewired Hydrogen Dynamo,0.5,,+8%
205,Heated Fuel Pipes,0.4,,+7%
206,Polished Shockwave Shield,0.1,,+4%
207,Upgraded Magnetic Fan,0.2,,+5%
208,Rewired Electron Loom,0.1,-6%,+4%
209,Polished Fuel Pipes,0.2,,+5%
210,Polished Propulsion Unit,0.5,-10%,
211,Polished Hydrogen Dynamo,0.3,,+6%
212,Heated Magnetic Fan,0.3,,+6%
213,Stabilised Shockwave Shield,0.25,-8%,
214,Rewired Propulsion Unit,0.5,-10%,
215,Stabilised Fuel Pipes,0.0,-6%,
216,Upgraded Plasma Exhaust,0.1,,+4%
217,Rewired Impulse Nozzle,0.25,-8%,
218,Heated Hydrogen Dynamo,0.1,,+4%
219,Rewired Shockwave Shield,0.1,,+4%
220,Polished Thrust Controller,0.5,,+8%
221,Stabilised Thrust Controller,0.1,,+4%
222,Polished Impulse Nozzle,0.25,-8%,
223,Upgraded Impulse Nozzle,0.1,,+4%
224,Stabilised Neutrino Injector,0.3,,+6%
225,Heated Shockwave Shield,0.375,-9%,
226,Rewired Neutrino Injector,0.425,-7%,+6%
227,Heated Thrust Controller,0.125,-7%,
228,Heated Plasma Exhaust,0.0,-6%,
229,Rewired Electron Loom,0.3,,+6%
230,Polished Thrust Controller,0.1,,+4%
231,Polished Propulsion Unit,0.2,,+5%
232,Heated Magnetic Fan,0.0,-6%,
233,Stabilised Thrust Controller,0.125,-7%,
234,Upgraded Neutrino Injector,0.5,,+8%
235,Heated Magnetic Fan,0.125,-7%,
236,Upgraded Impulse Nozzle,0.5,,+8%
237,Polished Shockwave Shield,0.3,,+6%
238,Polished Hydrogen Dynamo,0.1,,+4%
239,Upgraded Plasma Exhaust,0.4,,+7%
240,Polished Plasma Exhaust,0.2,,+5%
241,Rewired Magnetic Fan,0.375,-9%,
242,Polished Electron Loom,0.1,,+4%
243,Upgraded Electron Loom,0.4,,+7%
244,Stabilised Plasma Exhaust,0.1,,+4%
245,Upgraded Electron Loom,0.4,,+7%
246,Stabilised Impulse Nozzle,0.375,-9%,
247,Rewired Plasma Exhaust,0.5,-10%,
248,Heated Magnetic Fan,0.5,-6%,+8%
249,Polished Neutrino Injector,0.3,,+6%
250,Heated Neutrino Injector,0.0,-6%,
251,Rewired Magnetic Fan,0.25,-8%,
252,Upgraded Thrust Controller,0.4,,+7%
253,Stabilised Shockwave Shield,0.0,-6%,
254,Polished Impulse Nozzle,0.0,-6%,
255,Upgraded Plasma Exhaust,0.0,-6%,
256,Heated Shockwave Shield,0.125,-7%,
257,Heated Plasma Exhaust,0.1,,+4%
258,Rewired Neutrino Injector,0.1,,+4%
259,Polished Neutrino Injector,0.5,-10%,
260,Polished Neutrino Injector,0.2,,+5%
261,Heated Propulsion Unit,0.1,,+4%
262,Heated Magnetic Fan,0.1,,+4%
263,Polished Thrust Controller,0.0,-6%,
264,Heated Magnetic Fan,0.1,,+4%
265,Upgraded Fuel Pipes,0.125,-7%,
266,Heated Neutrino Injector,0.5,-10%,
267,Stabilised Propulsion Unit,0.1,,+4%
268,Heated Fuel Pipes,0.0,-6%,
269,Upgraded Thrust Controller,0.1,-6%,+4%
270,Polished Impulse Nozzle,0.375,-9%,
271,Heated Hydrogen Dynamo,0.25,-8%,
272,Polished Fuel Pipes,0.2,,+5%
273,Polished Propulsion Unit,0.1,,+4%
274,Polished Electron Loom,0.1,,+4%
275,Upgraded Electron Loom,0.0,-6%,
276,Upgraded Shockwave Shield,0.775,-9%,+7%
277,Stabilised Fuel Pipes,0.1,,+4%
278,Upgraded Propulsion Unit,0.35,-8%,+4%
279,Rewired Impulse Nozzle,0.0,-6%,
280,Stabilised Magnetic Fan,0.25,-8%,
281,Upgraded Hydrogen Dynamo,0.0,-6%,
282,Heated Hydrogen Dynamo,0.5,,+8%
283,Heated Shockwave Shield,0.0,-6%,
284,Heated Hydrogen Dynamo,0.0,-6%,
285,Polished Impulse Nozzle,0.3,,+6%
286,Heated Neutrino Injector,0.2,,+5%
287,Heated Electron Loom,0.1,,+4%
288,Heated Plasma Exhaust,0.0,-6%,
289,Polished Plasma Exhaust,0.5,,+8%
290,Stabilised Thrust Controller,0.375,-9%,
291,Upgraded Thrust Controller,0.0,-6%,
292,Stabilised Plasma Exhaust,0.4,,+7%
293,Upgraded Neutrino Injector,0.25,-8%,
294,Stabilised Thrust Controller,0.2,-6%,+5%
295,Stabilised Thrust Controller,0.5,-6%,+8%
296,Heated Fuel Pipes,0.1,,+4%
297,Upgraded Magnetic Fan,0.6,-10%,+4%
298,Stabilised Plasma Exhaust,0.1,,+4%
299,Upgraded Impulse Nozzle,0.125,-7%,
300,Rewired Impulse Nozzle,0.5,,+8%
301,Polished Neutrino Injector,0.125,-7%,
302,Rewired Shockwave Shield,0.5,-10%,
303,Rewired Propulsion Unit,0.125,-7%,
304,Polished Impulse Nozzle,0.1,,+4%
305,Upgraded Fuel Pipes,0.3,,+6%
306,Upgraded Shockwave Shield,0.0,-6%,
307,Upgraded Fuel Pipes,0.1,-6%,+4%
308,Polished Plasma Exhaust,0.1,,+4%
309,Rewired Plasma Exhaust,0.1,,+4%
310,Stabilised Magnetic Fan,0.25,-8%,
311,Stabilised Hydrogen Dynamo,0.0,-6%,
312,Rewired Hydrogen Dynamo,0.3,,+6%
313,Heated Neutrino Injector,0.0,-6%,
314,Rewired Magnetic Fan,0.0,-6%,
315,Upgraded Hydrogen Dynamo,0.3,,+6%
316,Rewired Shockwave Shield,0.4,,+7%
317,Heated Shockwave Shield,0.1,,+4%
318,Stabilised Magnetic Fan,0.0,-6%,
319,Heated Electron Loom,0.25,-8%,
320,Stabilised Thrust Controller,0.3,,+6%
321,Heated Magnetic Fan,0.35,-8%,+4%
322,Stabilised Plasma Exhaust,0.1,,+4%
323,Upgraded Hydrogen Dynamo,0.0,-6%,
324,Stabilised Thrust Controller,0.0,-6%,
325,Rewired Thrust Controller,0.4,-6%,+7%
326,Rewired Fuel Pipes,0.25,-8%,
327,Upgraded Propulsion Unit,0.2,,+5%
328,Polished Neutrino Injector,0.375,-9%,
329,Polished Fuel Pipes,0.2,,+5%
330,Rewired Fuel Pipes,0.1,,+4%
331,Upgraded Impulse Nozzle,0.2,,+5%
332,Polished Thrust Controller,0.5,-10%,
333,Polished Impulse Nozzle,0.375,-9%,
334,Heated Magnetic Fan,0.1,,+4%
335,Rewired Electron Loom,0.7,-10%,+5%
336,Upgraded Magnetic Fan,0.0,-6%,
337,Rewired Plasma Exhaust,0.25,-8%,
338,Stabilised Plasma Exhaust,0.1,,+4%
339,Heated Thrust Controller,0.5,-10%,
340,Upgraded Neutrino Injector,0.25,-8%,
341,Stabilised Plasma Exhaust,0.4,,+7%
342,Upgraded Hydrogen Dynamo,0.25,-8%,
343,Polished Neutrino Injector,0.25,-8%,
344,Polished Propulsion Unit,0.1,,+4%
345,Upgraded Hydrogen Dynamo,0.0,-6%,
346,Upgraded Fuel Pipes,0.375,-9%,
347,Polished Neutrino Injector,0.2,,+5%
348,Polished Plasma Exhaust,0.1,,+4%
349,Heated Electron Loom,0.3,,+6%
350,Rewired Propulsion Unit,0.5,,+8%
351,Rewired Thrust Controller,0.2,,+5%
352,Polished Fuel Pipes,0.375,-9%,
353,Polished Neutrino Injector,0.25,-8%,
354,Polished Hydrogen Dynamo,0.5,,+8%
355,Upgraded Propulsion Unit,0.1,-6%,+4%
356,Upgraded Impulse Nozzle,0.2,,+5%
357,Stabilised Hydrogen Dynamo,0.0,-6%,
358,Heated Thrust Controller,0.1,,+4%
359,Heated Impulse Nozzle,0.5,-10%,
360,Polished Shockwave Shield,0.25,-8%,
361,Heated Thrust Controller,0.0,-6%,
362,Upgraded Hydrogen Dynamo,0.1,,+4%
363,Heated Propulsion Unit,0.75,-8%,+8%
364,Polished Neutrino Injector,0.5,,+8%
365,Upgraded Shockwave Shield,0.0,-6%,
366,Heated Electron Loom,0.75,-8%,+8%
367,Stabilised Impulse Nozzle,0.375,-9%,
368,Polished Neutrino Injector,0.25,-8%,
369,Stabilised Thrust Controller,0.5,-10%,
370,Rewired Magnetic Fan,0.375,-9%,
371,Stabilised Propulsion Unit,0.0,-6%,
372,Rewired Magnetic Fan,0.0,-6%,
373,Upgraded Shockwave Shield,0.125,-7%,
374,Stabilised Magnetic Fan,0.1,,+4%
375,Rewired Electron Loom,0.3,,+6%
376,Upgraded Propulsion Unit,0.25,-8%,
377,Stabilised Propulsion Unit,0.1,,+4%
378,Heated Magnetic Fan,0.4,,+7%
379,Heated Thrust Controller,0.2,,+5%
380,Upgraded Electron Loom,0.1,,+4%
381,Stabilised Magnetic Fan,0.2,,+5%
382,Stabilised Fuel Pipes,0.3,,+6%
383,Heated Magnetic Fan,0.25,-8%,
384,Heated Electron Loom,0.5,-10%,
385,Heated Shockwave Shield,0.375,-9%,
386,Upgraded Electron Loom,0.9,-10%,+7%
387,Polished Plasma Exhaust,0.4,,+7%
388,Polished Thrust Controller,0.4,,+7%
389,Rewired Neutrino Injector,0.2,,+5%
390,Heated Neutrino Injector,0.375,-9%,
391,Polished Magnetic Fan,0.1,,+4%
392,Stabilised Magnetic Fan,0.4,,+7%
393,Polished Thrust Controller,0.1,,+4%
394,Heated Magnetic Fan,0.475,-9%,+4%
395,Polished Impulse Nozzle,0.1,,+4%
396,Heated Hydrogen Dynamo,0.1,,+4%
397,Polished Propulsion Unit,0.1,-6%,+4%
398,Heated Plasma Exhaust,0.1,,+4%
399,Upgraded Hydrogen Dynamo,0.5,-6%,+8%
400,Upgraded Impulse Nozzle,0.225,-7%,+4%
401,Upgraded Impulse Nozzle,0.5,-10%,
402,Polished Magnetic Fan,0.3,,+6%
403,Heated Shockwave Shield,0.3,,+6%
404,Heated Shockwave Shield,0.1,,+4%
405,Upgraded Shockwave Shield,0.0,-6%,
406,Upgraded Electron Loom,0.25,-8%,
407,Upgraded Magnetic Fan,0.0,-6%,
408,Stabilised Fuel Pipes,0.375,-9%,
409,Polished Neutrino Injector,0.5,-6%,+8%
410,Rewired Impulse Nozzle,0.9,-10%,+7%
411,Upgraded Thrust Controller,0.1,,+4%
412,Stabilised Hydrogen Dynamo,0.2,,+5%
413,Polished Neutrino Injector,0.1,,+4%
414,Rewired Hydrogen Dynamo,0.0,-6%,
415,Heated Shockwave Shield,0.5,-10%,
416,Polished Hydrogen Dynamo,0.3,-6%,+6%
417,Polished Fuel Pipes,0.4,,+7%
418,Stabilised Shockwave Shield,0.4,,+7%
419,Polished Plasma Exhaust,0.375,-9%,
420,Upgraded Electron Loom,0.5,-6%,+8%
421,Heated Thrust Controller,0.1,,+4%
422,Heated Neutrino Injector,0.1,-6%,+4%
423,Stabilised Fuel Pipes,0.6,-10%,+4%
424,Heated Propulsion Unit,0.3,,+6%
425,Upgraded Electron Loom,0.25,-8%,
426,Upgraded Neutrino Injector,0.2,,+5%
427,Rewired Thrust Controller,0.0,-6%,
428,Heated Magnetic Fan,0.125,-7%,
429,Polished Shockwave Shield,0.0,-6%,
430,Heated Magnetic Fan,0.125,-7%,
431,Stabilised Shockwave Shield,0.1,,+4%
432,Upgraded Plasma Exhaust,0.4,,+7%
433,Upgraded Hydrogen Dynamo,0.125,-7%,
434,Stabilised Propulsion Unit,0.5,,+8%
435,Polished Electron Loom,0.0,-6%,
436,Polished Neutrino Injector,0.0,-6%,
437,Polished Hydrogen Dynamo,0.0,-6%,
438,Heated Electron Loom,0.0,-6%,
439,Rewired Plasma Exhaust,0.2,,+5%
440,Stabilised Electron Loom,0.3,,+6%
441,Upgraded Magnetic Fan,0.125,-7%,
442,Upgraded Thrust Controller,0.475,-9%,+4%
443,Stabilised Neutrino Injector,0.125,-7%,
444,Rewired Thrust Controller,0.1,,+4%
445,Rewired Magnetic Fan,0.125,-7%,
446,Upgraded Magnetic Fan,0.5,-10%,
447,Upgraded Impulse Nozzle,0.125,-7%,
448,Heated Magnetic Fan,0.1,,+4%
449,Stabilised Electron Loom,0.25,-8%,
450,Upgraded Shockwave Shield,0.1,,+4%
451,Rewired Neutrino Injector,0.4,,+7%
452,Stabilised Hydrogen Dynamo,0.225,-7%,+4%
453,Rewired Hydrogen Dynamo,0.2,,+5%
454,Stabilised Shockwave Shield,0.1,,+4%
455,Heated Impulse Nozzle,0.4,,+7%
456,Upgraded Propulsion Unit,0.0,-6%,
457,Upgraded Electron Loom,0.1,,+4%
458,Polished Electron Loom,0.225,-7%,+4%
459,Rewired Magnetic Fan,0.1,,+4%
460,Stabilised Plasma Exhaust,0.5,,+8%
461,Heated Plasma Exhaust,0.0,-6%,
462,Stabilised Thrust Controller,0.375,-9%,
463,Rewired Hydrogen Dynamo,0.125,-7%,
464,Heated Thrust Controller,0.0,-6%,
465,Rewired Neutrino Injector,0.0,-6%,
466,Stabilised Plasma Exhaust,0.0,-6%,
467,Rewired Propulsion Unit,0.1,,+4%
468,Heated Thrust Controller,0.0,-6%,
469,Polished Propulsion Unit,0.0,-6%,
470,Rewired Plasma Exhaust,1.0,-10%,+8%
471,Polished Electron Loom,0.1,-6%,+4%
472,Heated Fuel Pipes,0.0,-6%,
473,Heated Fuel Pipes,0.375,-9%,
474,Polished Impulse Nozzle,0.2,,+5%
475,Polished Magnetic Fan,0.1,,+4%
476,Heated Electron Loom,0.5,-10%,
477,Rewired Hydrogen Dynamo,0.475,-9%,+4%
478,Rewired Plasma Exhaust,0.25,-8%,
479,Upgraded Magnetic Fan,0.125,-7%,
480,Stabilised Hydrogen Dynamo,0.0,-6%,
481,Polished Propulsion Unit,0.0,-6%,
482,Polished Neutrino Injector,0.1,,+4%
483,Upgraded Thrust Controller,0.1,,+4%
484,Heated Thrust Controller,0.1,,+4%
485,Polished Electron Loom,0.2,,+5%
486,Polished Propulsion Unit,0.1,,+4%
487,Stabilised Propulsion Unit,0.4,,+7%
488,Heated Hydrogen Dynamo,0.125,-7%,
489,Rewired Fuel Pipes,0.475,-9%,+4%
490,Polished Plasma Exhaust,0.0,-6%,
491,Rewired Impulse Nozzle,0.1,,+4%
492,Stabilised Impulse Nozzle,0.25,-8%,
493,Heated Electron Loom,0.1,,+4%
494,Polished Magnetic Fan,0.5,-10%,
495,Polished Hydrogen Dynamo,0.0,-6%,
496,Heated Impulse Nozzle,0.25,-8%,
497,Rewired Fuel Pipes,0.1,,+4%
498,Rewired Magnetic Fan,0.5,-10%,
499,Rewired Plasma Exhaust,0.1,,+4%
500,Heated Shockwave Shield,0.0,-6%,
501,Heated Thrust Controller,0.125,-7%,
502,Heated Shockwave Shield,0.0,-6%,
503,Polished Impulse Nozzle,0.375,-9%,
504,Polished Propulsion Unit,0.375,-9%,
505,Upgraded Neutrino Injector,0.0,-6%,
506,Rewired Electron Loom,0.0,-6%,
507,Upgraded Magnetic Fan,0.425,-7%,+6%
508,Stabilised Neutrino Injector,0.375,-9%,
509,Heated Propulsion Unit,0.1,,+4%
510,Rewired Propulsion Unit,0.1,-6%,+4%
511,Rewired Electron Loom,0.125,-7%,
512,Polished Thrust Controller,0.3,,+6%
513,Heated Shockwave Shield,0.0,-6%,
514,Stabilised Electron Loom,0.4,,+7%
515,Rewired Fuel Pipes,0.0,-6%,
516,Heated Impulse Nozzle,0.125,-7%,
517,Upgraded Electron Loom,0.5,,+8%
518,Stabilised Plasma Exhaust,0.25,-8%,
519,Polished Magnetic Fan,0.0,-6%,
520,Polished Thrust Controller,0.4,,+7%
521,Upgraded Plasma Exhaust,0.1,,+4%
522,Polished Propulsion Unit,0.0,-6%,
523,Upgraded Plasma Exhaust,0.5,-10%,
524,Upgraded Thrust Controller,0.5,-10%,
525,Stabilised Hydrogen Dynamo,0.4,,+7%
526,Rewired Shockwave Shield,0.0,-6%,
527,Rewired Impulse Nozzle,0.3,,+6%
528,Stabilised Electron Loom,0.1,,+4%
529,Polished Thrust Controller,0.3,,+6%
530,Heated Plasma Exhaust,0.0,-6%,
531,Upgraded Magnetic Fan,0.3,,+6%
532,Upgraded Neutrino Injector,0.1,,+4%
533,Rewired Plasma Exhaust,0.125,-7%,
534,Rewired Hydrogen Dynamo,0.3,,+6%
535,Heated Impulse Nozzle,0.0,-6%,
536,Rewired Shockwave Shield,0.0,-6%,
537,Stabilised Hydrogen Dynamo,0.1,,+4%
538,Polished Fuel Pipes,0.1,-6%,+4%
539,Upgraded Shockwave Shield,0.125,-7%,
540,Stabilised Neutrino Injector,0.1,,+4%
541,Upgraded Propulsion Unit,0.375,-9%,
542,Stabilised Magnetic Fan,0.1,,+4%
543,Upgraded Plasma Exhaust,0.55,-8%,+6%
544,Stabilised Hydrogen Dynamo,0.4,,+7%
545,Heated Shockwave Shield,0.3,,+6%
546,Heated Thrust Controller,0.1,,+4%
547,Upgraded Plasma Exhaust,0.2,,+5%
548,Stabilised Plasma Exhaust,0.2,,+5%
549,Heated Impulse Nozzle,0.375,-9%,
550,Stabilised Magnetic Fan,0.1,,+4%
551,Upgraded Hydrogen Dynamo,0.1,,+4%
552,Polished Shockwave Shield,0.4,,+7%
553,Heated Shockwave Shield,0.875,-9%,+8%
554,Polished Electron Loom,0.125,-7%,
555,Upgraded Thrust Controller,0.5,-10%,
556,Rewired Thrust Controller,0.125,-7%,
557,Rewired Hydrogen Dynamo,0.4,,+7%
558,Polished Propulsion Unit,0.0,-6%,
559,Upgraded Propulsion Unit,0.4,-6%,+7%
560,Heated Thrust Controller,0.5,,+8%
561,Heated Hydrogen Dynamo,0.35,-8%,+4%
562,Heated Impulse Nozzle,0.25,-8%,
563,Upgraded Propulsion Unit,0.2,,+5%
564,Stabilised Electron Loom,0.3,,+6%
565,Rewired Magnetic Fan,0.2,,+5%
566,Rewired Fuel Pipes,0.125,-7%,
567,Stabilised Thrust Controller,0.225,-7%,+4%
