Seed,Name,Perfection,Vehicle_BoostSpeed,Vehicle_BoostTanks
84,Antimatter Combustion Unit,0.766,+64%,+58%
85,Supersonic Igniter,0.258,+56%,+54%
86,Gravity Turbine,0.278,+55%,+55%
87,Perfect Tanks,0.579,+65%,+54%
88,Supersonic Turbine,0.452,+63%,+53%
89,Perfect Dynamo,0.0,+55%,+50%
90,Supersonic Nozzles,0.183,+57%,+52%
91,Plutonium Jets,0.25,+62%,+50%
92,Antimatter Nozzles,0.548,+61%,+56%
93,Antimatter Exhaust,0.214,+61%,+50%
94,Gravity Dynamo,0.147,+56%,+52%
95,Antimatter Jets,0.857,+65%,+59%
96,Antimatter Tanks,0.496,+58%,+57%
97,Perfect Jets,0.167,+55%,+53%
98,Gravity Nozzles,0.321,+64%,+50%
99,Supersonic Combustion Unit,0.056,+55%,+51%
100,Supersonic Diffuser,0.722,+69%,+54%
101,Antimatter Pump,0.056,+55%,+51%
102,Perfect Jets,0.714,+61%,+59%
103,Gravity Igniter,0.238,+57%,+53%
104,Gravity Diffuser,0.444,+55%,+58%
105,Gravity Jets,0.036,+56%,+50%
106,Gravity Jets,0.413,+65%,+51%
107,Gravity Turbine,0.69,+65%,+56%
108,Antimatter Turbine,0.091,+56%,+51%
109,Gravity Igniter,0.0,+55%,+50%
110,Perfect Diffuser,0.349,+57%,+55%
111,Plutonium Exhaust,0.389,+55%,+57%
112,Antimatter Jets,0.671,+66%,+55%
113,Supersonic Dynamo,0.202,+56%,+53%
114,Plutonium Diffuser,0.147,+56%,+52%
115,Antimatter Diffuser,0.5,+69%,+50%
116,Antimatter Nozzles,0.143,+59%,+50%
117,Supersonic Diffuser,0.0,+55%,+50%
118,Antimatter Nozzles,0.425,+56%,+57%
119,Gravity Dynamo,0.651,+67%,+54%
120,Antimatter Tanks,0.0,+55%,+50%
121,Antimatter Nozzles,0.183,+57%,+52%
122,Antimatter Dynamo,0.278,+55%,+55%
123,Gravity Nozzles,0.433,+64%,+52%
124,Plutonium Dynamo,0.111,+55%,+52%
125,Perfect Combustion Unit,0.218,+58%,+52%
126,Plutonium Exhaust,0.726,+66%,+56%
127,Antimatter Igniter,0.056,+55%,+51%
128,Gravity Combustion Unit,0.254,+59%,+52%
129,Supersonic Combustion Unit,0.218,+58%,+52%
130,Supersonic Nozzles,0.611,+69%,+52%
131,Gravity Jets,0.167,+55%,+53%
132,Gravity Nozzles,0.036,+56%,+50%
133,Plutonium Nozzles,0.183,+57%,+52%
134,Antimatter Pump,0.484,+67%,+51%
135,Perfect Combustion Unit,0.448,+66%,+51%
136,Antimatter Diffuser,0.464,+68%,+50%
137,Gravity Combustion Unit,0.464,+68%,+50%
138,Antimatter Tanks,0.484,+67%,+51%
139,Gravity Pump,0.516,+57%,+58%
140,Antimatter Exhaust,0.393,+66%,+50%
141,Plutonium Turbine,0.611,+69%,+52%
142,Antimatter Exhaust,0.0,+55%,+50%
143,Supersonic Diffuser,0.401,+60%,+54%
144,Gravity Combustion Unit,0.321,+64%,+50%
145,Supersonic Igniter,0.524,+65%,+53%
146,Perfect Tanks,0.448,+66%,+51%
147,Gravity Dynamo,0.361,+62%,+52%
148,Supersonic Jets,0.214,+61%,+50%
149,Plutonium Pump,0.651,+67%,+54%
150,Supersonic Tanks,0.31,+59%,+53%
151,Plutonium Pump,0.0,+55%,+50%
152,Plutonium Jets,0.349,+57%,+55%
153,Supersonic Turbine,0.179,+60%,+50%
154,Supersonic Nozzles,0.167,+55%,+53%
155,Perfect Nozzles,0.254,+59%,+52%
156,Plutonium Dynamo,0.202,+56%,+53%
157,Gravity Tanks,0.202,+56%,+53%
158,Plutonium Turbine,0.389,+55%,+57%
159,Gravity Jets,0.0,+55%,+50%
160,Plutonium Jets,0.393,+66%,+50%
161,Plutonium Dynamo,0.091,+56%,+51%
162,Plutonium Diffuser,0.179,+60%,+50%
163,Antimatter Tanks,0.405,+57%,+56%
164,Supersonic Jets,0.25,+62%,+50%
165,Gravity Dynamo,0.659,+61%,+58%
166,Gravity Diffuser,0.27,+61%,+51%
167,Antimatter Turbine,0.385,+58%,+55%
168,Antimatter Exhaust,0.389,+55%,+57%
169,Supersonic Combustion Unit,0.286,+63%,+50%
170,Perfect Igniter,0.671,+66%,+55%
171,Perfect Exhaust,0.278,+55%,+55%
172,Plutonium Igniter,0.056,+55%,+51%
173,Antimatter Combustion Unit,0.464,+68%,+50%
174,Plutonium Nozzles,0.111,+55%,+52%
175,Gravity Diffuser,0.107,+58%,+50%
176,Supersonic Exhaust,0.857,+65%,+59%
177,Antimatter Nozzles,0.56,+66%,+53%
178,Perfect Exhaust,0.036,+56%,+50%
179,Gravity Combustion Unit,0.0,+55%,+50%
180,Supersonic Igniter,0.321,+64%,+50%
181,Perfect Combustion Unit,0.512,+60%,+56%
182,Perfect Dynamo,0.0,+55%,+50%
183,Gravity Pump,0.179,+60%,+50%
184,Supersonic Dynamo,0.27,+61%,+51%
185,Supersonic Nozzles,0.306,+62%,+51%
186,Plutonium Pump,0.556,+69%,+51%
187,Supersonic Exhaust,0.163,+58%,+51%
188,Perfect Dynamo,0.48,+56%,+58%
189,Antimatter Igniter,0.258,+56%,+54%
190,Perfect Igniter,0.091,+56%,+51%
191,Perfect Tanks,0.056,+55%,+51%
192,Perfect Turbine,0.405,+57%,+56%
193,Plutonium Dynamo,0.5,+55%,+59%
194,Supersonic Turbine,0.433,+64%,+52%
195,Antimatter Exhaust,0.766,+64%,+58%
196,Gravity Exhaust,0.036,+56%,+50%
197,Perfect Nozzles,0.258,+56%,+54%
198,Perfect Jets,0.091,+56%,+51%
199,Supersonic Igniter,0.143,+59%,+50%
200,Perfect Tanks,0.0,+55%,+50%
201,Perfect Nozzles,0.468,+65%,+52%
202,Gravity Nozzles,0.111,+55%,+52%
203,Perfect Igniter,0.472,+62%,+54%
204,Perfect Dynamo,0.694,+62%,+58%
205,Antimatter Combustion Unit,0.619,+63%,+56%
206,Gravity Igniter,0.306,+62%,+51%
207,Plutonium Jets,0.167,+55%,+53%
208,Perfect Nozzles,0.464,+68%,+50%
209,Gravity Combustion Unit,0.167,+55%,+53%
210,Gravity Tanks,0.333,+55%,+56%
211,Gravity Dynamo,0.222,+55%,+54%
212,Antimatter Jets,0.258,+56%,+54%
213,Supersonic Igniter,0.036,+56%,+50%
214,Perfect Tanks,0.0,+55%,+50%
215,Supersonic Combustion Unit,0.345,+60%,+53%
216,Plutonium Turbine,0.286,+63%,+50%
217,Perfect Exhaust,0.091,+56%,+51%
218,Antimatter Dynamo,0.071,+57%,+50%
219,Perfect Igniter,0.357,+65%,+50%
220,Gravity Pump,0.944,+69%,+58%
221,Supersonic Pump,0.286,+63%,+50%
222,Gravity Exhaust,0.036,+56%,+50%
223,Plutonium Exhaust,0.036,+56%,+50%
224,Supersonic Diffuser,0.456,+60%,+55%
225,Antimatter Igniter,0.0,+55%,+50%
226,Perfect Diffuser,0.385,+58%,+55%
227,Antimatter Pump,0.571,+57%,+59%
228,Antimatter Turbine,0.179,+60%,+50%
229,Perfect Nozzles,0.258,+56%,+54%
230,Gravity Pump,0.107,+58%,+50%
231,Gravity Tanks,0.345,+60%,+53%
232,Antimatter Jets,0.567,+60%,+57%
233,Supersonic Pump,0.274,+58%,+53%
234,Plutonium Diffuser,0.607,+58%,+59%
235,Antimatter Jets,0.163,+58%,+51%
236,Plutonium Exhaust,0.5,+55%,+59%
237,Gravity Igniter,0.472,+62%,+54%
238,Gravity Dynamo,0.143,+59%,+50%
239,Plutonium Turbine,0.567,+60%,+57%
240,Gravity Turbine,0.595,+67%,+53%
241,Perfect Jets,0.0,+55%,+50%
242,Gravity Nozzles,0.0,+55%,+50%
243,Plutonium Nozzles,0.726,+66%,+56%
244,Supersonic Turbine,0.071,+57%,+50%
245,Plutonium Nozzles,0.639,+62%,+57%
246,Supersonic Exhaust,0.5,+55%,+59%
247,Perfect Turbine,0.167,+55%,+53%
248,Antimatter Jets,0.623,+60%,+58%
249,Gravity Diffuser,0.722,+69%,+54%
250,Antimatter Diffuser,0.321,+64%,+50%
251,Perfect Jets,0.091,+56%,+51%
252,Plutonium Pump,0.44,+58%,+56%
253,Supersonic Igniter,0.286,+63%,+50%
254,Gravity Exhaust,0.179,+60%,+50%
255,Plutonium Turbine,0.377,+64%,+51%
256,Antimatter Igniter,0.143,+59%,+50%
257,Antimatter Turbine,0.071,+57%,+50%
258,Perfect Diffuser,0.413,+65%,+51%
259,Gravity Diffuser,0.0,+55%,+50%
260,Gravity Diffuser,0.147,+56%,+52%
261,Antimatter Tanks,0.429,+67%,+50%
262,Antimatter Jets,0.056,+55%,+51%
263,Gravity Pump,0.381,+61%,+53%
264,Antimatter Jets,0.429,+67%,+50%
265,Plutonium Combustion Unit,0.274,+58%,+53%
266,Antimatter Diffuser,0.111,+55%,+52%
267,Supersonic Tanks,0.056,+55%,+51%
268,Antimatter Combustion Unit,0.437,+61%,+54%
269,Plutonium Pump,0.286,+63%,+50%
270,Gravity Exhaust,0.056,+55%,+51%
271,Antimatter Dynamo,0.0,+55%,+50%
272,Gravity Combustion Unit,0.452,+63%,+53%
273,Gravity Tanks,0.198,+59%,+51%
274,Gravity Nozzles,0.286,+63%,+50%
275,Plutonium Nozzles,0.254,+59%,+52%
276,Plutonium Igniter,0.333,+55%,+56%
277,Supersonic Combustion Unit,0.036,+56%,+50%
278,Plutonium Tanks,0.036,+56%,+50%
279,Perfect Exhaust,0.437,+61%,+54%
280,Supersonic Jets,0.0,+55%,+50%
281,Plutonium Dynamo,0.651,+67%,+54%
282,Antimatter Dynamo,0.536,+56%,+59%
283,Antimatter Igniter,0.786,+63%,+59%
284,Antimatter Dynamo,0.357,+65%,+50%
285,Gravity Exhaust,0.258,+56%,+54%
286,Antimatter Diffuser,0.218,+58%,+52%
287,Antimatter Nozzles,0.357,+65%,+50%
288,Antimatter Turbine,0.179,+60%,+50%
289,Gravity Turbine,0.659,+61%,+58%
290,Supersonic Pump,0.0,+55%,+50%
291,Plutonium Pump,0.29,+60%,+52%
292,Supersonic Turbine,0.44,+58%,+56%
293,Plutonium Diffuser,0.258,+56%,+54%
294,Supersonic Pump,0.488,+64%,+53%
295,Supersonic Pump,0.75,+62%,+59%
296,Antimatter Combustion Unit,0.0,+55%,+50%
297,Plutonium Jets,0.0,+55%,+50%
298,Supersonic Turbine,0.198,+59%,+51%
299,Plutonium Exhaust,0.071,+57%,+50%
300,Perfect Exhaust,0.5,+55%,+59%
301,Gravity Diffuser,0.496,+58%,+57%
302,Perfect Igniter,0.056,+55%,+51%
303,Perfect Tanks,0.071,+57%,+50%
304,Gravity Exhaust,0.5,+69%,+50%
305,Plutonium Combustion Unit,0.258,+56%,+54%
306,Plutonium Igniter,0.746,+65%,+57%
307,Plutonium Combustion Unit,0.5,+69%,+50%
308,Gravity Turbine,0.143,+59%,+50%
309,Perfect Turbine,0.056,+55%,+51%
310,Supersonic Jets,0.091,+56%,+51%
311,Supersonic Dynamo,0.321,+64%,+50%
312,Perfect Dynamo,0.421,+59%,+55%
313,Antimatter Diffuser,0.448,+66%,+51%
314,Perfect Jets,0.512,+60%,+56%
315,Plutonium Dynamo,0.222,+55%,+54%
316,Perfect Igniter,0.817,+67%,+57%
317,Antimatter Igniter,0.429,+67%,+50%
318,Supersonic Jets,0.508,+63%,+54%
319,Antimatter Nozzles,0.202,+56%,+53%
320,Supersonic Pump,0.313,+56%,+55%
321,Antimatter Jets,0.091,+56%,+51%
322,Supersonic Turbine,0.107,+58%,+50%
323,Plutonium Dynamo,0.464,+68%,+50%
324,Supersonic Pump,0.944,+69%,+58%
325,Perfect Pump,0.476,+59%,+56%
326,Perfect Combustion Unit,0.111,+55%,+52%
327,Plutonium Tanks,0.56,+66%,+53%
328,Gravity Diffuser,0.111,+55%,+52%
329,Gravity Combustion Unit,0.167,+55%,+53%
330,Perfect Combustion Unit,0.056,+55%,+51%
331,Plutonium Exhaust,0.345,+60%,+53%
332,Gravity Pump,0.167,+55%,+53%
333,Gravity Exhaust,0.444,+55%,+58%
334,Antimatter Jets,0.179,+60%,+50%
335,Perfect Nozzles,0.167,+55%,+53%
336,Plutonium Jets,0.599,+64%,+55%
337,Perfect Turbine,0.369,+56%,+56%
338,Supersonic Turbine,0.107,+58%,+50%
339,Antimatter Pump,0.389,+55%,+57%
340,Plutonium Diffuser,0.036,+56%,+50%
341,Supersonic Turbine,0.46,+57%,+57%
342,Plutonium Dynamo,0.313,+56%,+55%
343,Gravity Diffuser,0.091,+56%,+51%
344,Gravity Tanks,0.036,+56%,+50%
345,Plutonium Dynamo,0.5,+69%,+50%
346,Plutonium Combustion Unit,0.0,+55%,+50%
347,Gravity Diffuser,0.167,+55%,+53%
348,Gravity Turbine,0.163,+58%,+51%
349,Antimatter Nozzles,0.651,+67%,+54%
350,Perfect Tanks,0.5,+55%,+59%
351,Perfect Pump,0.254,+59%,+52%
352,Gravity Combustion Unit,0.0,+55%,+50%
353,Gravity Diffuser,0.147,+56%,+52%
354,Gravity Dynamo,0.516,+57%,+58%
355,Plutonium Tanks,0.214,+61%,+50%
356,Plutonium Exhaust,0.452,+63%,+53%
357,Supersonic Dynamo,0.361,+62%,+52%
358,Antimatter Pump,0.0,+55%,+50%
359,Antimatter Exhaust,0.222,+55%,+54%
360,Gravity Igniter,0.091,+56%,+51%
361,Antimatter Pump,0.321,+64%,+50%
362,Plutonium Dynamo,0.27,+61%,+51%
363,Antimatter Tanks,0.48,+56%,+58%
364,Gravity Diffuser,0.837,+66%,+58%
365,Plutonium Igniter,0.456,+60%,+55%
366,Antimatter Nozzles,0.5,+55%,+59%
367,Supersonic Exhaust,0.0,+55%,+50%
368,Gravity Diffuser,0.536,+56%,+59%
369,Supersonic Pump,0.0,+55%,+50%
370,Perfect Jets,0.056,+55%,+51%
371,Supersonic Tanks,0.679,+60%,+59%
372,Perfect Jets,0.623,+60%,+58%
373,Plutonium Igniter,0.071,+57%,+50%
374,Supersonic Jets,0.036,+56%,+50%
375,Perfect Nozzles,0.365,+59%,+54%
376,Plutonium Tanks,0.222,+55%,+54%
377,Supersonic Tanks,0.056,+55%,+51%
378,Antimatter Jets,0.333,+55%,+56%
379,Antimatter Pump,0.595,+67%,+53%
380,Plutonium Nozzles,0.056,+55%,+51%
381,Supersonic Jets,0.274,+58%,+53%
382,Supersonic Combustion Unit,0.385,+58%,+55%
383,Antimatter Jets,0.258,+56%,+54%
384,Antimatter Nozzles,0.111,+55%,+52%
385,Antimatter Igniter,0.333,+55%,+56%
386,Plutonium Nozzles,0.333,+55%,+56%
387,Gravity Turbine,0.817,+67%,+57%
388,Gravity Pump,0.333,+55%,+56%
389,Perfect Diffuser,0.452,+63%,+53%
390,Antimatter Diffuser,0.0,+55%,+50%
391,Gravity Jets,0.143,+59%,+50%
392,Supersonic Jets,0.69,+65%,+56%
393,Gravity Pump,0.377,+64%,+51%
394,Antimatter Jets,0.0,+55%,+50%
395,Gravity Exhaust,0.357,+65%,+50%
396,Antimatter Dynamo,0.0,+55%,+50%
397,Gravity Tanks,0.286,+63%,+50%
398,Antimatter Turbine,0.107,+58%,+50%
399,Plutonium Dynamo,0.873,+67%,+58%
400,Plutonium Exhaust,0.071,+57%,+50%
401,Plutonium Exhaust,0.278,+55%,+55%
402,Gravity Jets,0.222,+55%,+54%
403,Antimatter Igniter,0.437,+61%,+54%
404,Antimatter Igniter,0.0,+55%,+50%
405,Plutonium Igniter,0.504,+66%,+52%
406,Plutonium Nozzles,0.202,+56%,+53%
407,Plutonium Jets,0.71,+64%,+57%
408,Supersonic Combustion Unit,0.444,+55%,+58%
409,Gravity Diffuser,0.944,+69%,+58%
410,Perfect Exhaust,0.333,+55%,+56%
411,Plutonium Pump,0.357,+65%,+50%
412,Supersonic Dynamo,0.488,+64%,+53%
413,Gravity Diffuser,0.27,+61%,+51%
414,Perfect Dynamo,0.964,+68%,+59%
415,Antimatter Igniter,0.278,+55%,+55%
416,Gravity Dynamo,0.472,+62%,+54%
417,Gravity Combustion Unit,0.44,+58%,+56%
418,Supersonic Igniter,0.655,+64%,+56%
419,Gravity Turbine,0.222,+55%,+54%
420,Plutonium Nozzles,0.75,+62%,+59%
421,Antimatter Pump,0.179,+60%,+50%
422,Antimatter Diffuser,0.464,+68%,+50%
423,Supersonic Combustion Unit,0.0,+55%,+50%
424,Antimatter Tanks,0.385,+58%,+55%
425,Plutonium Nozzles,0.036,+56%,+50%
426,Plutonium Diffuser,0.488,+64%,+53%
427,Perfect Pump,0.583,+62%,+56%
428,Antimatter Jets,0.107,+58%,+50%
429,Gravity Igniter,0.214,+61%,+50%
430,Antimatter Jets,0.476,+59%,+56%
431,Supersonic Igniter,0.341,+63%,+51%
432,Plutonium Turbine,0.44,+58%,+56%
433,Plutonium Dynamo,0.238,+57%,+53%
434,Supersonic Tanks,0.73,+63%,+58%
435,Gravity Nozzles,0.857,+65%,+59%
436,Gravity Diffuser,0.198,+59%,+51%
437,Gravity Dynamo,0.71,+64%,+57%
438,Antimatter Nozzles,0.742,+68%,+55%
439,Perfect Turbine,0.111,+55%,+52%
440,Supersonic Nozzles,0.313,+56%,+55%
441,Plutonium Jets,0.183,+57%,+52%
442,Plutonium Pump,0.0,+55%,+50%
443,Supersonic Diffuser,0.107,+58%,+50%
444,Perfect Pump,0.321,+64%,+50%
445,Perfect Jets,0.107,+58%,+50%
446,Plutonium Jets,0.167,+55%,+53%
447,Plutonium Exhaust,0.071,+57%,+50%
448,Antimatter Jets,0.393,+66%,+50%
449,Supersonic Nozzles,0.258,+56%,+54%
450,Plutonium Igniter,0.056,+55%,+51%
451,Perfect Diffuser,0.746,+65%,+57%
452,Supersonic Dynamo,0.071,+57%,+50%
453,Perfect Dynamo,0.254,+59%,+52%
454,Supersonic Igniter,0.393,+66%,+50%
455,Antimatter Exhaust,0.782,+66%,+57%
456,Plutonium Tanks,0.857,+65%,+59%
457,Plutonium Nozzles,0.286,+63%,+50%
458,Gravity Nozzles,0.071,+57%,+50%
459,Perfect Jets,0.27,+61%,+51%
460,Supersonic Turbine,0.821,+64%,+59%
461,Antimatter Turbine,0.437,+61%,+54%
462,Supersonic Pump,0.278,+55%,+55%
463,Perfect Dynamo,0.143,+59%,+50%
464,Antimatter Pump,0.234,+60%,+51%
465,Perfect Diffuser,0.5,+69%,+50%
466,Supersonic Turbine,0.361,+62%,+52%
467,Perfect Tanks,0.52,+68%,+51%
468,Antimatter Pump,0.357,+65%,+50%
469,Gravity Tanks,0.25,+62%,+50%
470,Perfect Turbine,0.444,+55%,+58%
471,Gravity Nozzles,0.286,+63%,+50%
472,Antimatter Combustion Unit,0.639,+62%,+57%
473,Antimatter Combustion Unit,0.0,+55%,+50%
474,Gravity Exhaust,0.111,+55%,+52%
475,Gravity Jets,0.448,+66%,+51%
476,Antimatter Nozzles,0.0,+55%,+50%
477,Perfect Dynamo,0.056,+55%,+51%
478,Perfect Turbine,0.036,+56%,+50%
479,Plutonium Jets,0.294,+57%,+54%
480,Supersonic Dynamo,0.214,+61%,+50%
481,Gravity Tanks,0.357,+65%,+50%
482,Gravity Diffuser,0.484,+67%,+51%
483,Plutonium Pump,0.214,+61%,+50%
484,Antimatter Pump,0.036,+56%,+50%
485,Gravity Nozzles,0.504,+66%,+52%
486,Gravity Tanks,0.393,+66%,+50%
487,Supersonic Tanks,0.425,+56%,+57%
488,Antimatter Dynamo,0.496,+58%,+57%
489,Perfect Combustion Unit,0.0,+55%,+50%
490,Gravity Turbine,0.587,+59%,+58%
491,Perfect Exhaust,0.056,+55%,+51%
492,Supersonic Exhaust,0.425,+56%,+57%
493,Antimatter Nozzles,0.357,+65%,+50%
494,Gravity Jets,0.167,+55%,+53%
495,Gravity Dynamo,0.524,+65%,+53%
496,Antimatter Exhaust,0.0,+55%,+50%
497,Perfect Combustion Unit,0.464,+68%,+50%
498,Perfect Jets,0.0,+55%,+50%
499,Perfect Turbine,0.036,+56%,+50%
500,Antimatter Igniter,0.548,+61%,+56%
501,Antimatter Pump,0.552,+58%,+58%
502,Antimatter Igniter,0.54,+67%,+52%
503,Gravity Exhaust,0.111,+55%,+52%
504,Gravity Tanks,0.0,+55%,+50%
505,Plutonium Diffuser,0.357,+65%,+50%
506,Perfect Nozzles,0.325,+61%,+52%
507,Plutonium Jets,0.385,+58%,+55%
508,Supersonic Diffuser,0.167,+55%,+53%
509,Antimatter Tanks,0.286,+63%,+50%
510,Perfect Tanks,0.234,+60%,+51%
511,Perfect Nozzles,0.143,+59%,+50%
512,Gravity Pump,0.278,+55%,+55%
513,Antimatter Igniter,0.615,+66%,+54%
514,Supersonic Nozzles,0.833,+69%,+56%
515,Perfect Combustion Unit,0.484,+67%,+51%
516,Antimatter Exhaust,0.143,+59%,+50%
517,Plutonium Nozzles,0.5,+55%,+59%
518,Supersonic Turbine,0.091,+56%,+51%
519,Gravity Jets,0.306,+62%,+51%
520,Gravity Pump,0.853,+68%,+57%
521,Plutonium Turbine,0.484,+67%,+51%
522,Gravity Tanks,0.393,+66%,+50%
523,Plutonium Turbine,0.0,+55%,+50%
524,Plutonium Pump,0.167,+55%,+53%
525,Supersonic Dynamo,0.583,+62%,+56%
526,Perfect Igniter,0.214,+61%,+50%
527,Perfect Exhaust,0.722,+69%,+54%
528,Supersonic Nozzles,0.214,+61%,+50%
529,Gravity Pump,0.472,+62%,+54%
530,Antimatter Turbine,0.532,+59%,+57%
531,Plutonium Jets,0.278,+55%,+55%
532,Plutonium Diffuser,0.179,+60%,+50%
533,Perfect Turbine,0.107,+58%,+50%
534,Perfect Dynamo,0.222,+55%,+54%
535,Antimatter Exhaust,0.345,+60%,+53%
536,Perfect Igniter,0.595,+67%,+53%
537,Supersonic Dynamo,0.056,+55%,+51%
538,Gravity Combustion Unit,0.5,+69%,+50%
539,Plutonium Igniter,0.329,+58%,+54%
540,Supersonic Diffuser,0.0,+55%,+50%
541,Plutonium Tanks,0.278,+55%,+55%
542,Supersonic Jets,0.357,+65%,+50%
543,Plutonium Turbine,0.258,+56%,+54%
544,Supersonic Dynamo,0.675,+63%,+57%
545,Antimatter Igniter,0.222,+55%,+54%
546,Antimatter Pump,0.0,+55%,+50%
547,Plutonium Turbine,0.631,+68%,+53%
548,Supersonic Turbine,0.54,+67%,+52%
549,Antimatter Exhaust,0.333,+55%,+56%
550,Supersonic Jets,0.056,+55%,+51%
551,Plutonium Dynamo,0.393,+66%,+50%
552,Gravity Igniter,0.603,+61%,+57%
553,Antimatter Igniter,0.444,+55%,+58%
554,Gravity Nozzles,0.127,+57%,+51%
555,Plutonium Pump,0.278,+55%,+55%
556,Perfect Pump,0.198,+59%,+51%
557,Perfect Dynamo,0.389,+55%,+57%
558,Gravity Tanks,0.325,+61%,+52%
559,Plutonium Tanks,0.619,+63%,+56%
560,Antimatter Pump,0.516,+57%,+58%
561,Antimatter Dynamo,0.036,+56%,+50%
562,Antimatter Exhaust,0.056,+55%,+51%
563,Plutonium Tanks,0.167,+55%,+53%
564,Supersonic Nozzles,0.365,+59%,+54%
565,Perfect Jets,0.325,+61%,+52%
566,Perfect Combustion Unit,0.183,+57%,+52%
567,Supersonic Pump,0.107,+58%,+50%
568,Antimatter Combustion Unit,0.214,+61%,+50%
569,Gravity Combustion Unit,0.274,+58%,+53%
570,Gravity Igniter,0.583,+62%,+56%
571,Antimatter Igniter,0.397,+63%,+52%
572,Plutonium Igniter,0.512,+60%,+56%
573,Perfect Jets,0.278,+55%,+55%
574,Antimatter Pump,0.44,+58%,+56%
575,Gravity Jets,0.036,+56%,+50%
576,Gravity Igniter,0.0,+55%,+50%
577,Antimatter Igniter,0.0,+55%,+50%
578,Gravity Exhaust,0.333,+55%,+56%
