Seed,Name,Perfection,Vehicle_BoostSpeed,Vehicle_BoostTanks
46,Uranium Turbine,0.25,,+22%
47,Uranium Jets,0.464,,+28%
48,Bypass Tanks,0.25,,+22%
49,Catalyst Dynamo,0.071,,+17%
50,Catalyst Pump,0.179,+25%,
51,Uranium Dynamo,0.0,,+15%
52,Catalyst Diffuser,0.107,,+18%
53,Uranium Jets,0.179,,+20%
54,Uranium Turbine,0.0,+20%,+15%
55,Uranium Dynamo,0.107,+22%,+16%
56,Uranium Exhaust,0.036,,+16%
57,Uranium Nozzles,0.071,+22%,
58,Bypass Pump,0.214,+26%,
59,Plasma Dynamo,0.0,,+15%
60,Plasma Turbine,0.036,+21%,
61,Uranium Nozzles,0.214,,+21%
62,Uranium Diffuser,0.036,+21%,
63,Uranium Combustion Unit,0.036,,+16%
64,Uranium Nozzles,0.0,+20%,
65,Catalyst Diffuser,0.429,+32%,
66,Bypass Combustion Unit,0.179,+25%,
67,Catalyst Dynamo,0.0,+20%,
68,Catalyst Jets,0.071,+22%,
69,Bypass Dynamo,0.25,,+22%
70,Bypass Nozzles,0.0,+20%,
71,Plasma Exhaust,0.0,,+15%
72,Bypass Igniter,0.0,,+15%
73,Bypass Pump,0.214,,+21%
74,Catalyst Diffuser,0.0,+20%,
75,Bypass Tanks,0.214,,+21%
76,Catalyst Diffuser,0.071,,+17%
77,Plasma Dynamo,0.0,+20%,
78,Bypass Diffuser,0.107,,+18%
79,Uranium Pump,0.0,+20%,
80,Uranium Combustion Unit,0.357,,+25%
81,Bypass Dynamo,0.036,+21%,
82,Catalyst Turbine,0.036,+21%,
83,Catalyst Combustion Unit,0.071,+22%,
84,Uranium Combustion Unit,0.464,,+28%
85,Uranium Igniter,0.214,,+21%
86,Plasma Turbine,0.286,,+23%
87,Bypass Tanks,0.357,+30%,
88,Uranium Turbine,0.286,+28%,
89,Bypass Dynamo,0.0,+20%,
90,Uranium Nozzles,0.071,+22%,
91,Catalyst Jets,0.0,,+15%
92,Uranium Nozzles,0.357,,+25%
93,Uranium Exhaust,0.0,,+15%
94,Plasma Dynamo,0.143,,+19%
95,Uranium Jets,0.357,+30%,
96,Uranium Tanks,0.393,,+26%
97,Bypass Jets,0.143,,+19%
98,Plasma Nozzles,0.321,+29%,+15%
99,Uranium Combustion Unit,0.071,,+17%
100,Uranium Diffuser,0.25,,+22%
101,Uranium Pump,0.0,+20%,
102,Bypass Jets,0.214,+26%,
103,Plasma Igniter,0.071,+22%,
104,Plasma Diffuser,0.429,,+27%
105,Plasma Jets,0.036,,+16%
106,Plasma Jets,0.036,,+16%
107,Plasma Turbine,0.357,+30%,
108,Uranium Turbine,0.036,+21%,
109,Plasma Igniter,0.0,,+15%
110,Bypass Diffuser,0.25,,+22%
111,Catalyst Exhaust,0.0,+20%,
112,Uranium Jets,0.393,+31%,
113,Uranium Dynamo,0.036,+21%,
114,Catalyst Diffuser,0.143,,+19%
115,Uranium Diffuser,0.036,,+16%
116,Uranium Nozzles,0.0,,+15%
117,Uranium Diffuser,0.0,,+15%
118,Uranium Nozzles,0.393,,+26%
119,Plasma Dynamo,0.214,,+21%
120,Uranium Tanks,0.0,,+15%
121,Uranium Nozzles,0.071,+22%,
122,Uranium Dynamo,0.0,+20%,
123,Plasma Nozzles,0.107,,+18%
124,Catalyst Dynamo,0.0,+20%,
125,Bypass Combustion Unit,0.107,,+18%
126,Catalyst Exhaust,0.393,+31%,
127,Uranium Igniter,0.071,,+17%
128,Plasma Combustion Unit,0.143,+24%,
129,Uranium Combustion Unit,0.143,,+19%
130,Uranium Nozzles,0.107,,+18%
131,Plasma Jets,0.0,+20%,
132,Plasma Nozzles,0.0,,+15%
133,Catalyst Nozzles,0.071,+22%,
134,Uranium Pump,0.429,+32%,
135,Bypass Combustion Unit,0.071,,+17%
136,Uranium Diffuser,0.5,+33%,+16%
137,Plasma Combustion Unit,0.464,+33%,
138,Uranium Tanks,0.036,,+16%
139,Plasma Pump,0.071,+22%,
140,Uranium Exhaust,0.393,+31%,
141,Catalyst Turbine,0.5,+34%,
142,Uranium Exhaust,0.036,,+16%
143,Uranium Diffuser,0.179,+25%,
144,Plasma Combustion Unit,0.0,,+15%
145,Uranium Igniter,0.179,,+20%
146,Bypass Tanks,0.036,,+16%
147,Plasma Dynamo,0.25,+27%,
148,Uranium Jets,0.0,,+15%
149,Catalyst Pump,0.214,,+21%
150,Uranium Tanks,0.143,+24%,
151,Catalyst Pump,0.0,+20%,
152,Catalyst Jets,0.286,,+23%
153,Uranium Turbine,0.0,,+15%
154,Uranium Nozzles,0.179,,+20%
155,Bypass Nozzles,0.143,+24%,
156,Catalyst Dynamo,0.036,+21%,
157,Plasma Tanks,0.214,+21%,+20%
158,Catalyst Turbine,0.0,+20%,
159,Plasma Jets,0.0,,+15%
160,Catalyst Jets,0.393,+31%,
161,Catalyst Dynamo,0.036,+21%,
162,Catalyst Diffuser,0.0,,+15%
163,Uranium Tanks,0.357,,+25%
164,Uranium Jets,0.25,+27%,+15%
165,Plasma Dynamo,0.429,,+27%
166,Plasma Diffuser,0.214,+26%,
167,Uranium Turbine,0.286,,+23%
168,Uranium Exhaust,0.0,+20%,
169,Uranium Combustion Unit,0.0,,+15%
170,Bypass Igniter,0.393,+31%,
171,Bypass Exhaust,0.0,+20%,
172,Catalyst Igniter,0.0,+20%,
173,Uranium Combustion Unit,0.464,+33%,
174,Catalyst Nozzles,0.143,,+19%
175,Plasma Diffuser,0.107,+23%,
176,Uranium Exhaust,0.5,,+29%
177,Uranium Nozzles,0.393,+31%,
178,Bypass Exhaust,0.036,+21%,
179,Plasma Combustion Unit,0.0,,+15%
180,Uranium Igniter,0.321,+29%,
181,Bypass Combustion Unit,0.179,+25%,
182,Bypass Dynamo,0.0,+20%,+15%
183,Plasma Pump,0.179,+25%,
184,Uranium Dynamo,0.214,+26%,
185,Uranium Nozzles,0.25,+27%,
186,Catalyst Pump,0.036,,+16%
187,Uranium Exhaust,0.036,,+16%
188,Bypass Dynamo,0.036,+21%,
189,Uranium Igniter,0.214,,+21%
190,Bypass Igniter,0.107,+21%,+17%
191,Bypass Tanks,0.036,,+16%
192,Bypass Turbine,0.393,+22%,+24%
193,Catalyst Dynamo,0.0,+20%,
194,Uranium Turbine,0.107,,+18%
195,Uranium Exhaust,0.429,,+27%
196,Plasma Exhaust,0.0,,+15%
197,Bypass Nozzles,0.214,,+21%
198,Bypass Jets,0.036,+21%,
199,Uranium Igniter,0.0,,+15%
200,Bypass Tanks,0.0,+20%,
201,Bypass Nozzles,0.357,+30%,
202,Plasma Nozzles,0.0,+20%,
203,Bypass Igniter,0.25,+27%,
204,Bypass Dynamo,0.429,,+27%
205,Uranium Combustion Unit,0.357,,+25%
206,Plasma Igniter,0.071,,+17%
207,Catalyst Jets,0.143,,+19%
208,Bypass Nozzles,0.464,+33%,+15%
209,Plasma Combustion Unit,0.143,,+19%
210,Plasma Tanks,0.0,+20%,
211,Plasma Dynamo,0.214,,+21%
212,Uranium Jets,0.214,,+21%
213,Uranium Igniter,0.036,+21%,
214,Bypass Tanks,0.0,+20%,
215,Uranium Combustion Unit,0.179,+25%,
216,Catalyst Turbine,0.0,,+15%
217,Bypass Exhaust,0.036,+21%,
218,Uranium Dynamo,0.0,,+15%
219,Bypass Igniter,0.0,,+15%
220,Plasma Pump,0.464,,+28%
221,Uranium Pump,0.0,,+15%
222,Plasma Exhaust,0.036,+21%,
223,Catalyst Exhaust,0.0,,+15%
224,Uranium Diffuser,0.25,,+22%
225,Uranium Igniter,0.0,+20%,
226,Bypass Diffuser,0.393,+23%,+23%
227,Uranium Pump,0.071,+22%,
228,Uranium Turbine,0.179,+25%,
229,Bypass Nozzles,0.214,,+21%
230,Plasma Pump,0.0,,+15%
231,Plasma Tanks,0.179,,+20%
232,Uranium Jets,0.179,+25%,
233,Uranium Pump,0.107,+23%,
234,Catalyst Diffuser,0.5,,+29%
235,Uranium Jets,0.107,+23%,
236,Catalyst Exhaust,0.5,,+29%
237,Plasma Igniter,0.214,,+21%
238,Plasma Dynamo,0.0,,+15%
239,Catalyst Turbine,0.393,,+26%
240,Plasma Turbine,0.143,,+19%
241,Bypass Jets,0.0,+20%,
242,Plasma Nozzles,0.0,,+15%
243,Catalyst Nozzles,0.357,,+25%
244,Uranium Turbine,0.0,,+15%
245,Catalyst Nozzles,0.393,,+26%
246,Uranium Exhaust,0.0,+20%,
247,Bypass Turbine,0.0,+20%,
248,Uranium Jets,0.607,+25%,+27%
249,Plasma Diffuser,0.214,,+21%
250,Uranium Diffuser,0.321,+29%,
251,Bypass Jets,0.036,+21%,
252,Catalyst Pump,0.321,,+24%
253,Uranium Igniter,0.286,+28%,
254,Plasma Exhaust,0.179,+25%,
255,Catalyst Turbine,0.321,+29%,
256,Uranium Igniter,0.143,+24%,
257,Uranium Turbine,0.0,,+15%
258,Bypass Diffuser,0.071,,+17%
259,Plasma Diffuser,0.0,+20%,
260,Plasma Diffuser,0.107,,+18%
261,Uranium Tanks,0.036,,+16%
262,Uranium Jets,0.036,,+16%
263,Plasma Pump,0.214,+26%,
264,Uranium Jets,0.0,,+15%
265,Catalyst Combustion Unit,0.107,+23%,
266,Uranium Diffuser,0.0,+20%,
267,Uranium Tanks,0.036,,+16%
268,Uranium Combustion Unit,0.214,+26%,
269,Catalyst Pump,0.286,+28%,+15%
270,Plasma Exhaust,0.0,+20%,
271,Uranium Dynamo,0.0,+20%,
272,Plasma Combustion Unit,0.143,,+19%
273,Plasma Tanks,0.036,,+16%
274,Plasma Nozzles,0.0,,+15%
275,Catalyst Nozzles,0.143,+24%,
276,Catalyst Igniter,0.357,+20%,+25%
277,Uranium Combustion Unit,0.0,,+15%
278,Catalyst Tanks,0.036,+21%,+15%
279,Bypass Exhaust,0.214,+26%,
280,Uranium Jets,0.0,+20%,
281,Catalyst Dynamo,0.429,+32%,
282,Uranium Dynamo,0.464,,+28%
283,Uranium Igniter,0.286,+28%,
284,Uranium Dynamo,0.357,+30%,
285,Plasma Exhaust,0.25,,+22%
286,Uranium Diffuser,0.143,,+19%
287,Uranium Nozzles,0.0,,+15%
288,Uranium Turbine,0.179,+25%,
289,Plasma Turbine,0.464,,+28%
290,Uranium Pump,0.0,+20%,
291,Catalyst Pump,0.179,+25%,
292,Uranium Turbine,0.357,,+25%
293,Catalyst Diffuser,0.036,+21%,
294,Uranium Pump,0.5,+29%,+20%
295,Uranium Pump,0.75,+27%,+29%
296,Uranium Combustion Unit,0.0,,+15%
297,Catalyst Jets,0.036,+20%,+16%
298,Uranium Turbine,0.071,,+17%
299,Catalyst Exhaust,0.071,+22%,
300,Bypass Exhaust,0.5,,+29%
301,Plasma Diffuser,0.107,+23%,
302,Bypass Igniter,0.0,+20%,
303,Bypass Tanks,0.071,+22%,
304,Plasma Exhaust,0.036,,+16%
305,Catalyst Combustion Unit,0.214,,+21%
306,Catalyst Igniter,0.357,+30%,
307,Catalyst Combustion Unit,0.536,+34%,+16%
308,Plasma Turbine,0.036,,+16%
309,Bypass Turbine,0.071,,+17%
310,Uranium Jets,0.036,+21%,
311,Uranium Dynamo,0.321,+29%,
312,Bypass Dynamo,0.286,,+23%
313,Uranium Diffuser,0.393,+31%,
314,Bypass Jets,0.179,+25%,
315,Catalyst Dynamo,0.214,,+21%
316,Bypass Igniter,0.393,,+26%
317,Uranium Igniter,0.036,,+16%
318,Uranium Jets,0.286,+28%,
319,Uranium Nozzles,0.036,+21%,
320,Uranium Pump,0.25,,+22%
321,Uranium Jets,0.107,+21%,+17%
322,Uranium Turbine,0.0,,+15%
323,Catalyst Dynamo,0.464,+33%,
324,Uranium Pump,0.5,+34%,
325,Bypass Pump,0.464,+24%,+24%
326,Bypass Combustion Unit,0.0,+20%,
327,Catalyst Tanks,0.143,,+19%
328,Plasma Diffuser,0.0,+20%,
329,Plasma Combustion Unit,0.143,,+19%
330,Bypass Combustion Unit,0.071,,+17%
331,Catalyst Exhaust,0.143,,+19%
332,Plasma Pump,0.0,+20%,
333,Plasma Exhaust,0.0,+20%,
334,Uranium Jets,0.036,,+16%
335,Bypass Nozzles,0.143,+20%,+19%
336,Catalyst Jets,0.321,+29%,
337,Bypass Turbine,0.036,+21%,
338,Uranium Turbine,0.0,,+15%
339,Uranium Pump,0.0,+20%,
340,Catalyst Diffuser,0.036,+21%,
341,Uranium Turbine,0.393,,+26%
342,Catalyst Dynamo,0.036,+21%,
343,Plasma Diffuser,0.036,+21%,
344,Plasma Tanks,0.0,,+15%
345,Catalyst Dynamo,0.5,+34%,
346,Catalyst Combustion Unit,0.0,+20%,
347,Plasma Diffuser,0.143,,+19%
348,Plasma Turbine,0.071,,+17%
349,Uranium Nozzles,0.214,,+21%
350,Bypass Tanks,0.5,,+29%
351,Bypass Pump,0.107,,+18%
352,Plasma Combustion Unit,0.0,+20%,
353,Plasma Diffuser,0.036,+21%,
354,Plasma Dynamo,0.464,,+28%
355,Catalyst Tanks,0.214,+26%,+15%
356,Catalyst Exhaust,0.179,,+20%
357,Uranium Dynamo,0.25,+27%,
358,Uranium Pump,0.0,,+15%
359,Uranium Exhaust,0.0,+20%,
360,Plasma Igniter,0.036,+21%,
361,Uranium Pump,0.321,+29%,
362,Catalyst Dynamo,0.071,,+17%
363,Uranium Tanks,0.5,+21%,+28%
364,Plasma Diffuser,0.429,,+27%
365,Catalyst Igniter,0.179,+25%,
366,Uranium Nozzles,0.5,+20%,+29%
367,Uranium Exhaust,0.0,+20%,
368,Plasma Diffuser,0.036,+21%,
369,Uranium Pump,0.0,+20%,
370,Bypass Jets,0.0,+20%,
371,Uranium Tanks,0.179,+25%,
372,Bypass Jets,0.179,+25%,
373,Catalyst Igniter,0.071,+22%,
374,Uranium Jets,0.0,,+15%
375,Bypass Nozzles,0.214,,+21%
376,Catalyst Tanks,0.0,+20%,
377,Uranium Tanks,0.071,,+17%
378,Uranium Jets,0.357,,+25%
379,Uranium Pump,0.143,,+19%
380,Catalyst Nozzles,0.036,,+16%
381,Uranium Jets,0.143,,+19%
382,Uranium Combustion Unit,0.286,,+23%
383,Uranium Jets,0.036,+21%,
384,Uranium Nozzles,0.0,+20%,
385,Uranium Igniter,0.0,+20%,
386,Catalyst Nozzles,0.357,+20%,+25%
387,Plasma Turbine,0.393,,+26%
388,Plasma Pump,0.321,,+24%
389,Bypass Diffuser,0.143,,+19%
390,Uranium Diffuser,0.0,+20%,
391,Plasma Jets,0.0,,+15%
392,Uranium Jets,0.321,,+24%
393,Plasma Pump,0.071,,+17%
394,Uranium Jets,0.0,+20%,+15%
395,Plasma Exhaust,0.0,,+15%
396,Uranium Dynamo,0.0,,+15%
397,Plasma Tanks,0.321,+28%,+16%
398,Uranium Turbine,0.0,,+15%
399,Catalyst Dynamo,0.857,+32%,+27%
400,Catalyst Exhaust,0.071,+22%,+15%
401,Catalyst Exhaust,0.0,+20%,
402,Plasma Jets,0.25,,+22%
403,Uranium Igniter,0.214,,+21%
404,Uranium Igniter,0.036,,+16%
405,Catalyst Igniter,0.393,+31%,
406,Catalyst Nozzles,0.036,+21%,
407,Catalyst Jets,0.321,+29%,
408,Uranium Combustion Unit,0.0,+20%,
409,Plasma Diffuser,0.929,+34%,+27%
410,Bypass Exhaust,0.357,+20%,+25%
411,Catalyst Pump,0.0,,+15%
412,Uranium Dynamo,0.179,,+20%
413,Plasma Diffuser,0.071,,+17%
414,Bypass Dynamo,0.464,+33%,
415,Uranium Igniter,0.0,+20%,
416,Plasma Dynamo,0.5,+27%,+22%
417,Plasma Combustion Unit,0.357,,+25%
418,Uranium Igniter,0.321,,+24%
419,Plasma Turbine,0.0,+20%,
420,Catalyst Nozzles,0.75,+27%,+29%
421,Uranium Pump,0.0,,+15%
422,Uranium Diffuser,0.464,+33%,+15%
423,Uranium Combustion Unit,0.0,+20%,+15%
424,Uranium Tanks,0.286,,+23%
425,Catalyst Nozzles,0.036,+21%,
426,Catalyst Diffuser,0.143,,+19%
427,Bypass Pump,0.25,+27%,
428,Uranium Jets,0.107,+23%,
429,Plasma Igniter,0.214,+26%,
430,Uranium Jets,0.143,+24%,
431,Uranium Igniter,0.071,,+17%
432,Catalyst Turbine,0.357,,+25%
433,Catalyst Dynamo,0.071,+22%,
434,Uranium Tanks,0.429,,+27%
435,Plasma Nozzles,0.357,+30%,
436,Plasma Diffuser,0.143,+24%,
437,Plasma Dynamo,0.321,+29%,
438,Uranium Nozzles,0.464,+33%,
439,Bypass Turbine,0.107,,+18%
440,Uranium Nozzles,0.25,,+22%
441,Catalyst Jets,0.071,+22%,
442,Catalyst Pump,0.0,+20%,+15%
443,Uranium Diffuser,0.107,+23%,
444,Bypass Pump,0.0,,+15%
445,Bypass Jets,0.107,+23%,
446,Catalyst Jets,0.0,+20%,
447,Catalyst Exhaust,0.071,+22%,
448,Uranium Jets,0.0,,+15%
449,Uranium Nozzles,0.036,+21%,
450,Catalyst Igniter,0.071,,+17%
451,Bypass Diffuser,0.393,,+26%
452,Uranium Dynamo,0.071,+22%,+15%
453,Bypass Dynamo,0.143,,+19%
454,Uranium Igniter,0.0,,+15%
455,Uranium Exhaust,0.357,,+25%
456,Catalyst Tanks,0.357,+30%,
457,Catalyst Nozzles,0.0,,+15%
458,Plasma Nozzles,0.071,+22%,+15%
459,Bypass Jets,0.071,,+17%
460,Uranium Turbine,0.5,,+29%
461,Uranium Turbine,0.214,+26%,
462,Uranium Pump,0.0,+20%,
463,Bypass Dynamo,0.143,+24%,
464,Uranium Pump,0.179,+25%,
465,Bypass Diffuser,0.5,+34%,
466,Uranium Turbine,0.25,+27%,
467,Bypass Tanks,0.036,,+16%
468,Uranium Pump,0.357,+30%,
469,Plasma Tanks,0.25,+27%,
470,Bypass Turbine,0.429,+20%,+27%
471,Plasma Nozzles,0.286,+28%,+15%
472,Uranium Combustion Unit,0.25,+27%,
473,Uranium Combustion Unit,0.0,+20%,
474,Plasma Exhaust,0.107,,+18%
475,Plasma Jets,0.036,,+16%
476,Uranium Nozzles,0.0,+20%,
477,Bypass Dynamo,0.036,+20%,+16%
478,Bypass Turbine,0.036,+21%,
479,Catalyst Jets,0.071,+22%,
480,Uranium Dynamo,0.214,+26%,
481,Plasma Tanks,0.357,+30%,
482,Plasma Diffuser,0.071,,+17%
483,Catalyst Pump,0.0,,+15%
484,Uranium Pump,0.0,,+15%
485,Plasma Nozzles,0.143,,+19%
486,Plasma Tanks,0.0,,+15%
487,Uranium Tanks,0.393,,+26%
488,Uranium Dynamo,0.107,+23%,
489,Bypass Combustion Unit,0.036,+20%,+16%
490,Plasma Turbine,0.143,+24%,
491,Bypass Exhaust,0.036,,+16%
492,Uranium Exhaust,0.036,+21%,
493,Uranium Nozzles,0.0,,+15%
494,Plasma Jets,0.0,+20%,
495,Plasma Dynamo,0.357,+30%,
496,Uranium Exhaust,0.0,+20%,
497,Bypass Combustion Unit,0.0,,+15%
498,Bypass Jets,0.0,+20%,
499,Bypass Turbine,0.0,,+15%
500,Uranium Igniter,0.214,+26%,
501,Uranium Pump,0.107,+23%,
502,Uranium Igniter,0.429,+32%,
503,Plasma Exhaust,0.0,+20%,
504,Plasma Tanks,0.0,+20%,
505,Catalyst Diffuser,0.357,+30%,
506,Bypass Nozzles,0.214,+26%,
507,Catalyst Jets,0.393,+23%,+23%
508,Uranium Diffuser,0.0,+20%,
509,Uranium Tanks,0.0,,+15%
510,Bypass Tanks,0.25,+25%,+17%
511,Bypass Nozzles,0.143,+24%,
512,Plasma Pump,0.25,,+22%
513,Uranium Igniter,0.393,+31%,
514,Uranium Nozzles,0.321,,+24%
515,Bypass Combustion Unit,0.429,+32%,
516,Uranium Exhaust,0.143,+24%,
517,Catalyst Nozzles,0.5,,+29%
518,Uranium Turbine,0.036,+21%,
519,Plasma Jets,0.25,+27%,
520,Plasma Pump,0.393,,+26%
521,Catalyst Turbine,0.071,,+17%
522,Plasma Tanks,0.393,+31%,
523,Catalyst Turbine,0.0,+20%,
524,Catalyst Pump,0.0,+20%,
525,Uranium Dynamo,0.357,,+25%
526,Bypass Igniter,0.214,+26%,
527,Bypass Exhaust,0.214,,+21%
528,Uranium Nozzles,0.0,,+15%
529,Plasma Pump,0.25,,+22%
530,Uranium Turbine,0.143,+24%,
531,Catalyst Jets,0.286,,+23%
532,Catalyst Diffuser,0.0,,+15%
533,Bypass Turbine,0.107,+23%,
534,Bypass Dynamo,0.25,,+22%
535,Uranium Exhaust,0.179,+25%,
536,Bypass Igniter,0.429,+32%,
537,Uranium Dynamo,0.071,,+17%
538,Plasma Combustion Unit,0.5,+34%,+15%
539,Catalyst Igniter,0.107,+23%,
540,Uranium Diffuser,0.0,,+15%
541,Catalyst Tanks,0.0,+20%,
542,Uranium Jets,0.0,,+15%
543,Catalyst Turbine,0.25,+21%,+21%
544,Uranium Dynamo,0.357,,+25%
545,Uranium Igniter,0.25,,+22%
546,Uranium Pump,0.0,,+15%
547,Catalyst Turbine,0.179,,+20%
548,Uranium Turbine,0.107,,+18%
549,Uranium Exhaust,0.0,+20%,
550,Uranium Jets,0.071,,+17%
551,Catalyst Dynamo,0.0,,+15%
552,Plasma Igniter,0.393,,+26%
553,Uranium Igniter,0.464,+20%,+28%
554,Plasma Nozzles,0.071,+22%,
555,Catalyst Pump,0.0,+20%,
556,Bypass Pump,0.143,+24%,
557,Bypass Dynamo,0.393,,+26%
558,Plasma Tanks,0.214,+26%,
559,Catalyst Tanks,0.643,+28%,+25%
560,Uranium Pump,0.429,,+27%
561,Uranium Dynamo,0.071,+21%,+16%
562,Uranium Exhaust,0.0,+20%,
563,Catalyst Tanks,0.179,,+20%
564,Uranium Nozzles,0.214,,+21%
565,Bypass Jets,0.107,,+18%
566,Bypass Combustion Unit,0.071,+22%,
567,Uranium Pump,0.143,+23%,+16%
568,Uranium Combustion Unit,0.036,,+16%
569,Plasma Combustion Unit,0.286,+23%,+20%
570,Plasma Igniter,0.321,,+24%
571,Uranium Igniter,0.107,,+18%
572,Catalyst Igniter,0.179,+25%,
573,Bypass Jets,0.0,+20%,
574,Uranium Pump,0.321,,+24%
575,Plasma Jets,0.0,,+15%
576,Plasma Igniter,0.0,+20%,+15%
577,Uranium Igniter,0.0,,+15%
578,Plasma Exhaust,0.0,+20%,
579,Uranium Exhaust,0.179,+25%,
580,Bypass Pump,0.0,,+15%
581,Uranium Jets,0.179,+25%,
582,Plasma Nozzles,0.071,+22%,
583,Bypass Nozzles,0.321,+29%,
584,Bypass Exhaust,0.464,,+28%
585,Bypass Exhaust,0.036,+21%,
586,Uranium Nozzles,0.5,,+29%
587,Bypass Nozzles,0.25,+27%,
588,Bypass Combustion Unit,0.179,+25%,
589,Bypass Tanks,0.036,+21%,
590,Uranium Combustion Unit,0.321,+29%,
591,Uranium Igniter,0.214,+26%,
592,Uranium Turbine,0.25,,+22%
593,Uranium Dynamo,0.071,,+17%
594,Uranium Tanks,0.179,+25%,
595,Bypass Turbine,0.0,+20%,
596,Uranium Igniter,0.5,+34%,
597,Uranium Igniter,0.464,+33%,
598,Uranium Dynamo,0.0,+20%,
599,Uranium Dynamo,0.107,+23%,
600,Bypass Igniter,0.0,,+15%
601,Bypass Dynamo,0.0,+20%,
602,Plasma Diffuser,0.179,+21%,+19%
603,Uranium Pump,0.0,,+15%
604,Plasma Tanks,0.286,,+23%
605,Uranium Diffuser,0.464,,+28%
606,Uranium Diffuser,0.107,,+18%
607,Uranium Dynamo,0.214,+20%,+21%
608,Plasma Nozzles,0.0,,+15%
609,Bypass Combustion Unit,0.5,+34%,
610,Uranium Nozzles,0.071,,+17%
611,Bypass Exhaust,0.321,,+24%
612,Uranium Dynamo,0.214,+26%,
613,Bypass Dynamo,0.071,,+17%
614,Plasma Igniter,0.036,,+16%
615,Bypass Igniter,0.179,+25%,
616,Uranium Igniter,0.0,,+15%
617,Uranium Exhaust,0.25,,+22%
618,Bypass Combustion Unit,0.357,,+25%
619,Catalyst Dynamo,0.0,+20%,+15%
620,Uranium Jets,0.464,+33%,+15%
621,Plasma Turbine,0.071,+22%,
622,Uranium Jets,0.143,,+19%
623,Plasma Exhaust,0.071,+22%,
624,Uranium Tanks,0.25,,+22%
625,Plasma Jets,0.107,+23%,
626,Bypass Turbine,0.536,+22%,+28%
627,Plasma Jets,0.107,+23%,
628,Catalyst Jets,0.0,,+15%
629,Uranium Igniter,0.321,,+24%
630,Uranium Nozzles,0.393,,+26%
631,Uranium Dynamo,0.25,+27%,
632,Bypass Jets,0.25,,+22%
633,Catalyst Dynamo,0.036,,+16%
634,Bypass Dynamo,0.071,,+17%
635,Catalyst Jets,0.071,+22%,+15%
636,Bypass Combustion Unit,0.214,+20%,+21%
637,Catalyst Diffuser,0.357,,+25%
638,Catalyst Dynamo,0.25,,+22%
639,Uranium Diffuser,0.0,,+15%
640,Plasma Exhaust,0.393,,+26%
641,Uranium Dynamo,0.179,,+20%
642,Uranium Dynamo,0.107,,+18%
643,Uranium Turbine,0.036,+21%,
644,Bypass Nozzles,0.0,,+15%
645,Uranium Nozzles,0.357,+30%,
646,Uranium Pump,0.107,+23%,
647,Uranium Turbine,0.0,,+15%
648,Plasma Jets,0.036,,+16%
649,Bypass Jets,0.107,,+18%
650,Plasma Diffuser,0.357,,+25%
651,Uranium Dynamo,0.071,+22%,
652,Uranium Diffuser,0.107,,+18%
653,Plasma Nozzles,0.393,+31%,
654,Uranium Tanks,0.286,+28%,
655,Uranium Igniter,0.286,,+23%
656,Uranium Turbine,0.25,,+22%
657,Uranium Pump,0.036,+21%,
658,Bypass Diffuser,0.0,,+15%
659,Catalyst Dynamo,0.0,,+15%
660,Catalyst Combustion Unit,0.0,+20%,
661,Uranium Jets,0.179,+25%,
662,Bypass Jets,0.0,+20%,+15%
663,Plasma Pump,0.071,,+17%
664,Uranium Nozzles,0.25,,+22%
