Seed,Name,Perfection,Product_Age,Product_Basevalue
147,Frozen Tendril,0.13027,20,279792
148,Hopeless Grubs,0.2978,110,491717
149,Woebegotten Orb,0.01239,40,130671
150,Inverted Remains,0.18716,110,351757
151,Eldritch Remains,0.03954,50,165019
152,Hypnotic Grubs,0.02528,40,146981
153,Inverted Sphere,0.04492,40,171824
154,Abandoned Jelly,0.28572,60,476428
155,Eerie Coils,0.12908,30,278278
156,Dripping Worms,0.21753,80,390173
157,Crying Orb,0.80399,180,1132040
158,Impossible Spores,0.10045,30,242072
159,Frozen Heart,0.0958,20,236191
160,Floppy Lavae,0.03037,30,153414
161,Ghastly Gelsack,0.34478,110,551138
162,Grim Worms,0.12427,30,272200
163,Floppy Gelsack,0.0234,40,144599
164,Twitching Eye,0.31685,110,515809
165,Ominous Gem,0.06709,30,199872
166,Frozen Organs,0.38746,90,605127
167,Eldritch Worms,0.07602,30,211166
168,Frozen Bio-Anomaly,0.2854,90,476025
169,Prismatic Spores,0.04743,30,174994
170,Inverted Tendril,0.20771,80,377749
171,Eerie Gelsack,0.062,30,193428
172,Impossible Worms,0.09896,50,240184
173,Abyssal Globe,0.05302,50,182065
174,Imagined Sphere,0.33263,110,535771
175,Writhing Orb,0.11852,50,264931
176,Unnerving Worms,0.11191,50,256569
177,Writhing Sample,0.08475,40,222206
178,Eerie Bio-Anomaly,0.18714,60,351727
179,Floppy Tentacle,0.06168,30,193018
180,Dripping Sample,0.11777,30,263977
181,Twitching Remains,0.33856,110,543277
182,Unnerving Gem,0.73379,290,1043237
183,Whispering Organs,0.3436,70,549649
184,Dripping Jelly,0.12222,30,269604
185,Hopeless Coils,0.12585,40,274197
186,Impossible Gem,0.06012,20,191052
187,Abyssal Worms,0.38035,90,596133
188,Dripping Jelly,0.34383,70,549939
189,Deathly Organs,0.36343,80,574737
190,Imagined Organs,0.21562,110,387755
191,Eldritch Gelsack,0.06928,30,202639
192,Chilling Globe,0.73035,210,1038881
193,Dreadful Tentacle,0.22108,60,394665
194,Writhing Lavae,0.28684,80,477853
195,Forlorn Tentacle,0.08935,40,228032
196,Hypnotic Grubs,0.07966,20,215772
197,Abandoned Sphere,0.00208,30,117635
198,Twitching Globe,0.36294,70,574108
199,Ghastly Organs,0.36626,80,578308
200,Twitching Tendril,0.00863,50,125919
201,Twisted Gelsack,0.04071,40,166493
202,Grim Coils,0.13163,20,281516
203,Frozen Bio-Anomaly,0.00335,30,119236
204,Impossible Core,0.00815,20,125315
205,Unnerving Jelly,0.44146,100,673438
206,Whispering Sphere,0.11397,50,259173
207,Prismatic Tentacle,0.0934,30,233147
208,Grim Spores,0.77418,230,1094320
209,Haunted Coils,0.21245,70,383740
210,Deathly Bio-Anomaly,0.07883,20,214723
211,Abyssal Spores,0.04407,30,170745
212,Grim Heart,0.12001,40,266812
213,Whispering Core,0.08892,50,227487
214,Twitching Tendril,0.07919,20,215178
215,Deathly Heart,0.01085,20,128722
216,Grim Heart,0.25224,100,434074
217,Eerie Heart,0.07857,20,214386
218,Inverted Grubs,0.12742,20,276190
219,Woebegotten Eye,0.4464,80,679690
220,Dreadful Tendril,0.10156,30,243471
221,Crying Orb,0.12995,20,279383
222,Woebegotten Globe,0.4195,100,645658
223,Eerie Worms,0.40788,70,630961
224,Eerie Spores,0.30383,80,499340
225,Timeless Eye,0.1015,50,243396
226,Impossible Sample,0.80026,150,1127315
227,Eerie Jelly,0.29864,110,492778
228,Hopeless Gem,0.41188,70,636023
229,Floppy Grubs,0.00892,20,126289
230,Writhing Core,0.0385,30,163702
231,Frozen Coils,0.21756,100,390216
232,Frozen Worms,0.08039,50,216687
233,Frozen Worms,0.02405,40,145418
234,Inverted Tentacle,0.26996,90,456490
235,Unnerving Eye,0.01737,20,136967
236,Deathly Sample,0.08209,40,218848
237,Dripping Globe,0.12342,50,271122
238,Woebegotten Grubs,0.28771,90,478945
239,Eldritch Jelly,0.06134,20,192588
240,Deathly Globe,0.04513,50,172084
241,Frozen Heart,0.07114,30,204992
242,Lost Bio-Anomaly,0.01296,20,131399
243,Hopeless Grubs,0.09081,20,229879
244,Frozen Coils,0.10135,20,243206
245,Twisted Sample,0.02374,30,145034
246,Imagined Organs,0.13141,50,281227
247,Ominous Sphere,0.45382,80,689077
248,Whispering Worms,0.29773,110,491620
249,Twisted Grubs,0.08425,30,221572
250,Chilling Eye,0.44447,80,677247
251,Abyssal Tentacle,0.07332,20,207747
252,Prismatic Remains,0.04122,20,167139
253,Haunted Coils,0.21651,80,388877
254,Frozen Coils,0.12609,30,274506
255,Impossible Eye,0.23934,70,417762
256,Whispering Spores,0.38453,60,601427
257,Deathly Gelsack,0.12862,40,277696
258,Frozen Tentacle,0.07016,20,203745
259,Frozen Lavae,0.2456,80,425675
260,Eerie Eye,0.07682,40,212180
261,Inverted Tentacle,0.00021,50,115261
262,Inverted Lavae,0.13083,30,280496
263,Abyssal Remains,0.30329,60,498658
264,Screaming Core,0.0134,20,131957
265,Frozen Organs,0.28172,100,471371
266,Unnerving Lavae,0.29685,80,490515
267,Impossible Sample,0.10958,20,253615
268,Deathly Tendril,0.01838,50,138256
269,Screaming Sample,0.25126,60,432835
270,Prismatic Lavae,0.0328,50,156492
271,Woebegotten Orb,0.05474,40,184248
272,Dripping Gem,0.05996,50,190845
273,Dreadful Gem,0.41405,90,638760
274,Ominous Worms,0.24564,90,425726
275,Screaming Globe,0.10342,30,245826
276,Nightmarish Bio-Anomaly,0.33295,60,536174
277,Nightmarish Grubs,0.01457,30,133426
278,Nightmarish Lavae,0.88181,240,1230471
279,Forlorn Eye,0.12607,30,274472
280,Haunted Tendril,0.41196,90,636120
281,Dripping Grubs,0.19107,80,356694
282,Twisted Gem,0.24624,70,426495
283,Abyssal Gem,0.06306,20,194774
284,Screaming Sample,0.07796,40,213622
285,Chilling Sample,0.02575,40,147570
286,Forlorn Globe,0.12129,50,268433
287,Screaming Spores,0.0193,20,139416
288,Hypnotic Bio-Anomaly,0.36599,60,577967
289,Frozen Sphere,0.07618,30,211361
290,Chilling Jelly,0.11213,20,256838
291,Woebegotten Sample,0.1338,20,284250
292,Eldritch Gelsack,0.4023,110,623902
293,Ghastly Core,0.24831,60,429112
294,Abandoned Globe,0.87675,200,1224077
295,Timeless Worms,0.35674,110,566274
296,Nightmarish Bio-Anomaly,0.4258,60,653633
297,Impossible Lavae,0.33454,100,538187
298,Dripping Spores,0.30887,80,505717
299,Woebegotten Sphere,0.135,20,285770
300,Twitching Organs,0.41832,110,644171
301,Abandoned Organs,0.23584,60,413328
302,Hypnotic Remains,0.42967,80,658526
303,Twisted Sphere,0.01889,30,138892
304,Haunted Grubs,0.03016,50,153155
305,Twisted Bio-Anomaly,0.06216,30,193633
306,Haunted Bio-Anomaly,0.00593,50,122504
307,Frozen Globe,0.75672,280,1072241
308,Frozen Sample,0.01911,30,139170
309,Frozen Remains,0.12321,50,270862
310,Twitching Grubs,0.0207,40,141188
311,Forlorn Core,0.12972,40,279099
312,Abandoned Tendril,0.04803,40,175761
313,Lost Grubs,0.13067,20,280296
314,Dripping Core,0.11533,30,260891
315,Chilling Globe,0.05673,40,186758
316,Twitching Gelsack,0.2668,70,452500
317,Chilling Spores,0.28808,70,479412
318,Crying Tendril,0.02142,40,142100
319,Abyssal Organs,0.2316,70,407968
320,Abyssal Grubs,0.07172,20,205721
321,Haunted Core,0.75451,180,1069440
322,Dripping Bio-Anomaly,0.25731,100,440496
323,Prismatic Lavae,0.29504,80,488216
324,Whispering Spores,0.12097,30,268030
325,Inverted Grubs,0.99223,280,1370149
326,Eldritch Jelly,0.11311,50,258083
327,Crying Coils,0.2123,60,383551
328,Hypnotic Heart,0.09694,30,237629
329,Floppy Worms,0.03106,20,154294
330,Chilling Spores,0.0894,50,228095
331,Imagined Orb,0.3389,110,543703
332,Whispering Gelsack,0.10531,40,248211
333,Eerie Coils,0.02032,20,140699
334,Dreadful Eye,0.11091,50,255303
335,Hypnotic Core,0.92204,250,1281361
336,Frozen Lavae,0.08021,50,216458
337,Prismatic Gelsack,0.06202,50,193457
338,Haunted Jelly,0.03096,40,154159
339,Abandoned Sphere,0.22306,60,397164
340,Grim Tentacle,0.39237,70,611340
341,Forlorn Lavae,0.05709,40,187220
342,Eldritch Sample,0.28042,60,469724
343,Imagined Tendril,0.00327,30,119134
344,Imagined Eye,0.2692,100,455534
345,Timeless Spores,0.24621,100,426452
346,Chilling Gem,0.43978,60,671314
347,Eldritch Grubs,0.12872,50,277831
348,Haunted Eye,0.24197,90,421090
349,Grim Coils,0.33383,100,537293
350,Whispering Heart,0.34138,60,546846
351,Chilling Sphere,0.04899,20,176966
352,Eldritch Sample,0.09317,50,232855
353,Hopeless Eye,0.30136,70,496218
354,Eldritch Globe,0.09933,20,240653
355,Twisted Tentacle,0.76584,190,1083771
356,Whispering Spores,0.10297,40,245250
357,Ghastly Remains,0.37863,100,593961
358,Hopeless Remains,0.39987,100,620826
359,Forlorn Heart,0.37948,70,595037
360,Crying Orb,0.1008,40,242507
361,Timeless Heart,0.41486,100,639795
362,Woebegotten Coils,0.10434,40,246985
363,Twitching Sample,0.44946,110,683558
364,Crying Heart,0.4366,80,667290
365,Deathly Sphere,0.03481,50,159028
366,Lost Gelsack,0.8245,230,1157982
367,Hypnotic Bio-Anomaly,0.0278,30,150171
368,Hypnotic Coils,0.10536,50,248281
369,Hypnotic Tendril,0.02573,20,147542
370,Floppy Tendril,0.45382,60,689071
371,Woebegotten Orb,0.00444,40,120613
372,Eldritch Gelsack,0.09127,30,230461
373,Forlorn Coils,0.34572,90,552335
374,Nightmarish Gem,0.10415,40,246745
375,Frozen Worms,0.03632,20,160949
376,Lost Tentacle,0.0232,50,144349
377,Unnerving Lavae,0.27655,80,464830
378,Crying Remains,0.00136,40,116718
379,Abandoned Orb,0.02332,40,144494
380,Haunted Organs,0.26394,110,448876
381,Forlorn Bio-Anomaly,0.08459,50,222009
382,Twisted Jelly,0.38348,60,600101
383,Hypnotic Sphere,0.12737,20,276121
384,Prismatic Sample,0.08714,20,225234
385,Deathly Bio-Anomaly,0.07869,50,214539
386,Whispering Grubs,0.94849,290,1314823
387,Abandoned Tentacle,0.08087,50,217294
388,Writhing Grubs,0.04855,30,176421
389,Deathly Heart,0.02099,50,141546
390,Deathly Gelsack,0.06119,40,192406
391,Whispering Spores,0.12989,40,279314
392,Nightmarish Tentacle,0.05604,50,185886
393,Unnerving Spores,0.12504,20,273179
394,Imagined Sample,0.96952,230,1341425
395,Ghastly Remains,0.12519,30,273361
396,Writhing Remains,0.12596,40,274339
397,Inverted Grubs,0.85078,280,1191224
398,Hopeless Bio-Anomaly,0.36052,100,571046
399,Unnerving Heart,0.73832,190,1048956
400,Abyssal Heart,0.94597,270,1311639
401,Frozen Tentacle,0.25128,70,432871
402,Floppy Grubs,0.19386,60,360235
403,Frozen Lavae,0.05568,20,185439
404,Imagined Tendril,0.01749,20,137126
405,Whispering Spores,0.04809,30,175837
406,Ominous Jelly,0.21527,60,387313
407,Timeless Eye,0.04355,30,170096
408,Dripping Remains,0.02395,20,145296
409,Lost Coils,0.4114,70,635416
410,Deathly Sphere,0.24207,70,421216
411,Dripping Spores,0.03702,20,161833
412,Forlorn Tentacle,0.06945,20,202847
413,Chilling Spores,0.21065,80,381464
414,Frozen Core,0.30258,80,497757
415,Abandoned Sample,0.01249,50,130796
416,Twitching Bio-Anomaly,0.4266,60,654643
417,Twitching Coils,0.40228,100,623883
418,Unnerving Tendril,0.07948,30,215547
419,Chilling Eye,0.02593,30,147799
420,Floppy Organs,0.87215,180,1218261
421,Hopeless Sample,0.31152,70,509068
422,Frozen Heart,0.89455,230,1246593
423,Inverted Tentacle,0.90779,300,1263340
424,Abyssal Sample,0.03092,40,154111
425,Frozen Grubs,0.33605,100,540098
426,Ominous Gem,0.03382,20,157778
427,Deathly Globe,0.25837,110,441828
428,Eerie Sphere,0.25168,100,433367
429,Crying Remains,0.03114,30,154393
430,Dreadful Tendril,0.44525,70,678229
431,Dripping Heart,0.06633,20,198912
432,Screaming Spores,0.20865,110,378936
433,Ghastly Core,0.31452,110,512868
434,Haunted Core,0.24142,90,420394
435,Twisted Spores,0.38859,110,606560
436,Whispering Grubs,0.0736,40,208099
437,Lost Globe,0.34246,100,548210
438,Floppy Gelsack,0.40592,60,628476
439,Imagined Coils,0.09976,20,241189
440,Inverted Globe,0.05054,50,178931
441,Unnerving Jelly,0.40902,70,632403
442,Inverted Heart,0.22681,100,401907
443,Hypnotic Jelly,0.1073,40,250735
444,Screaming Eye,0.00946,40,126968
445,Eerie Lavae,0.07499,40,209864
446,Dreadful Spores,0.04698,30,174429
447,Nightmarish Worms,0.1177,40,263888
448,Woebegotten Sphere,0.06971,50,203188
449,Dripping Spores,0.10573,50,248747
450,Hypnotic Sphere,0.06382,50,195731
451,Prismatic Bio-Anomaly,0.10502,20,247853
452,Impossible Lavae,0.98315,170,1358665
453,Ghastly Sphere,0.09188,40,231221
454,Lost Spores,0.09309,50,232757
455,Forlorn Tentacle,0.04337,30,169868
456,Frozen Gem,0.40282,70,624559
457,Deathly Gem,0.23289,60,409597
458,Floppy Sphere,0.9741,140,1347216
459,Ominous Sample,0.36769,70,580126
460,Timeless Heart,0.1125,40,257311
461,Grim Bio-Anomaly,0.10818,20,251852
462,Eerie Orb,0.09413,40,234075
463,Ghastly Sphere,0.01508,30,134076
464,Twisted Tentacle,0.10393,40,246473
465,Writhing Heart,0.047,20,174451
466,Abandoned Worms,0.2667,100,452370
467,Woebegotten Heart,0.0551,40,184703
468,Gloaming Organs,0.08282,30,219762
469,Twisted Spores,0.08141,30,217987
470,Crying Heart,0.42007,70,646377
471,Eldritch Lavae,0.31146,60,508996
472,Hopeless Coils,0.011,50,128909
473,Timeless Coils,0.28268,100,472587
474,Woebegotten Jelly,0.11007,20,254236
475,Crying Lavae,0.26391,90,448843
476,Imagined Eye,0.20867,110,378960
477,Inverted Lavae,0.78169,260,1103829
478,Frozen Coils,0.0569,40,186983
479,Chilling Sphere,0.4343,100,664376
480,Impossible Grubs,0.1268,40,275400
481,Writhing Remains,0.09411,40,234042
482,Chilling Remains,0.12811,30,277063
483,Ghastly Core,0.0213,20,141946
484,Inverted Globe,0.03942,30,164860
485,Deathly Tendril,0.1899,70,355222
486,Frozen Eye,0.4383,100,669440
487,Crying Core,0.05477,40,184288
488,Writhing Gelsack,0.08139,50,217954
489,Nightmarish Tentacle,0.44623,70,679479
490,Ghastly Globe,0.00606,20,122660
491,Frozen Worms,0.21008,110,380748
492,Unnerving Gelsack,0.20444,60,373610
493,Frozen Remains,0.23998,70,418566
494,Writhing Spores,0.04426,40,170985
495,Abyssal Sample,0.21279,80,384170
496,Imagined Remains,0.20159,80,370009
497,Nightmarish Organs,0.12822,20,277190
498,Hopeless Sample,0.43294,90,662664
499,Unnerving Sample,0.39605,70,615998
500,Dripping Gelsack,0.10262,50,244813
501,Twisted Organs,0.02077,30,141272
502,Hypnotic Heart,0.00639,50,123078
503,Imagined Globe,0.01737,30,136975
504,Impossible Orb,0.11497,30,260434
505,Frozen Grubs,0.08181,30,218488
506,Ominous Gem,0.12023,50,267095
507,Timeless Tendril,0.21704,70,389555
508,Gloaming Sphere,0.11806,40,264341
509,Dripping Eye,0.13141,40,281233
510,Chilling Core,0.83799,180,1175049
511,Grim Heart,0.01422,30,132984
512,Imagined Heart,0.13143,40,281260
513,Hypnotic Sphere,0.35322,70,561812
514,Hopeless Lavae,0.1093,20,253262
515,Unnerving Grubs,0.12819,50,277154
516,Abandoned Worms,0.44852,80,682368
517,Frozen Heart,0.247,110,427452
518,Gloaming Heart,0.24658,90,426920
519,Frozen Core,0.09599,30,236427
520,Grim Bio-Anomaly,0.01142,40,129445
521,Chilling Core,0.01056,30,128354
522,Eerie Organs,0.36324,60,574495
523,Dreadful Eye,0.30441,100,500075
524,Hypnotic Tendril,0.02237,40,143301
525,Ominous Gem,0.01483,30,133761
526,Writhing Bio-Anomaly,0.06352,20,195356
527,Whispering Sample,0.08411,40,221402
528,Writhing Spores,0.05128,50,179865
529,Twisted Sphere,0.13363,30,284040
530,Hypnotic Organs,0.01067,50,128501
531,Crying Core,0.25867,70,442214
532,Imagined Sphere,0.12109,50,268181
533,Twisted Eye,0.00846,30,125708
534,Eerie Tentacle,0.40281,60,624542
535,Lost Bio-Anomaly,0.00109,50,116378
536,Timeless Spores,0.11884,50,265331
537,Twisted Lavae,0.33797,80,542525
538,Hypnotic Coils,0.33944,60,544383
539,Timeless Bio-Anomaly,0.19543,80,362217
540,Prismatic Remains,0.09687,20,237541
541,Floppy Jelly,0.27407,110,461690
542,Hypnotic Grubs,0.30277,80,498004
543,Timeless Sphere,0.32807,110,529997
544,Frozen Sphere,0.33438,60,537987
545,Hypnotic Organs,0.31135,60,508848
546,Inverted Tentacle,0.42767,110,655994
547,Screaming Tentacle,0.20555,60,375020
548,Frozen Eye,0.05109,30,179628
549,Ominous Spores,0.08853,50,226988
550,Lost Gem,0.01942,30,139569
551,Lost Grubs,0.10852,50,252274
552,Gloaming Tentacle,0.06489,40,197089
553,Grim Heart,0.30935,110,506318
554,Screaming Sample,0.36653,70,578651
555,Abyssal Organs,0.0896,20,228340
556,Timeless Tentacle,0.0116,20,129679
557,Chilling Eye,0.09572,50,236086
558,Writhing Tentacle,0.06333,20,195114
559,Whispering Jelly,0.78795,300,1111748
560,Forlorn Jelly,0.31432,80,512613
561,Chilling Remains,0.40873,80,632035
562,Chilling Coils,0.18904,70,354136
563,Impossible Tentacle,0.3797,90,595314
564,Dreadful Organs,0.09236,30,231829
565,Ghastly Sample,0.0368,20,161546
566,Abyssal Core,0.00793,30,125034
567,Gloaming Core,0.27778,60,466391
568,Forlorn Core,0.30153,90,496427
569,Deathly Tentacle,0.8426,150,1180871
570,Deathly Sample,0.27035,90,456992
571,Whispering Remains,0.02613,30,148060
572,Imagined Worms,0.03701,50,161814
573,Timeless Spores,0.21798,80,390743
574,Writhing Orb,0.4344,80,664511
575,Hypnotic Coils,0.02672,50,148798
576,Impossible Gem,0.90239,140,1256506
577,Lost Spores,0.10897,40,252847
578,Hopeless Jelly,0.08204,30,218773
579,Impossible Gelsack,0.28608,60,476890
580,Abandoned Worms,0.19627,70,363274
581,Writhing Tendril,0.38238,60,598709
582,Abyssal Heart,0.00035,50,115449
583,Hypnotic Bio-Anomaly,0.41089,110,634763
584,Frozen Gelsack,0.06028,50,191259
585,Nightmarish Worms,0.10549,50,248441
586,Grim Eye,0.42472,70,652269
587,Imagined Sphere,0.4324,100,661984
588,Whispering Organs,0.0467,50,174080
589,Abandoned Bio-Anomaly,0.08599,20,223780
590,Abandoned Spores,0.05687,20,186938
591,Dripping Sample,0.29698,80,490673
592,Twisted Spores,0.00537,20,121798
593,Ominous Remains,0.13098,50,280685
594,Imagined Bio-Anomaly,0.11753,20,263674
595,Grim Grubs,0.42726,60,655475
596,Eldritch Organs,0.18652,70,350942
597,Ghastly Gem,0.38162,110,597742
598,Frozen Core,0.34364,70,549703
599,Prismatic Core,0.36508,110,576820
600,Nightmarish Globe,0.38931,110,607466
601,Inverted Bio-Anomaly,0.02131,20,141951
602,Abandoned Eye,0.26102,60,445184
603,Ominous Spores,0.11524,50,260780
604,Forlorn Remains,0.07587,30,210980
605,Hopeless Bio-Anomaly,0.41707,60,642592
606,Hypnotic Remains,0.09978,20,241225
607,Frozen Organs,0.19908,90,366828
608,Nightmarish Tentacle,0.37828,60,593517
609,Grim Bio-Anomaly,0.00976,20,127352
610,Ominous Core,0.07374,50,208274
611,Timeless Globe,0.10411,40,246703
612,Hopeless Spores,0.13533,50,286195
613,Unnerving Tendril,0.07434,50,209042
614,Eldritch Spores,0.11397,50,259172
615,Dreadful Bio-Anomaly,0.03962,30,165119
616,Twisted Core,0.19029,70,355714
617,Deathly Grubs,0.21995,60,393235
618,Ghastly Worms,0.01519,20,134215
619,Hopeless Sample,0.74783,160,1060994
620,Imagined Gelsack,0.74271,140,1054520
621,Imagined Heart,0.41709,100,642608
622,Timeless Gem,0.08334,30,220418
623,Writhing Gem,0.21135,70,382349
624,Writhing Globe,0.05483,50,184361
625,Impossible Gelsack,0.43408,70,664098
626,Chilling Sphere,0.36013,90,570555
627,Haunted Worms,0.01425,30,133020
628,Prismatic Spores,0.02559,40,147374
629,Gloaming Grubs,0.20031,110,368389
630,Frozen Coils,0.33202,100,535000
631,Grim Lavae,0.09871,20,239865
632,Timeless Core,0.39502,110,614691
633,Whispering Remains,0.24325,60,422713
634,Twisted Heart,0.02336,30,144549
635,Haunted Bio-Anomaly,0.8161,140,1147351
636,Impossible Worms,0.97746,210,1351476
637,Dreadful Tendril,0.09969,20,241102
638,Hypnotic Core,0.04135,20,167312
639,Chilling Lavae,0.11254,50,257360
640,Whispering Gelsack,0.22727,70,402496
641,Abandoned Spores,0.00411,20,120194
642,Imagined Coils,0.10818,20,251846
643,Whispering Sample,0.11049,20,254768
644,Deathly Heart,0.31583,60,514518
645,Nightmarish Bio-Anomaly,0.26213,70,446596
646,Hypnotic Heart,0.0386,50,163830
647,Chilling Heart,0.09816,30,239165
648,Abandoned Globe,0.13153,40,281385
649,Woebegotten Spores,0.21697,70,389468
650,Imagined Gem,0.01369,30,132323
651,Crying Tendril,0.08168,40,218326
652,Woebegotten Globe,0.06363,30,195486
653,Grim Jelly,0.23226,90,408808
654,Hopeless Core,0.05009,20,178369
655,Hypnotic Grubs,0.10986,50,253976
656,Eerie Tendril,0.44645,80,679753
657,Hypnotic Jelly,0.05098,20,179486
658,Haunted Sphere,0.01304,20,131494
