Seed	Name	Perfection	Ship_Weapons_Guns_Damage	Ship_Weapons_Guns_Rate	Ship_Weapons_Guns_HeatTime
58	Extendable Vent Chamber	0.167	+4%		
59	Bilious Crevice	0.0		+1%	
60	Bilious Beak	0.5		+2%	
61	Turgid Lips	0.0	+3%		
62	Turgid Gills	0.5		+2%	
63	Inflated Cyst	0.5			+2%
64	Inflated Lips	0.0		+1%	
65	Bulging Gills	0.5	+6%		
66	Extendable Cyst	0.5	+6%		
67	Bulging Crevice	0.5		+2%	
68	Bulging Cavity	0.5			+2%
69	Extendable Crevice	0.5	+3%		+2%
70	Extendable Lips	0.5			+2%
71	Bilious Mouth	0.5		+2%	
72	Extendable Pouch	0.0		+1%	
73	Extendable Vent Chamber	0.5			+2%
74	Bulging Gills	0.0		+1%	
75	Extendable Gas Sac	0.5			+2%
76	Bulging Gills	0.5		+2%	
77	Bilious Crevice	0.5	+3%		+2%
78	Extendable Gills	0.5		+2%	
79	Turgid Vent Chamber	0.167	+4%	+1%	
80	Turgid Cyst	0.167	+4%		
81	Extendable Crevice	0.5		+2%	
82	Bulging Beak	0.0		+1%	
83	Bulging Cyst	0.5			+2%
84	Turgid Cyst	0.5			+2%
85	Inflated Pouch	0.167	+4%		
86	Bilious Beak	0.0	+3%		
87	Extendable Gas Sac	0.667	+4%		+2%
88	Inflated Beak	0.167	+4%	+1%	
89	Extendable Crevice	0.5			+2%
90	Inflated Lips	0.0		+1%	
91	Bulging Cavity	0.5		+2%	
92	Turgid Lips	0.5			+2%
93	Turgid Mouth	0.5			+2%
94	Bilious Crevice	0.5			+2%
95	Turgid Cavity	0.5	+6%		
96	Turgid Gas Sac	0.5			+2%
97	Extendable Cavity	0.5			+2%
98	Bilious Lips	0.667	+4%		+2%
99	Inflated Cyst	0.0		+1%	
100	Inflated Gills	1.0	+6%		+2%
101	Turgid Vent Chamber	0.0		+1%	
102	Extendable Cavity	0.5	+6%		
103	Bilious Pouch	0.5			+2%
104	Bilious Gills	0.5			+2%
105	Bilious Cavity	0.0		+1%	
106	Bilious Cavity	0.5		+2%	
107	Bilious Beak	0.333	+5%		
108	Turgid Beak	0.0		+1%	
109	Bilious Pouch	0.5		+1%	+2%
110	Extendable Gills	0.667	+4%		+2%
111	Bulging Mouth	0.833	+5%		+2%
112	Turgid Cavity	0.333	+5%		
113	Inflated Crevice	0.5			+2%
114	Bulging Gills	0.5			+2%
115	Turgid Gills	0.5		+2%	
116	Turgid Lips	0.0		+1%	
117	Inflated Gills	0.5			+2%
118	Turgid Lips	0.5			+2%
119	Bilious Crevice	0.5			+2%
120	Turgid Gas Sac	0.0		+1%	
121	Turgid Lips	0.0	+3%	+1%	
122	Turgid Crevice	0.5		+2%	
123	Bilious Lips	1.0		+2%	+2%
124	Bulging Crevice	0.0		+1%	
125	Extendable Cyst	0.5			+2%
126	Bulging Mouth	0.333	+5%		
127	Turgid Pouch	0.5			+2%
128	Bilious Cyst	0.167	+4%		
129	Inflated Cyst	1.0		+2%	+2%
130	Inflated Lips	0.5		+2%	
131	Bilious Cavity	0.0	+3%	+1%	
132	Bilious Lips	0.5			+2%
133	Bulging Lips	0.5			+2%
134	Turgid Vent Chamber	0.167	+4%		
135	Extendable Cyst	0.5			+2%
136	Turgid Gills	1.0		+2%	+2%
137	Bilious Cyst	0.0	+3%		
138	Turgid Gas Sac	0.5		+2%	
139	Bilious Vent Chamber	0.5		+2%	
140	Turgid Mouth	0.0	+3%		
141	Bulging Beak	0.167	+4%		
142	Turgid Mouth	0.5			+2%
143	Inflated Gills	0.167	+4%		
144	Bilious Cyst	0.5		+2%	
145	Inflated Pouch	0.5			+2%
146	Extendable Gas Sac	0.5		+2%	
147	Bilious Crevice	0.167	+4%		
148	Inflated Cavity	0.5		+2%	
149	Bulging Vent Chamber	0.5			+2%
150	Inflated Gas Sac	0.167	+4%		
151	Bulging Vent Chamber	0.0		+1%	
152	Bulging Cavity	0.5			+2%
153	Inflated Beak	0.0		+1%	
154	Inflated Lips	0.5			+2%
155	Extendable Lips	0.167	+4%		
156	Bulging Crevice	0.0		+1%	
157	Bilious Gas Sac	0.167	+4%	+1%	
158	Bulging Beak	0.5		+2%	
159	Bilious Cavity	0.5			+2%
160	Bulging Cavity	0.0	+3%		
161	Bulging Crevice	0.0	+3%	+1%	
162	Bulging Gills	0.0		+1%	
163	Turgid Gas Sac	0.167	+4%		
164	Inflated Cavity	0.0	+3%	+1%	
165	Bilious Crevice	0.5			+2%
166	Bilious Gills	0.167	+4%	+1%	
167	Turgid Beak	0.5			+2%
168	Turgid Mouth	0.5			+2%
169	Inflated Cyst	0.5			+2%
170	Extendable Pouch	0.333	+5%	+1%	
171	Extendable Mouth	0.5			+2%
172	Bulging Pouch	0.5			+2%
173	Turgid Cyst	0.0	+3%		
174	Bulging Lips	0.5		+1%	+2%
175	Bilious Gills	0.0		+1%	
176	Inflated Mouth	0.5			+2%
177	Turgid Lips	0.167	+4%		
178	Extendable Mouth	0.0	+3%	+1%	
179	Bilious Cyst	0.0		+1%	
180	Inflated Pouch	0.0	+3%		
181	Extendable Cyst	0.833	+5%		+2%
182	Extendable Crevice	0.5		+1%	+2%
183	Bilious Vent Chamber	0.0	+3%	+1%	
184	Inflated Crevice	0.167	+4%		
185	Inflated Lips	0.167	+4%		
186	Bulging Vent Chamber	0.5		+2%	
187	Inflated Mouth	0.5		+1%	+2%
188	Extendable Crevice	0.5	+3%		+2%
189	Turgid Pouch	0.5		+1%	+2%
190	Extendable Pouch	0.667	+4%		+2%
191	Extendable Gas Sac	0.0		+1%	
192	Extendable Beak	0.833	+5%	+2%	
193	Bulging Crevice	0.833	+5%	+2%	
194	Inflated Beak	0.5		+2%	
195	Turgid Mouth	0.5			+2%
196	Bilious Mouth	0.0		+1%	
197	Extendable Lips	0.5			+2%
198	Extendable Cavity	0.0		+1%	
199	Inflated Pouch	0.5		+1%	+2%
200	Extendable Gas Sac	0.0		+1%	
201	Extendable Lips	0.167	+4%		
202	Bilious Lips	0.5			+2%
203	Extendable Pouch	0.167	+4%		
204	Extendable Crevice	0.5			+2%
205	Turgid Cyst	0.5			+2%
206	Bilious Pouch	0.5			+2%
207	Bulging Cavity	0.0	+3%		
208	Extendable Lips	0.5	+3%		+2%
209	Bilious Cyst	1.0		+2%	+2%
210	Bilious Gas Sac	0.5			+2%
211	Bilious Crevice	0.5			+2%
212	Turgid Cavity	0.5			+2%
213	Inflated Pouch	0.0		+1%	
214	Extendable Gas Sac	0.5			+2%
215	Inflated Cyst	0.167	+4%		
216	Bulging Beak	0.5		+2%	
217	Extendable Mouth	0.0		+1%	
218	Turgid Crevice	0.0		+1%	
219	Extendable Pouch	1.0		+2%	+2%
220	Bilious Vent Chamber	0.5			+2%
221	Inflated Vent Chamber	0.5			+2%
222	Bilious Mouth	0.167	+4%	+1%	
223	Bulging Mouth	0.0		+1%	
224	Inflated Gills	0.5			+2%
225	Turgid Pouch	0.5			+2%
226	Extendable Gills	0.5		+1%	+2%
227	Turgid Vent Chamber	0.833	+5%	+2%	
228	Turgid Beak	0.5	+3%	+2%	
229	Extendable Lips	0.5			+2%
230	Bilious Vent Chamber	0.0		+1%	
231	Bilious Gas Sac	0.5			+2%
232	Turgid Cavity	0.333	+5%		
233	Inflated Vent Chamber	0.0		+1%	
234	Bulging Gills	1.0		+2%	+2%
235	Turgid Cavity	0.167	+4%		
236	Bulging Mouth	0.5			+2%
237	Bilious Pouch	0.5			+2%
238	Bilious Crevice	0.5		+1%	+2%
239	Bulging Beak	0.5			+2%
240	Bilious Beak	0.5			+2%
241	Extendable Cavity	0.0		+1%	
242	Bilious Lips	0.0		+1%	
243	Bulging Lips	0.5			+2%
244	Inflated Beak	0.0		+1%	
245	Bulging Lips	0.333	+5%		
246	Inflated Mouth	0.5			+2%
247	Extendable Beak	0.167	+4%	+1%	
248	Turgid Cavity	0.5		+1%	+2%
249	Bilious Gills	0.5	+6%		
250	Turgid Gills	0.5	+3%		+2%
251	Extendable Cavity	0.5			+2%
252	Bulging Vent Chamber	0.5			+2%
253	Inflated Pouch	0.5	+3%	+2%	
254	Bilious Mouth	0.0	+3%		
255	Bulging Beak	0.667	+4%		+2%
256	Turgid Pouch	0.0	+3%	+1%	
257	Turgid Beak	0.0		+1%	
258	Extendable Gills	0.5			+2%
259	Bilious Gills	0.5	+3%		+2%
260	Bilious Gills	0.167	+4%		
261	Turgid Gas Sac	0.5		+2%	
262	Turgid Cavity	0.5			+2%
263	Bilious Vent Chamber	0.667	+4%		+2%
264	Turgid Cavity	0.5			+2%
265	Bulging Cyst	0.167	+4%	+1%	
266	Turgid Gills	0.667	+4%		+2%
267	Inflated Gas Sac	0.0		+1%	
268	Turgid Cyst	0.167	+4%		
269	Bulging Vent Chamber	0.833	+5%		+2%
270	Bilious Mouth	0.0		+1%	
271	Turgid Crevice	0.0		+1%	
272	Bilious Cyst	0.5			+2%
273	Bilious Gas Sac	0.5	+3%		+2%
274	Bilious Lips	0.5		+2%	
275	Bulging Lips	0.167	+4%		
276	Bulging Pouch	0.833	+5%	+2%	
277	Inflated Cyst	0.5			+2%
278	Bulging Gas Sac	0.167	+4%	+1%	
279	Extendable Mouth	0.167	+4%		
280	Inflated Cavity	0.167	+4%	+1%	
281	Bulging Crevice	0.167	+4%	+1%	
282	Turgid Crevice	1.0		+2%	+2%
283	Turgid Pouch	0.5	+6%		
284	Turgid Crevice	0.0	+3%		
285	Bilious Mouth	0.167	+4%		
286	Turgid Gills	0.5			+2%
287	Turgid Lips	0.5		+2%	
288	Turgid Beak	0.0	+3%		
289	Bilious Beak	0.167	+4%		
290	Inflated Vent Chamber	0.0		+1%	
291	Bulging Vent Chamber	0.167	+4%		
292	Inflated Beak	1.0		+2%	+2%
293	Bulging Gills	0.5	+3%	+2%	
294	Inflated Vent Chamber	0.667	+4%		+2%
295	Inflated Vent Chamber	0.667	+4%		+2%
296	Turgid Cyst	1.0	+6%		+2%
297	Bulging Cavity	0.5	+3%		+2%
298	Inflated Beak	0.5			+2%
299	Bulging Mouth	0.0		+1%	
300	Extendable Mouth	0.5	+3%		+2%
301	Bilious Gills	0.833	+5%	+2%	
302	Extendable Pouch	0.333	+5%	+1%	
303	Extendable Gas Sac	0.0		+1%	
304	Bilious Mouth	0.5		+2%	
305	Bulging Cyst	0.5			+2%
306	Bulging Pouch	0.333	+5%		
307	Bulging Cyst	1.0		+2%	+2%
308	Bilious Beak	0.0		+1%	
309	Extendable Beak	0.0		+1%	
310	Inflated Cavity	0.5			+2%
311	Inflated Crevice	0.0	+3%		
312	Extendable Crevice	0.167	+4%		
313	Turgid Gills	0.167	+4%		
314	Extendable Cavity	0.333	+5%		
315	Bulging Crevice	0.0	+3%		
316	Extendable Pouch	0.833	+5%		+2%
317	Turgid Pouch	0.667	+4%		+2%
318	Inflated Cavity	0.167	+4%		
319	Turgid Lips	0.167	+4%	+1%	
320	Inflated Vent Chamber	0.5			+2%
321	Turgid Cavity	0.667	+4%		+2%
322	Inflated Beak	0.5			+2%
323	Bulging Crevice	0.0	+3%	+1%	
324	Inflated Vent Chamber	0.333	+5%		
325	Extendable Vent Chamber	0.667	+4%		+2%
326	Extendable Cyst	0.0		+1%	
327	Bulging Gas Sac	0.833	+5%		+2%
328	Bilious Gills	0.0		+1%	
329	Bilious Cyst	0.5			+2%
330	Extendable Cyst	0.5			+2%
331	Bulging Mouth	0.5			+2%
332	Bilious Vent Chamber	0.0		+1%	
333	Bilious Mouth	0.5		+2%	
334	Turgid Cavity	0.0		+1%	
335	Extendable Lips	0.167	+4%	+1%	
336	Bulging Cavity	0.333	+5%		
337	Extendable Beak	0.5		+2%	
338	Inflated Beak	0.0		+1%	
339	Turgid Vent Chamber	0.5			+2%
340	Bulging Gills	0.5	+3%		+2%
341	Inflated Beak	0.5			+2%
342	Bulging Crevice	0.833	+5%	+2%	
343	Bilious Gills	0.0		+1%	
344	Bilious Gas Sac	0.833	+5%		+2%
345	Bulging Crevice	0.0	+3%		
346	Bulging Cyst	0.333	+5%	+1%	
347	Bilious Gills	0.0	+3%		
348	Bilious Beak	0.5		+1%	+2%
349	Turgid Lips	1.0		+2%	+2%
350	Extendable Gas Sac	0.5		+1%	+2%
351	Extendable Vent Chamber	0.0		+1%	
352	Bilious Cyst	0.0		+1%	
353	Bilious Gills	0.0		+1%	
354	Bilious Crevice	0.5			+2%
355	Bulging Gas Sac	1.0		+2%	+2%
356	Bulging Mouth	0.5			+2%
357	Inflated Crevice	0.167	+4%		
358	Turgid Vent Chamber	0.0		+1%	
359	Turgid Mouth	0.5		+2%	
360	Bilious Pouch	0.5			+2%
361	Turgid Vent Chamber	0.5	+3%		+2%
362	Bulging Crevice	0.5			+2%
363	Turgid Gas Sac	1.0		+2%	+2%
364	Bilious Gills	1.0		+2%	+2%
365	Bulging Pouch	0.333	+5%		
366	Turgid Lips	1.0		+2%	+2%
367	Inflated Mouth	0.0		+1%	
368	Bilious Gills	0.5		+2%	
369	Inflated Vent Chamber	0.0		+1%	
370	Extendable Cavity	0.833	+5%		+2%
371	Inflated Gas Sac	0.5	+6%		
372	Extendable Cavity	0.333	+5%		
373	Bulging Pouch	0.667	+4%		+2%
374	Inflated Cavity	0.0		+1%	
375	Extendable Lips	0.5			+2%
376	Bulging Gas Sac	0.5		+2%	
377	Inflated Gas Sac	0.5	+3%		+2%
378	Turgid Cavity	0.5			+2%
379	Turgid Vent Chamber	0.5			+2%
380	Bulging Lips	0.5			+2%
381	Inflated Cavity	0.5			+2%
382	Inflated Cyst	0.5			+2%
383	Turgid Cavity	0.5		+2%	
384	Turgid Lips	0.0		+1%	
385	Turgid Pouch	0.5		+2%	
386	Bulging Lips	1.0		+2%	+2%
387	Bilious Beak	0.5			+2%
388	Bilious Vent Chamber	0.5			+2%
389	Extendable Gills	0.5			+2%
390	Turgid Gills	0.0		+1%	
391	Bilious Cavity	0.5			+2%
392	Inflated Cavity	0.5			+2%
393	Bilious Vent Chamber	0.5		+2%	
394	Turgid Cavity	0.5	+6%	+1%	
395	Bilious Mouth	0.5		+2%	
396	Turgid Crevice	0.0		+1%	
397	Bilious Gas Sac	1.0		+2%	+2%
398	Turgid Beak	0.0		+1%	
399	Bulging Crevice	1.0		+2%	+2%
400	Bulging Mouth	0.167	+4%	+1%	
401	Bulging Mouth	0.667	+4%	+2%	
402	Bilious Cavity	0.5			+2%
403	Turgid Pouch	0.5			+2%
404	Turgid Pouch	0.0		+1%	
405	Bulging Pouch	0.167	+4%		
406	Bulging Lips	0.0		+1%	
407	Bulging Cavity	0.333	+5%		
408	Inflated Cyst	0.5		+2%	
409	Bilious Gills	0.333	+5%	+1%	
410	Extendable Mouth	1.0		+2%	+2%
411	Bulging Vent Chamber	0.5			+2%
412	Inflated Crevice	0.5			+2%
413	Bilious Gills	0.5		+2%	
414	Extendable Crevice	1.0	+6%	+2%	
415	Turgid Pouch	0.5		+2%	
416	Bilious Crevice	0.833	+5%		+2%
417	Bilious Cyst	0.5		+1%	+2%
418	Inflated Pouch	0.333	+5%		
419	Bilious Beak	0.5		+2%	
420	Bulging Lips	1.0	+6%	+2%	
421	Turgid Vent Chamber	0.5			+2%
422	Turgid Gills	1.0		+2%	+2%
423	Inflated Cyst	0.167	+4%	+1%	
424	Turgid Gas Sac	0.5			+2%
425	Bulging Lips	0.333	+5%	+1%	
426	Bulging Gills	0.5			+2%
427	Extendable Vent Chamber	0.833	+5%	+2%	
428	Turgid Cavity	0.667	+4%		+2%
429	Bilious Pouch	0.0	+3%		
430	Turgid Cavity	0.333	+5%		
431	Inflated Pouch	0.5		+2%	
432	Bulging Beak	0.5			+2%
433	Bulging Crevice	0.5			+2%
434	Inflated Gas Sac	1.0		+2%	+2%
435	Bilious Lips	0.5	+6%		
436	Bilious Gills	0.167	+4%		
437	Bilious Crevice	0.333	+5%		
438	Turgid Lips	0.833	+5%		+2%
439	Extendable Beak	0.0		+1%	
440	Inflated Lips	0.5			+2%
441	Bulging Cavity	0.333	+5%	+1%	
442	Bulging Vent Chamber	0.5		+1%	+2%
443	Inflated Gills	0.0	+3%		
444	Extendable Vent Chamber	0.5		+2%	
445	Extendable Cavity	0.0		+1%	
446	Bulging Cavity	0.0		+1%	
447	Bulging Mouth	0.0		+1%	
448	Turgid Cavity	0.5			+2%
449	Inflated Lips	0.5		+2%	
450	Bulging Pouch	0.0		+1%	
451	Extendable Gills	0.5			+2%
452	Inflated Crevice	0.667	+4%		+2%
453	Extendable Crevice	0.5			+2%
454	Inflated Pouch	0.5		+2%	
455	Turgid Mouth	0.333	+5%		
456	Bulging Gas Sac	0.5	+6%	+1%	
457	Bulging Lips	0.5			+2%
458	Bilious Lips	0.333	+5%	+1%	
459	Extendable Cavity	0.5			+2%
460	Inflated Beak	0.5			+2%
461	Turgid Beak	0.167	+4%		
462	Inflated Vent Chamber	0.5		+2%	
463	Extendable Crevice	0.0	+3%		
464	Turgid Vent Chamber	0.167	+4%		
465	Extendable Gills	0.0	+3%		
466	Inflated Beak	0.667	+4%	+2%	
467	Extendable Gas Sac	0.5		+2%	
468	Turgid Vent Chamber	0.0	+3%		
469	Bilious Gas Sac	0.0	+3%		
470	Extendable Beak	0.5	+3%		+2%
471	Bilious Lips	1.0		+2%	+2%
472	Turgid Cyst	0.333	+5%		
473	Turgid Cyst	0.0		+1%	
474	Bilious Mouth	0.0		+1%	
475	Bilious Cavity	1.0		+2%	+2%
476	Turgid Lips	0.0		+1%	
477	Extendable Crevice	0.833	+5%		+2%
478	Extendable Beak	0.0		+1%	
479	Bulging Cavity	0.5			+2%
480	Inflated Crevice	0.0	+3%		
481	Bilious Gas Sac	0.0	+3%		
482	Bilious Gills	0.5		+2%	
483	Bulging Vent Chamber	0.5		+2%	
484	Turgid Vent Chamber	0.5			+2%
485	Bilious Lips	0.833	+5%		+2%
486	Bilious Gas Sac	0.5		+2%	
487	Inflated Gas Sac	0.0	+3%		
488	Turgid Crevice	0.5		+2%	
489	Extendable Cyst	0.167	+4%	+1%	
490	Bilious Beak	0.333	+5%		
491	Extendable Mouth	0.833	+5%		+2%
492	Inflated Mouth	0.5	+3%	+2%	
493	Turgid Lips	1.0		+2%	+2%
494	Bilious Cavity	0.0		+1%	
495	Bilious Crevice	0.167	+4%		
496	Turgid Mouth	0.5			+2%
497	Extendable Cyst	0.5		+2%	
498	Extendable Cavity	0.5	+3%		+2%
499	Extendable Beak	0.5		+1%	+2%
500	Turgid Pouch	0.333	+5%		
501	Turgid Vent Chamber	0.5		+2%	
502	Turgid Pouch	0.167	+4%		
503	Bilious Mouth	0.5			+2%
504	Bilious Gas Sac	0.5			+2%
505	Bulging Gills	0.0	+3%		
506	Extendable Lips	0.167	+4%		
507	Bulging Cavity	0.5		+1%	+2%
508	Inflated Gills	0.0		+1%	
509	Turgid Gas Sac	0.5		+2%	
510	Extendable Gas Sac	0.667	+4%	+2%	
511	Extendable Lips	0.0	+3%		
512	Bilious Vent Chamber	0.5			+2%
513	Turgid Pouch	0.167	+4%	+1%	
514	Inflated Lips	0.5			+2%
515	Extendable Cyst	0.167	+4%		
516	Turgid Mouth	0.5	+3%		+2%
517	Bulging Lips	0.0	+3%		
518	Inflated Beak	0.833	+5%		+2%
519	Bilious Cavity	0.167	+4%		
520	Bilious Vent Chamber	0.5			+2%
521	Bulging Beak	0.5			+2%
522	Bilious Gas Sac	0.0	+3%		
523	Bulging Beak	0.167	+4%	+1%	
524	Bulging Vent Chamber	0.5			+2%
525	Inflated Crevice	0.5			+2%
526	Extendable Pouch	0.0	+3%		
527	Extendable Mouth	0.5	+6%		
528	Inflated Lips	0.5			+2%
529	Bilious Vent Chamber	0.5			+2%
530	Turgid Beak	0.333	+5%		
531	Bulging Cavity	1.0		+2%	+2%
532	Bulging Gills	0.0		+1%	
533	Extendable Beak	0.0		+1%	
534	Extendable Crevice	0.5			+2%
535	Turgid Mouth	0.167	+4%		
536	Extendable Pouch	0.167	+4%		
537	Inflated Crevice	0.0		+1%	
538	Bilious Cyst	0.0	+3%	+1%	
539	Bulging Pouch	0.5	+3%		+2%
540	Inflated Gills	0.5			+2%
541	Bulging Gas Sac	1.0	+6%	+2%	
542	Inflated Cavity	1.0		+2%	+2%
543	Bulging Beak	0.5	+3%	+2%	
544	Inflated Crevice	0.5			+2%
545	Turgid Pouch	0.5			+2%
546	Turgid Vent Chamber	0.5		+1%	+2%
547	Bulging Beak	1.0		+2%	+2%
548	Inflated Beak	0.5			+2%
549	Turgid Mouth	0.5			+2%
550	Inflated Cavity	0.0		+1%	
551	Bulging Crevice	0.5		+2%	
552	Bilious Pouch	0.5			+2%
553	Turgid Pouch	0.667	+4%	+2%	
554	Bilious Lips	0.0		+1%	
555	Bulging Vent Chamber	0.5		+2%	
556	Extendable Vent Chamber	0.167	+4%		
557	Extendable Crevice	0.5			+2%
558	Bilious Gas Sac	0.167	+4%		
559	Bulging Gas Sac	0.833	+5%	+2%	
560	Turgid Vent Chamber	0.667	+4%		+2%
561	Turgid Crevice	0.0	+3%	+1%	
562	Turgid Mouth	0.5			+2%
563	Bulging Gas Sac	0.5	+3%		+2%
564	Inflated Lips	0.167	+4%		
565	Extendable Cavity	0.5		+2%	
566	Extendable Cyst	0.5			+2%
567	Inflated Vent Chamber	0.667	+4%		+2%
568	Turgid Cyst	1.0		+2%	+2%
569	Bilious Cyst	1.0		+2%	+2%
570	Bilious Pouch	0.5			+2%
571	Turgid Pouch	0.5			+2%
572	Bulging Pouch	0.333	+5%		
573	Extendable Cavity	0.5			+2%
574	Turgid Vent Chamber	1.0		+2%	+2%
575	Bilious Cavity	0.0		+1%	
576	Bilious Pouch	0.5		+1%	+2%
577	Turgid Pouch	0.5			+2%
578	Bilious Mouth	0.5			+2%
579	Inflated Mouth	0.667	+4%	+2%	
580	Extendable Vent Chamber	0.0		+1%	
581	Turgid Cavity	0.667	+4%		+2%
582	Bilious Lips	0.5		+2%	
583	Extendable Lips	0.833	+5%	+2%	
584	Extendable Mouth	0.5			+2%
585	Extendable Mouth	0.5			+2%
586	Inflated Lips	1.0		+2%	+2%
587	Extendable Lips	0.0	+3%	+1%	
588	Extendable Cyst	0.5	+6%		
589	Extendable Gas Sac	0.5			+2%
590	Turgid Cyst	0.167	+4%		
591	Inflated Pouch	0.0	+3%		
592	Inflated Beak	0.167	+4%		
593	Turgid Crevice	0.0		+1%	
594	Inflated Gas Sac	0.0	+3%		
595	Extendable Beak	0.667	+4%	+2%	
596	Turgid Pouch	0.667	+4%		+2%
597	Inflated Pouch	0.667	+4%		+2%
598	Turgid Crevice	0.833	+5%	+2%	
599	Turgid Crevice	0.5		+2%	
600	Extendable Pouch	0.5		+1%	+2%
601	Extendable Crevice	0.5			+2%
602	Bilious Gills	0.5	+3%		+2%
603	Turgid Vent Chamber	0.5		+2%	
604	Bilious Gas Sac	0.333	+5%		
605	Inflated Gills	0.667	+4%		+2%
606	Turgid Gills	0.5			+2%
607	Turgid Crevice	0.667	+4%		+2%
608	Bilious Lips	0.667	+4%		+2%
609	Extendable Cyst	0.0	+3%		
610	Inflated Lips	0.5		+2%	
611	Extendable Mouth	0.5			+2%
612	Turgid Crevice	0.167	+4%		
613	Extendable Crevice	0.5			+2%
614	Bilious Pouch	0.5			+2%
615	Extendable Pouch	0.167	+4%		
616	Inflated Pouch	0.5	+3%		+2%
617	Turgid Mouth	0.667	+4%		+2%
618	Extendable Cyst	0.167	+4%		
619	Bulging Crevice	0.667	+4%		+2%
620	Inflated Cavity	1.0		+2%	+2%
621	Bilious Beak	0.5	+3%	+2%	
622	Inflated Cavity	0.167	+4%		
623	Bilious Mouth	0.667	+4%		+2%
624	Inflated Gas Sac	0.5			+2%
625	Bilious Cavity	0.667	+4%		+2%
626	Extendable Beak	1.0		+2%	+2%
627	Bilious Cavity	0.0		+1%	
628	Bulging Cavity	0.0		+1%	
629	Turgid Pouch	0.167	+4%		
630	Turgid Lips	0.5			+2%
631	Turgid Crevice	0.333	+5%		
632	Extendable Cavity	0.5		+1%	+2%
633	Bulging Crevice	0.5			+2%
634	Extendable Crevice	0.0		+1%	
635	Bulging Cavity	0.333	+5%	+1%	
636	Extendable Cyst	0.5	+3%		+2%
637	Bulging Gills	0.167	+4%		
638	Bulging Crevice	0.167	+4%		
639	Turgid Gills	0.5		+2%	
640	Bilious Mouth	0.5			+2%
641	Turgid Crevice	0.5			+2%
642	Inflated Crevice	0.5		+2%	
643	Inflated Beak	0.5		+2%	
644	Extendable Lips	0.5			+2%
645	Inflated Lips	0.667	+4%		+2%
646	Inflated Vent Chamber	0.333	+5%		
647	Turgid Beak	0.0		+1%	
648	Bilious Cavity	0.5			+2%
649	Extendable Cavity	0.5		+1%	+2%
650	Bilious Gills	0.5			+2%
651	Turgid Crevice	0.5			+2%
652	Turgid Gills	0.5			+2%
653	Bilious Lips	0.333	+5%	+1%	
654	Turgid Gas Sac	0.167	+4%		
655	Turgid Pouch	0.167	+4%		
656	Inflated Beak	0.5			+2%
657	Inflated Vent Chamber	0.5			+2%
658	Extendable Gills	0.0		+1%	
659	Bulging Crevice	0.5		+1%	+2%
660	Bulging Cyst	0.5		+2%	
661	Turgid Cavity	0.167	+4%		
662	Extendable Cavity	0.833	+5%		+2%
663	Bilious Vent Chamber	0.0		+1%	
