Seed	Name	Perfection	Ship_Armour_Shield_Strength
98	Unbreakable Shell	1.0	+30%
99	Unyielding Husk	1.0	+30%
100	Unyielding Bark	1.0	+30%
101	Screaming Teeth	1.0	+30%
102	Everlasting Rind	1.0	+30%
103	Unbreakable Skin	1.0	+30%
104	Unbreakable Bark	1.0	+30%
105	Unbreakable Rind	1.0	+30%
106	Unbreakable Rind	1.0	+30%
107	Unbreakable Carapace	1.0	+30%
108	Screaming Carapace	1.0	+30%
109	Unbreakable Skin	1.0	+30%
110	Everlasting Bark	1.0	+30%
111	Incorruptible Plating	1.0	+30%
112	Screaming Rind	1.0	+30%
113	Unyielding Crust	1.0	+30%
114	Incorruptible Bark	1.0	+30%
115	Screaming Bark	1.0	+30%
116	Screaming Shell	1.0	+30%
117	Unyielding Bark	1.0	+30%
118	Screaming Shell	1.0	+30%
119	Unbreakable Crust	1.0	+30%
120	Screaming Scales	1.0	+30%
121	Screaming Shell	1.0	+30%
122	Screaming Crust	1.0	+30%
123	Unbreakable Shell	1.0	+30%
124	Incorruptible Crust	1.0	+30%
125	Everlasting Husk	1.0	+30%
126	Incorruptible Plating	1.0	+30%
127	Screaming Skin	1.0	+30%
128	Unbreakable Husk	1.0	+30%
129	Unyielding Husk	1.0	+30%
130	Unyielding Shell	1.0	+30%
131	Unbreakable Rind	1.0	+30%
132	Unbreakable Shell	1.0	+30%
133	Incorruptible Shell	1.0	+30%
134	Screaming Teeth	1.0	+30%
135	Everlasting Husk	1.0	+30%
136	Screaming Bark	1.0	+30%
137	Unbreakable Husk	1.0	+30%
138	Screaming Scales	1.0	+30%
139	Unbreakable Teeth	1.0	+30%
140	Screaming Plating	1.0	+30%
141	Incorruptible Carapace	1.0	+30%
142	Screaming Plating	1.0	+30%
143	Unyielding Bark	1.0	+30%
144	Unbreakable Husk	1.0	+30%
145	Unyielding Skin	1.0	+30%
146	Everlasting Scales	1.0	+30%
147	Unbreakable Crust	1.0	+30%
148	Unyielding Rind	1.0	+30%
149	Incorruptible Teeth	1.0	+30%
150	Unyielding Scales	1.0	+30%
151	Incorruptible Teeth	1.0	+30%
152	Incorruptible Rind	1.0	+30%
153	Unyielding Carapace	1.0	+30%
154	Unyielding Shell	1.0	+30%
155	Everlasting Shell	1.0	+30%
156	Incorruptible Crust	1.0	+30%
157	Unbreakable Scales	1.0	+30%
158	Incorruptible Carapace	1.0	+30%
159	Unbreakable Rind	1.0	+30%
160	Incorruptible Rind	1.0	+30%
161	Incorruptible Crust	1.0	+30%
162	Incorruptible Bark	1.0	+30%
163	Screaming Scales	1.0	+30%
164	Unyielding Rind	1.0	+30%
165	Unbreakable Crust	1.0	+30%
166	Unbreakable Bark	1.0	+30%
167	Screaming Carapace	1.0	+30%
168	Screaming Plating	1.0	+30%
169	Unyielding Husk	1.0	+30%
170	Everlasting Skin	1.0	+30%
171	Everlasting Plating	1.0	+30%
172	Incorruptible Skin	1.0	+30%
173	Screaming Husk	1.0	+30%
174	Incorruptible Shell	1.0	+30%
175	Unbreakable Bark	1.0	+30%
176	Unyielding Plating	1.0	+30%
177	Screaming Shell	1.0	+30%
178	Everlasting Plating	1.0	+30%
179	Unbreakable Husk	1.0	+30%
180	Unyielding Skin	1.0	+30%
181	Everlasting Husk	1.0	+30%
182	Everlasting Crust	1.0	+30%
183	Unbreakable Teeth	1.0	+30%
184	Unyielding Crust	1.0	+30%
185	Unyielding Shell	1.0	+30%
186	Incorruptible Teeth	1.0	+30%
187	Unyielding Plating	1.0	+30%
188	Everlasting Crust	1.0	+30%
189	Screaming Skin	1.0	+30%
190	Everlasting Skin	1.0	+30%
191	Everlasting Scales	1.0	+30%
192	Everlasting Carapace	1.0	+30%
193	Incorruptible Crust	1.0	+30%
194	Unyielding Carapace	1.0	+30%
195	Screaming Plating	1.0	+30%
196	Unbreakable Plating	1.0	+30%
197	Everlasting Shell	1.0	+30%
198	Everlasting Rind	1.0	+30%
199	Unyielding Skin	1.0	+30%
200	Everlasting Scales	1.0	+30%
201	Everlasting Shell	1.0	+30%
202	Unbreakable Shell	1.0	+30%
203	Everlasting Skin	1.0	+30%
204	Everlasting Crust	1.0	+30%
205	Screaming Husk	1.0	+30%
206	Unbreakable Skin	1.0	+30%
207	Incorruptible Rind	1.0	+30%
208	Everlasting Shell	1.0	+30%
209	Unbreakable Husk	1.0	+30%
210	Unbreakable Scales	1.0	+30%
211	Unbreakable Crust	1.0	+30%
212	Screaming Rind	1.0	+30%
213	Unyielding Skin	1.0	+30%
214	Everlasting Scales	1.0	+30%
215	Unyielding Husk	1.0	+30%
216	Incorruptible Carapace	1.0	+30%
217	Everlasting Plating	1.0	+30%
218	Screaming Crust	1.0	+30%
219	Everlasting Skin	1.0	+30%
220	Unbreakable Teeth	1.0	+30%
221	Unyielding Teeth	1.0	+30%
222	Unbreakable Plating	1.0	+30%
223	Incorruptible Plating	1.0	+30%
224	Unyielding Bark	1.0	+30%
225	Screaming Skin	1.0	+30%
226	Everlasting Bark	1.0	+30%
227	Screaming Teeth	1.0	+30%
228	Screaming Carapace	1.0	+30%
229	Everlasting Shell	1.0	+30%
230	Unbreakable Teeth	1.0	+30%
231	Unbreakable Scales	1.0	+30%
232	Screaming Rind	1.0	+30%
233	Unyielding Teeth	1.0	+30%
234	Incorruptible Bark	1.0	+30%
235	Screaming Rind	1.0	+30%
236	Incorruptible Plating	1.0	+30%
237	Unbreakable Skin	1.0	+30%
238	Unbreakable Crust	1.0	+30%
239	Incorruptible Carapace	1.0	+30%
240	Unbreakable Carapace	1.0	+30%
241	Everlasting Rind	1.0	+30%
242	Unbreakable Shell	1.0	+30%
243	Incorruptible Shell	1.0	+30%
244	Unyielding Carapace	1.0	+30%
245	Incorruptible Shell	1.0	+30%
246	Unyielding Plating	1.0	+30%
247	Everlasting Carapace	1.0	+30%
248	Screaming Rind	1.0	+30%
249	Unbreakable Bark	1.0	+30%
250	Screaming Bark	1.0	+30%
251	Everlasting Rind	1.0	+30%
252	Incorruptible Teeth	1.0	+30%
253	Unyielding Skin	1.0	+30%
254	Unbreakable Plating	1.0	+30%
255	Incorruptible Carapace	1.0	+30%
256	Screaming Skin	1.0	+30%
257	Screaming Carapace	1.0	+30%
258	Everlasting Bark	1.0	+30%
259	Unbreakable Bark	1.0	+30%
260	Unbreakable Bark	1.0	+30%
261	Screaming Scales	1.0	+30%
262	Screaming Rind	1.0	+30%
263	Unbreakable Teeth	1.0	+30%
264	Screaming Rind	1.0	+30%
265	Incorruptible Husk	1.0	+30%
266	Screaming Bark	1.0	+30%
267	Unyielding Scales	1.0	+30%
268	Screaming Husk	1.0	+30%
269	Incorruptible Teeth	1.0	+30%
270	Unbreakable Plating	1.0	+30%
271	Screaming Crust	1.0	+30%
272	Unbreakable Husk	1.0	+30%
273	Unbreakable Scales	1.0	+30%
274	Unbreakable Shell	1.0	+30%
275	Incorruptible Shell	1.0	+30%
276	Incorruptible Skin	1.0	+30%
277	Unyielding Husk	1.0	+30%
278	Incorruptible Scales	1.0	+30%
279	Everlasting Plating	1.0	+30%
280	Unyielding Rind	1.0	+30%
281	Incorruptible Crust	1.0	+30%
282	Screaming Crust	1.0	+30%
283	Screaming Skin	1.0	+30%
284	Screaming Crust	1.0	+30%
285	Unbreakable Plating	1.0	+30%
286	Screaming Bark	1.0	+30%
287	Screaming Shell	1.0	+30%
288	Screaming Carapace	1.0	+30%
289	Unbreakable Carapace	1.0	+30%
290	Unyielding Teeth	1.0	+30%
291	Incorruptible Teeth	1.0	+30%
292	Unyielding Carapace	1.0	+30%
293	Incorruptible Bark	1.0	+30%
294	Unyielding Teeth	1.0	+30%
295	Unyielding Teeth	1.0	+30%
296	Screaming Husk	1.0	+30%
297	Incorruptible Rind	1.0	+30%
298	Unyielding Carapace	1.0	+30%
299	Incorruptible Plating	1.0	+30%
300	Everlasting Plating	1.0	+30%
301	Unbreakable Bark	1.0	+30%
302	Everlasting Skin	1.0	+30%
303	Everlasting Scales	1.0	+30%
304	Unbreakable Plating	1.0	+30%
305	Incorruptible Husk	1.0	+30%
306	Incorruptible Skin	1.0	+30%
307	Incorruptible Husk	1.0	+30%
308	Unbreakable Carapace	1.0	+30%
309	Everlasting Carapace	1.0	+30%
310	Unyielding Rind	1.0	+30%
311	Unyielding Crust	1.0	+30%
312	Everlasting Crust	1.0	+30%
313	Screaming Bark	1.0	+30%
314	Everlasting Rind	1.0	+30%
315	Incorruptible Crust	1.0	+30%
316	Everlasting Skin	1.0	+30%
317	Screaming Skin	1.0	+30%
318	Unyielding Rind	1.0	+30%
319	Screaming Shell	1.0	+30%
320	Unyielding Teeth	1.0	+30%
321	Screaming Rind	1.0	+30%
322	Unyielding Carapace	1.0	+30%
323	Incorruptible Crust	1.0	+30%
324	Unyielding Teeth	1.0	+30%
325	Everlasting Teeth	1.0	+30%
326	Everlasting Husk	1.0	+30%
327	Incorruptible Scales	1.0	+30%
328	Unbreakable Bark	1.0	+30%
329	Unbreakable Husk	1.0	+30%
330	Everlasting Husk	1.0	+30%
331	Incorruptible Plating	1.0	+30%
332	Unbreakable Teeth	1.0	+30%
333	Unbreakable Plating	1.0	+30%
334	Screaming Rind	1.0	+30%
335	Everlasting Shell	1.0	+30%
336	Incorruptible Rind	1.0	+30%
337	Everlasting Carapace	1.0	+30%
338	Unyielding Carapace	1.0	+30%
339	Screaming Teeth	1.0	+30%
340	Incorruptible Bark	1.0	+30%
341	Unyielding Carapace	1.0	+30%
342	Incorruptible Crust	1.0	+30%
343	Unbreakable Bark	1.0	+30%
344	Unbreakable Scales	1.0	+30%
345	Incorruptible Crust	1.0	+30%
346	Incorruptible Husk	1.0	+30%
347	Unbreakable Bark	1.0	+30%
348	Unbreakable Carapace	1.0	+30%
349	Screaming Shell	1.0	+30%
350	Everlasting Scales	1.0	+30%
351	Everlasting Teeth	1.0	+30%
352	Unbreakable Husk	1.0	+30%
353	Unbreakable Bark	1.0	+30%
354	Unbreakable Crust	1.0	+30%
355	Incorruptible Scales	1.0	+30%
356	Incorruptible Plating	1.0	+30%
357	Unyielding Crust	1.0	+30%
358	Screaming Teeth	1.0	+30%
359	Screaming Plating	1.0	+30%
360	Unbreakable Skin	1.0	+30%
361	Screaming Teeth	1.0	+30%
362	Incorruptible Crust	1.0	+30%
363	Screaming Scales	1.0	+30%
364	Unbreakable Bark	1.0	+30%
365	Incorruptible Skin	1.0	+30%
366	Screaming Shell	1.0	+30%
367	Unyielding Plating	1.0	+30%
368	Unbreakable Bark	1.0	+30%
369	Unyielding Teeth	1.0	+30%
370	Everlasting Rind	1.0	+30%
371	Unyielding Scales	1.0	+30%
372	Everlasting Rind	1.0	+30%
373	Incorruptible Skin	1.0	+30%
374	Unyielding Rind	1.0	+30%
375	Everlasting Shell	1.0	+30%
376	Incorruptible Scales	1.0	+30%
377	Unyielding Scales	1.0	+30%
378	Screaming Rind	1.0	+30%
379	Screaming Teeth	1.0	+30%
380	Incorruptible Shell	1.0	+30%
381	Unyielding Rind	1.0	+30%
382	Unyielding Husk	1.0	+30%
383	Screaming Rind	1.0	+30%
384	Screaming Shell	1.0	+30%
385	Screaming Skin	1.0	+30%
386	Incorruptible Shell	1.0	+30%
387	Unbreakable Carapace	1.0	+30%
388	Unbreakable Teeth	1.0	+30%
389	Everlasting Bark	1.0	+30%
390	Screaming Bark	1.0	+30%
391	Unbreakable Rind	1.0	+30%
392	Unyielding Rind	1.0	+30%
393	Unbreakable Teeth	1.0	+30%
394	Screaming Rind	1.0	+30%
395	Unbreakable Plating	1.0	+30%
396	Screaming Crust	1.0	+30%
397	Unbreakable Scales	1.0	+30%
398	Screaming Carapace	1.0	+30%
399	Incorruptible Crust	1.0	+30%
400	Incorruptible Plating	1.0	+30%
401	Incorruptible Plating	1.0	+30%
402	Unbreakable Rind	1.0	+30%
403	Screaming Skin	1.0	+30%
404	Screaming Skin	1.0	+30%
405	Incorruptible Skin	1.0	+30%
406	Incorruptible Shell	1.0	+30%
407	Incorruptible Rind	1.0	+30%
408	Unyielding Husk	1.0	+30%
409	Unbreakable Bark	1.0	+30%
410	Everlasting Plating	1.0	+30%
411	Incorruptible Teeth	1.0	+30%
412	Unyielding Crust	1.0	+30%
413	Unbreakable Bark	1.0	+30%
414	Everlasting Crust	1.0	+30%
415	Screaming Skin	1.0	+30%
416	Unbreakable Crust	1.0	+30%
417	Unbreakable Husk	1.0	+30%
418	Unyielding Skin	1.0	+30%
419	Unbreakable Carapace	1.0	+30%
420	Incorruptible Shell	1.0	+30%
421	Screaming Teeth	1.0	+30%
422	Screaming Bark	1.0	+30%
423	Unyielding Husk	1.0	+30%
424	Screaming Scales	1.0	+30%
425	Incorruptible Shell	1.0	+30%
426	Incorruptible Bark	1.0	+30%
427	Everlasting Teeth	1.0	+30%
428	Screaming Rind	1.0	+30%
429	Unbreakable Skin	1.0	+30%
430	Screaming Rind	1.0	+30%
431	Unyielding Skin	1.0	+30%
432	Incorruptible Carapace	1.0	+30%
433	Incorruptible Crust	1.0	+30%
434	Unyielding Scales	1.0	+30%
435	Unbreakable Shell	1.0	+30%
436	Unbreakable Bark	1.0	+30%
437	Unbreakable Crust	1.0	+30%
438	Screaming Shell	1.0	+30%
439	Everlasting Carapace	1.0	+30%
440	Unyielding Shell	1.0	+30%
441	Incorruptible Rind	1.0	+30%
442	Incorruptible Teeth	1.0	+30%
443	Unyielding Bark	1.0	+30%
444	Everlasting Teeth	1.0	+30%
445	Everlasting Rind	1.0	+30%
446	Incorruptible Rind	1.0	+30%
447	Incorruptible Plating	1.0	+30%
448	Screaming Rind	1.0	+30%
449	Unyielding Shell	1.0	+30%
450	Incorruptible Skin	1.0	+30%
451	Everlasting Bark	1.0	+30%
452	Unyielding Crust	1.0	+30%
453	Everlasting Crust	1.0	+30%
454	Unyielding Skin	1.0	+30%
455	Screaming Plating	1.0	+30%
456	Incorruptible Scales	1.0	+30%
457	Incorruptible Shell	1.0	+30%
458	Unbreakable Shell	1.0	+30%
459	Everlasting Rind	1.0	+30%
460	Unyielding Carapace	1.0	+30%
461	Screaming Carapace	1.0	+30%
462	Unyielding Teeth	1.0	+30%
463	Everlasting Crust	1.0	+30%
464	Screaming Teeth	1.0	+30%
465	Everlasting Bark	1.0	+30%
466	Unyielding Carapace	1.0	+30%
467	Everlasting Scales	1.0	+30%
468	Screaming Teeth	1.0	+30%
469	Unbreakable Scales	1.0	+30%
470	Everlasting Carapace	1.0	+30%
471	Unbreakable Shell	1.0	+30%
472	Screaming Husk	1.0	+30%
473	Screaming Husk	1.0	+30%
474	Unbreakable Plating	1.0	+30%
475	Unbreakable Rind	1.0	+30%
476	Screaming Shell	1.0	+30%
477	Everlasting Crust	1.0	+30%
478	Everlasting Carapace	1.0	+30%
479	Incorruptible Rind	1.0	+30%
480	Unyielding Crust	1.0	+30%
481	Unbreakable Scales	1.0	+30%
482	Unbreakable Bark	1.0	+30%
483	Incorruptible Teeth	1.0	+30%
484	Screaming Teeth	1.0	+30%
485	Unbreakable Shell	1.0	+30%
486	Unbreakable Scales	1.0	+30%
487	Unyielding Scales	1.0	+30%
488	Screaming Crust	1.0	+30%
489	Everlasting Husk	1.0	+30%
490	Unbreakable Carapace	1.0	+30%
491	Everlasting Plating	1.0	+30%
492	Unyielding Plating	1.0	+30%
493	Screaming Shell	1.0	+30%
494	Unbreakable Rind	1.0	+30%
495	Unbreakable Crust	1.0	+30%
496	Screaming Plating	1.0	+30%
497	Everlasting Husk	1.0	+30%
498	Everlasting Rind	1.0	+30%
499	Everlasting Carapace	1.0	+30%
500	Screaming Skin	1.0	+30%
501	Screaming Teeth	1.0	+30%
502	Screaming Skin	1.0	+30%
503	Unbreakable Plating	1.0	+30%
504	Unbreakable Scales	1.0	+30%
505	Incorruptible Bark	1.0	+30%
506	Everlasting Shell	1.0	+30%
507	Incorruptible Rind	1.0	+30%
508	Unyielding Bark	1.0	+30%
509	Screaming Scales	1.0	+30%
510	Everlasting Scales	1.0	+30%
511	Everlasting Shell	1.0	+30%
512	Unbreakable Teeth	1.0	+30%
513	Screaming Skin	1.0	+30%
514	Unyielding Shell	1.0	+30%
515	Everlasting Husk	1.0	+30%
516	Screaming Plating	1.0	+30%
517	Incorruptible Shell	1.0	+30%
518	Unyielding Carapace	1.0	+30%
519	Unbreakable Rind	1.0	+30%
520	Unbreakable Teeth	1.0	+30%
521	Incorruptible Carapace	1.0	+30%
522	Unbreakable Scales	1.0	+30%
523	Incorruptible Carapace	1.0	+30%
524	Incorruptible Teeth	1.0	+30%
525	Unyielding Crust	1.0	+30%
526	Everlasting Skin	1.0	+30%
527	Everlasting Plating	1.0	+30%
528	Unyielding Shell	1.0	+30%
529	Unbreakable Teeth	1.0	+30%
530	Screaming Carapace	1.0	+30%
531	Incorruptible Rind	1.0	+30%
532	Incorruptible Bark	1.0	+30%
533	Everlasting Carapace	1.0	+30%
534	Everlasting Crust	1.0	+30%
535	Screaming Plating	1.0	+30%
536	Everlasting Skin	1.0	+30%
537	Unyielding Crust	1.0	+30%
538	Unbreakable Husk	1.0	+30%
539	Incorruptible Skin	1.0	+30%
540	Unyielding Bark	1.0	+30%
541	Incorruptible Scales	1.0	+30%
542	Unyielding Rind	1.0	+30%
543	Incorruptible Carapace	1.0	+30%
544	Unyielding Crust	1.0	+30%
545	Screaming Skin	1.0	+30%
546	Screaming Teeth	1.0	+30%
547	Incorruptible Carapace	1.0	+30%
548	Unyielding Carapace	1.0	+30%
549	Screaming Plating	1.0	+30%
550	Unyielding Rind	1.0	+30%
551	Incorruptible Crust	1.0	+30%
552	Unbreakable Skin	1.0	+30%
553	Screaming Skin	1.0	+30%
554	Unbreakable Shell	1.0	+30%
555	Incorruptible Teeth	1.0	+30%
556	Everlasting Teeth	1.0	+30%
557	Everlasting Crust	1.0	+30%
558	Unbreakable Scales	1.0	+30%
559	Incorruptible Scales	1.0	+30%
560	Screaming Teeth	1.0	+30%
561	Screaming Crust	1.0	+30%
562	Screaming Plating	1.0	+30%
563	Incorruptible Scales	1.0	+30%
564	Unyielding Shell	1.0	+30%
565	Everlasting Rind	1.0	+30%
566	Everlasting Husk	1.0	+30%
567	Unyielding Teeth	1.0	+30%
568	Screaming Husk	1.0	+30%
569	Unbreakable Husk	1.0	+30%
570	Unbreakable Skin	1.0	+30%
571	Screaming Skin	1.0	+30%
572	Incorruptible Skin	1.0	+30%
573	Everlasting Rind	1.0	+30%
574	Screaming Teeth	1.0	+30%
575	Unbreakable Rind	1.0	+30%
576	Unbreakable Skin	1.0	+30%
577	Screaming Skin	1.0	+30%
578	Unbreakable Plating	1.0	+30%
579	Unyielding Plating	1.0	+30%
580	Everlasting Teeth	1.0	+30%
581	Screaming Rind	1.0	+30%
582	Unbreakable Shell	1.0	+30%
583	Everlasting Shell	1.0	+30%
584	Everlasting Plating	1.0	+30%
585	Everlasting Plating	1.0	+30%
586	Unyielding Shell	1.0	+30%
587	Everlasting Shell	1.0	+30%
588	Everlasting Husk	1.0	+30%
589	Everlasting Scales	1.0	+30%
590	Screaming Husk	1.0	+30%
591	Unyielding Skin	1.0	+30%
592	Unyielding Carapace	1.0	+30%
593	Screaming Crust	1.0	+30%
594	Unyielding Scales	1.0	+30%
595	Everlasting Carapace	1.0	+30%
596	Screaming Skin	1.0	+30%
597	Unyielding Skin	1.0	+30%
598	Screaming Crust	1.0	+30%
599	Screaming Crust	1.0	+30%
600	Everlasting Skin	1.0	+30%
601	Everlasting Crust	1.0	+30%
602	Unbreakable Bark	1.0	+30%
603	Screaming Teeth	1.0	+30%
604	Unbreakable Scales	1.0	+30%
605	Unyielding Bark	1.0	+30%
606	Screaming Bark	1.0	+30%
607	Screaming Crust	1.0	+30%
608	Unbreakable Shell	1.0	+30%
609	Everlasting Husk	1.0	+30%
610	Unyielding Shell	1.0	+30%
611	Everlasting Plating	1.0	+30%
612	Screaming Crust	1.0	+30%
613	Everlasting Crust	1.0	+30%
614	Unbreakable Skin	1.0	+30%
615	Everlasting Skin	1.0	+30%
616	Unyielding Skin	1.0	+30%
617	Screaming Plating	1.0	+30%
618	Everlasting Husk	1.0	+30%
619	Incorruptible Crust	1.0	+30%
620	Unyielding Rind	1.0	+30%
621	Unbreakable Carapace	1.0	+30%
622	Unyielding Rind	1.0	+30%
623	Unbreakable Plating	1.0	+30%
624	Unyielding Scales	1.0	+30%
625	Unbreakable Rind	1.0	+30%
626	Everlasting Carapace	1.0	+30%
627	Unbreakable Rind	1.0	+30%
628	Incorruptible Rind	1.0	+30%
629	Screaming Skin	1.0	+30%
630	Screaming Shell	1.0	+30%
631	Screaming Crust	1.0	+30%
632	Everlasting Rind	1.0	+30%
633	Incorruptible Crust	1.0	+30%
634	Everlasting Crust	1.0	+30%
635	Incorruptible Rind	1.0	+30%
636	Everlasting Husk	1.0	+30%
637	Incorruptible Bark	1.0	+30%
638	Incorruptible Crust	1.0	+30%
639	Screaming Bark	1.0	+30%
640	Unbreakable Plating	1.0	+30%
641	Screaming Crust	1.0	+30%
642	Unyielding Crust	1.0	+30%
643	Unyielding Carapace	1.0	+30%
644	Everlasting Shell	1.0	+30%
645	Unyielding Shell	1.0	+30%
646	Unyielding Teeth	1.0	+30%
647	Screaming Carapace	1.0	+30%
648	Unbreakable Rind	1.0	+30%
649	Everlasting Rind	1.0	+30%
650	Unbreakable Bark	1.0	+30%
651	Screaming Crust	1.0	+30%
652	Screaming Bark	1.0	+30%
653	Unbreakable Shell	1.0	+30%
654	Screaming Scales	1.0	+30%
655	Screaming Skin	1.0	+30%
656	Unyielding Carapace	1.0	+30%
657	Unyielding Teeth	1.0	+30%
658	Everlasting Bark	1.0	+30%
659	Incorruptible Crust	1.0	+30%
660	Incorruptible Husk	1.0	+30%
661	Screaming Rind	1.0	+30%
662	Everlasting Rind	1.0	+30%
663	Unbreakable Teeth	1.0	+30%
664	Screaming Shell	1.0	+30%
665	Unyielding Carapace	1.0	+30%
666	Incorruptible Crust	1.0	+30%
667	Screaming Teeth	1.0	+30%
668	Unyielding Carapace	1.0	+30%
669	Screaming Scales	1.0	+30%
670	Unyielding Scales	1.0	+30%
671	Incorruptible Teeth	1.0	+30%
672	Unbreakable Carapace	1.0	+30%
673	Unbreakable Bark	1.0	+30%
674	Screaming Teeth	1.0	+30%
675	Incorruptible Rind	1.0	+30%
676	Unyielding Crust	1.0	+30%
677	Everlasting Skin	1.0	+30%
678	Screaming Carapace	1.0	+30%
679	Incorruptible Carapace	1.0	+30%
680	Everlasting Shell	1.0	+30%
681	Incorruptible Scales	1.0	+30%
682	Screaming Crust	1.0	+30%
683	Unyielding Bark	1.0	+30%
684	Everlasting Plating	1.0	+30%
685	Incorruptible Scales	1.0	+30%
686	Unbreakable Rind	1.0	+30%
687	Unbreakable Shell	1.0	+30%
688	Unbreakable Shell	1.0	+30%
689	Everlasting Scales	1.0	+30%
690	Unyielding Teeth	1.0	+30%
691	Unyielding Shell	1.0	+30%
692	Incorruptible Bark	1.0	+30%
693	Everlasting Crust	1.0	+30%
694	Incorruptible Skin	1.0	+30%
695	Incorruptible Bark	1.0	+30%
696	Everlasting Carapace	1.0	+30%
697	Unbreakable Shell	1.0	+30%
698	Unbreakable Rind	1.0	+30%
699	Everlasting Scales	1.0	+30%
700	Incorruptible Husk	1.0	+30%
701	Unyielding Bark	1.0	+30%
702	Unyielding Carapace	1.0	+30%
703	Everlasting Shell	1.0	+30%
704	Screaming Plating	1.0	+30%
705	Incorruptible Rind	1.0	+30%
706	Unbreakable Teeth	1.0	+30%
707	Unyielding Teeth	1.0	+30%
708	Unyielding Husk	1.0	+30%
709	Unbreakable Teeth	1.0	+30%
710	Unbreakable Crust	1.0	+30%
711	Incorruptible Crust	1.0	+30%
712	Incorruptible Skin	1.0	+30%
713	Everlasting Husk	1.0	+30%
714	Screaming Husk	1.0	+30%
715	Unyielding Plating	1.0	+30%
716	Incorruptible Teeth	1.0	+30%
717	Unyielding Crust	1.0	+30%
718	Unyielding Crust	1.0	+30%
