Seed,Name,Perfection,Ship_Armour_Shield_Strength
55,Infused Crust,0.125,+8%
56,Infused Plating,0.125,+8%
57,Dripping Shell,0.5,+11%
58,Coarse Teeth,0.5,+11%
59,Parasitic Crust,0.125,+8%
60,Parasitic Carapace,0.625,+12%
61,Dripping Shell,0.125,+8%
62,Dripping Bark,0.5,+11%
63,Infused Husk,0.25,+9%
64,Infused Shell,0.875,+14%
65,Notched Bark,0.375,+10%
66,Coarse Husk,0.5,+11%
67,Notched Crust,0.5,+11%
68,Notched Rind,0.25,+9%
69,Coarse Crust,0.125,+8%
70,Coarse Shell,0.375,+10%
71,Parasitic Plating,0.0,+7%
72,Coarse Skin,0.125,+8%
73,Coarse Teeth,0.0,+7%
74,Notched Bark,0.625,+12%
75,Coarse Scales,0.125,+8%
76,Notched Bark,0.0,+7%
77,Parasitic Crust,0.375,+10%
78,Coarse Bark,0.0,+7%
79,Dripping Teeth,1.0,+15%
80,Dripping Husk,0.125,+8%
81,Coarse Crust,0.5,+11%
82,Notched Carapace,0.625,+12%
83,Notched Husk,0.375,+10%
84,Dripping Husk,0.0,+7%
85,Infused Skin,0.125,+8%
86,Parasitic Carapace,0.25,+9%
87,Coarse Scales,0.25,+9%
88,Infused Carapace,0.75,+13%
89,Coarse Crust,0.375,+10%
90,Infused Shell,1.0,+15%
91,Notched Rind,0.0,+7%
92,Dripping Shell,0.125,+8%
93,Dripping Plating,0.25,+9%
94,Parasitic Crust,0.125,+8%
95,Dripping Rind,0.5,+11%
96,Dripping Scales,0.125,+8%
97,Coarse Rind,0.125,+8%
98,Parasitic Shell,0.25,+9%
99,Infused Husk,0.0,+7%
100,Infused Bark,0.25,+9%
101,Dripping Teeth,0.875,+14%
102,Coarse Rind,0.375,+10%
103,Parasitic Skin,0.25,+9%
104,Parasitic Bark,0.125,+8%
105,Parasitic Rind,0.125,+8%
106,Parasitic Rind,0.0,+7%
107,Parasitic Carapace,0.625,+12%
108,Dripping Carapace,1.0,+15%
109,Parasitic Skin,0.0,+7%
110,Coarse Bark,0.25,+9%
111,Notched Plating,0.375,+10%
112,Dripping Rind,0.375,+10%
113,Infused Crust,0.375,+10%
114,Notched Bark,0.125,+8%
115,Dripping Bark,0.0,+7%
116,Dripping Shell,0.125,+8%
117,Infused Bark,0.125,+8%
118,Dripping Shell,0.125,+8%
119,Parasitic Crust,0.0,+7%
120,Dripping Scales,0.0,+7%
121,Dripping Shell,0.75,+13%
122,Dripping Crust,0.625,+12%
123,Parasitic Shell,0.125,+8%
124,Notched Crust,0.5,+11%
125,Coarse Husk,0.125,+8%
126,Notched Plating,0.875,+14%
127,Dripping Skin,0.125,+8%
128,Parasitic Husk,0.625,+12%
129,Infused Husk,0.125,+8%
130,Infused Shell,0.0,+7%
131,Parasitic Rind,1.0,+15%
132,Parasitic Shell,0.125,+8%
133,Notched Shell,0.25,+9%
134,Dripping Teeth,0.5,+11%
135,Coarse Husk,0.25,+9%
136,Dripping Bark,0.125,+8%
137,Parasitic Husk,0.375,+10%
138,Dripping Scales,0.0,+7%
139,Parasitic Teeth,1.0,+15%
140,Dripping Plating,0.5,+11%
141,Notched Carapace,0.375,+10%
142,Dripping Plating,0.25,+9%
143,Infused Bark,0.25,+9%
144,Parasitic Husk,0.125,+8%
145,Infused Skin,0.125,+8%
146,Coarse Scales,0.0,+7%
147,Parasitic Crust,0.375,+10%
148,Infused Rind,0.0,+7%
149,Notched Teeth,0.0,+7%
150,Infused Scales,0.25,+9%
151,Notched Teeth,0.625,+12%
152,Notched Rind,0.0,+7%
153,Infused Carapace,0.0,+7%
154,Infused Shell,0.0,+7%
155,Coarse Shell,0.375,+10%
156,Notched Crust,0.75,+13%
157,Parasitic Scales,0.75,+13%
158,Notched Carapace,0.875,+14%
159,Parasitic Rind,0.25,+9%
160,Notched Rind,0.875,+14%
161,Notched Crust,0.75,+13%
162,Notched Bark,0.0,+7%
163,Dripping Scales,0.125,+8%
164,Infused Rind,0.5,+11%
165,Parasitic Crust,0.125,+8%
166,Parasitic Bark,0.875,+14%
167,Dripping Carapace,0.125,+8%
168,Dripping Plating,0.375,+10%
169,Infused Husk,0.25,+9%
170,Coarse Skin,0.75,+13%
171,Coarse Plating,0.375,+10%
172,Notched Skin,0.375,+10%
173,Dripping Husk,1.0,+15%
174,Notched Shell,0.0,+7%
175,Parasitic Bark,0.5,+11%
176,Infused Plating,0.0,+7%
177,Dripping Shell,0.375,+10%
178,Coarse Plating,0.5,+11%
179,Parasitic Husk,0.0,+7%
180,Infused Skin,0.375,+10%
181,Coarse Husk,0.25,+9%
182,Coarse Crust,0.0,+7%
183,Parasitic Teeth,0.75,+13%
184,Infused Crust,0.75,+13%
185,Infused Shell,1.0,+15%
186,Notched Teeth,0.0,+7%
187,Infused Plating,0.125,+8%
188,Coarse Crust,0.375,+10%
189,Dripping Skin,0.0,+7%
190,Coarse Skin,0.125,+8%
191,Coarse Scales,0.125,+8%
192,Coarse Carapace,0.75,+13%
193,Notched Crust,0.75,+13%
194,Infused Carapace,0.125,+8%
195,Dripping Plating,0.125,+8%
196,Parasitic Plating,0.0,+7%
197,Coarse Shell,0.125,+8%
198,Coarse Rind,0.75,+13%
199,Infused Skin,0.125,+8%
200,Coarse Scales,0.5,+11%
201,Coarse Shell,0.625,+12%
202,Parasitic Shell,0.25,+9%
203,Coarse Skin,0.875,+14%
204,Coarse Crust,0.0,+7%
205,Dripping Husk,0.0,+7%
206,Parasitic Skin,0.25,+9%
207,Notched Rind,0.25,+9%
208,Coarse Shell,0.25,+9%
209,Parasitic Husk,0.0,+7%
210,Parasitic Scales,0.5,+11%
211,Parasitic Crust,0.0,+7%
212,Dripping Rind,0.0,+7%
213,Infused Skin,0.625,+12%
214,Coarse Scales,0.375,+10%
215,Infused Husk,0.375,+10%
216,Notched Carapace,0.125,+8%
217,Coarse Plating,1.0,+15%
218,Dripping Crust,0.0,+7%
219,Coarse Skin,0.125,+8%
220,Parasitic Teeth,0.0,+7%
221,Infused Teeth,0.25,+9%
222,Parasitic Plating,1.0,+15%
223,Notched Plating,0.0,+7%
224,Infused Bark,0.0,+7%
225,Dripping Skin,0.375,+10%
226,Coarse Bark,0.0,+7%
227,Dripping Teeth,0.625,+12%
228,Dripping Carapace,0.5,+11%
229,Coarse Shell,0.125,+8%
230,Parasitic Teeth,0.0,+7%
231,Parasitic Scales,0.0,+7%
232,Dripping Rind,0.75,+13%
233,Infused Teeth,0.875,+14%
234,Notched Bark,0.0,+7%
235,Dripping Rind,0.75,+13%
236,Notched Plating,0.125,+8%
237,Parasitic Skin,0.125,+8%
238,Parasitic Crust,0.0,+7%
239,Notched Carapace,0.0,+7%
240,Parasitic Carapace,0.0,+7%
241,Coarse Rind,0.75,+13%
242,Parasitic Shell,0.0,+7%
243,Notched Shell,0.0,+7%
244,Infused Carapace,0.0,+7%
245,Notched Shell,0.25,+9%
246,Infused Plating,0.375,+10%
247,Coarse Carapace,1.0,+15%
248,Dripping Rind,0.0,+7%
249,Parasitic Bark,0.25,+9%
250,Dripping Bark,0.375,+10%
251,Coarse Rind,0.375,+10%
252,Notched Teeth,0.125,+8%
253,Infused Skin,0.5,+11%
254,Parasitic Plating,0.625,+12%
255,Notched Carapace,0.375,+10%
256,Dripping Skin,1.0,+15%
257,Dripping Carapace,0.0,+7%
258,Coarse Bark,0.25,+9%
259,Parasitic Bark,0.375,+10%
260,Parasitic Bark,0.125,+8%
261,Dripping Scales,0.0,+7%
262,Dripping Rind,0.25,+9%
263,Parasitic Teeth,0.375,+10%
264,Dripping Rind,0.125,+8%
265,Notched Husk,0.875,+14%
266,Dripping Bark,0.375,+10%
267,Infused Scales,0.0,+7%
268,Dripping Husk,0.5,+11%
269,Notched Teeth,0.125,+8%
270,Parasitic Plating,0.5,+11%
271,Dripping Crust,0.875,+14%
272,Parasitic Husk,0.125,+8%
273,Parasitic Scales,0.125,+8%
274,Parasitic Shell,0.0,+7%
275,Notched Shell,0.625,+12%
276,Notched Skin,0.625,+12%
277,Infused Husk,0.125,+8%
278,Notched Scales,0.875,+14%
279,Coarse Plating,0.5,+11%
280,Infused Rind,0.5,+11%
281,Notched Crust,0.5,+11%
282,Dripping Crust,0.0,+7%
283,Dripping Skin,0.625,+12%
284,Dripping Crust,0.75,+13%
285,Parasitic Plating,0.125,+8%
286,Dripping Bark,0.0,+7%
287,Dripping Shell,0.0,+7%
288,Dripping Carapace,0.375,+10%
289,Parasitic Carapace,0.125,+8%
290,Infused Teeth,0.75,+13%
291,Notched Teeth,0.375,+10%
292,Infused Carapace,0.0,+7%
293,Notched Bark,1.0,+15%
294,Infused Teeth,0.375,+10%
295,Infused Teeth,0.125,+8%
296,Dripping Husk,0.25,+9%
297,Notched Rind,0.125,+8%
298,Infused Carapace,0.25,+9%
299,Notched Plating,0.5,+11%
300,Coarse Plating,0.125,+8%
301,Parasitic Bark,0.75,+13%
302,Coarse Skin,0.875,+14%
303,Coarse Scales,0.5,+11%
304,Parasitic Plating,0.0,+7%
305,Notched Husk,0.125,+8%
306,Notched Skin,0.375,+10%
307,Notched Husk,0.0,+7%
308,Parasitic Carapace,0.0,+7%
309,Coarse Carapace,0.125,+8%
310,Infused Rind,0.375,+10%
311,Infused Crust,0.75,+13%
312,Coarse Crust,0.25,+9%
313,Dripping Bark,0.5,+11%
314,Coarse Rind,0.375,+10%
315,Notched Crust,0.25,+9%
316,Coarse Skin,0.125,+8%
317,Dripping Skin,0.25,+9%
318,Infused Rind,0.375,+10%
319,Dripping Shell,0.875,+14%
320,Infused Teeth,0.0,+7%
321,Dripping Rind,0.125,+8%
322,Infused Carapace,0.25,+9%
323,Notched Crust,0.5,+11%
324,Infused Teeth,0.25,+9%
325,Coarse Teeth,0.25,+9%
326,Coarse Husk,0.75,+13%
327,Notched Scales,0.125,+8%
328,Parasitic Bark,0.75,+13%
329,Parasitic Husk,0.125,+8%
330,Coarse Husk,0.25,+9%
331,Notched Plating,0.0,+7%
332,Parasitic Teeth,1.0,+15%
333,Parasitic Plating,0.625,+12%
334,Dripping Rind,0.0,+7%
335,Coarse Shell,0.5,+11%
336,Notched Rind,0.25,+9%
337,Coarse Carapace,0.5,+11%
338,Infused Carapace,0.0,+7%
339,Dripping Teeth,0.25,+9%
340,Notched Bark,0.375,+10%
341,Infused Carapace,0.0,+7%
342,Notched Crust,0.75,+13%
343,Parasitic Bark,0.75,+13%
344,Parasitic Scales,0.125,+8%
345,Notched Crust,0.75,+13%
346,Notched Husk,0.625,+12%
347,Parasitic Bark,0.125,+8%
348,Parasitic Carapace,0.125,+8%
349,Dripping Shell,0.0,+7%
350,Coarse Scales,0.125,+8%
351,Coarse Teeth,0.0,+7%
352,Parasitic Husk,0.5,+11%
353,Parasitic Bark,0.5,+11%
354,Parasitic Crust,0.0,+7%
355,Notched Scales,0.125,+8%
356,Notched Plating,0.125,+8%
357,Infused Crust,1.0,+15%
358,Dripping Teeth,0.125,+8%
359,Dripping Plating,0.75,+13%
360,Parasitic Skin,0.5,+11%
361,Dripping Teeth,0.25,+9%
362,Notched Crust,0.25,+9%
363,Dripping Scales,0.125,+8%
364,Parasitic Bark,0.125,+8%
365,Notched Skin,0.5,+11%
366,Dripping Shell,0.125,+8%
367,Infused Plating,0.625,+12%
368,Parasitic Bark,0.625,+12%
369,Infused Teeth,0.5,+11%
370,Coarse Rind,0.375,+10%
371,Infused Scales,0.875,+14%
372,Coarse Rind,0.25,+9%
373,Notched Skin,0.375,+10%
374,Infused Rind,0.0,+7%
375,Coarse Shell,0.0,+7%
376,Notched Scales,0.875,+14%
377,Infused Scales,0.25,+9%
378,Dripping Rind,0.0,+7%
379,Dripping Teeth,0.0,+7%
380,Notched Shell,0.25,+9%
381,Infused Rind,0.0,+7%
382,Infused Husk,0.0,+7%
383,Dripping Rind,0.75,+13%
384,Dripping Shell,0.625,+12%
385,Dripping Skin,0.5,+11%
386,Notched Shell,0.0,+7%
387,Parasitic Carapace,0.0,+7%
388,Parasitic Teeth,0.125,+8%
389,Coarse Bark,0.125,+8%
390,Dripping Bark,0.875,+14%
391,Parasitic Rind,0.25,+9%
392,Infused Rind,0.125,+8%
393,Parasitic Teeth,0.0,+7%
394,Dripping Rind,0.75,+13%
395,Parasitic Plating,0.0,+7%
396,Dripping Crust,0.0,+7%
397,Parasitic Scales,0.0,+7%
398,Dripping Carapace,0.125,+8%
399,Notched Crust,0.125,+8%
400,Notched Plating,1.0,+15%
401,Notched Plating,0.625,+12%
402,Parasitic Rind,0.0,+7%
403,Dripping Skin,0.125,+8%
404,Dripping Skin,0.0,+7%
405,Notched Skin,0.375,+10%
406,Notched Shell,1.0,+15%
407,Notched Rind,0.375,+10%
408,Infused Husk,0.5,+11%
409,Parasitic Bark,0.875,+14%
410,Coarse Plating,0.125,+8%
411,Notched Teeth,0.25,+9%
412,Infused Crust,0.125,+8%
413,Parasitic Bark,0.0,+7%
414,Coarse Crust,0.875,+14%
415,Dripping Skin,0.625,+12%
416,Parasitic Crust,0.125,+8%
417,Parasitic Husk,0.125,+8%
418,Infused Skin,0.25,+9%
419,Parasitic Carapace,0.75,+13%
420,Notched Shell,0.5,+11%
421,Dripping Teeth,0.125,+8%
422,Dripping Bark,0.0,+7%
423,Infused Husk,0.75,+13%
424,Dripping Scales,0.0,+7%
425,Notched Shell,0.75,+13%
426,Notched Bark,0.125,+8%
427,Coarse Teeth,0.875,+14%
428,Dripping Rind,0.25,+9%
429,Parasitic Skin,0.625,+12%
430,Dripping Rind,0.375,+10%
431,Infused Skin,0.125,+8%
432,Notched Carapace,0.0,+7%
433,Notched Crust,0.25,+9%
434,Infused Scales,0.0,+7%
435,Parasitic Shell,0.625,+12%
436,Parasitic Bark,0.625,+12%
437,Parasitic Crust,0.5,+11%
438,Dripping Shell,0.375,+10%
439,Coarse Carapace,0.125,+8%
440,Infused Shell,0.0,+7%
441,Notched Rind,0.5,+11%
442,Notched Teeth,0.125,+8%
443,Infused Bark,0.375,+10%
444,Coarse Teeth,0.0,+7%
445,Coarse Rind,0.5,+11%
446,Notched Rind,0.5,+11%
447,Notched Plating,0.625,+12%
448,Dripping Rind,0.25,+9%
449,Infused Shell,1.0,+15%
450,Notched Skin,0.0,+7%
451,Coarse Bark,0.0,+7%
452,Infused Crust,0.375,+10%
453,Coarse Crust,0.125,+8%
454,Infused Skin,0.125,+8%
455,Dripping Plating,0.125,+8%
456,Notched Scales,0.875,+14%
457,Notched Shell,0.25,+9%
458,Parasitic Shell,0.875,+14%
459,Coarse Rind,0.25,+9%
460,Infused Carapace,0.125,+8%
461,Dripping Carapace,0.625,+12%
462,Infused Teeth,0.75,+13%
463,Coarse Crust,0.375,+10%
464,Dripping Teeth,0.375,+10%
465,Coarse Bark,0.5,+11%
466,Infused Carapace,0.5,+11%
467,Coarse Scales,0.0,+7%
468,Dripping Teeth,0.375,+10%
469,Parasitic Scales,0.375,+10%
470,Coarse Carapace,0.25,+9%
471,Parasitic Shell,0.125,+8%
472,Dripping Husk,0.375,+10%
473,Dripping Husk,0.875,+14%
474,Parasitic Plating,0.125,+8%
475,Parasitic Rind,0.0,+7%
476,Dripping Shell,0.875,+14%
477,Coarse Crust,0.125,+8%
478,Coarse Carapace,0.875,+14%
479,Notched Rind,0.375,+10%
480,Infused Crust,0.25,+9%
481,Parasitic Scales,0.625,+12%
482,Parasitic Bark,0.0,+7%
483,Notched Teeth,0.125,+8%
484,Dripping Teeth,0.125,+8%
485,Parasitic Shell,0.125,+8%
486,Parasitic Scales,0.125,+8%
487,Infused Scales,0.125,+8%
488,Dripping Crust,0.875,+14%
489,Coarse Husk,0.625,+12%
490,Parasitic Carapace,0.375,+10%
491,Coarse Plating,0.25,+9%
492,Infused Plating,0.5,+11%
493,Dripping Shell,0.0,+7%
494,Parasitic Rind,0.75,+13%
495,Parasitic Crust,0.625,+12%
496,Dripping Plating,0.375,+10%
497,Coarse Husk,0.125,+8%
498,Coarse Rind,0.375,+10%
499,Coarse Carapace,0.125,+8%
500,Dripping Skin,0.875,+14%
501,Dripping Teeth,0.5,+11%
502,Dripping Skin,0.5,+11%
503,Parasitic Plating,0.375,+10%
504,Parasitic Scales,0.25,+9%
505,Notched Bark,0.5,+11%
506,Coarse Shell,0.875,+14%
507,Notched Rind,0.0,+7%
508,Infused Bark,0.5,+11%
509,Dripping Scales,0.125,+8%
510,Coarse Scales,0.875,+14%
511,Coarse Shell,1.0,+15%
512,Parasitic Teeth,0.0,+7%
513,Dripping Skin,0.625,+12%
514,Infused Shell,0.0,+7%
515,Coarse Husk,0.5,+11%
516,Dripping Plating,0.375,+10%
517,Notched Shell,0.125,+8%
518,Infused Carapace,0.25,+9%
519,Parasitic Rind,1.0,+15%
520,Parasitic Teeth,0.0,+7%
521,Notched Carapace,0.25,+9%
522,Parasitic Scales,0.875,+14%
523,Notched Carapace,0.75,+13%
524,Notched Teeth,0.375,+10%
525,Infused Crust,0.0,+7%
526,Coarse Skin,0.75,+13%
527,Coarse Plating,0.125,+8%
528,Infused Shell,0.25,+9%
529,Parasitic Teeth,0.0,+7%
530,Dripping Carapace,0.625,+12%
531,Notched Rind,0.0,+7%
532,Notched Bark,0.125,+8%
533,Coarse Carapace,0.75,+13%
534,Coarse Crust,0.125,+8%
535,Dripping Plating,0.25,+9%
536,Coarse Skin,0.5,+11%
537,Infused Crust,0.125,+8%
538,Parasitic Husk,0.5,+11%
539,Notched Skin,0.375,+10%
540,Infused Bark,0.125,+8%
541,Notched Scales,0.875,+14%
542,Infused Rind,0.125,+8%
543,Notched Carapace,0.75,+13%
544,Infused Crust,0.125,+8%
545,Dripping Skin,0.0,+7%
546,Dripping Teeth,0.0,+7%
547,Notched Carapace,0.0,+7%
548,Infused Carapace,0.25,+9%
549,Dripping Plating,0.375,+10%
550,Infused Rind,0.0,+7%
551,Notched Crust,0.0,+7%
552,Parasitic Skin,0.0,+7%
553,Dripping Skin,0.75,+13%
554,Parasitic Shell,0.5,+11%
555,Notched Teeth,0.75,+13%
556,Coarse Teeth,0.375,+10%
557,Coarse Crust,0.0,+7%
558,Parasitic Scales,1.0,+15%
559,Notched Scales,0.625,+12%
560,Dripping Teeth,0.125,+8%
561,Dripping Crust,0.75,+13%
562,Dripping Plating,0.375,+10%
563,Notched Scales,0.25,+9%
564,Infused Shell,0.25,+9%
565,Coarse Rind,0.0,+7%
566,Coarse Husk,0.375,+10%
567,Infused Teeth,0.25,+9%
568,Dripping Husk,0.125,+8%
569,Parasitic Husk,0.0,+7%
570,Parasitic Skin,0.0,+7%
571,Dripping Skin,0.25,+9%
572,Notched Skin,0.25,+9%
573,Coarse Rind,0.5,+11%
574,Dripping Teeth,0.0,+7%
575,Parasitic Rind,0.125,+8%
576,Parasitic Skin,0.125,+8%
577,Dripping Skin,0.125,+8%
578,Parasitic Plating,0.375,+10%
579,Infused Plating,0.5,+11%
580,Coarse Teeth,0.0,+7%
581,Dripping Rind,0.375,+10%
582,Parasitic Shell,0.5,+11%
583,Coarse Shell,0.5,+11%
584,Coarse Plating,0.125,+8%
585,Coarse Plating,0.375,+10%
586,Infused Shell,0.0,+7%
587,Coarse Shell,0.75,+13%
588,Coarse Husk,0.25,+9%
589,Coarse Scales,0.375,+10%
590,Dripping Husk,0.75,+13%
591,Infused Skin,0.875,+14%
592,Infused Carapace,0.25,+9%
593,Dripping Crust,0.0,+7%
594,Infused Scales,0.625,+12%
595,Coarse Carapace,0.875,+14%
596,Dripping Skin,0.375,+10%
597,Infused Skin,0.25,+9%
598,Dripping Crust,0.5,+11%
599,Dripping Crust,0.5,+11%
600,Coarse Skin,0.125,+8%
601,Coarse Crust,0.375,+10%
602,Parasitic Bark,0.375,+10%
603,Dripping Teeth,0.125,+8%
604,Parasitic Scales,0.125,+8%
605,Infused Bark,0.25,+9%
606,Dripping Bark,0.125,+8%
607,Dripping Crust,0.5,+11%
608,Parasitic Shell,0.25,+9%
609,Coarse Husk,0.5,+11%
610,Infused Shell,0.125,+8%
611,Coarse Plating,0.125,+8%
612,Dripping Crust,0.5,+11%
613,Coarse Crust,0.125,+8%
614,Parasitic Skin,0.25,+9%
615,Coarse Skin,0.375,+10%
616,Infused Skin,0.25,+9%
617,Dripping Plating,0.125,+8%
618,Coarse Husk,0.125,+8%
619,Notched Crust,0.25,+9%
620,Infused Rind,0.0,+7%
621,Parasitic Carapace,0.625,+12%
622,Infused Rind,0.125,+8%
623,Parasitic Plating,0.375,+10%
624,Infused Scales,0.0,+7%
625,Parasitic Rind,0.375,+10%
626,Coarse Carapace,0.0,+7%
627,Parasitic Rind,1.0,+15%
628,Notched Rind,0.0,+7%
629,Dripping Skin,0.125,+8%
630,Dripping Shell,0.0,+7%
631,Dripping Crust,0.5,+11%
632,Coarse Rind,0.0,+7%
633,Notched Crust,0.125,+8%
634,Coarse Crust,0.0,+7%
635,Notched Rind,0.875,+14%
636,Coarse Husk,0.25,+9%
637,Notched Bark,0.25,+9%
638,Notched Crust,0.25,+9%
639,Dripping Bark,0.125,+8%
640,Parasitic Plating,0.125,+8%
641,Dripping Crust,0.125,+8%
642,Infused Crust,0.125,+8%
643,Infused Carapace,0.875,+14%
644,Coarse Shell,0.125,+8%
645,Infused Shell,0.375,+10%
646,Infused Teeth,0.75,+13%
647,Dripping Carapace,0.0,+7%
648,Parasitic Rind,0.25,+9%
649,Coarse Rind,0.0,+7%
650,Parasitic Bark,0.125,+8%
651,Dripping Crust,0.25,+9%
652,Dripping Bark,0.0,+7%
653,Parasitic Shell,0.75,+13%
654,Dripping Scales,0.375,+10%
655,Dripping Skin,0.25,+9%
656,Infused Carapace,0.0,+7%
657,Infused Teeth,0.25,+9%
658,Coarse Bark,0.125,+8%
659,Notched Crust,0.125,+8%
660,Notched Husk,0.625,+12%
661,Dripping Rind,0.625,+12%
662,Coarse Rind,0.25,+9%
663,Parasitic Teeth,0.0,+7%
664,Dripping Shell,0.0,+7%
665,Infused Carapace,0.0,+7%
666,Notched Crust,0.0,+7%
667,Dripping Teeth,0.0,+7%
668,Infused Carapace,0.5,+11%
669,Dripping Scales,0.5,+11%
670,Infused Scales,0.125,+8%
671,Notched Teeth,0.125,+8%
672,Parasitic Carapace,0.125,+8%
673,Parasitic Bark,0.625,+12%
674,Dripping Teeth,0.25,+9%
675,Notched Rind,0.125,+8%
676,Infused Crust,0.375,+10%
677,Coarse Skin,0.0,+7%
678,Dripping Carapace,0.125,+8%
679,Notched Carapace,0.125,+8%
680,Coarse Shell,0.875,+14%
681,Notched Scales,0.375,+10%
682,Dripping Crust,0.25,+9%
683,Infused Bark,0.125,+8%
684,Coarse Plating,0.25,+9%
685,Notched Scales,0.375,+10%
686,Parasitic Rind,0.375,+10%
687,Parasitic Shell,0.625,+12%
688,Parasitic Shell,0.875,+14%
689,Coarse Scales,0.25,+9%
690,Infused Teeth,0.375,+10%
691,Infused Shell,0.0,+7%
692,Notched Bark,0.375,+10%
693,Coarse Crust,0.375,+10%
694,Notched Skin,0.625,+12%
695,Notched Bark,0.125,+8%
696,Coarse Carapace,0.5,+11%
697,Parasitic Shell,0.0,+7%
698,Parasitic Rind,0.75,+13%
699,Coarse Scales,0.5,+11%
700,Notched Husk,0.75,+13%
701,Infused Bark,0.75,+13%
702,Infused Carapace,0.0,+7%
703,Coarse Shell,0.25,+9%
704,Dripping Plating,0.125,+8%
705,Notched Rind,0.375,+10%
706,Parasitic Teeth,0.0,+7%
707,Infused Teeth,0.5,+11%
708,Infused Husk,1.0,+15%
709,Parasitic Teeth,0.875,+14%
710,Parasitic Crust,0.875,+14%
711,Notched Crust,0.0,+7%
712,Notched Skin,0.25,+9%
713,Coarse Husk,0.375,+10%
714,Dripping Husk,0.0,+7%
715,Infused Plating,0.5,+11%
716,Notched Teeth,0.0,+7%
717,Infused Crust,0.375,+10%
718,Infused Crust,0.0,+7%
719,Dripping Carapace,0.125,+8%
720,Coarse Crust,0.125,+8%
721,Infused Shell,0.0,+7%
722,Infused Shell,0.0,+7%
723,Dripping Rind,0.125,+8%
724,Notched Scales,0.0,+7%
725,Coarse Carapace,0.125,+8%
726,Dripping Teeth,0.0,+7%
727,Dripping Husk,0.5,+11%
728,Coarse Rind,1.0,+15%
729,Infused Teeth,0.0,+7%
730,Notched Husk,0.75,+13%
731,Dripping Rind,0.0,+7%
732,Infused Plating,0.125,+8%
733,Notched Skin,0.375,+10%
734,Infused Teeth,0.375,+10%
735,Coarse Shell,0.5,+11%
736,Infused Plating,0.625,+12%
737,Dripping Husk,0.0,+7%
738,Dripping Husk,0.375,+10%
739,Notched Plating,0.625,+12%
740,Parasitic Plating,0.125,+8%
741,Notched Teeth,0.125,+8%
742,Parasitic Carapace,0.25,+9%
743,Dripping Bark,0.875,+14%
744,Parasitic Crust,0.125,+8%
745,Notched Shell,0.375,+10%
746,Coarse Carapace,0.125,+8%
747,Infused Teeth,0.75,+13%
748,Infused Rind,0.375,+10%
749,Notched Scales,0.125,+8%
750,Notched Carapace,0.125,+8%
751,Parasitic Shell,1.0,+15%
752,Coarse Plating,1.0,+15%
753,Notched Shell,0.125,+8%
754,Coarse Skin,0.5,+11%
755,Notched Shell,0.5,+11%
756,Infused Scales,0.625,+12%
757,Parasitic Teeth,0.125,+8%
758,Parasitic Rind,0.875,+14%
759,Notched Scales,0.25,+9%
760,Dripping Teeth,0.5,+11%
761,Dripping Crust,0.25,+9%
762,Infused Rind,0.125,+8%
763,Infused Teeth,0.75,+13%
764,Coarse Shell,0.75,+13%
765,Dripping Crust,0.625,+12%
766,Notched Skin,0.125,+8%
767,Infused Rind,0.0,+7%
768,Parasitic Bark,0.375,+10%
769,Dripping Crust,0.625,+12%
770,Parasitic Skin,0.0,+7%
771,Dripping Teeth,0.0,+7%
772,Notched Skin,0.125,+8%
