sep=,
Seed,Name,Perfection,Ship_Armour_Shield_Strength
108,Armoured Carapace,1.0,+30%
109,Evolved Skin,0.0,+15%
110,Resilient Bark,0.267,+19%
111,Reactive Plating,0.4,+21%
112,Armoured Rind,0.4,+21%
113,Durable Crust,0.333,+20%
114,Reactive Bark,0.067,+16%
115,Armoured Bark,0.0,+15%
116,Armoured Shell,0.067,+16%
117,Durable Bark,0.133,+17%
118,Armoured Shell,0.067,+16%
119,Evolved Crust,0.0,+15%
120,Armoured Scales,0.0,+15%
121,Armoured Shell,0.8,+27%
122,Armoured Crust,0.6,+24%
123,Evolved Shell,0.067,+16%
124,Reactive Crust,0.467,+22%
125,Resilient Husk,0.133,+17%
126,Reactive Plating,0.867,+28%
127,Armoured Skin,0.133,+17%
128,Evolved Husk,0.667,+25%
129,Durable Husk,0.067,+16%
130,Durable Shell,0.0,+15%
131,Evolved Rind,1.0,+30%
132,Evolved Shell,0.133,+17%
133,Reactive Shell,0.267,+19%
134,Armoured Teeth,0.533,+23%
135,Resilient Husk,0.2,+18%
136,Armoured Bark,0.067,+16%
137,Evolved Husk,0.333,+20%
138,Armoured Scales,0.0,+15%
139,Evolved Teeth,1.0,+30%
140,Armoured Plating,0.533,+23%
141,Reactive Carapace,0.4,+21%
142,Armoured Plating,0.2,+18%
143,Durable Bark,0.267,+19%
144,Evolved Husk,0.133,+17%
145,Durable Skin,0.067,+16%
146,Resilient Scales,0.0,+15%
147,Evolved Crust,0.333,+20%
148,Durable Rind,0.0,+15%
149,Reactive Teeth,0.0,+15%
150,Durable Scales,0.267,+19%
151,Reactive Teeth,0.6,+24%
152,Reactive Rind,0.0,+15%
153,Durable Carapace,0.0,+15%
154,Durable Shell,0.0,+15%
155,Resilient Shell,0.333,+20%
156,Reactive Crust,0.8,+27%
157,Evolved Scales,0.8,+27%
158,Reactive Carapace,0.867,+28%
159,Evolved Rind,0.2,+18%
160,Reactive Rind,0.867,+28%
161,Reactive Crust,0.8,+27%
162,Reactive Bark,0.0,+15%
163,Armoured Scales,0.133,+17%
164,Durable Rind,0.533,+23%
165,Evolved Crust,0.067,+16%
166,Evolved Bark,0.867,+28%
167,Armoured Carapace,0.067,+16%
168,Armoured Plating,0.333,+20%
169,Durable Husk,0.2,+18%
170,Resilient Skin,0.8,+27%
171,Resilient Plating,0.333,+20%
172,Reactive Skin,0.4,+21%
173,Armoured Husk,1.0,+30%
174,Reactive Shell,0.0,+15%
175,Evolved Bark,0.467,+22%
176,Durable Plating,0.0,+15%
177,Armoured Shell,0.4,+21%
178,Resilient Plating,0.467,+22%
179,Evolved Husk,0.0,+15%
180,Durable Skin,0.4,+21%
181,Resilient Husk,0.267,+19%
182,Resilient Crust,0.0,+15%
183,Evolved Teeth,0.8,+27%
184,Durable Crust,0.733,+26%
185,Durable Shell,1.0,+30%
186,Reactive Teeth,0.0,+15%
187,Durable Plating,0.067,+16%
188,Resilient Crust,0.4,+21%
189,Armoured Skin,0.0,+15%
190,Resilient Skin,0.133,+17%
191,Resilient Scales,0.067,+16%
192,Resilient Carapace,0.8,+27%
193,Reactive Crust,0.8,+27%
194,Durable Carapace,0.067,+16%
195,Armoured Plating,0.067,+16%
196,Evolved Plating,0.0,+15%
197,Resilient Shell,0.133,+17%
198,Resilient Rind,0.733,+26%
199,Durable Skin,0.067,+16%
200,Resilient Scales,0.467,+22%
201,Resilient Shell,0.667,+25%
202,Evolved Shell,0.267,+19%
203,Resilient Skin,0.867,+28%
204,Resilient Crust,0.0,+15%
205,Armoured Husk,0.0,+15%
206,Evolved Skin,0.2,+18%
207,Reactive Rind,0.2,+18%
208,Resilient Shell,0.267,+19%
209,Evolved Husk,0.0,+15%
210,Evolved Scales,0.467,+22%
211,Evolved Crust,0.0,+15%
212,Armoured Rind,0.0,+15%
213,Durable Skin,0.6,+24%
214,Resilient Scales,0.4,+21%
215,Durable Husk,0.333,+20%
216,Reactive Carapace,0.067,+16%
217,Resilient Plating,1.0,+30%
218,Armoured Crust,0.0,+15%
219,Resilient Skin,0.067,+16%
220,Evolved Teeth,0.0,+15%
221,Durable Teeth,0.2,+18%
222,Evolved Plating,1.0,+30%
223,Reactive Plating,0.0,+15%
224,Durable Bark,0.0,+15%
225,Armoured Skin,0.4,+21%
226,Resilient Bark,0.0,+15%
227,Armoured Teeth,0.667,+25%
228,Armoured Carapace,0.533,+23%
229,Resilient Shell,0.067,+16%
230,Evolved Teeth,0.0,+15%
231,Evolved Scales,0.0,+15%
232,Armoured Rind,0.8,+27%
233,Durable Teeth,0.867,+28%
234,Reactive Bark,0.0,+15%
235,Armoured Rind,0.8,+27%
236,Reactive Plating,0.067,+16%
237,Evolved Skin,0.067,+16%
238,Evolved Crust,0.0,+15%
239,Reactive Carapace,0.0,+15%
240,Evolved Carapace,0.0,+15%
241,Resilient Rind,0.8,+27%
242,Evolved Shell,0.0,+15%
243,Reactive Shell,0.0,+15%
244,Durable Carapace,0.0,+15%
245,Reactive Shell,0.2,+18%
246,Durable Plating,0.4,+21%
247,Resilient Carapace,1.0,+30%
248,Armoured Rind,0.0,+15%
249,Evolved Bark,0.2,+18%
250,Armoured Bark,0.333,+20%
251,Resilient Rind,0.333,+20%
252,Reactive Teeth,0.067,+16%
253,Durable Skin,0.467,+22%
254,Evolved Plating,0.6,+24%
255,Reactive Carapace,0.4,+21%
256,Armoured Skin,1.0,+30%
257,Armoured Carapace,0.0,+15%
258,Resilient Bark,0.267,+19%
259,Evolved Bark,0.4,+21%
260,Evolved Bark,0.133,+17%
261,Armoured Scales,0.0,+15%
262,Armoured Rind,0.2,+18%
263,Evolved Teeth,0.333,+20%
264,Armoured Rind,0.133,+17%
265,Reactive Husk,0.867,+28%
266,Armoured Bark,0.4,+21%
267,Durable Scales,0.0,+15%
268,Armoured Husk,0.467,+22%
269,Reactive Teeth,0.133,+17%
270,Evolved Plating,0.533,+23%
271,Armoured Crust,0.867,+28%
272,Evolved Husk,0.067,+16%
273,Evolved Scales,0.133,+17%
274,Evolved Shell,0.0,+15%
275,Reactive Shell,0.6,+24%
276,Reactive Skin,0.667,+25%
277,Durable Husk,0.133,+17%
278,Reactive Scales,0.933,+29%
279,Resilient Plating,0.467,+22%
280,Durable Rind,0.467,+22%
281,Reactive Crust,0.467,+22%
282,Armoured Crust,0.0,+15%
283,Armoured Skin,0.667,+25%
284,Armoured Crust,0.8,+27%
285,Evolved Plating,0.133,+17%
286,Armoured Bark,0.0,+15%
287,Armoured Shell,0.0,+15%
288,Armoured Carapace,0.4,+21%
289,Evolved Carapace,0.133,+17%
290,Durable Teeth,0.8,+27%
291,Reactive Teeth,0.333,+20%
292,Durable Carapace,0.0,+15%
293,Reactive Bark,1.0,+30%
294,Durable Teeth,0.333,+20%
295,Durable Teeth,0.133,+17%
296,Armoured Husk,0.2,+18%
297,Reactive Rind,0.133,+17%
298,Durable Carapace,0.2,+18%
299,Reactive Plating,0.533,+23%
300,Resilient Plating,0.133,+17%
301,Evolved Bark,0.733,+26%
302,Resilient Skin,0.933,+29%
303,Resilient Scales,0.467,+22%
304,Evolved Plating,0.0,+15%
305,Reactive Husk,0.067,+16%
306,Reactive Skin,0.4,+21%
307,Reactive Husk,0.0,+15%
308,Evolved Carapace,0.0,+15%
309,Resilient Carapace,0.067,+16%
310,Durable Rind,0.333,+20%
311,Durable Crust,0.8,+27%
312,Resilient Crust,0.2,+18%
313,Armoured Bark,0.467,+22%
314,Resilient Rind,0.333,+20%
315,Reactive Crust,0.2,+18%
316,Resilient Skin,0.133,+17%
317,Armoured Skin,0.2,+18%
318,Durable Rind,0.333,+20%
319,Armoured Shell,0.867,+28%
320,Durable Teeth,0.0,+15%
321,Armoured Rind,0.133,+17%
322,Durable Carapace,0.267,+19%
323,Reactive Crust,0.533,+23%
324,Durable Teeth,0.267,+19%
325,Resilient Teeth,0.2,+18%
326,Resilient Husk,0.733,+26%
327,Reactive Scales,0.133,+17%
328,Evolved Bark,0.733,+26%
329,Evolved Husk,0.133,+17%
330,Resilient Husk,0.2,+18%
331,Reactive Plating,0.0,+15%
332,Evolved Teeth,1.0,+30%
333,Evolved Plating,0.667,+25%
334,Armoured Rind,0.0,+15%
335,Resilient Shell,0.467,+22%
336,Reactive Rind,0.267,+19%
337,Resilient Carapace,0.467,+22%
338,Durable Carapace,0.0,+15%
339,Armoured Teeth,0.267,+19%
340,Reactive Bark,0.4,+21%
341,Durable Carapace,0.0,+15%
342,Reactive Crust,0.733,+26%
343,Evolved Bark,0.733,+26%
344,Evolved Scales,0.133,+17%
345,Reactive Crust,0.733,+26%
346,Reactive Husk,0.667,+25%
347,Evolved Bark,0.133,+17%
348,Evolved Carapace,0.067,+16%
349,Armoured Shell,0.0,+15%
350,Resilient Scales,0.067,+16%
351,Resilient Teeth,0.0,+15%
352,Evolved Husk,0.467,+22%
353,Evolved Bark,0.533,+23%
354,Evolved Crust,0.0,+15%
355,Reactive Scales,0.067,+16%
356,Reactive Plating,0.067,+16%
357,Durable Crust,1.0,+30%
358,Armoured Teeth,0.067,+16%
359,Armoured Plating,0.733,+26%
360,Evolved Skin,0.467,+22%
361,Armoured Teeth,0.267,+19%
362,Reactive Crust,0.2,+18%
363,Armoured Scales,0.067,+16%
364,Evolved Bark,0.067,+16%
365,Reactive Skin,0.533,+23%
366,Armoured Shell,0.067,+16%
367,Durable Plating,0.6,+24%
368,Evolved Bark,0.6,+24%
369,Durable Teeth,0.533,+23%
370,Resilient Rind,0.4,+21%
371,Durable Scales,0.933,+29%
372,Resilient Rind,0.267,+19%
373,Reactive Skin,0.333,+20%
374,Durable Rind,0.0,+15%
375,Resilient Shell,0.0,+15%
376,Reactive Scales,0.867,+28%
377,Durable Scales,0.2,+18%
378,Armoured Rind,0.0,+15%
379,Armoured Teeth,0.0,+15%
380,Reactive Shell,0.267,+19%
381,Durable Rind,0.0,+15%
382,Durable Husk,0.0,+15%
383,Armoured Rind,0.733,+26%
384,Armoured Shell,0.667,+25%
385,Armoured Skin,0.467,+22%
386,Reactive Shell,0.0,+15%
387,Evolved Carapace,0.0,+15%
388,Evolved Teeth,0.067,+16%
389,Resilient Bark,0.067,+16%
390,Armoured Bark,0.867,+28%
391,Evolved Rind,0.267,+19%
392,Durable Rind,0.067,+16%
393,Evolved Teeth,0.0,+15%
394,Armoured Rind,0.8,+27%
395,Evolved Plating,0.0,+15%
396,Armoured Crust,0.0,+15%
397,Evolved Scales,0.0,+15%
398,Armoured Carapace,0.067,+16%
399,Reactive Crust,0.067,+16%
400,Reactive Plating,1.0,+30%
401,Reactive Plating,0.6,+24%
402,Evolved Rind,0.0,+15%
403,Armoured Skin,0.067,+16%
404,Armoured Skin,0.0,+15%
405,Reactive Skin,0.333,+20%
406,Reactive Shell,1.0,+30%
407,Reactive Rind,0.4,+21%
408,Durable Husk,0.533,+23%
409,Evolved Bark,0.933,+29%
410,Resilient Plating,0.067,+16%
411,Reactive Teeth,0.2,+18%
412,Durable Crust,0.067,+16%
413,Evolved Bark,0.0,+15%
414,Resilient Crust,0.933,+29%
415,Armoured Skin,0.6,+24%
416,Evolved Crust,0.133,+17%
417,Evolved Husk,0.067,+16%
418,Durable Skin,0.2,+18%
419,Evolved Carapace,0.8,+27%
420,Reactive Shell,0.533,+23%
421,Armoured Teeth,0.133,+17%
422,Armoured Bark,0.0,+15%
423,Durable Husk,0.733,+26%
424,Armoured Scales,0.0,+15%
425,Reactive Shell,0.8,+27%
426,Reactive Bark,0.067,+16%
427,Resilient Teeth,0.933,+29%
428,Armoured Rind,0.267,+19%
429,Evolved Skin,0.6,+24%
430,Armoured Rind,0.4,+21%
431,Durable Skin,0.067,+16%
432,Reactive Carapace,0.0,+15%
433,Reactive Crust,0.267,+19%
434,Durable Scales,0.0,+15%
435,Evolved Shell,0.6,+24%
436,Evolved Bark,0.6,+24%
437,Evolved Crust,0.467,+22%
438,Armoured Shell,0.4,+21%
439,Resilient Carapace,0.067,+16%
440,Durable Shell,0.0,+15%
441,Reactive Rind,0.533,+23%
442,Reactive Teeth,0.067,+16%
443,Durable Bark,0.4,+21%
444,Resilient Teeth,0.0,+15%
445,Resilient Rind,0.533,+23%
446,Reactive Rind,0.467,+22%
447,Reactive Plating,0.6,+24%
448,Armoured Rind,0.267,+19%
449,Durable Shell,1.0,+30%
450,Reactive Skin,0.0,+15%
451,Resilient Bark,0.0,+15%
452,Durable Crust,0.333,+20%
453,Resilient Crust,0.067,+16%
454,Durable Skin,0.067,+16%
455,Armoured Plating,0.133,+17%
456,Reactive Scales,0.867,+28%
457,Reactive Shell,0.2,+18%
458,Evolved Shell,0.867,+28%
459,Resilient Rind,0.2,+18%
460,Durable Carapace,0.067,+16%
461,Armoured Carapace,0.667,+25%
462,Durable Teeth,0.733,+26%
463,Resilient Crust,0.4,+21%
464,Armoured Teeth,0.4,+21%
465,Resilient Bark,0.533,+23%
466,Durable Carapace,0.467,+22%
467,Resilient Scales,0.0,+15%
468,Armoured Teeth,0.333,+20%
469,Evolved Scales,0.333,+20%
470,Resilient Carapace,0.2,+18%
471,Evolved Shell,0.067,+16%
472,Armoured Husk,0.4,+21%
473,Armoured Husk,0.867,+28%
474,Evolved Plating,0.067,+16%
475,Evolved Rind,0.0,+15%
476,Armoured Shell,0.867,+28%
477,Resilient Crust,0.133,+17%
478,Resilient Carapace,0.933,+29%
479,Reactive Rind,0.333,+20%
480,Durable Crust,0.267,+19%
481,Evolved Scales,0.6,+24%
482,Evolved Bark,0.0,+15%
483,Reactive Teeth,0.133,+17%
484,Armoured Teeth,0.133,+17%
485,Evolved Shell,0.133,+17%
486,Evolved Scales,0.067,+16%
487,Durable Scales,0.133,+17%
488,Armoured Crust,0.933,+29%
489,Resilient Husk,0.667,+25%
490,Evolved Carapace,0.333,+20%
491,Resilient Plating,0.2,+18%
492,Durable Plating,0.533,+23%
493,Armoured Shell,0.0,+15%
494,Evolved Rind,0.8,+27%
495,Evolved Crust,0.6,+24%
496,Armoured Plating,0.333,+20%
497,Resilient Husk,0.067,+16%
498,Resilient Rind,0.333,+20%
499,Resilient Carapace,0.067,+16%
500,Armoured Skin,0.867,+28%
501,Armoured Teeth,0.467,+22%
502,Armoured Skin,0.533,+23%
503,Evolved Plating,0.4,+21%
504,Evolved Scales,0.267,+19%
505,Reactive Bark,0.533,+23%
506,Resilient Shell,0.867,+28%
507,Reactive Rind,0.0,+15%
508,Durable Bark,0.467,+22%
509,Armoured Scales,0.067,+16%
510,Resilient Scales,0.933,+29%
511,Resilient Shell,1.0,+30%
512,Evolved Teeth,0.0,+15%
513,Armoured Skin,0.667,+25%
514,Durable Shell,0.0,+15%
515,Resilient Husk,0.467,+22%
516,Armoured Plating,0.4,+21%
517,Reactive Shell,0.133,+17%
518,Durable Carapace,0.267,+19%
519,Evolved Rind,1.0,+30%
520,Evolved Teeth,0.0,+15%
521,Reactive Carapace,0.2,+18%
522,Evolved Scales,0.867,+28%
523,Reactive Carapace,0.8,+27%
524,Reactive Teeth,0.4,+21%
525,Durable Crust,0.0,+15%
526,Resilient Skin,0.733,+26%
527,Resilient Plating,0.133,+17%
528,Durable Shell,0.267,+19%
529,Evolved Teeth,0.0,+15%
530,Armoured Carapace,0.667,+25%
531,Reactive Rind,0.0,+15%
532,Reactive Bark,0.067,+16%
533,Resilient Carapace,0.733,+26%
534,Resilient Crust,0.067,+16%
535,Armoured Plating,0.267,+19%
536,Resilient Skin,0.467,+22%
537,Durable Crust,0.067,+16%
538,Evolved Husk,0.467,+22%
539,Reactive Skin,0.333,+20%
540,Durable Bark,0.133,+17%
541,Reactive Scales,0.867,+28%
542,Durable Rind,0.067,+16%
543,Reactive Carapace,0.8,+27%
544,Durable Crust,0.067,+16%
545,Armoured Skin,0.0,+15%
546,Armoured Teeth,0.0,+15%
547,Reactive Carapace,0.0,+15%
548,Durable Carapace,0.2,+18%
549,Armoured Plating,0.4,+21%
550,Durable Rind,0.0,+15%
551,Reactive Crust,0.0,+15%
552,Evolved Skin,0.0,+15%
553,Armoured Skin,0.8,+27%
554,Evolved Shell,0.467,+22%
555,Reactive Teeth,0.733,+26%
556,Resilient Teeth,0.333,+20%
557,Resilient Crust,0.0,+15%
558,Evolved Scales,1.0,+30%
559,Reactive Scales,0.6,+24%
560,Armoured Teeth,0.133,+17%
561,Armoured Crust,0.8,+27%
562,Armoured Plating,0.4,+21%
563,Reactive Scales,0.2,+18%
564,Durable Shell,0.2,+18%
565,Resilient Rind,0.0,+15%
566,Resilient Husk,0.333,+20%
567,Durable Teeth,0.2,+18%
568,Armoured Husk,0.133,+17%
569,Evolved Husk,0.0,+15%
570,Evolved Skin,0.0,+15%
571,Armoured Skin,0.2,+18%
572,Reactive Skin,0.267,+19%
573,Resilient Rind,0.467,+22%
574,Armoured Teeth,0.0,+15%
575,Evolved Rind,0.067,+16%
576,Evolved Skin,0.067,+16%
577,Armoured Skin,0.133,+17%
578,Evolved Plating,0.4,+21%
579,Durable Plating,0.533,+23%
580,Resilient Teeth,0.0,+15%
581,Armoured Rind,0.333,+20%
582,Evolved Shell,0.533,+23%
583,Resilient Shell,0.533,+23%
584,Resilient Plating,0.067,+16%
585,Resilient Plating,0.333,+20%
586,Durable Shell,0.0,+15%
587,Resilient Shell,0.733,+26%
588,Resilient Husk,0.267,+19%
589,Resilient Scales,0.333,+20%
590,Armoured Husk,0.733,+26%
591,Durable Skin,0.933,+29%
592,Durable Carapace,0.267,+19%
593,Armoured Crust,0.0,+15%
594,Durable Scales,0.667,+25%
595,Resilient Carapace,0.933,+29%
596,Armoured Skin,0.4,+21%
597,Durable Skin,0.267,+19%
598,Armoured Crust,0.533,+23%
599,Armoured Crust,0.467,+22%
600,Resilient Skin,0.067,+16%
601,Resilient Crust,0.333,+20%
602,Evolved Bark,0.4,+21%
603,Armoured Teeth,0.067,+16%
604,Evolved Scales,0.133,+17%
605,Durable Bark,0.267,+19%
606,Armoured Bark,0.133,+17%
607,Armoured Crust,0.467,+22%
608,Evolved Shell,0.2,+18%
609,Resilient Husk,0.467,+22%
610,Durable Shell,0.067,+16%
611,Resilient Plating,0.067,+16%
612,Armoured Crust,0.533,+23%
613,Resilient Crust,0.133,+17%
614,Evolved Skin,0.2,+18%
615,Resilient Skin,0.4,+21%
616,Durable Skin,0.2,+18%
617,Armoured Plating,0.133,+17%
618,Resilient Husk,0.133,+17%
619,Reactive Crust,0.2,+18%
620,Durable Rind,0.0,+15%
621,Evolved Carapace,0.667,+25%
622,Durable Rind,0.133,+17%
623,Evolved Plating,0.333,+20%
624,Durable Scales,0.0,+15%
625,Evolved Rind,0.333,+20%
626,Resilient Carapace,0.0,+15%
627,Evolved Rind,1.0,+30%
628,Reactive Rind,0.0,+15%
629,Armoured Skin,0.133,+17%
630,Armoured Shell,0.0,+15%
631,Armoured Crust,0.467,+22%
632,Resilient Rind,0.0,+15%
633,Reactive Crust,0.133,+17%
634,Resilient Crust,0.0,+15%
635,Reactive Rind,0.933,+29%
636,Resilient Husk,0.2,+18%
637,Reactive Bark,0.2,+18%
638,Reactive Crust,0.2,+18%
639,Armoured Bark,0.067,+16%
640,Evolved Plating,0.067,+16%
641,Armoured Crust,0.067,+16%
642,Durable Crust,0.067,+16%
643,Durable Carapace,0.933,+29%
644,Resilient Shell,0.133,+17%
645,Durable Shell,0.4,+21%
646,Durable Teeth,0.8,+27%
647,Armoured Carapace,0.0,+15%
648,Evolved Rind,0.2,+18%
649,Resilient Rind,0.0,+15%
650,Evolved Bark,0.067,+16%
651,Armoured Crust,0.267,+19%
652,Armoured Bark,0.0,+15%
653,Evolved Shell,0.8,+27%
654,Armoured Scales,0.333,+20%
655,Armoured Skin,0.2,+18%
656,Durable Carapace,0.0,+15%
657,Durable Teeth,0.267,+19%
658,Resilient Bark,0.067,+16%
659,Reactive Crust,0.067,+16%
660,Reactive Husk,0.667,+25%
661,Armoured Rind,0.6,+24%
662,Resilient Rind,0.2,+18%
663,Evolved Teeth,0.0,+15%
664,Armoured Shell,0.0,+15%
665,Durable Carapace,0.0,+15%
666,Reactive Crust,0.0,+15%
667,Armoured Teeth,0.0,+15%
668,Durable Carapace,0.533,+23%
669,Armoured Scales,0.467,+22%
670,Durable Scales,0.133,+17%
671,Reactive Teeth,0.067,+16%
672,Evolved Carapace,0.067,+16%
673,Evolved Bark,0.667,+25%
674,Armoured Teeth,0.267,+19%
675,Reactive Rind,0.067,+16%
676,Durable Crust,0.4,+21%
677,Resilient Skin,0.0,+15%
678,Armoured Carapace,0.067,+16%
679,Reactive Carapace,0.067,+16%
680,Resilient Shell,0.867,+28%
681,Reactive Scales,0.333,+20%
682,Armoured Crust,0.2,+18%
683,Durable Bark,0.133,+17%
684,Resilient Plating,0.2,+18%
685,Reactive Scales,0.333,+20%
686,Evolved Rind,0.4,+21%
687,Evolved Shell,0.6,+24%
688,Evolved Shell,0.933,+29%
689,Resilient Scales,0.267,+19%
690,Durable Teeth,0.333,+20%
691,Durable Shell,0.0,+15%
692,Reactive Bark,0.4,+21%
693,Resilient Crust,0.4,+21%
694,Reactive Skin,0.6,+24%
695,Reactive Bark,0.067,+16%
696,Resilient Carapace,0.467,+22%
697,Evolved Shell,0.0,+15%
698,Evolved Rind,0.733,+26%
699,Resilient Scales,0.467,+22%
700,Reactive Husk,0.8,+27%
701,Durable Bark,0.8,+27%
702,Durable Carapace,0.0,+15%
703,Resilient Shell,0.2,+18%
704,Armoured Plating,0.067,+16%
705,Reactive Rind,0.4,+21%
706,Evolved Teeth,0.0,+15%
707,Durable Teeth,0.533,+23%
708,Durable Husk,1.0,+30%
709,Evolved Teeth,0.867,+28%
710,Evolved Crust,0.933,+29%
711,Reactive Crust,0.0,+15%
712,Reactive Skin,0.2,+18%
713,Resilient Husk,0.333,+20%
714,Armoured Husk,0.0,+15%
715,Durable Plating,0.533,+23%
716,Reactive Teeth,0.0,+15%
717,Durable Crust,0.333,+20%
718,Durable Crust,0.0,+15%
719,Armoured Carapace,0.133,+17%
720,Resilient Crust,0.067,+16%
721,Durable Shell,0.0,+15%
722,Durable Shell,0.0,+15%
723,Armoured Rind,0.067,+16%
724,Reactive Scales,0.0,+15%
725,Resilient Carapace,0.133,+17%
726,Armoured Teeth,0.0,+15%
727,Armoured Husk,0.533,+23%
728,Resilient Rind,1.0,+30%
729,Durable Teeth,0.0,+15%
730,Reactive Husk,0.733,+26%
731,Armoured Rind,0.0,+15%
732,Durable Plating,0.067,+16%
733,Reactive Skin,0.333,+20%
734,Durable Teeth,0.4,+21%
735,Resilient Shell,0.533,+23%
736,Durable Plating,0.667,+25%
737,Armoured Husk,0.0,+15%
738,Armoured Husk,0.4,+21%
739,Reactive Plating,0.667,+25%
740,Evolved Plating,0.067,+16%
741,Reactive Teeth,0.067,+16%
742,Evolved Carapace,0.2,+18%
743,Armoured Bark,0.933,+29%
744,Evolved Crust,0.067,+16%
745,Reactive Shell,0.4,+21%
746,Resilient Carapace,0.133,+17%
747,Durable Teeth,0.733,+26%
748,Durable Rind,0.333,+20%
749,Reactive Scales,0.067,+16%
750,Reactive Carapace,0.133,+17%
751,Evolved Shell,1.0,+30%
752,Resilient Plating,1.0,+30%
753,Reactive Shell,0.133,+17%
754,Resilient Skin,0.533,+23%
755,Reactive Shell,0.467,+22%
756,Durable Scales,0.6,+24%
757,Evolved Teeth,0.133,+17%
758,Evolved Rind,0.867,+28%
759,Reactive Scales,0.2,+18%
760,Armoured Teeth,0.533,+23%
761,Armoured Crust,0.2,+18%
762,Durable Rind,0.133,+17%
763,Durable Teeth,0.8,+27%
764,Resilient Shell,0.733,+26%
765,Armoured Crust,0.667,+25%
766,Reactive Skin,0.133,+17%
767,Durable Rind,0.0,+15%
768,Evolved Bark,0.4,+21%
769,Armoured Crust,0.6,+24%
770,Evolved Skin,0.0,+15%
771,Armoured Teeth,0.0,+15%
772,Reactive Skin,0.133,+17%
