sep=,
Seed,Name,Perfection,Ship_PulseDrive_MiniJumpFuelSpending,Ship_Boost,Ship_BoostManeuverability
129,Dripping Ventricle,0.29,+16%,+6%,+9%
130,Dripping Blood Pump,0.395,,+14%,+7%
131,Bionic Thorax,0.1,+16%,+6%,
132,Bionic Blood Pump,0.276,+17%,,+8%
133,Artificial Blood Pump,0.114,+16%,,+6%
134,Synthetic Vessel,0.5,+20%,+10%,
135,Energetic Ventricle,0.114,+16%,,+6%
136,Synthetic Muscle,0.514,+17%,+15%,+6%
137,Bionic Ventricle,0.429,+20%,,+7%
138,Synthetic Heart Lump,0.367,,+6%,+12%
139,Bionic Vessel,0.1,+16%,+6%,
140,Synthetic Chamber,0.333,+16%,+13%,
141,Artificial Trunk Tissue,0.114,+16%,,+6%
142,Synthetic Chamber,0.362,+19%,,+7%
143,Dripping Muscle,0.314,+19%,,+6%
144,Bionic Ventricle,0.081,,+6%,+6%
145,Dripping Blood Sac,0.081,,+6%,+6%
146,Energetic Heart Lump,0.41,,+13%,+8%
147,Bionic Aorta,0.21,+16%,,+8%
148,Dripping Thorax,0.395,,+14%,+7%
149,Artificial Vessel,0.262,,+10%,+7%
150,Dripping Heart Lump,0.114,+16%,,+6%
151,Artificial Vessel,0.1,+16%,+6%,
152,Artificial Thorax,0.129,,+6%,+7%
153,Dripping Trunk Tissue,0.081,,+6%,+6%
154,Dripping Blood Pump,0.081,,+6%,+6%
155,Energetic Blood Pump,0.114,+16%,,+6%
156,Artificial Aorta,0.3,+16%,+12%,
157,Bionic Heart Lump,0.438,+16%,+9%,+10%
158,Artificial Trunk Tissue,0.333,+16%,+13%,
159,Bionic Thorax,0.248,+18%,,+6%
160,Artificial Thorax,0.1,+16%,+6%,
161,Artificial Aorta,0.167,+17%,+6%,
162,Artificial Muscle,0.367,,+6%,+12%
163,Synthetic Heart Lump,0.276,+17%,,+8%
164,Dripping Thorax,0.314,+18%,+7%,+6%
165,Bionic Aorta,0.181,,+9%,+6%
166,Bionic Muscle,0.367,+18%,+10%,
167,Synthetic Trunk Tissue,0.081,,+6%,+6%
168,Synthetic Chamber,0.314,+19%,,+6%
169,Dripping Ventricle,0.162,+16%,,+7%
170,Energetic Blood Sac,0.3,+18%,+8%,
171,Energetic Chamber,0.114,+16%,,+6%
172,Artificial Blood Sac,0.21,+16%,,+8%
173,Synthetic Ventricle,0.167,+17%,+6%,
174,Artificial Blood Pump,0.381,,+15%,+6%
175,Bionic Muscle,0.3,+19%,+6%,
176,Dripping Chamber,0.319,,+6%,+11%
177,Synthetic Blood Pump,0.248,+18%,,+6%
178,Energetic Chamber,0.233,+18%,+6%,
179,Bionic Ventricle,0.081,,+6%,+6%
180,Dripping Blood Sac,0.381,+20%,,+6%
181,Energetic Ventricle,0.162,+16%,,+7%
182,Energetic Aorta,0.638,+16%,+15%,+10%
183,Bionic Vessel,0.233,+18%,+6%,
184,Dripping Aorta,0.433,+17%,+14%,
185,Dripping Blood Pump,0.1,+16%,+6%,
186,Artificial Vessel,0.081,,+6%,+6%
187,Dripping Chamber,0.31,+16%,+8%,+8%
188,Energetic Aorta,0.367,+17%,+12%,+5%
189,Synthetic Blood Sac,0.348,,+14%,+6%
190,Energetic Blood Sac,0.448,+16%,+15%,+6%
191,Energetic Heart Lump,0.295,,+11%,+7%
192,Energetic Trunk Tissue,0.433,+17%,+14%,+5%
193,Artificial Aorta,0.443,+16%,+12%,+8%
194,Dripping Trunk Tissue,0.181,,+9%,+6%
195,Synthetic Chamber,0.519,,+12%,+11%
196,Bionic Chamber,0.114,,+7%,+6%
197,Energetic Blood Pump,0.195,,+8%,+7%
198,Energetic Thorax,0.1,+16%,+6%,
199,Dripping Blood Sac,0.248,,+11%,+6%
200,Energetic Heart Lump,0.233,+18%,+6%,
201,Energetic Blood Pump,0.433,+17%,+14%,
202,Bionic Blood Pump,0.181,+17%,,+6%
203,Energetic Blood Sac,0.2,+16%,+9%,
204,Energetic Aorta,0.248,,+11%,+6%
205,Synthetic Ventricle,0.552,,+13%,+11%
206,Bionic Blood Sac,0.486,+18%,,+11%
207,Artificial Thorax,0.352,+16%,,+11%
208,Energetic Blood Pump,0.838,+20%,+13%,+10%
209,Bionic Ventricle,0.386,,+8%,+11%
210,Bionic Heart Lump,0.476,+20%,,+8%
211,Bionic Aorta,0.248,,+11%,+6%
212,Synthetic Thorax,0.538,,+14%,+10%
213,Dripping Blood Sac,0.1,+16%,+6%,
214,Energetic Heart Lump,0.248,+18%,,+6%
215,Dripping Ventricle,0.229,+17%,,+7%
216,Artificial Trunk Tissue,0.081,,+6%,+6%
217,Energetic Chamber,0.167,+17%,+6%,
218,Synthetic Aorta,0.162,,+7%,+7%
219,Energetic Blood Sac,0.419,,+9%,+11%
220,Bionic Vessel,0.343,,+11%,+8%
221,Dripping Vessel,0.419,+17%,,+11%
222,Bionic Chamber,0.167,+16%,+8%,
223,Artificial Chamber,0.181,,+9%,+6%
224,Dripping Muscle,0.476,,+15%,+8%
225,Synthetic Blood Sac,0.419,+17%,,+11%
226,Energetic Muscle,0.148,+16%,+6%,+6%
227,Synthetic Vessel,0.367,+16%,+14%,
228,Synthetic Trunk Tissue,0.5,+16%,+8%,+12%
229,Energetic Blood Pump,0.081,,+6%,+6%
230,Bionic Vessel,0.586,,+14%,+11%
231,Bionic Heart Lump,0.281,,+12%,+6%
232,Synthetic Thorax,0.4,+20%,+7%,
233,Dripping Vessel,0.167,+17%,+6%,
234,Artificial Muscle,0.305,,+7%,+10%
235,Synthetic Thorax,0.267,+16%,+11%,
236,Artificial Chamber,0.381,,+15%,+6%
237,Bionic Blood Sac,0.348,,+14%,+6%
238,Bionic Aorta,0.7,+20%,+6%,+12%
239,Artificial Trunk Tissue,0.229,,+9%,+7%
240,Bionic Trunk Tissue,0.081,,+6%,+6%
241,Energetic Thorax,0.4,+20%,+7%,
242,Bionic Blood Pump,0.081,,+6%,+6%
243,Artificial Blood Pump,0.081,,+6%,+6%
244,Dripping Trunk Tissue,0.348,,+14%,+6%
245,Artificial Blood Pump,0.381,+20%,,+6%
246,Dripping Chamber,0.476,+20%,,+8%
247,Energetic Trunk Tissue,0.233,+16%,+10%,
248,Synthetic Thorax,0.414,+20%,+6%,+6%
249,Bionic Muscle,0.181,+17%,,+6%
250,Synthetic Muscle,0.281,+17%,+8%,+6%
251,Energetic Thorax,0.4,+16%,,+12%
252,Artificial Vessel,0.248,,+11%,+6%
253,Dripping Blood Sac,0.1,+16%,+6%,
254,Bionic Chamber,0.1,+16%,+6%,
255,Artificial Trunk Tissue,0.248,+18%,,+6%
256,Synthetic Blood Sac,0.267,+18%,+7%,
257,Synthetic Trunk Tissue,0.538,,+14%,+10%
258,Energetic Muscle,0.438,+18%,,+10%
259,Bionic Muscle,0.248,+18%,,+6%
260,Bionic Muscle,0.162,+16%,,+7%
261,Synthetic Heart Lump,0.081,,+6%,+6%
262,Synthetic Thorax,0.114,+16%,,+6%
263,Bionic Vessel,0.581,+18%,+15%,+6%
264,Synthetic Thorax,0.114,+16%,,+6%
265,Artificial Ventricle,0.1,+16%,+6%,
266,Synthetic Muscle,0.114,+16%,,+6%
267,Dripping Heart Lump,0.471,,+12%,+10%
268,Synthetic Ventricle,0.633,+20%,+14%,
269,Artificial Vessel,0.443,+18%,+8%,+8%
270,Bionic Chamber,0.4,+17%,+13%,
271,Synthetic Aorta,0.533,+20%,+11%,
272,Bionic Ventricle,0.281,,+12%,+6%
273,Bionic Heart Lump,0.148,+16%,+6%,+6%
274,Bionic Blood Pump,0.148,,+8%,+6%
275,Artificial Blood Pump,0.3,+16%,+12%,
276,Artificial Blood Sac,0.333,+17%,+11%,+5%
277,Dripping Ventricle,0.114,+16%,,+6%
278,Artificial Heart Lump,0.333,+19%,+7%,+5%
279,Energetic Chamber,0.314,+19%,,+6%
280,Dripping Thorax,0.267,+17%,+9%,
281,Artificial Aorta,0.533,+19%,+13%,
282,Synthetic Aorta,0.129,,+6%,+7%
283,Synthetic Blood Sac,0.3,+18%,+8%,
284,Synthetic Aorta,0.4,+18%,+11%,
285,Bionic Chamber,0.257,+16%,,+9%
286,Synthetic Muscle,0.081,,+6%,+6%
287,Synthetic Blood Pump,0.667,,+15%,+12%
288,Synthetic Trunk Tissue,0.114,+16%,,+6%
289,Bionic Trunk Tissue,0.21,+16%,,+8%
290,Dripping Vessel,0.233,+16%,+10%,
291,Artificial Vessel,0.381,+20%,,+6%
292,Dripping Trunk Tissue,0.586,,+14%,+11%
293,Artificial Muscle,0.233,+18%,+6%,
294,Dripping Vessel,0.281,+16%,+10%,+6%
295,Dripping Vessel,0.148,+16%,+6%,+6%
296,Synthetic Ventricle,0.633,+19%,+6%,+12%
297,Artificial Thorax,0.148,+16%,+6%,+6%
298,Dripping Trunk Tissue,0.4,+16%,,+12%
299,Artificial Chamber,0.067,+16%,+5%,
300,Energetic Chamber,0.429,+20%,,+7%
301,Bionic Muscle,0.605,+16%,+14%,+10%
302,Energetic Blood Sac,0.567,+19%,+14%,
303,Energetic Heart Lump,0.167,+17%,+6%,
304,Bionic Chamber,0.348,,+14%,+6%
305,Artificial Ventricle,0.295,,+11%,+7%
306,Artificial Blood Sac,0.381,+20%,,+6%
307,Artificial Ventricle,0.657,+19%,+11%,+9%
308,Bionic Trunk Tissue,0.243,,+8%,+8%
309,Energetic Trunk Tissue,0.381,,+15%,+6%
310,Dripping Thorax,0.438,+18%,,+10%
311,Dripping Aorta,0.1,+16%,+6%,
312,Energetic Aorta,0.181,+17%,,+6%
313,Synthetic Muscle,0.1,+16%,+6%,
314,Energetic Thorax,0.438,+18%,,+10%
315,Artificial Aorta,0.114,+16%,,+6%
316,Energetic Blood Sac,0.148,+16%,+6%,+6%
317,Synthetic Blood Sac,0.481,+18%,+12%,+6%
318,Dripping Thorax,0.21,+16%,,+8%
319,Synthetic Blood Pump,0.133,+16%,+7%,
320,Dripping Vessel,0.114,,+7%,+6%
321,Synthetic Thorax,0.448,+16%,+15%,+6%
322,Dripping Trunk Tissue,0.114,+16%,,+6%
323,Artificial Aorta,0.333,+17%,+11%,
324,Dripping Vessel,0.114,+16%,,+6%
325,Energetic Vessel,0.414,+18%,+10%,+6%
326,Energetic Ventricle,0.167,+17%,+6%,
327,Artificial Heart Lump,0.181,+17%,,+6%
328,Bionic Muscle,0.1,+16%,+6%,
329,Bionic Ventricle,0.381,,+15%,+6%
330,Energetic Ventricle,0.162,+16%,,+7%
331,Artificial Chamber,0.081,,+6%,+6%
332,Bionic Vessel,0.3,+17%,+10%,
333,Bionic Chamber,0.1,+16%,+6%,
334,Synthetic Thorax,0.162,,+7%,+7%
335,Energetic Blood Pump,0.31,+16%,+8%,+8%
336,Artificial Thorax,0.248,+18%,,+6%
337,Energetic Trunk Tissue,0.233,+16%,+10%,
338,Dripping Trunk Tissue,0.21,,+7%,+8%
339,Synthetic Vessel,0.352,+16%,,+11%
340,Artificial Muscle,0.181,+17%,,+6%
341,Dripping Trunk Tissue,0.081,,+6%,+6%
342,Artificial Aorta,0.771,+20%,+11%,+10%
343,Bionic Muscle,0.3,+16%,+12%,
344,Bionic Heart Lump,0.305,+16%,,+10%
345,Artificial Aorta,0.167,+17%,+6%,
346,Artificial Ventricle,0.5,+19%,+12%,
347,Bionic Muscle,0.114,+16%,,+6%
348,Bionic Trunk Tissue,0.248,,+11%,+6%
349,Synthetic Blood Pump,0.5,,+10%,+12%
350,Energetic Heart Lump,0.114,,+7%,+6%
351,Energetic Vessel,0.081,,+6%,+6%
352,Bionic Ventricle,0.167,+17%,+6%,
353,Bionic Muscle,0.1,+16%,+6%,
354,Bionic Aorta,0.395,,+14%,+7%
355,Artificial Heart Lump,0.443,+17%,+10%,+8%
356,Artificial Chamber,0.281,,+12%,+6%
357,Dripping Aorta,0.267,+17%,+9%,
358,Synthetic Vessel,0.329,,+12%,+7%
359,Synthetic Chamber,0.133,+16%,+7%,
360,Bionic Blood Sac,0.248,+18%,,+6%
361,Synthetic Vessel,0.114,+16%,,+6%
362,Artificial Aorta,0.114,+16%,,+6%
363,Synthetic Heart Lump,0.39,+16%,+9%,+9%
364,Bionic Muscle,0.524,,+15%,+9%
365,Artificial Blood Sac,0.167,+16%,+8%,
366,Synthetic Blood Pump,0.243,+16%,+6%,+8%
367,Dripping Chamber,0.6,+19%,+15%,
368,Bionic Muscle,0.167,+17%,+6%,
369,Dripping Vessel,0.167,+16%,+8%,
370,Energetic Thorax,0.257,+16%,,+9%
371,Dripping Heart Lump,0.467,+19%,+11%,
372,Energetic Thorax,0.362,+19%,,+7%
373,Artificial Blood Sac,0.348,+17%,+10%,+6%
374,Dripping Thorax,0.114,,+7%,+6%
375,Energetic Blood Pump,0.081,,+6%,+6%
376,Artificial Heart Lump,0.133,+16%,+7%,
377,Dripping Heart Lump,0.267,+18%,+7%,+5%
378,Synthetic Thorax,0.348,,+14%,+6%
379,Synthetic Vessel,0.357,,+10%,+9%
380,Artificial Blood Pump,0.114,+16%,,+6%
381,Dripping Thorax,0.314,,+13%,+6%
382,Dripping Ventricle,0.181,,+9%,+6%
383,Synthetic Thorax,0.333,+19%,+7%,
384,Synthetic Blood Pump,0.267,+17%,+9%,
385,Synthetic Blood Sac,0.1,+16%,+6%,
386,Artificial Blood Pump,0.338,+16%,+6%,+10%
387,Bionic Trunk Tissue,0.324,,+9%,+9%
388,Bionic Vessel,0.21,,+7%,+8%
389,Energetic Muscle,0.329,,+12%,+7%
390,Synthetic Muscle,0.1,+16%,+6%,
391,Bionic Thorax,0.352,+16%,,+11%
392,Dripping Thorax,0.081,,+6%,+6%
393,Bionic Vessel,0.195,,+8%,+7%
394,Synthetic Thorax,0.695,+19%,+15%,+7%
395,Bionic Chamber,0.081,,+6%,+6%
396,Synthetic Aorta,0.114,,+7%,+6%
397,Bionic Heart Lump,0.181,+16%,+7%,+6%
398,Synthetic Trunk Tissue,0.271,,+6%,+10%
399,Artificial Aorta,0.705,+20%,+9%,+10%
400,Artificial Chamber,0.381,+19%,+7%,+6%
401,Artificial Chamber,0.233,+17%,+8%,
402,Bionic Thorax,0.148,,+8%,+6%
403,Synthetic Blood Sac,0.319,,+6%,+11%
404,Synthetic Blood Sac,0.314,,+13%,+6%
405,Artificial Blood Sac,0.067,+16%,,+5%
406,Artificial Blood Pump,0.367,+20%,+6%,
407,Artificial Thorax,0.114,+16%,,+6%
408,Dripping Ventricle,0.367,+18%,+10%,
409,Bionic Muscle,0.5,+17%,+6%,+12%
410,Energetic Chamber,0.629,+18%,+15%,+7%
411,Artificial Vessel,0.295,+18%,,+7%
412,Dripping Aorta,0.181,,+9%,+6%
413,Bionic Muscle,0.114,,+7%,+6%
414,Energetic Aorta,0.1,+16%,+6%,
415,Synthetic Blood Sac,0.167,+17%,+6%,
416,Bionic Aorta,0.667,+19%,+7%,+12%
417,Bionic Ventricle,0.148,,+8%,+6%
418,Dripping Blood Sac,0.467,+17%,,+12%
419,Bionic Trunk Tissue,0.3,+16%,+12%,
420,Artificial Blood Pump,0.262,+16%,+8%,+7%
421,Synthetic Vessel,0.505,+19%,,+10%
422,Synthetic Muscle,0.405,+17%,+6%,+10%
423,Dripping Ventricle,0.471,+17%,+8%,+10%
424,Synthetic Heart Lump,0.214,,+10%,+6%
425,Artificial Blood Pump,0.267,+16%,+11%,
426,Artificial Muscle,0.319,,+6%,+11%
427,Energetic Vessel,0.148,+16%,+6%,+6%
428,Synthetic Thorax,0.148,+16%,+6%,+6%
429,Bionic Blood Sac,0.233,+18%,+6%,
430,Synthetic Thorax,0.4,+16%,,+12%
431,Dripping Blood Sac,0.41,,+13%,+8%
432,Artificial Trunk Tissue,0.114,,+7%,+6%
433,Artificial Aorta,0.114,+16%,,+6%
434,Dripping Heart Lump,0.295,,+11%,+7%
435,Bionic Blood Pump,0.2,+17%,+7%,
436,Bionic Muscle,0.4,+16%,+15%,
437,Bionic Aorta,0.2,+17%,+7%,
438,Synthetic Blood Pump,0.181,+17%,,+6%
439,Energetic Trunk Tissue,0.081,,+6%,+6%
440,Dripping Blood Pump,0.214,,+10%,+6%
441,Artificial Thorax,0.467,+19%,+11%,
442,Artificial Vessel,0.481,+17%,+14%,+6%
443,Dripping Muscle,0.324,+17%,,+9%
444,Energetic Vessel,0.148,,+8%,+6%
445,Energetic Thorax,0.3,+16%,+12%,
446,Artificial Thorax,0.1,+16%,+6%,
447,Artificial Chamber,0.3,+19%,+6%,
448,Synthetic Thorax,0.114,+16%,,+6%
449,Dripping Blood Pump,0.167,+17%,+6%,
450,Artificial Blood Sac,0.081,,+6%,+6%
451,Energetic Muscle,0.31,,+10%,+8%
452,Dripping Aorta,0.481,+18%,+12%,+6%
453,Energetic Aorta,0.081,,+6%,+6%
454,Dripping Blood Sac,0.381,,+15%,+6%
455,Synthetic Chamber,0.181,+17%,,+6%
456,Artificial Heart Lump,0.233,+17%,+8%,
457,Artificial Blood Pump,0.314,+19%,,+6%
458,Bionic Blood Pump,0.605,+16%,+14%,+10%
459,Energetic Thorax,0.248,+18%,,+6%
460,Dripping Trunk Tissue,0.214,,+10%,+6%
461,Synthetic Trunk Tissue,0.267,+17%,+9%,
462,Dripping Vessel,0.333,+17%,+11%,
463,Energetic Aorta,0.162,+16%,,+7%
464,Synthetic Vessel,0.181,+17%,,+6%
465,Energetic Muscle,0.4,+17%,+13%,
466,Dripping Trunk Tissue,0.181,+16%,+7%,+6%
467,Energetic Heart Lump,0.324,,+9%,+9%
468,Synthetic Vessel,0.295,+18%,,+7%
469,Bionic Heart Lump,0.305,+16%,,+10%
470,Energetic Trunk Tissue,0.433,+16%,+6%,+12%
471,Bionic Blood Pump,0.448,+16%,+15%,+6%
472,Synthetic Ventricle,0.476,+20%,,+8%
473,Synthetic Ventricle,0.133,+16%,+7%,
474,Bionic Chamber,0.114,,+7%,+6%
475,Bionic Thorax,0.248,,+11%,+6%
476,Synthetic Blood Pump,0.167,+17%,+6%,
477,Energetic Aorta,0.643,+19%,+12%,+8%
478,Energetic Trunk Tissue,0.4,+17%,+13%,
479,Artificial Thorax,0.114,+16%,,+6%
480,Dripping Aorta,0.429,+20%,,+7%
481,Bionic Heart Lump,0.167,+16%,+8%,
482,Bionic Muscle,0.181,,+9%,+6%
483,Artificial Vessel,0.181,,+9%,+6%
484,Synthetic Vessel,0.114,+16%,,+6%
485,Bionic Blood Pump,0.343,+18%,,+8%
486,Bionic Heart Lump,0.081,,+6%,+6%
487,Dripping Heart Lump,0.248,+18%,,+6%
488,Synthetic Aorta,0.267,+16%,+11%,
489,Energetic Ventricle,0.181,+16%,+7%,+6%
490,Bionic Trunk Tissue,0.21,+16%,,+8%
491,Energetic Chamber,0.486,+18%,,+11%
492,Dripping Chamber,0.148,+16%,+6%,+6%
493,Synthetic Blood Pump,0.271,,+6%,+10%
494,Bionic Thorax,0.1,+16%,+6%,
495,Bionic Aorta,0.567,+20%,+12%,
496,Synthetic Chamber,0.114,+16%,,+6%
497,Energetic Ventricle,0.281,,+12%,+6%
498,Energetic Thorax,0.314,+19%,,+6%
499,Energetic Trunk Tissue,0.305,,+7%,+10%
500,Synthetic Blood Sac,0.4,+18%,+11%,
501,Synthetic Vessel,0.433,+19%,+10%,
502,Synthetic Blood Sac,0.3,+19%,+6%,
503,Bionic Chamber,0.21,+16%,,+8%
504,Bionic Heart Lump,0.314,+19%,,+6%
505,Artificial Muscle,0.367,+20%,+6%,
506,Energetic Blood Pump,0.367,+20%,+6%,
507,Artificial Thorax,0.414,+17%,+12%,+6%
508,Dripping Muscle,0.1,+16%,+6%,
509,Synthetic Heart Lump,0.381,,+15%,+6%
510,Energetic Heart Lump,0.214,+16%,+8%,+6%
511,Energetic Blood Pump,0.2,+17%,+7%,
512,Bionic Vessel,0.348,,+14%,+6%
513,Synthetic Blood Sac,0.167,+16%,+8%,
514,Dripping Blood Pump,0.081,,+6%,+6%
515,Energetic Ventricle,0.114,+16%,,+6%
516,Synthetic Chamber,0.343,+18%,,+8%
517,Artificial Blood Pump,0.248,+18%,,+6%
518,Dripping Trunk Tissue,0.21,+16%,,+8%
519,Bionic Thorax,0.1,+16%,+6%,
520,Bionic Vessel,0.176,,+6%,+8%
521,Artificial Trunk Tissue,0.114,+16%,,+6%
522,Bionic Heart Lump,0.367,+18%,+10%,
523,Artificial Trunk Tissue,0.248,+16%,+9%,+6%
524,Artificial Vessel,0.181,+17%,,+6%
525,Dripping Aorta,0.114,,+7%,+6%
526,Energetic Blood Sac,0.233,+18%,+6%,
527,Energetic Chamber,0.21,+16%,,+8%
528,Dripping Blood Pump,0.476,+20%,,+8%
529,Bionic Vessel,0.114,,+7%,+6%
530,Synthetic Trunk Tissue,0.1,+16%,+6%,
531,Artificial Thorax,0.733,+18%,+11%,+12%
532,Artificial Muscle,0.348,,+14%,+6%
533,Energetic Trunk Tissue,0.367,+16%,+14%,
534,Energetic Aorta,0.476,,+15%,+8%
535,Synthetic Chamber,0.533,+18%,,+12%
536,Energetic Blood Sac,0.4,+18%,+11%,
537,Dripping Aorta,0.395,,+14%,+7%
538,Bionic Ventricle,0.148,+16%,+6%,+6%
