Seed	Name	Perfection	Ship_Launcher_TakeOffCost
80	Gelatinous Tendril	1.0	-15%
81	Floppy Coils	1.0	-15%
82	Crying Bio-Anomaly	1.0	-15%
83	Crying Tendril	1.0	-15%
84	Gelatinous Tendril	0.25	-12%
85	Humming Nodules	1.0	-15%
86	Connected Bio-Anomaly	1.0	-15%
87	Floppy Brain Node	1.0	-15%
88	Humming Bio-Anomaly	1.0	-15%
89	Floppy Coils	1.0	-15%
90	Humming Brain Node	1.0	-15%
91	Crying Jelly	0.25	-12%
92	Gelatinous Brain Node	0.75	-14%
93	Gelatinous Lobes	1.0	-15%
94	Connected Coils	0.75	-14%
95	Gelatinous Jelly	1.0	-15%
96	Gelatinous Brain Node	0.75	-14%
97	Floppy Jelly	0.75	-14%
98	Connected Brain Node	1.0	-15%
99	Humming Tendril	0.5	-13%
100	Humming Clusters	1.0	-15%
101	Gelatinous Membrane	1.0	-15%
102	Floppy Jelly	1.0	-15%
103	Connected Nodules	1.0	-15%
104	Connected Clusters	0.75	-14%
105	Connected Jelly	0.75	-14%
106	Connected Jelly	0.0	-11%
107	Connected Bio-Anomaly	1.0	-15%
108	Gelatinous Bio-Anomaly	1.0	-15%
109	Connected Nodules	0.25	-12%
110	Floppy Clusters	1.0	-15%
111	Crying Lobes	1.0	-15%
112	Gelatinous Jelly	1.0	-15%
113	Humming Coils	1.0	-15%
114	Crying Clusters	0.75	-14%
115	Gelatinous Clusters	0.5	-13%
116	Gelatinous Brain Node	0.75	-14%
117	Humming Clusters	1.0	-15%
118	Gelatinous Brain Node	0.75	-14%
119	Connected Coils	0.25	-12%
120	Gelatinous Brain Node	0.0	-11%
121	Gelatinous Brain Node	1.0	-15%
122	Gelatinous Coils	1.0	-15%
123	Connected Brain Node	0.75	-14%
124	Crying Coils	1.0	-15%
125	Floppy Tendril	1.0	-15%
126	Crying Lobes	1.0	-15%
127	Gelatinous Nodules	1.0	-15%
128	Connected Tendril	1.0	-15%
129	Humming Tendril	0.75	-14%
130	Humming Brain Node	0.25	-12%
131	Connected Jelly	1.0	-15%
132	Connected Brain Node	1.0	-15%
133	Crying Brain Node	1.0	-15%
134	Gelatinous Membrane	1.0	-15%
135	Floppy Tendril	1.0	-15%
136	Gelatinous Clusters	0.75	-14%
137	Connected Tendril	1.0	-15%
138	Gelatinous Brain Node	0.25	-12%
139	Connected Membrane	1.0	-15%
140	Gelatinous Lobes	1.0	-15%
141	Crying Bio-Anomaly	1.0	-15%
142	Gelatinous Lobes	1.0	-15%
143	Humming Clusters	1.0	-15%
144	Connected Tendril	1.0	-15%
145	Humming Nodules	0.75	-14%
146	Floppy Brain Node	0.0	-11%
147	Connected Coils	1.0	-15%
148	Humming Jelly	0.0	-11%
149	Crying Membrane	0.5	-13%
150	Humming Brain Node	1.0	-15%
151	Crying Membrane	1.0	-15%
152	Crying Jelly	0.0	-11%
153	Humming Bio-Anomaly	0.5	-13%
154	Humming Brain Node	0.0	-11%
155	Floppy Brain Node	1.0	-15%
156	Crying Coils	1.0	-15%
157	Connected Brain Node	1.0	-15%
158	Crying Bio-Anomaly	1.0	-15%
159	Connected Jelly	1.0	-15%
160	Crying Jelly	1.0	-15%
161	Crying Coils	1.0	-15%
162	Crying Clusters	0.25	-12%
163	Gelatinous Brain Node	1.0	-15%
164	Humming Jelly	1.0	-15%
165	Connected Coils	0.75	-14%
166	Connected Clusters	1.0	-15%
167	Gelatinous Bio-Anomaly	0.75	-14%
168	Gelatinous Lobes	1.0	-15%
169	Humming Tendril	1.0	-15%
170	Floppy Nodules	1.0	-15%
171	Floppy Lobes	1.0	-15%
172	Crying Nodules	1.0	-15%
173	Gelatinous Tendril	1.0	-15%
174	Crying Brain Node	0.0	-11%
175	Connected Clusters	1.0	-15%
176	Humming Lobes	0.5	-13%
177	Gelatinous Brain Node	1.0	-15%
178	Floppy Lobes	1.0	-15%
179	Connected Tendril	0.0	-11%
180	Humming Nodules	1.0	-15%
181	Floppy Tendril	1.0	-15%
182	Floppy Coils	0.25	-12%
183	Connected Membrane	1.0	-15%
184	Humming Coils	1.0	-15%
185	Humming Brain Node	1.0	-15%
186	Crying Membrane	0.0	-11%
187	Humming Lobes	0.75	-14%
188	Floppy Coils	1.0	-15%
189	Gelatinous Nodules	0.25	-12%
190	Floppy Nodules	1.0	-15%
191	Floppy Brain Node	0.75	-14%
192	Floppy Bio-Anomaly	1.0	-15%
193	Crying Coils	1.0	-15%
194	Humming Bio-Anomaly	0.75	-14%
195	Gelatinous Lobes	0.75	-14%
196	Connected Lobes	0.0	-11%
197	Floppy Brain Node	0.75	-14%
198	Floppy Jelly	1.0	-15%
199	Humming Nodules	0.75	-14%
200	Floppy Brain Node	1.0	-15%
201	Floppy Brain Node	1.0	-15%
202	Connected Brain Node	1.0	-15%
203	Floppy Nodules	1.0	-15%
204	Floppy Coils	0.0	-11%
205	Gelatinous Tendril	0.25	-12%
206	Connected Nodules	1.0	-15%
207	Crying Jelly	1.0	-15%
208	Floppy Brain Node	1.0	-15%
209	Connected Tendril	0.5	-13%
210	Connected Brain Node	1.0	-15%
211	Connected Coils	0.0	-11%
212	Gelatinous Jelly	0.0	-11%
213	Humming Nodules	1.0	-15%
214	Floppy Brain Node	1.0	-15%
215	Humming Tendril	1.0	-15%
216	Crying Bio-Anomaly	0.75	-14%
217	Floppy Lobes	1.0	-15%
218	Gelatinous Coils	0.5	-13%
219	Floppy Nodules	0.75	-14%
220	Connected Membrane	0.5	-13%
221	Humming Membrane	1.0	-15%
222	Connected Lobes	1.0	-15%
223	Crying Lobes	0.25	-12%
224	Humming Clusters	0.25	-12%
225	Gelatinous Nodules	1.0	-15%
226	Floppy Clusters	0.5	-13%
227	Gelatinous Membrane	1.0	-15%
228	Gelatinous Bio-Anomaly	1.0	-15%
229	Floppy Brain Node	0.75	-14%
230	Connected Membrane	0.5	-13%
231	Connected Brain Node	0.25	-12%
232	Gelatinous Jelly	1.0	-15%
233	Humming Membrane	1.0	-15%
234	Crying Clusters	0.5	-13%
235	Gelatinous Jelly	1.0	-15%
236	Crying Lobes	0.75	-14%
237	Connected Nodules	0.75	-14%
238	Connected Coils	0.0	-11%
239	Crying Bio-Anomaly	0.5	-13%
240	Connected Bio-Anomaly	0.0	-11%
241	Floppy Jelly	1.0	-15%
242	Connected Brain Node	0.25	-12%
243	Crying Brain Node	0.25	-12%
244	Humming Bio-Anomaly	0.5	-13%
245	Crying Brain Node	1.0	-15%
246	Humming Lobes	1.0	-15%
247	Floppy Bio-Anomaly	1.0	-15%
248	Gelatinous Jelly	0.25	-12%
249	Connected Clusters	1.0	-15%
250	Gelatinous Clusters	1.0	-15%
251	Floppy Jelly	1.0	-15%
252	Crying Membrane	0.75	-14%
253	Humming Nodules	1.0	-15%
254	Connected Lobes	1.0	-15%
255	Crying Bio-Anomaly	1.0	-15%
256	Gelatinous Nodules	1.0	-15%
257	Gelatinous Bio-Anomaly	0.5	-13%
258	Floppy Clusters	1.0	-15%
259	Connected Clusters	1.0	-15%
260	Connected Clusters	1.0	-15%
261	Gelatinous Brain Node	0.0	-11%
262	Gelatinous Jelly	1.0	-15%
263	Connected Membrane	1.0	-15%
264	Gelatinous Jelly	1.0	-15%
265	Crying Tendril	1.0	-15%
266	Gelatinous Clusters	1.0	-15%
267	Humming Brain Node	0.5	-13%
268	Gelatinous Tendril	1.0	-15%
269	Crying Membrane	1.0	-15%
270	Connected Lobes	1.0	-15%
271	Gelatinous Coils	1.0	-15%
272	Connected Tendril	0.75	-14%
273	Connected Brain Node	1.0	-15%
274	Connected Brain Node	0.5	-13%
275	Crying Brain Node	1.0	-15%
276	Crying Nodules	1.0	-15%
277	Humming Tendril	1.0	-15%
278	Crying Brain Node	1.0	-15%
279	Floppy Lobes	1.0	-15%
280	Humming Jelly	1.0	-15%
281	Crying Coils	1.0	-15%
282	Gelatinous Coils	0.0	-11%
283	Gelatinous Nodules	1.0	-15%
284	Gelatinous Coils	1.0	-15%
285	Connected Lobes	1.0	-15%
286	Gelatinous Clusters	0.5	-13%
287	Gelatinous Brain Node	0.25	-12%
288	Gelatinous Bio-Anomaly	1.0	-15%
289	Connected Bio-Anomaly	1.0	-15%
290	Humming Membrane	1.0	-15%
291	Crying Membrane	1.0	-15%
292	Humming Bio-Anomaly	0.5	-13%
293	Crying Clusters	1.0	-15%
294	Humming Membrane	1.0	-15%
295	Humming Membrane	1.0	-15%
296	Gelatinous Tendril	1.0	-15%
297	Crying Jelly	1.0	-15%
298	Humming Bio-Anomaly	1.0	-15%
299	Crying Lobes	1.0	-15%
300	Floppy Lobes	1.0	-15%
301	Connected Clusters	1.0	-15%
302	Floppy Nodules	1.0	-15%
303	Floppy Brain Node	1.0	-15%
304	Connected Lobes	0.5	-13%
305	Crying Tendril	0.75	-14%
306	Crying Nodules	1.0	-15%
307	Crying Tendril	0.0	-11%
308	Connected Bio-Anomaly	0.25	-12%
309	Floppy Bio-Anomaly	0.75	-14%
310	Humming Jelly	1.0	-15%
311	Humming Coils	1.0	-15%
312	Floppy Coils	1.0	-15%
313	Gelatinous Clusters	1.0	-15%
314	Floppy Jelly	1.0	-15%
315	Crying Coils	1.0	-15%
316	Floppy Nodules	1.0	-15%
317	Gelatinous Nodules	1.0	-15%
318	Humming Jelly	1.0	-15%
319	Gelatinous Brain Node	1.0	-15%
320	Humming Membrane	0.5	-13%
321	Gelatinous Jelly	1.0	-15%
322	Humming Bio-Anomaly	1.0	-15%
323	Crying Coils	1.0	-15%
324	Humming Membrane	1.0	-15%
325	Floppy Membrane	1.0	-15%
326	Floppy Tendril	1.0	-15%
327	Crying Brain Node	1.0	-15%
328	Connected Clusters	1.0	-15%
329	Connected Tendril	0.75	-14%
330	Floppy Tendril	1.0	-15%
331	Crying Lobes	0.5	-13%
332	Connected Membrane	1.0	-15%
333	Connected Lobes	1.0	-15%
334	Gelatinous Jelly	0.25	-12%
335	Floppy Brain Node	1.0	-15%
336	Crying Jelly	1.0	-15%
337	Floppy Bio-Anomaly	1.0	-15%
338	Humming Bio-Anomaly	0.5	-13%
339	Gelatinous Membrane	1.0	-15%
340	Crying Clusters	1.0	-15%
341	Humming Bio-Anomaly	0.25	-12%
342	Crying Coils	1.0	-15%
343	Connected Clusters	1.0	-15%
344	Connected Brain Node	1.0	-15%
345	Crying Coils	1.0	-15%
346	Crying Tendril	1.0	-15%
347	Connected Clusters	1.0	-15%
348	Connected Bio-Anomaly	0.75	-14%
349	Gelatinous Brain Node	0.0	-11%
350	Floppy Brain Node	0.75	-14%
351	Floppy Membrane	0.25	-12%
352	Connected Tendril	1.0	-15%
353	Connected Clusters	1.0	-15%
354	Connected Coils	0.5	-13%
355	Crying Brain Node	0.75	-14%
356	Crying Lobes	0.75	-14%
357	Humming Coils	1.0	-15%
358	Gelatinous Membrane	0.75	-14%
359	Gelatinous Lobes	1.0	-15%
360	Connected Nodules	1.0	-15%
361	Gelatinous Membrane	1.0	-15%
362	Crying Coils	1.0	-15%
363	Gelatinous Brain Node	0.75	-14%
364	Connected Clusters	0.75	-14%
365	Crying Nodules	1.0	-15%
366	Gelatinous Brain Node	0.75	-14%
367	Humming Lobes	1.0	-15%
368	Connected Clusters	1.0	-15%
369	Humming Membrane	1.0	-15%
370	Floppy Jelly	1.0	-15%
371	Humming Brain Node	1.0	-15%
372	Floppy Jelly	1.0	-15%
373	Crying Nodules	1.0	-15%
374	Humming Jelly	0.5	-13%
375	Floppy Brain Node	0.25	-12%
376	Crying Brain Node	1.0	-15%
377	Humming Brain Node	1.0	-15%
378	Gelatinous Jelly	0.0	-11%
379	Gelatinous Membrane	0.25	-12%
380	Crying Brain Node	1.0	-15%
381	Humming Jelly	0.25	-12%
382	Humming Tendril	0.0	-11%
383	Gelatinous Jelly	1.0	-15%
384	Gelatinous Brain Node	1.0	-15%
385	Gelatinous Nodules	1.0	-15%
386	Crying Brain Node	0.5	-13%
387	Connected Bio-Anomaly	0.0	-11%
388	Connected Membrane	0.75	-14%
389	Floppy Clusters	0.75	-14%
390	Gelatinous Clusters	1.0	-15%
391	Connected Jelly	1.0	-15%
392	Humming Jelly	0.75	-14%
393	Connected Membrane	0.25	-12%
394	Gelatinous Jelly	1.0	-15%
395	Connected Lobes	0.25	-12%
396	Gelatinous Coils	0.5	-13%
397	Connected Brain Node	0.5	-13%
398	Gelatinous Bio-Anomaly	0.75	-14%
399	Crying Coils	0.5	-13%
400	Crying Lobes	1.0	-15%
401	Crying Lobes	1.0	-15%
402	Connected Jelly	0.5	-13%
403	Gelatinous Nodules	0.75	-14%
404	Gelatinous Nodules	0.0	-11%
405	Crying Nodules	1.0	-15%
406	Crying Brain Node	1.0	-15%
407	Crying Jelly	1.0	-15%
408	Humming Tendril	1.0	-15%
409	Connected Clusters	1.0	-15%
410	Floppy Lobes	0.75	-14%
411	Crying Membrane	1.0	-15%
412	Humming Coils	0.75	-14%
413	Connected Clusters	0.5	-13%
414	Floppy Coils	1.0	-15%
415	Gelatinous Nodules	1.0	-15%
416	Connected Coils	1.0	-15%
417	Connected Tendril	0.75	-14%
418	Humming Nodules	1.0	-15%
419	Connected Bio-Anomaly	1.0	-15%
420	Crying Brain Node	1.0	-15%
421	Gelatinous Membrane	1.0	-15%
422	Gelatinous Clusters	0.25	-12%
423	Humming Tendril	1.0	-15%
424	Gelatinous Brain Node	0.0	-11%
425	Crying Brain Node	1.0	-15%
426	Crying Clusters	0.75	-14%
427	Floppy Membrane	1.0	-15%
428	Gelatinous Jelly	1.0	-15%
429	Connected Nodules	1.0	-15%
430	Gelatinous Jelly	1.0	-15%
431	Humming Nodules	0.75	-14%
432	Crying Bio-Anomaly	0.25	-12%
433	Crying Coils	1.0	-15%
434	Humming Brain Node	0.0	-11%
435	Connected Brain Node	1.0	-15%
436	Connected Clusters	1.0	-15%
437	Connected Coils	1.0	-15%
438	Gelatinous Brain Node	1.0	-15%
439	Floppy Bio-Anomaly	0.75	-14%
440	Humming Brain Node	0.5	-13%
441	Crying Jelly	1.0	-15%
442	Crying Membrane	0.75	-14%
443	Humming Clusters	1.0	-15%
444	Floppy Membrane	0.5	-13%
445	Floppy Jelly	1.0	-15%
446	Crying Jelly	1.0	-15%
447	Crying Lobes	1.0	-15%
448	Gelatinous Jelly	1.0	-15%
449	Humming Brain Node	1.0	-15%
450	Crying Nodules	0.25	-12%
451	Floppy Clusters	0.5	-13%
452	Humming Coils	1.0	-15%
453	Floppy Coils	0.75	-14%
454	Humming Nodules	0.75	-14%
455	Gelatinous Lobes	1.0	-15%
456	Crying Brain Node	1.0	-15%
457	Crying Brain Node	1.0	-15%
458	Connected Brain Node	1.0	-15%
459	Floppy Jelly	1.0	-15%
460	Humming Bio-Anomaly	0.75	-14%
461	Gelatinous Bio-Anomaly	1.0	-15%
462	Humming Membrane	1.0	-15%
463	Floppy Coils	1.0	-15%
464	Gelatinous Membrane	1.0	-15%
465	Floppy Clusters	1.0	-15%
466	Humming Bio-Anomaly	1.0	-15%
467	Floppy Brain Node	0.25	-12%
468	Gelatinous Membrane	1.0	-15%
469	Connected Brain Node	1.0	-15%
470	Floppy Bio-Anomaly	1.0	-15%
471	Connected Brain Node	0.75	-14%
472	Gelatinous Tendril	1.0	-15%
473	Gelatinous Tendril	1.0	-15%
474	Connected Lobes	0.75	-14%
475	Connected Jelly	0.25	-12%
476	Gelatinous Brain Node	1.0	-15%
477	Floppy Coils	1.0	-15%
478	Floppy Bio-Anomaly	1.0	-15%
479	Crying Jelly	1.0	-15%
480	Humming Coils	1.0	-15%
481	Connected Brain Node	1.0	-15%
482	Connected Clusters	0.25	-12%
483	Crying Membrane	0.75	-14%
484	Gelatinous Membrane	1.0	-15%
485	Connected Brain Node	1.0	-15%
486	Connected Brain Node	0.75	-14%
487	Humming Brain Node	1.0	-15%
488	Gelatinous Coils	1.0	-15%
489	Floppy Tendril	1.0	-15%
490	Connected Bio-Anomaly	1.0	-15%
491	Floppy Lobes	1.0	-15%
492	Humming Lobes	1.0	-15%
493	Gelatinous Brain Node	0.25	-12%
494	Connected Jelly	1.0	-15%
495	Connected Coils	1.0	-15%
496	Gelatinous Lobes	1.0	-15%
497	Floppy Tendril	0.75	-14%
498	Floppy Jelly	1.0	-15%
499	Floppy Bio-Anomaly	0.75	-14%
500	Gelatinous Nodules	1.0	-15%
501	Gelatinous Membrane	1.0	-15%
502	Gelatinous Nodules	1.0	-15%
503	Connected Lobes	1.0	-15%
504	Connected Brain Node	1.0	-15%
505	Crying Clusters	1.0	-15%
506	Floppy Brain Node	1.0	-15%
507	Crying Jelly	0.0	-11%
508	Humming Clusters	1.0	-15%
509	Gelatinous Brain Node	0.75	-14%
510	Floppy Brain Node	1.0	-15%
511	Floppy Brain Node	1.0	-15%
512	Connected Membrane	0.25	-12%
513	Gelatinous Nodules	1.0	-15%
514	Humming Brain Node	0.0	-11%
515	Floppy Tendril	1.0	-15%
516	Gelatinous Lobes	1.0	-15%
517	Crying Brain Node	1.0	-15%
518	Humming Bio-Anomaly	1.0	-15%
519	Connected Jelly	1.0	-15%
520	Connected Membrane	0.0	-11%
521	Crying Bio-Anomaly	1.0	-15%
522	Connected Brain Node	1.0	-15%
523	Crying Bio-Anomaly	1.0	-15%
524	Crying Membrane	1.0	-15%
525	Humming Coils	0.25	-12%
526	Floppy Nodules	1.0	-15%
527	Floppy Lobes	1.0	-15%
528	Humming Brain Node	1.0	-15%
529	Connected Membrane	0.5	-13%
530	Gelatinous Bio-Anomaly	1.0	-15%
531	Crying Jelly	0.5	-13%
532	Crying Clusters	0.75	-14%
533	Floppy Bio-Anomaly	1.0	-15%
534	Floppy Coils	0.75	-14%
535	Gelatinous Lobes	1.0	-15%
536	Floppy Nodules	1.0	-15%
537	Humming Coils	0.75	-14%
538	Connected Tendril	1.0	-15%
539	Crying Nodules	1.0	-15%
540	Humming Clusters	1.0	-15%
541	Crying Brain Node	1.0	-15%
542	Humming Jelly	0.75	-14%
543	Crying Bio-Anomaly	1.0	-15%
544	Humming Coils	0.75	-14%
545	Gelatinous Nodules	0.0	-11%
546	Gelatinous Membrane	0.0	-11%
547	Crying Bio-Anomaly	0.0	-11%
548	Humming Bio-Anomaly	1.0	-15%
549	Gelatinous Lobes	1.0	-15%
550	Humming Jelly	0.25	-12%
551	Crying Coils	0.25	-12%
552	Connected Nodules	0.5	-13%
553	Gelatinous Nodules	1.0	-15%
554	Connected Brain Node	1.0	-15%
555	Crying Membrane	1.0	-15%
556	Floppy Membrane	1.0	-15%
557	Floppy Coils	0.0	-11%
558	Connected Brain Node	1.0	-15%
559	Crying Brain Node	1.0	-15%
560	Gelatinous Membrane	1.0	-15%
561	Gelatinous Coils	1.0	-15%
562	Gelatinous Lobes	1.0	-15%
563	Crying Brain Node	1.0	-15%
564	Humming Brain Node	1.0	-15%
565	Floppy Jelly	0.25	-12%
566	Floppy Tendril	1.0	-15%
567	Humming Membrane	1.0	-15%
568	Gelatinous Tendril	1.0	-15%
569	Connected Tendril	0.5	-13%
570	Connected Nodules	0.25	-12%
571	Gelatinous Nodules	1.0	-15%
572	Crying Nodules	1.0	-15%
573	Floppy Jelly	1.0	-15%
574	Gelatinous Membrane	0.5	-13%
575	Connected Jelly	0.75	-14%
576	Connected Nodules	0.75	-14%
577	Gelatinous Nodules	1.0	-15%
578	Connected Lobes	1.0	-15%
579	Humming Lobes	1.0	-15%
580	Floppy Membrane	0.5	-13%
581	Gelatinous Jelly	1.0	-15%
582	Connected Brain Node	1.0	-15%
583	Floppy Brain Node	1.0	-15%
584	Floppy Lobes	0.75	-14%
585	Floppy Lobes	1.0	-15%
586	Humming Brain Node	0.25	-12%
587	Floppy Brain Node	1.0	-15%
588	Floppy Tendril	1.0	-15%
589	Floppy Brain Node	1.0	-15%
590	Gelatinous Tendril	1.0	-15%
591	Humming Nodules	1.0	-15%
592	Humming Bio-Anomaly	1.0	-15%
593	Gelatinous Coils	0.0	-11%
594	Humming Brain Node	1.0	-15%
595	Floppy Bio-Anomaly	1.0	-15%
596	Gelatinous Nodules	1.0	-15%
597	Humming Nodules	1.0	-15%
598	Gelatinous Coils	1.0	-15%
599	Gelatinous Coils	1.0	-15%
600	Floppy Nodules	0.75	-14%
601	Floppy Coils	1.0	-15%
602	Connected Clusters	1.0	-15%
603	Gelatinous Membrane	0.75	-14%
604	Connected Brain Node	1.0	-15%
605	Humming Clusters	1.0	-15%
606	Gelatinous Clusters	1.0	-15%
607	Gelatinous Coils	1.0	-15%
608	Connected Brain Node	1.0	-15%
609	Floppy Tendril	1.0	-15%
610	Humming Brain Node	0.75	-14%
611	Floppy Lobes	0.75	-14%
612	Gelatinous Coils	1.0	-15%
613	Floppy Coils	1.0	-15%
614	Connected Nodules	1.0	-15%
615	Floppy Nodules	1.0	-15%
616	Humming Nodules	1.0	-15%
617	Gelatinous Lobes	1.0	-15%
618	Floppy Tendril	1.0	-15%
619	Crying Coils	1.0	-15%
620	Humming Jelly	0.0	-11%
621	Connected Bio-Anomaly	1.0	-15%
622	Humming Jelly	1.0	-15%
623	Connected Lobes	1.0	-15%
624	Humming Brain Node	0.25	-12%
625	Connected Jelly	1.0	-15%
626	Floppy Bio-Anomaly	0.25	-12%
627	Connected Jelly	1.0	-15%
628	Crying Jelly	0.0	-11%
629	Gelatinous Nodules	1.0	-15%
630	Gelatinous Brain Node	0.0	-11%
631	Gelatinous Coils	1.0	-15%
632	Floppy Jelly	0.5	-13%
633	Crying Coils	1.0	-15%
634	Floppy Coils	0.5	-13%
635	Crying Jelly	1.0	-15%
636	Floppy Tendril	1.0	-15%
637	Crying Clusters	1.0	-15%
638	Crying Coils	1.0	-15%
639	Gelatinous Clusters	0.75	-14%
640	Connected Lobes	0.75	-14%
641	Gelatinous Coils	0.75	-14%
642	Humming Coils	0.5	-13%
643	Humming Bio-Anomaly	1.0	-15%
644	Floppy Brain Node	1.0	-15%
645	Humming Brain Node	1.0	-15%
646	Humming Membrane	1.0	-15%
647	Gelatinous Bio-Anomaly	0.5	-13%
648	Connected Jelly	1.0	-15%
649	Floppy Jelly	0.0	-11%
650	Connected Clusters	0.5	-13%
651	Gelatinous Coils	1.0	-15%
652	Gelatinous Clusters	0.5	-13%
653	Connected Brain Node	1.0	-15%
654	Gelatinous Brain Node	1.0	-15%
655	Gelatinous Nodules	1.0	-15%
656	Humming Bio-Anomaly	0.5	-13%
657	Humming Membrane	1.0	-15%
658	Floppy Clusters	0.75	-14%
659	Crying Coils	0.75	-14%
660	Crying Tendril	1.0	-15%
661	Gelatinous Jelly	1.0	-15%
662	Floppy Jelly	1.0	-15%
663	Connected Membrane	0.5	-13%
664	Gelatinous Brain Node	0.25	-12%
665	Humming Bio-Anomaly	0.5	-13%
666	Crying Coils	0.5	-13%
667	Gelatinous Membrane	0.25	-12%
668	Humming Bio-Anomaly	1.0	-15%
669	Gelatinous Brain Node	1.0	-15%
670	Humming Brain Node	1.0	-15%
671	Crying Membrane	0.75	-14%
672	Connected Bio-Anomaly	0.75	-14%
673	Connected Clusters	1.0	-15%
674	Gelatinous Membrane	1.0	-15%
675	Crying Jelly	0.75	-14%
676	Humming Coils	1.0	-15%
677	Floppy Nodules	0.25	-12%
678	Gelatinous Bio-Anomaly	0.75	-14%
679	Crying Bio-Anomaly	0.75	-14%
680	Floppy Brain Node	1.0	-15%
681	Crying Brain Node	1.0	-15%
682	Gelatinous Coils	1.0	-15%
683	Humming Clusters	1.0	-15%
684	Floppy Lobes	1.0	-15%
685	Crying Brain Node	1.0	-15%
686	Connected Jelly	1.0	-15%
687	Connected Brain Node	1.0	-15%
688	Connected Brain Node	1.0	-15%
689	Floppy Brain Node	1.0	-15%
690	Humming Membrane	1.0	-15%
691	Humming Brain Node	0.5	-13%
692	Crying Clusters	1.0	-15%
693	Floppy Coils	1.0	-15%
694	Crying Nodules	1.0	-15%
695	Crying Clusters	0.75	-14%
696	Floppy Bio-Anomaly	1.0	-15%
697	Connected Brain Node	0.0	-11%
698	Connected Jelly	1.0	-15%
699	Floppy Brain Node	1.0	-15%
700	Crying Tendril	1.0	-15%
701	Humming Clusters	1.0	-15%
702	Humming Bio-Anomaly	0.5	-13%
703	Floppy Brain Node	1.0	-15%
704	Gelatinous Lobes	0.75	-14%
705	Crying Jelly	1.0	-15%
706	Connected Membrane	0.5	-13%
707	Humming Membrane	1.0	-15%
708	Humming Tendril	1.0	-15%
709	Connected Membrane	1.0	-15%
710	Connected Coils	1.0	-15%
711	Crying Coils	0.5	-13%
712	Crying Nodules	1.0	-15%
713	Floppy Tendril	1.0	-15%
714	Gelatinous Tendril	0.25	-12%
715	Humming Lobes	1.0	-15%
