Seed	Name	Perfection	Ship_Weapons_Guns_Damage	Ship_Weapons_Guns_Rate	Ship_Weapons_Guns_HeatTime
55	Infinite Crevice	1.0	+8%	+3%	+3%
56	Infinite Mouth	0.833	+7%	+3%	+3%
57	Foul Lips	1.0	+8%	+3%	+3%
58	Boundless Vent Chamber	0.833	+7%	+3%	+3%
59	Vile Crevice	0.667	+6%	+3%	+3%
60	Vile Beak	0.833	+7%	+3%	+3%
61	Foul Lips	0.667	+6%	+3%	+3%
62	Foul Gills	0.667	+6%	+3%	+3%
63	Infinite Cyst	0.667	+6%	+3%	+3%
64	Infinite Lips	0.833	+7%	+3%	+3%
65	Vast Gills	1.0	+8%	+3%	+3%
66	Boundless Cyst	1.0	+8%	+3%	+3%
67	Vast Crevice	0.667	+6%	+3%	+3%
68	Vast Cavity	0.667	+6%	+3%	+3%
69	Boundless Crevice	0.667	+6%	+3%	+3%
70	Boundless Lips	0.667	+6%	+3%	+3%
71	Vile Mouth	0.833	+7%	+3%	+3%
72	Boundless Pouch	0.667	+6%	+3%	+3%
73	Boundless Vent Chamber	0.667	+6%	+3%	+3%
74	Vast Gills	0.667	+6%	+3%	+3%
75	Boundless Gas Sac	0.667	+6%	+3%	+3%
76	Vast Gills	1.0	+8%	+3%	+3%
77	Vile Crevice	0.667	+6%	+3%	+3%
78	Boundless Gills	0.667	+6%	+3%	+3%
79	Foul Vent Chamber	0.667	+6%	+3%	+3%
80	Foul Cyst	0.667	+6%	+3%	+3%
81	Boundless Crevice	0.667	+6%	+3%	+3%
82	Vast Beak	0.833	+7%	+3%	+3%
83	Vast Cyst	1.0	+8%	+3%	+3%
84	Foul Cyst	0.667	+6%	+3%	+3%
85	Infinite Pouch	0.667	+6%	+3%	+3%
86	Vile Beak	0.667	+6%	+3%	+3%
87	Boundless Gas Sac	0.833	+7%	+3%	+3%
88	Infinite Beak	0.833	+7%	+3%	+3%
89	Boundless Crevice	0.667	+6%	+3%	+3%
90	Infinite Lips	1.0	+8%	+3%	+3%
91	Vast Cavity	0.833	+7%	+3%	+3%
92	Foul Lips	0.667	+6%	+3%	+3%
93	Foul Mouth	0.667	+6%	+3%	+3%
94	Vile Crevice	0.667	+6%	+3%	+3%
95	Foul Cavity	1.0	+8%	+3%	+3%
96	Foul Gas Sac	1.0	+8%	+3%	+3%
97	Boundless Cavity	0.667	+6%	+3%	+3%
98	Vile Lips	0.833	+7%	+3%	+3%
99	Infinite Cyst	1.0	+8%	+3%	+3%
100	Infinite Gills	1.0	+8%	+3%	+3%
101	Foul Vent Chamber	0.667	+6%	+3%	+3%
102	Boundless Cavity	1.0	+8%	+3%	+3%
103	Vile Pouch	0.667	+6%	+3%	+3%
104	Vile Gills	0.667	+6%	+3%	+3%
105	Vile Cavity	0.667	+6%	+3%	+3%
106	Vile Cavity	0.833	+7%	+3%	+3%
107	Vile Beak	0.833	+7%	+3%	+3%
108	Foul Beak	0.667	+6%	+3%	+3%
109	Vile Pouch	0.667	+6%	+3%	+3%
110	Boundless Gills	0.667	+6%	+3%	+3%
111	Vast Mouth	0.833	+7%	+3%	+3%
112	Foul Cavity	0.833	+7%	+3%	+3%
113	Infinite Crevice	0.833	+7%	+3%	+3%
114	Vast Gills	0.667	+6%	+3%	+3%
115	Foul Gills	0.833	+7%	+3%	+3%
116	Foul Lips	0.667	+6%	+3%	+3%
117	Infinite Gills	0.833	+7%	+3%	+3%
118	Foul Lips	0.667	+6%	+3%	+3%
119	Vile Crevice	0.833	+7%	+3%	+3%
120	Foul Gas Sac	0.667	+6%	+3%	+3%
121	Foul Lips	0.667	+6%	+3%	+3%
122	Foul Crevice	0.833	+7%	+3%	+3%
123	Vile Lips	0.833	+7%	+3%	+3%
124	Vast Crevice	0.833	+7%	+3%	+3%
125	Boundless Cyst	1.0	+8%	+3%	+3%
126	Vast Mouth	0.833	+7%	+3%	+3%
127	Foul Pouch	0.833	+7%	+3%	+3%
128	Vile Cyst	0.667	+6%	+3%	+3%
129	Infinite Cyst	0.667	+6%	+3%	+3%
130	Infinite Lips	0.833	+7%	+3%	+3%
131	Vile Cavity	0.667	+6%	+3%	+3%
132	Vile Lips	0.833	+7%	+3%	+3%
133	Vast Lips	0.667	+6%	+3%	+3%
134	Foul Vent Chamber	0.667	+6%	+3%	+3%
135	Boundless Cyst	0.667	+6%	+3%	+3%
136	Foul Gills	0.667	+6%	+3%	+3%
137	Vile Cyst	0.667	+6%	+3%	+3%
138	Foul Gas Sac	1.0	+8%	+3%	+3%
139	Vile Vent Chamber	0.667	+6%	+3%	+3%
140	Foul Mouth	0.667	+6%	+3%	+3%
141	Vast Beak	0.667	+6%	+3%	+3%
142	Foul Mouth	0.833	+7%	+3%	+3%
143	Infinite Gills	0.833	+7%	+3%	+3%
144	Vile Cyst	0.667	+6%	+3%	+3%
145	Infinite Pouch	0.667	+6%	+3%	+3%
146	Boundless Gas Sac	0.833	+7%	+3%	+3%
147	Vile Crevice	0.667	+6%	+3%	+3%
148	Infinite Cavity	0.833	+7%	+3%	+3%
149	Vast Vent Chamber	0.833	+7%	+3%	+3%
150	Infinite Gas Sac	0.833	+7%	+3%	+3%
151	Vast Vent Chamber	0.667	+6%	+3%	+3%
152	Vast Cavity	0.667	+6%	+3%	+3%
153	Infinite Beak	0.667	+6%	+3%	+3%
154	Infinite Lips	0.667	+6%	+3%	+3%
155	Boundless Lips	0.667	+6%	+3%	+3%
156	Vast Crevice	0.833	+7%	+3%	+3%
157	Vile Gas Sac	0.833	+7%	+3%	+3%
158	Vast Beak	1.0	+8%	+3%	+3%
159	Vile Cavity	0.667	+6%	+3%	+3%
160	Vast Cavity	0.667	+6%	+3%	+3%
161	Vast Crevice	0.667	+6%	+3%	+3%
162	Vast Gills	1.0	+8%	+3%	+3%
163	Foul Gas Sac	0.667	+6%	+3%	+3%
164	Infinite Cavity	0.667	+6%	+3%	+3%
165	Vile Crevice	0.833	+7%	+3%	+3%
166	Vile Gills	0.667	+6%	+3%	+3%
167	Foul Beak	0.667	+6%	+3%	+3%
168	Foul Mouth	0.667	+6%	+3%	+3%
169	Infinite Cyst	0.833	+7%	+3%	+3%
170	Boundless Pouch	0.833	+7%	+3%	+3%
171	Boundless Mouth	0.667	+6%	+3%	+3%
172	Vast Pouch	0.833	+7%	+3%	+3%
173	Foul Cyst	0.667	+6%	+3%	+3%
174	Vast Lips	1.0	+8%	+3%	+3%
175	Vile Gills	0.667	+6%	+3%	+3%
176	Infinite Mouth	0.667	+6%	+3%	+3%
177	Foul Lips	0.833	+7%	+3%	+3%
178	Boundless Mouth	0.667	+6%	+3%	+3%
179	Vile Cyst	0.833	+7%	+3%	+3%
180	Infinite Pouch	0.667	+6%	+3%	+3%
181	Boundless Cyst	0.833	+7%	+3%	+3%
182	Boundless Crevice	1.0	+8%	+3%	+3%
183	Vile Vent Chamber	0.667	+6%	+3%	+3%
184	Infinite Crevice	0.667	+6%	+3%	+3%
185	Infinite Lips	0.667	+6%	+3%	+3%
186	Vast Vent Chamber	0.667	+6%	+3%	+3%
187	Infinite Mouth	0.833	+7%	+3%	+3%
188	Boundless Crevice	0.667	+6%	+3%	+3%
189	Foul Pouch	1.0	+8%	+3%	+3%
190	Boundless Pouch	0.833	+7%	+3%	+3%
191	Boundless Gas Sac	0.833	+7%	+3%	+3%
192	Boundless Beak	1.0	+8%	+3%	+3%
193	Vast Crevice	0.833	+7%	+3%	+3%
194	Infinite Beak	0.667	+6%	+3%	+3%
195	Foul Mouth	0.833	+7%	+3%	+3%
196	Vile Mouth	0.667	+6%	+3%	+3%
197	Boundless Lips	0.667	+6%	+3%	+3%
198	Boundless Cavity	0.667	+6%	+3%	+3%
199	Infinite Pouch	0.667	+6%	+3%	+3%
200	Boundless Gas Sac	0.667	+6%	+3%	+3%
201	Boundless Lips	0.667	+6%	+3%	+3%
202	Vile Lips	0.667	+6%	+3%	+3%
203	Boundless Pouch	0.833	+7%	+3%	+3%
204	Boundless Crevice	0.833	+7%	+3%	+3%
205	Foul Cyst	1.0	+8%	+3%	+3%
206	Vile Pouch	1.0	+8%	+3%	+3%
207	Vast Cavity	0.667	+6%	+3%	+3%
208	Boundless Lips	0.667	+6%	+3%	+3%
209	Vile Cyst	0.667	+6%	+3%	+3%
210	Vile Gas Sac	0.833	+7%	+3%	+3%
211	Vile Crevice	0.833	+7%	+3%	+3%
212	Foul Cavity	1.0	+8%	+3%	+3%
213	Infinite Pouch	0.667	+6%	+3%	+3%
214	Boundless Gas Sac	0.667	+6%	+3%	+3%
215	Infinite Cyst	0.833	+7%	+3%	+3%
216	Vast Beak	0.667	+6%	+3%	+3%
217	Boundless Mouth	0.667	+6%	+3%	+3%
218	Foul Crevice	0.833	+7%	+3%	+3%
219	Boundless Pouch	1.0	+8%	+3%	+3%
220	Vile Vent Chamber	0.833	+7%	+3%	+3%
221	Infinite Vent Chamber	1.0	+8%	+3%	+3%
222	Vile Mouth	0.667	+6%	+3%	+3%
223	Vast Mouth	0.667	+6%	+3%	+3%
224	Infinite Gills	1.0	+8%	+3%	+3%
225	Foul Pouch	1.0	+8%	+3%	+3%
226	Boundless Gills	0.667	+6%	+3%	+3%
227	Foul Vent Chamber	1.0	+8%	+3%	+3%
228	Foul Beak	0.667	+6%	+3%	+3%
229	Boundless Lips	0.667	+6%	+3%	+3%
230	Vile Vent Chamber	1.0	+8%	+3%	+3%
231	Vile Gas Sac	0.833	+7%	+3%	+3%
232	Foul Cavity	1.0	+8%	+3%	+3%
233	Infinite Vent Chamber	0.667	+6%	+3%	+3%
234	Vast Gills	0.667	+6%	+3%	+3%
235	Foul Cavity	0.667	+6%	+3%	+3%
236	Vast Mouth	1.0	+8%	+3%	+3%
237	Vile Pouch	1.0	+8%	+3%	+3%
238	Vile Crevice	1.0	+8%	+3%	+3%
239	Vast Beak	0.833	+7%	+3%	+3%
240	Vile Beak	0.667	+6%	+3%	+3%
241	Boundless Cavity	0.667	+6%	+3%	+3%
242	Vile Lips	0.667	+6%	+3%	+3%
243	Vast Lips	0.667	+6%	+3%	+3%
244	Infinite Beak	0.667	+6%	+3%	+3%
245	Vast Lips	0.833	+7%	+3%	+3%
246	Infinite Mouth	0.833	+7%	+3%	+3%
247	Boundless Beak	0.833	+7%	+3%	+3%
248	Foul Cavity	0.667	+6%	+3%	+3%
249	Vile Gills	1.0	+8%	+3%	+3%
250	Foul Gills	0.667	+6%	+3%	+3%
251	Boundless Cavity	1.0	+8%	+3%	+3%
252	Vast Vent Chamber	0.833	+7%	+3%	+3%
253	Infinite Pouch	0.667	+6%	+3%	+3%
254	Vile Mouth	0.667	+6%	+3%	+3%
255	Vast Beak	0.667	+6%	+3%	+3%
256	Foul Pouch	0.667	+6%	+3%	+3%
257	Foul Beak	1.0	+8%	+3%	+3%
258	Boundless Gills	1.0	+8%	+3%	+3%
259	Vile Gills	0.667	+6%	+3%	+3%
260	Vile Gills	0.667	+6%	+3%	+3%
261	Foul Gas Sac	0.667	+6%	+3%	+3%
262	Foul Cavity	0.667	+6%	+3%	+3%
263	Vile Vent Chamber	0.833	+7%	+3%	+3%
264	Foul Cavity	0.667	+6%	+3%	+3%
265	Vast Cyst	0.833	+7%	+3%	+3%
266	Foul Gills	0.667	+6%	+3%	+3%
267	Infinite Gas Sac	1.0	+8%	+3%	+3%
268	Foul Cyst	0.833	+7%	+3%	+3%
269	Vast Vent Chamber	0.833	+7%	+3%	+3%
270	Vile Mouth	1.0	+8%	+3%	+3%
271	Foul Crevice	0.833	+7%	+3%	+3%
272	Vile Cyst	0.833	+7%	+3%	+3%
273	Vile Gas Sac	0.667	+6%	+3%	+3%
274	Vile Lips	0.667	+6%	+3%	+3%
275	Vast Lips	0.667	+6%	+3%	+3%
276	Vast Pouch	0.833	+7%	+3%	+3%
277	Infinite Cyst	0.833	+7%	+3%	+3%
278	Vast Gas Sac	0.667	+6%	+3%	+3%
279	Boundless Mouth	0.833	+7%	+3%	+3%
280	Infinite Cavity	0.833	+7%	+3%	+3%
281	Vast Crevice	0.833	+7%	+3%	+3%
282	Foul Crevice	0.667	+6%	+3%	+3%
283	Foul Pouch	1.0	+8%	+3%	+3%
284	Foul Crevice	0.667	+6%	+3%	+3%
285	Vile Mouth	0.667	+6%	+3%	+3%
286	Foul Gills	0.667	+6%	+3%	+3%
287	Foul Lips	1.0	+8%	+3%	+3%
288	Foul Beak	0.667	+6%	+3%	+3%
289	Vile Beak	0.833	+7%	+3%	+3%
290	Infinite Vent Chamber	0.833	+7%	+3%	+3%
291	Vast Vent Chamber	0.667	+6%	+3%	+3%
292	Infinite Beak	1.0	+8%	+3%	+3%
293	Vast Gills	0.667	+6%	+3%	+3%
294	Infinite Vent Chamber	0.833	+7%	+3%	+3%
295	Infinite Vent Chamber	0.833	+7%	+3%	+3%
296	Foul Cyst	1.0	+8%	+3%	+3%
297	Vast Cavity	0.667	+6%	+3%	+3%
298	Infinite Beak	1.0	+8%	+3%	+3%
299	Vast Mouth	0.667	+6%	+3%	+3%
300	Boundless Mouth	0.667	+6%	+3%	+3%
301	Vile Gills	1.0	+8%	+3%	+3%
302	Boundless Pouch	1.0	+8%	+3%	+3%
303	Boundless Gas Sac	0.667	+6%	+3%	+3%
304	Vile Mouth	0.667	+6%	+3%	+3%
305	Vast Cyst	0.833	+7%	+3%	+3%
306	Vast Pouch	1.0	+8%	+3%	+3%
307	Vast Cyst	1.0	+8%	+3%	+3%
308	Vile Beak	0.833	+7%	+3%	+3%
309	Boundless Beak	0.667	+6%	+3%	+3%
310	Infinite Cavity	1.0	+8%	+3%	+3%
311	Infinite Crevice	0.667	+6%	+3%	+3%
312	Boundless Crevice	0.833	+7%	+3%	+3%
313	Foul Gills	0.667	+6%	+3%	+3%
314	Boundless Cavity	0.833	+7%	+3%	+3%
315	Vast Crevice	0.667	+6%	+3%	+3%
316	Boundless Pouch	1.0	+8%	+3%	+3%
317	Foul Pouch	0.667	+6%	+3%	+3%
318	Infinite Cavity	0.833	+7%	+3%	+3%
319	Foul Lips	0.667	+6%	+3%	+3%
320	Infinite Vent Chamber	0.667	+6%	+3%	+3%
321	Foul Cavity	0.667	+6%	+3%	+3%
322	Infinite Beak	0.667	+6%	+3%	+3%
323	Vast Crevice	0.667	+6%	+3%	+3%
324	Infinite Vent Chamber	1.0	+8%	+3%	+3%
325	Boundless Vent Chamber	0.833	+7%	+3%	+3%
326	Boundless Cyst	0.667	+6%	+3%	+3%
327	Vast Gas Sac	1.0	+8%	+3%	+3%
328	Vile Gills	0.667	+6%	+3%	+3%
329	Vile Cyst	1.0	+8%	+3%	+3%
330	Boundless Cyst	0.833	+7%	+3%	+3%
331	Vast Mouth	0.667	+6%	+3%	+3%
332	Vile Vent Chamber	0.833	+7%	+3%	+3%
333	Vile Mouth	0.667	+6%	+3%	+3%
334	Foul Cavity	0.833	+7%	+3%	+3%
335	Boundless Lips	0.667	+6%	+3%	+3%
336	Vast Cavity	0.833	+7%	+3%	+3%
337	Boundless Beak	0.833	+7%	+3%	+3%
338	Infinite Beak	0.833	+7%	+3%	+3%
339	Foul Vent Chamber	1.0	+8%	+3%	+3%
340	Vast Gills	0.667	+6%	+3%	+3%
341	Infinite Beak	0.667	+6%	+3%	+3%
342	Vast Crevice	0.833	+7%	+3%	+3%
343	Vile Gills	0.833	+7%	+3%	+3%
344	Vile Gas Sac	1.0	+8%	+3%	+3%
345	Vast Crevice	0.667	+6%	+3%	+3%
346	Vast Cyst	0.833	+7%	+3%	+3%
347	Vile Gills	0.667	+6%	+3%	+3%
348	Vile Beak	0.667	+6%	+3%	+3%
349	Foul Lips	0.833	+7%	+3%	+3%
350	Boundless Gas Sac	0.667	+6%	+3%	+3%
351	Boundless Vent Chamber	0.667	+6%	+3%	+3%
352	Vile Cyst	0.667	+6%	+3%	+3%
353	Vile Gills	0.667	+6%	+3%	+3%
354	Vile Crevice	1.0	+8%	+3%	+3%
355	Vast Gas Sac	0.833	+7%	+3%	+3%
356	Vast Mouth	0.833	+7%	+3%	+3%
357	Infinite Crevice	0.667	+6%	+3%	+3%
358	Foul Vent Chamber	0.833	+7%	+3%	+3%
359	Foul Mouth	0.667	+6%	+3%	+3%
360	Vile Pouch	0.833	+7%	+3%	+3%
361	Foul Vent Chamber	0.667	+6%	+3%	+3%
362	Vast Crevice	0.667	+6%	+3%	+3%
363	Foul Gas Sac	0.833	+7%	+3%	+3%
364	Vile Gills	1.0	+8%	+3%	+3%
365	Vast Pouch	0.833	+7%	+3%	+3%
366	Foul Lips	0.667	+6%	+3%	+3%
367	Infinite Mouth	1.0	+8%	+3%	+3%
368	Vile Gills	0.667	+6%	+3%	+3%
369	Infinite Vent Chamber	0.667	+6%	+3%	+3%
370	Boundless Cavity	0.833	+7%	+3%	+3%
371	Infinite Gas Sac	1.0	+8%	+3%	+3%
372	Boundless Cavity	1.0	+8%	+3%	+3%
373	Vast Pouch	0.667	+6%	+3%	+3%
374	Infinite Cavity	0.667	+6%	+3%	+3%
375	Boundless Lips	0.667	+6%	+3%	+3%
376	Vast Gas Sac	0.667	+6%	+3%	+3%
377	Infinite Gas Sac	0.667	+6%	+3%	+3%
378	Foul Cavity	1.0	+8%	+3%	+3%
379	Foul Vent Chamber	0.833	+7%	+3%	+3%
380	Vast Lips	0.667	+6%	+3%	+3%
381	Infinite Cavity	1.0	+8%	+3%	+3%
382	Infinite Cyst	0.833	+7%	+3%	+3%
383	Foul Cavity	0.667	+6%	+3%	+3%
384	Foul Lips	0.833	+7%	+3%	+3%
385	Foul Pouch	0.667	+6%	+3%	+3%
386	Vast Lips	0.667	+6%	+3%	+3%
387	Vile Beak	0.833	+7%	+3%	+3%
388	Vile Vent Chamber	0.667	+6%	+3%	+3%
389	Boundless Gills	0.833	+7%	+3%	+3%
390	Foul Gills	0.667	+6%	+3%	+3%
391	Vile Cavity	1.0	+8%	+3%	+3%
392	Infinite Cavity	0.667	+6%	+3%	+3%
393	Vile Vent Chamber	0.833	+7%	+3%	+3%
394	Foul Cavity	1.0	+8%	+3%	+3%
395	Vile Mouth	0.667	+6%	+3%	+3%
396	Foul Crevice	0.667	+6%	+3%	+3%
397	Vile Gas Sac	0.667	+6%	+3%	+3%
398	Foul Beak	1.0	+8%	+3%	+3%
399	Vast Crevice	0.833	+7%	+3%	+3%
400	Vast Mouth	0.667	+6%	+3%	+3%
401	Vast Mouth	0.667	+6%	+3%	+3%
402	Vile Cavity	0.667	+6%	+3%	+3%
403	Foul Pouch	0.667	+6%	+3%	+3%
404	Foul Pouch	0.667	+6%	+3%	+3%
405	Vast Pouch	0.667	+6%	+3%	+3%
406	Vast Lips	0.667	+6%	+3%	+3%
407	Vast Cavity	1.0	+8%	+3%	+3%
408	Infinite Cyst	0.833	+7%	+3%	+3%
409	Vile Gills	1.0	+8%	+3%	+3%
410	Boundless Mouth	1.0	+8%	+3%	+3%
411	Vast Vent Chamber	0.833	+7%	+3%	+3%
412	Infinite Crevice	0.833	+7%	+3%	+3%
413	Vile Gills	0.667	+6%	+3%	+3%
414	Boundless Crevice	1.0	+8%	+3%	+3%
415	Foul Pouch	0.667	+6%	+3%	+3%
416	Vile Crevice	0.833	+7%	+3%	+3%
417	Vile Cyst	0.667	+6%	+3%	+3%
418	Infinite Pouch	0.833	+7%	+3%	+3%
419	Vile Beak	0.833	+7%	+3%	+3%
420	Vast Lips	1.0	+8%	+3%	+3%
421	Foul Vent Chamber	1.0	+8%	+3%	+3%
422	Foul Gills	1.0	+8%	+3%	+3%
423	Infinite Cyst	0.667	+6%	+3%	+3%
424	Foul Gas Sac	0.833	+7%	+3%	+3%
425	Vast Lips	0.833	+7%	+3%	+3%
426	Vast Gills	0.667	+6%	+3%	+3%
427	Boundless Vent Chamber	0.833	+7%	+3%	+3%
428	Foul Cavity	0.667	+6%	+3%	+3%
429	Vile Pouch	0.667	+6%	+3%	+3%
430	Foul Cavity	0.833	+7%	+3%	+3%
431	Infinite Pouch	0.833	+7%	+3%	+3%
432	Vast Beak	0.667	+6%	+3%	+3%
433	Vast Crevice	0.667	+6%	+3%	+3%
434	Infinite Gas Sac	0.833	+7%	+3%	+3%
435	Vile Lips	1.0	+8%	+3%	+3%
436	Vile Gills	0.667	+6%	+3%	+3%
437	Vile Crevice	1.0	+8%	+3%	+3%
438	Foul Lips	0.833	+7%	+3%	+3%
439	Boundless Beak	0.667	+6%	+3%	+3%
440	Infinite Lips	0.833	+7%	+3%	+3%
441	Vast Cavity	0.833	+7%	+3%	+3%
442	Vast Vent Chamber	0.667	+6%	+3%	+3%
443	Infinite Gills	0.667	+6%	+3%	+3%
444	Boundless Vent Chamber	0.667	+6%	+3%	+3%
445	Boundless Cavity	0.833	+7%	+3%	+3%
446	Vast Cavity	0.667	+6%	+3%	+3%
447	Vast Mouth	0.667	+6%	+3%	+3%
448	Foul Cavity	0.667	+6%	+3%	+3%
449	Infinite Lips	0.667	+6%	+3%	+3%
450	Vast Pouch	0.667	+6%	+3%	+3%
451	Boundless Gills	0.833	+7%	+3%	+3%
452	Infinite Crevice	0.833	+7%	+3%	+3%
453	Boundless Crevice	0.667	+6%	+3%	+3%
454	Infinite Pouch	0.833	+7%	+3%	+3%
455	Foul Mouth	1.0	+8%	+3%	+3%
456	Vast Gas Sac	1.0	+8%	+3%	+3%
457	Vast Lips	0.667	+6%	+3%	+3%
458	Vile Lips	1.0	+8%	+3%	+3%
459	Boundless Cavity	0.667	+6%	+3%	+3%
460	Infinite Beak	0.833	+7%	+3%	+3%
461	Foul Beak	0.833	+7%	+3%	+3%
462	Infinite Vent Chamber	0.833	+7%	+3%	+3%
463	Boundless Crevice	0.667	+6%	+3%	+3%
464	Foul Vent Chamber	0.667	+6%	+3%	+3%
465	Boundless Gills	0.667	+6%	+3%	+3%
466	Infinite Beak	0.667	+6%	+3%	+3%
467	Boundless Gas Sac	0.833	+7%	+3%	+3%
468	Foul Vent Chamber	0.667	+6%	+3%	+3%
469	Vile Gas Sac	0.667	+6%	+3%	+3%
470	Boundless Beak	0.667	+6%	+3%	+3%
471	Vile Lips	0.667	+6%	+3%	+3%
472	Foul Cyst	1.0	+8%	+3%	+3%
473	Foul Cyst	0.667	+6%	+3%	+3%
474	Vile Mouth	0.667	+6%	+3%	+3%
475	Vile Cavity	0.667	+6%	+3%	+3%
476	Foul Lips	0.667	+6%	+3%	+3%
477	Boundless Crevice	0.833	+7%	+3%	+3%
478	Boundless Beak	1.0	+8%	+3%	+3%
479	Vast Cavity	0.667	+6%	+3%	+3%
480	Infinite Crevice	0.667	+6%	+3%	+3%
481	Vile Gas Sac	0.667	+6%	+3%	+3%
482	Vile Gills	0.667	+6%	+3%	+3%
483	Vast Vent Chamber	0.667	+6%	+3%	+3%
484	Foul Vent Chamber	0.667	+6%	+3%	+3%
485	Vile Lips	1.0	+8%	+3%	+3%
486	Vile Gas Sac	0.667	+6%	+3%	+3%
487	Infinite Gas Sac	0.667	+6%	+3%	+3%
488	Foul Crevice	0.833	+7%	+3%	+3%
489	Boundless Cyst	0.667	+6%	+3%	+3%
490	Vile Beak	1.0	+8%	+3%	+3%
491	Boundless Mouth	1.0	+8%	+3%	+3%
492	Infinite Mouth	0.667	+6%	+3%	+3%
493	Foul Lips	1.0	+8%	+3%	+3%
494	Vile Cavity	0.667	+6%	+3%	+3%
495	Vile Crevice	0.833	+7%	+3%	+3%
496	Foul Mouth	0.667	+6%	+3%	+3%
497	Boundless Cyst	0.667	+6%	+3%	+3%
498	Boundless Cavity	0.667	+6%	+3%	+3%
499	Boundless Beak	1.0	+8%	+3%	+3%
500	Foul Pouch	0.833	+7%	+3%	+3%
501	Foul Vent Chamber	0.833	+7%	+3%	+3%
502	Foul Pouch	0.667	+6%	+3%	+3%
503	Vile Mouth	0.833	+7%	+3%	+3%
504	Vile Gas Sac	0.667	+6%	+3%	+3%
505	Vast Gills	0.667	+6%	+3%	+3%
506	Boundless Lips	0.667	+6%	+3%	+3%
507	Vast Cavity	0.833	+7%	+3%	+3%
508	Infinite Gills	0.667	+6%	+3%	+3%
509	Foul Gas Sac	0.667	+6%	+3%	+3%
510	Boundless Gas Sac	0.667	+6%	+3%	+3%
511	Boundless Lips	0.667	+6%	+3%	+3%
512	Vile Vent Chamber	1.0	+8%	+3%	+3%
513	Foul Pouch	0.833	+7%	+3%	+3%
514	Infinite Lips	0.667	+6%	+3%	+3%
515	Boundless Cyst	0.667	+6%	+3%	+3%
516	Foul Mouth	0.667	+6%	+3%	+3%
517	Vast Lips	0.667	+6%	+3%	+3%
518	Infinite Beak	0.833	+7%	+3%	+3%
519	Vile Cavity	0.667	+6%	+3%	+3%
520	Vile Vent Chamber	0.667	+6%	+3%	+3%
521	Vast Beak	0.667	+6%	+3%	+3%
522	Vile Gas Sac	0.667	+6%	+3%	+3%
